state,district,year,literacy_rate,schools,colleges,teachers,students,dropout_rate,digital_classrooms
Madhya Pradesh,Tikamgarh,2024,58.71,1602,14,3429,86387,3.87,205
Madhya Pradesh,Tikamgarh,2025,73.28,1524,86,7316,178708,1.87,166
Madhya Pradesh,Ujjain,2015,70.35,745,152,5471,13682,9.19,141
Madhya Pradesh,Ujjain,2016,82.24,269,127,3727,36023,6.51,65
Madhya Pradesh,Ujjain,2017,78.45,810,186,6473,171831,14.5,477
Madhya Pradesh,Ujjain,2018,55.66,1384,20,3468,113335,3.53,34
Madhya Pradesh,Ujjain,2019,79.55,1344,138,4287,192120,12.87,151
Madhya Pradesh,Ujjain,2020,70.81,1084,148,5224,128869,2.42,202
Madhya Pradesh,Ujjain,2021,78.27,739,169,7761,152589,12.38,232
Madhya Pradesh,Ujjain,2022,57.4,545,74,2227,76267,5.04,304
Madhya Pradesh,Ujjain,2023,66.48,815,81,7887,64886,11.82,204
Madhya Pradesh,Ujjain,2024,93.9,552,38,4569,156493,14.75,274
Madhya Pradesh,Ujjain,2025,59.1,1271,17,4395,72244,8.4,53
Madhya Pradesh,Umaria,2015,84.09,1241,29,3947,40594,14.38,14
Madhya Pradesh,Umaria,2016,66.02,302,175,2191,25545,3.23,15
Madhya Pradesh,Umaria,2017,85.45,842,148,5159,103672,11.61,325
Madhya Pradesh,Umaria,2018,66.84,1998,102,5968,169520,13.65,65
Madhya Pradesh,Umaria,2019,88.62,1178,5,3807,61687,10.5,470
Madhya Pradesh,Umaria,2020,82.12,799,112,2361,182538,2.92,326
Madhya Pradesh,Umaria,2021,88.84,616,93,4930,94039,2.07,245
Madhya Pradesh,Umaria,2022,92.23,1059,131,7528,51907,11.71,28
Madhya Pradesh,Umaria,2023,57.53,357,147,5578,8103,5.55,263
Madhya Pradesh,Umaria,2024,87.74,1035,115,6299,98432,14.92,117
Madhya Pradesh,Umaria,2025,79.72,1899,42,445,41615,5.64,22
Madhya Pradesh,Vidisha,2015,80.77,484,83,3106,72770,1.23,235
Madhya Pradesh,Vidisha,2016,75.89,989,143,3860,110240,2.48,23
Madhya Pradesh,Vidisha,2017,65.2,736,33,4625,165176,7.92,159
Madhya Pradesh,Vidisha,2018,61.26,885,184,2931,91224,4.6,99
Madhya Pradesh,Vidisha,2019,58.5,101,154,2312,107217,14.06,451
Madhya Pradesh,Vidisha,2020,80.97,1609,143,3834,110188,1.81,113
Madhya Pradesh,Vidisha,2021,80.33,666,113,6891,153457,8.45,53
Madhya Pradesh,Vidisha,2022,59.09,1605,188,1675,105523,10.42,235
Madhya Pradesh,Vidisha,2023,72.77,255,144,4445,125387,4.17,41
Madhya Pradesh,Vidisha,2024,75.26,1030,108,4673,121420,6.74,350
Madhya Pradesh,Vidisha,2025,71.53,95,108,4112,174280,6.92,368
Maharashtra,Ahmednagar,2015,84.2,1567,69,7924,75552,9.64,124
Maharashtra,Ahmednagar,2016,89.66,1494,34,1135,52640,13.04,132
Maharashtra,Ahmednagar,2017,90.53,884,56,1500,71449,13.8,17
Maharashtra,Ahmednagar,2018,78.7,592,60,5939,51763,12.46,381
Maharashtra,Ahmednagar,2019,70.8,1843,174,947,90379,10.11,208
Maharashtra,Ahmednagar,2020,86.49,1415,156,2507,55555,3.78,27
Maharashtra,Ahmednagar,2021,82.31,470,140,6738,25848,8.44,246
Maharashtra,Ahmednagar,2022,79.01,1788,68,5448,46974,13.2,390
Maharashtra,Ahmednagar,2023,85.05,597,145,2494,156613,8.7,129
Maharashtra,Ahmednagar,2024,57.33,297,159,2940,134767,13.31,173
Maharashtra,Ahmednagar,2025,57.93,909,105,6201,96806,2.48,134
Maharashtra,Akola,2015,73.56,1100,114,5585,26846,6.97,366
Maharashtra,Akola,2016,79.91,1603,37,1808,167366,2.26,103
Maharashtra,Akola,2017,69.94,1915,82,2281,188073,1.69,371
Maharashtra,Akola,2018,72.81,1432,90,2965,106863,1.01,58
Maharashtra,Akola,2019,77.93,1089,69,1603,118760,5.34,120
Maharashtra,Akola,2020,85.84,1141,12,7818,36472,11.83,339
Maharashtra,Akola,2021,89.91,755,82,4148,52183,6.66,322
Maharashtra,Akola,2022,94.54,1910,155,5427,169921,5.15,29
Maharashtra,Akola,2023,64.45,1770,105,6267,88059,4.57,44
Maharashtra,Akola,2024,71.83,391,125,1286,93012,6.06,157
Maharashtra,Akola,2025,76.92,1314,8,448,82653,2.79,127
Maharashtra,Amravati,2015,63.7,1365,97,3785,56145,12.18,313
Maharashtra,Amravati,2016,81.99,687,104,2784,122722,8.07,157
Maharashtra,Amravati,2017,90.29,1202,102,5074,146991,6.68,90
Maharashtra,Amravati,2018,86.3,147,115,3588,168650,5.44,263
Maharashtra,Amravati,2019,82.06,297,131,6582,103032,9.91,42
Maharashtra,Amravati,2020,55.86,73,180,2000,92055,13.57,120
Maharashtra,Amravati,2021,62.98,183,60,5814,23472,3.04,152
Maharashtra,Amravati,2022,85.43,738,13,7652,158981,5.81,8
Maharashtra,Amravati,2023,55.85,697,100,4919,77347,5.9,41
Maharashtra,Amravati,2024,83.3,675,86,1920,194378,4.06,277
Maharashtra,Amravati,2025,78.12,392,47,6775,67826,13.04,53
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2015,57.53,162,25,3644,160804,2.81,42
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2016,80.73,1208,64,7072,199800,12.86,495
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2017,68.74,236,16,2563,125160,5.78,108
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2018,83.07,309,72,1460,7413,14.38,354
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2019,83.13,1423,43,5730,33708,10.67,268
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2020,71.44,684,36,5140,29258,6.06,109
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2021,74.56,728,103,3577,154517,8.31,351
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2022,73.43,1000,152,2315,190363,9.73,80
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2023,87.43,1608,22,576,47265,10.83,126
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2024,70.68,1247,17,6482,51564,14.84,316
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2025,80.58,1848,27,3803,49203,9.46,316
Maharashtra,Beed,2015,81.83,370,115,1422,189669,3.31,126
Maharashtra,Beed,2016,85.06,1244,66,4317,185668,11.12,272
Maharashtra,Beed,2017,75.68,1348,135,2450,95630,3.0,498
Maharashtra,Beed,2018,91.36,1165,191,3249,93560,11.08,336
Maharashtra,Beed,2019,83.41,1556,55,3243,174736,4.67,304
Maharashtra,Beed,2020,85.28,1832,160,4250,162509,13.77,50
Maharashtra,Beed,2021,90.29,1062,113,2706,150167,6.26,457
Maharashtra,Beed,2022,63.83,310,70,7721,79535,12.95,186
Maharashtra,Beed,2023,92.99,716,19,2166,155623,11.61,77
Maharashtra,Beed,2024,89.31,1989,185,222,4448,8.51,152
Maharashtra,Beed,2025,66.43,1034,108,5478,150797,1.08,367
Maharashtra,Bhandara,2015,64.96,974,27,1614,119241,1.93,79
Maharashtra,Bhandara,2016,68.45,1472,200,7782,88609,3.05,412
Maharashtra,Bhandara,2017,72.65,1576,116,7105,104195,13.03,44
Maharashtra,Bhandara,2018,92.86,386,144,1125,141672,5.64,123
Maharashtra,Bhandara,2019,63.85,458,200,4794,69196,12.82,113
Maharashtra,Bhandara,2020,59.72,738,121,4185,178353,12.44,219
Maharashtra,Bhandara,2021,89.12,1307,106,1681,114984,10.56,436
Maharashtra,Bhandara,2022,94.57,1515,27,6286,176772,10.73,39
Maharashtra,Bhandara,2023,84.99,394,137,3640,71234,5.44,350
Maharashtra,Bhandara,2024,56.5,1950,85,1354,46234,5.05,373
Maharashtra,Bhandara,2025,84.82,1394,102,4487,152575,14.31,109
Maharashtra,Buldhana,2015,87.68,961,146,6275,164191,12.06,300
Maharashtra,Buldhana,2016,89.24,1557,173,2272,88697,14.43,403
Maharashtra,Buldhana,2017,74.68,535,141,3095,103065,5.1,328
Maharashtra,Buldhana,2018,67.32,1053,57,2268,145559,1.71,98
Maharashtra,Buldhana,2019,85.32,747,107,2454,72331,11.38,205
Maharashtra,Buldhana,2020,90.41,1491,104,3855,46361,4.84,82
Maharashtra,Buldhana,2021,72.49,960,47,3031,97640,12.64,109
Maharashtra,Buldhana,2022,83.29,474,80,5088,145053,5.99,62
Maharashtra,Buldhana,2023,77.94,757,134,6040,8939,3.29,437
Maharashtra,Buldhana,2024,67.2,1111,130,7991,168149,9.48,265
Maharashtra,Buldhana,2025,79.12,1709,112,1293,30414,11.47,400
Maharashtra,Chandrapur,2015,85.7,871,132,7828,172094,1.66,30
Maharashtra,Chandrapur,2016,82.21,469,173,7487,195208,13.32,347
Maharashtra,Chandrapur,2017,76.33,724,40,2520,48667,6.84,482
Maharashtra,Chandrapur,2018,74.97,1726,173,3329,143904,13.84,497
Maharashtra,Chandrapur,2019,77.52,1036,181,5767,171835,3.61,328
Maharashtra,Chandrapur,2020,60.38,1743,72,7305,89433,10.78,117
Maharashtra,Chandrapur,2021,86.04,397,198,1535,142447,12.26,280
Maharashtra,Chandrapur,2022,75.82,1384,30,525,11400,2.31,168
Maharashtra,Chandrapur,2023,67.37,497,32,7394,117930,7.0,193
Maharashtra,Chandrapur,2024,88.67,468,66,1629,109071,7.26,185
Maharashtra,Chandrapur,2025,83.99,702,120,2241,197762,14.08,248
Maharashtra,Dhule,2015,71.36,856,183,6916,95373,9.11,455
Maharashtra,Dhule,2016,72.52,842,50,2355,133241,1.38,72
Maharashtra,Dhule,2017,70.6,1969,40,4352,148512,1.46,427
Maharashtra,Dhule,2018,85.88,1664,65,5490,142093,13.08,10
Maharashtra,Dhule,2019,66.33,1716,109,5395,64144,14.46,81
Maharashtra,Dhule,2020,76.35,493,184,6074,18059,7.64,489
Maharashtra,Dhule,2021,74.12,1031,39,4491,78636,5.92,449
Maharashtra,Dhule,2022,76.37,1203,73,6397,168550,14.36,93
Maharashtra,Dhule,2023,58.39,180,25,6650,14687,10.48,263
Maharashtra,Dhule,2024,72.88,1988,191,3059,95983,12.93,20
Maharashtra,Dhule,2025,67.69,784,196,4080,122491,3.96,342
Maharashtra,Gadchiroli,2015,94.27,1099,118,1413,171080,8.6,29
Maharashtra,Gadchiroli,2016,92.36,646,132,5806,192159,11.49,53
Maharashtra,Gadchiroli,2017,60.96,951,187,1031,34245,8.48,148
Maharashtra,Gadchiroli,2018,85.21,1180,18,1566,7169,8.09,16
Maharashtra,Gadchiroli,2019,58.99,471,99,2320,117867,11.95,177
Maharashtra,Gadchiroli,2020,63.94,207,132,3758,155446,11.21,180
Maharashtra,Gadchiroli,2021,71.83,994,59,5945,76051,12.39,54
Maharashtra,Gadchiroli,2022,57.68,1254,149,3504,71805,13.74,5
Maharashtra,Gadchiroli,2023,94.74,586,172,338,128117,3.58,92
Maharashtra,Gadchiroli,2024,58.35,1507,179,6976,96924,4.44,204
Maharashtra,Gadchiroli,2025,78.15,804,116,605,167040,11.84,18
Maharashtra,Gondia,2015,82.15,498,163,3485,135159,4.67,229
Maharashtra,Gondia,2016,90.35,202,144,5537,37347,13.92,103
Maharashtra,Gondia,2017,94.24,516,185,5749,105214,1.29,183
Maharashtra,Gondia,2018,85.8,1042,82,2218,60519,1.52,466
Maharashtra,Gondia,2019,72.71,1141,108,6852,130283,5.61,301
Maharashtra,Gondia,2020,86.3,266,92,4924,118171,3.09,310
Maharashtra,Gondia,2021,93.77,651,44,4133,10822,10.74,438
Maharashtra,Gondia,2022,68.78,904,42,5241,7755,13.58,479
Maharashtra,Gondia,2023,80.49,1823,161,2856,115553,13.41,381
Maharashtra,Gondia,2024,91.41,1047,192,3042,128655,1.62,240
Maharashtra,Gondia,2025,74.31,1543,159,588,92921,13.42,179
Maharashtra,Hingoli,2015,64.11,219,92,6977,19960,6.28,79
Maharashtra,Hingoli,2016,93.67,1881,175,5925,29561,2.52,178
Maharashtra,Hingoli,2017,83.98,1065,159,5069,20103,9.81,204
Maharashtra,Hingoli,2018,67.54,1212,173,841,35278,8.8,435
Maharashtra,Hingoli,2019,89.54,819,20,5929,119342,4.29,70
Maharashtra,Hingoli,2020,65.42,708,158,3097,153194,1.45,484
Maharashtra,Hingoli,2021,73.59,1957,112,3064,178845,1.82,296
Maharashtra,Hingoli,2022,59.8,1521,150,7421,96740,11.15,180
Maharashtra,Hingoli,2023,74.68,942,138,1026,70525,10.51,40
Maharashtra,Hingoli,2024,56.12,1256,77,7999,199659,8.77,312
Maharashtra,Hingoli,2025,75.27,205,68,7727,65720,1.52,457
Maharashtra,Jalgaon,2015,63.18,307,5,3410,186864,6.57,448
Maharashtra,Jalgaon,2016,92.75,1332,40,3411,172751,12.48,177
Maharashtra,Jalgaon,2017,79.48,810,23,6574,97338,12.84,160
Maharashtra,Jalgaon,2018,57.36,151,86,5589,20021,12.17,249
Maharashtra,Jalgaon,2019,58.23,706,74,2012,138333,11.88,116
Maharashtra,Jalgaon,2020,89.38,1899,185,7195,126781,5.47,423
Maharashtra,Jalgaon,2021,93.24,890,135,7511,164731,11.13,325
Maharashtra,Jalgaon,2022,66.57,1544,27,2215,93444,12.85,124
Maharashtra,Jalgaon,2023,89.49,850,44,6382,26346,3.93,7
Maharashtra,Jalgaon,2024,63.13,111,181,3872,159926,10.52,338
Maharashtra,Jalgaon,2025,81.04,1435,154,2057,92106,4.5,104
Maharashtra,Jalna,2015,88.09,831,182,5310,39204,5.57,383
Maharashtra,Jalna,2016,57.16,1486,113,7386,135737,6.83,432
Maharashtra,Jalna,2017,57.22,1762,40,5769,70170,1.48,492
Maharashtra,Jalna,2018,57.01,1598,178,3836,27412,9.81,58
Maharashtra,Jalna,2019,86.25,564,45,840,39662,3.44,280
Maharashtra,Jalna,2020,94.93,1177,136,3510,102266,12.68,302
Maharashtra,Jalna,2021,64.52,1036,83,7026,161025,5.82,411
Maharashtra,Jalna,2022,63.87,426,97,3160,197289,13.27,265
Maharashtra,Jalna,2023,70.4,1369,56,5816,98968,8.72,57
Maharashtra,Jalna,2024,74.66,835,54,7438,20034,9.65,58
Maharashtra,Jalna,2025,73.29,886,188,1324,172449,12.07,324
Maharashtra,Kolhapur,2015,73.16,485,7,5467,186861,14.48,231
Maharashtra,Kolhapur,2016,81.37,720,6,5887,175156,1.94,274
Maharashtra,Kolhapur,2017,71.62,296,49,740,105408,14.87,76
Maharashtra,Kolhapur,2018,68.23,154,68,6047,118053,6.95,477
Maharashtra,Kolhapur,2019,78.62,1727,111,6784,131477,2.1,325
Maharashtra,Kolhapur,2020,72.0,1543,198,992,159045,7.34,249
Maharashtra,Kolhapur,2021,82.38,798,12,7054,144219,5.32,213
Maharashtra,Kolhapur,2022,90.62,1173,88,2181,122419,13.73,164
Maharashtra,Kolhapur,2023,79.84,289,197,6677,188196,7.02,42
Maharashtra,Kolhapur,2024,64.52,92,91,5049,107308,13.06,57
Maharashtra,Kolhapur,2025,77.59,635,74,4182,28350,7.58,363
Maharashtra,Latur,2015,80.49,680,68,4617,57097,8.27,38
Maharashtra,Latur,2016,56.29,1734,184,6956,47829,6.0,158
Maharashtra,Latur,2017,81.32,1961,70,1597,106907,13.38,26
Maharashtra,Latur,2018,68.61,157,38,7427,156826,6.74,237
Maharashtra,Latur,2019,56.11,1616,92,3258,146567,6.38,95
Maharashtra,Latur,2020,62.34,896,122,4692,199202,6.05,470
Maharashtra,Latur,2021,72.97,701,143,679,133566,11.54,498
Maharashtra,Latur,2022,63.99,407,12,4350,132966,10.85,305
Maharashtra,Latur,2023,57.69,695,144,1618,48226,4.01,132
Maharashtra,Latur,2024,77.57,472,60,1951,181861,12.13,436
Maharashtra,Latur,2025,73.58,183,137,2441,61100,4.74,415
Maharashtra,Mumbai City,2015,80.68,899,142,1207,48293,2.21,99
Maharashtra,Mumbai City,2016,90.41,1847,143,4932,152099,14.31,498
Maharashtra,Mumbai City,2017,64.52,603,159,4209,116809,7.45,497
Maharashtra,Mumbai City,2018,78.67,804,81,1916,188385,8.14,379
Maharashtra,Mumbai City,2019,82.36,1497,76,3178,166483,5.67,131
Maharashtra,Mumbai City,2020,84.9,289,122,964,11586,11.16,103
Maharashtra,Mumbai City,2021,73.78,1101,54,6414,88432,1.13,428
Maharashtra,Mumbai City,2022,59.53,1107,186,6458,145319,5.68,494
Maharashtra,Mumbai City,2023,72.83,576,34,7387,169818,11.2,358
Maharashtra,Mumbai City,2024,69.47,731,48,4331,32664,9.24,114
Maharashtra,Mumbai City,2025,60.16,180,174,5641,6355,12.83,186
Maharashtra,Mumbai Suburban,2015,92.58,1054,141,1477,134575,12.1,472
Maharashtra,Mumbai Suburban,2016,88.32,79,155,2038,75275,11.52,55
Maharashtra,Mumbai Suburban,2017,87.93,67,78,2374,85681,8.74,454
Maharashtra,Mumbai Suburban,2018,77.46,1201,179,4926,48020,12.76,357
Maharashtra,Mumbai Suburban,2019,69.24,1757,38,3326,96119,12.67,480
Maharashtra,Mumbai Suburban,2020,75.23,1671,129,3075,112512,8.8,52
Maharashtra,Mumbai Suburban,2021,73.16,1408,120,2650,88072,7.29,402
Maharashtra,Mumbai Suburban,2022,81.58,888,131,6691,100101,10.31,481
Maharashtra,Mumbai Suburban,2023,67.32,507,70,439,50887,14.74,363
Maharashtra,Mumbai Suburban,2024,82.59,258,180,4655,8901,14.05,113
Maharashtra,Mumbai Suburban,2025,68.95,1860,168,6574,113043,8.66,253
Maharashtra,Nagpur,2015,89.64,623,85,2460,178449,3.51,14
Maharashtra,Nagpur,2016,62.25,1582,22,6517,94116,10.95,486
Maharashtra,Nagpur,2017,66.52,656,86,330,49864,5.19,424
Maharashtra,Nagpur,2018,81.94,540,135,5655,199532,9.61,370
Maharashtra,Nagpur,2019,88.45,1192,137,3246,134981,1.69,223
Maharashtra,Nagpur,2020,75.12,1293,188,7572,179685,11.11,215
Maharashtra,Nagpur,2021,56.95,1512,184,7115,187263,14.83,119
Maharashtra,Nagpur,2022,67.55,1038,90,2699,87587,11.45,221
Maharashtra,Nagpur,2023,55.77,724,191,7588,11366,14.22,12
Maharashtra,Nagpur,2024,86.84,1733,100,7281,111553,10.61,392
Maharashtra,Nagpur,2025,89.02,1421,107,5737,122428,2.08,225
Maharashtra,Nanded,2015,81.46,1291,194,3469,168905,9.64,285
Maharashtra,Nanded,2016,86.33,1328,158,1188,74159,13.87,469
Maharashtra,Nanded,2017,69.57,1750,117,2420,79707,1.09,343
Maharashtra,Nanded,2018,83.9,1661,174,4011,142575,3.93,423
Maharashtra,Nanded,2019,78.33,227,97,1532,179360,11.43,406
Maharashtra,Nanded,2020,62.9,1643,178,4503,41780,12.6,47
Maharashtra,Nanded,2021,77.55,576,118,957,64553,2.66,453
Maharashtra,Nanded,2022,70.16,1303,167,6507,97018,8.26,450
Maharashtra,Nanded,2023,92.31,1778,44,1354,74684,5.31,435
Maharashtra,Nanded,2024,92.2,595,145,7355,168722,3.34,12
Maharashtra,Nanded,2025,92.98,668,68,3111,70283,1.72,419
Maharashtra,Nandurbar,2015,92.59,1591,123,2062,41174,11.1,99
Maharashtra,Nandurbar,2016,84.87,1277,180,7849,8033,2.93,297
Maharashtra,Nandurbar,2017,62.7,1929,185,2244,39378,7.76,321
Maharashtra,Nandurbar,2018,55.73,1861,127,4074,134155,9.59,405
Maharashtra,Nandurbar,2019,82.42,152,196,765,98420,8.61,56
Maharashtra,Nandurbar,2020,89.65,1536,15,1222,123113,13.18,156
Maharashtra,Nandurbar,2021,84.0,374,102,6862,194771,7.91,429
Maharashtra,Nandurbar,2022,76.41,483,76,7567,18544,11.93,110
Maharashtra,Nandurbar,2023,73.05,957,10,2011,133901,13.45,83
Maharashtra,Nandurbar,2024,56.05,857,96,6217,87909,14.11,202
Maharashtra,Nandurbar,2025,94.11,234,108,4957,68967,4.16,143
Maharashtra,Nashik,2015,72.75,1319,136,7494,169766,10.89,201
Maharashtra,Nashik,2016,58.18,339,115,672,166643,6.14,436
Maharashtra,Nashik,2017,84.45,1950,120,1961,85165,1.29,387
Maharashtra,Nashik,2018,74.18,205,93,6487,152801,9.44,76
Maharashtra,Nashik,2019,60.37,320,128,1532,13376,4.72,236
Maharashtra,Nashik,2020,66.21,1332,115,7926,52157,14.22,314
Maharashtra,Nashik,2021,59.18,207,25,1159,166669,11.82,223
Maharashtra,Nashik,2022,73.08,430,149,5880,126019,11.51,500
Maharashtra,Nashik,2023,94.39,733,19,742,11481,3.93,12
Maharashtra,Nashik,2024,55.78,1954,152,7207,9997,13.29,430
Maharashtra,Nashik,2025,77.26,1062,151,7785,59289,9.35,220
Maharashtra,Osmanabad (Dharashiv),2015,94.99,1124,48,5157,93537,13.54,447
Maharashtra,Osmanabad (Dharashiv),2016,55.68,1672,176,3617,84302,7.34,117
Maharashtra,Osmanabad (Dharashiv),2017,68.25,1707,149,4459,149260,5.24,155
Maharashtra,Osmanabad (Dharashiv),2018,61.97,719,42,3459,154442,1.97,370
Maharashtra,Osmanabad (Dharashiv),2019,87.83,605,49,5420,185033,11.98,354
Maharashtra,Osmanabad (Dharashiv),2020,93.01,1359,158,6606,86440,5.8,362
Maharashtra,Osmanabad (Dharashiv),2021,85.88,365,73,5530,175683,10.94,8
Maharashtra,Osmanabad (Dharashiv),2022,61.68,546,137,3666,26693,1.32,370
Maharashtra,Osmanabad (Dharashiv),2023,75.21,356,164,6811,177177,12.9,17
Maharashtra,Osmanabad (Dharashiv),2024,83.25,1393,72,5535,29853,6.92,120
Maharashtra,Osmanabad (Dharashiv),2025,62.46,1629,172,7757,135276,9.85,213
Maharashtra,Palghar,2015,59.75,1722,40,7492,158400,9.86,404
Maharashtra,Palghar,2016,80.42,130,33,1095,80442,13.41,292
Maharashtra,Palghar,2017,65.47,384,104,2650,87007,2.1,94
Maharashtra,Palghar,2018,73.81,145,169,7430,115124,14.11,125
Maharashtra,Palghar,2019,72.0,834,30,6208,86648,3.74,42
Maharashtra,Palghar,2020,85.19,433,154,1520,169987,10.32,437
Maharashtra,Palghar,2021,86.82,1531,193,6237,46162,7.09,32
Maharashtra,Palghar,2022,73.55,1733,200,2500,3023,4.8,126
Maharashtra,Palghar,2023,76.46,136,131,2768,88519,4.01,195
Maharashtra,Palghar,2024,86.45,156,100,5895,17786,5.45,398
Maharashtra,Palghar,2025,76.52,122,102,1450,38439,10.15,219
Maharashtra,Parbhani,2015,82.2,875,170,3174,20363,3.95,492
Maharashtra,Parbhani,2016,57.57,1556,142,1400,171907,1.75,291
Maharashtra,Parbhani,2017,92.74,1809,135,3201,24191,6.08,157
Maharashtra,Parbhani,2018,87.52,518,76,5809,6726,3.66,45
Maharashtra,Parbhani,2019,68.19,276,145,3361,99180,10.91,325
Maharashtra,Parbhani,2020,64.34,1126,115,3166,179174,6.38,219
Maharashtra,Parbhani,2021,71.53,616,82,6190,12882,11.49,408
Maharashtra,Parbhani,2022,89.56,1259,76,7561,75280,12.49,202
Maharashtra,Parbhani,2023,83.02,319,143,483,97385,13.78,259
Maharashtra,Parbhani,2024,79.82,56,89,3706,169821,12.43,84
Maharashtra,Parbhani,2025,60.75,840,15,5528,183348,5.31,112
Maharashtra,Pune,2015,82.56,194,78,5704,45613,12.54,221
Maharashtra,Pune,2016,75.24,1393,167,1504,114634,13.06,234
Maharashtra,Pune,2017,77.08,715,12,1514,88847,2.83,227
Maharashtra,Pune,2018,85.13,958,102,1711,153696,10.46,138
Maharashtra,Pune,2019,84.15,1552,9,4879,194453,9.1,261
Maharashtra,Pune,2020,69.79,993,64,6663,41845,12.27,50
Maharashtra,Pune,2021,81.4,1423,161,4117,121568,13.09,70
Maharashtra,Pune,2022,87.49,1873,94,7394,95281,8.59,289
Maharashtra,Pune,2023,61.16,1325,18,1720,24680,4.85,431
Maharashtra,Pune,2024,73.61,1894,172,2666,194116,10.93,460
Maharashtra,Pune,2025,68.93,807,189,552,180309,12.37,405
Maharashtra,Raigad,2015,77.56,1063,166,2538,81683,8.81,361
Maharashtra,Raigad,2016,87.42,1680,169,4080,152157,11.57,73
Maharashtra,Raigad,2017,92.37,569,13,4645,67247,3.7,350
Maharashtra,Raigad,2018,83.12,1673,36,349,146609,6.37,83
Maharashtra,Raigad,2019,78.19,1989,63,7926,183888,1.56,63
Maharashtra,Raigad,2020,77.01,381,130,3686,91444,9.91,445
Maharashtra,Raigad,2021,77.8,658,170,7766,50364,13.25,314
Maharashtra,Raigad,2022,57.89,308,128,3240,31100,5.03,151
Maharashtra,Raigad,2023,81.98,1644,70,1734,16691,4.52,469
Maharashtra,Raigad,2024,57.9,128,68,2696,35083,8.56,145
Maharashtra,Raigad,2025,55.31,1423,183,7815,133372,3.17,112
Maharashtra,Ratnagiri,2015,92.94,1357,87,5837,186672,5.04,5
Maharashtra,Ratnagiri,2016,79.6,480,139,2897,76247,8.36,279
Maharashtra,Ratnagiri,2017,79.66,612,144,2318,106844,7.29,344
Maharashtra,Ratnagiri,2018,67.27,1908,82,5125,119034,12.92,399
Maharashtra,Ratnagiri,2019,83.33,1474,162,3212,57380,14.04,271
Maharashtra,Ratnagiri,2020,91.98,1271,127,6650,162774,14.82,391
Maharashtra,Ratnagiri,2021,78.04,1172,189,5253,172958,9.34,104
Maharashtra,Ratnagiri,2022,55.66,1060,161,4478,142997,4.27,489
Maharashtra,Ratnagiri,2023,73.25,1510,15,2402,190453,4.24,302
Maharashtra,Ratnagiri,2024,66.07,329,139,560,43954,8.61,164
Maharashtra,Ratnagiri,2025,70.29,797,140,596,45515,13.52,17
Maharashtra,Sangli,2015,68.9,1584,186,709,184182,12.46,24
Maharashtra,Sangli,2016,62.0,693,50,3148,23195,1.41,313
Maharashtra,Sangli,2017,86.28,1808,75,3299,22310,7.58,358
Maharashtra,Sangli,2018,76.9,1975,56,3464,140303,7.62,436
Maharashtra,Sangli,2019,93.05,184,27,4208,79466,4.44,459
Maharashtra,Sangli,2020,60.78,1802,124,6685,26142,11.01,93
Maharashtra,Sangli,2021,61.31,972,26,7117,28395,7.03,418
Maharashtra,Sangli,2022,60.69,361,81,2449,82738,8.85,279
Maharashtra,Sangli,2023,76.24,1116,139,6201,45175,1.47,219
Maharashtra,Sangli,2024,89.53,718,74,1611,72682,8.97,398
Maharashtra,Sangli,2025,77.43,994,114,1548,169424,1.66,193
Maharashtra,Satara,2015,88.52,1559,14,5875,177568,4.27,358
Maharashtra,Satara,2016,68.46,1743,180,6337,196147,1.73,180
Maharashtra,Satara,2017,62.85,971,187,918,138509,9.8,150
Maharashtra,Satara,2018,86.87,1463,184,1715,11188,2.48,231
Maharashtra,Satara,2019,67.87,263,193,7010,182448,7.02,50
Maharashtra,Satara,2020,55.7,655,187,7932,52667,9.8,254
Maharashtra,Satara,2021,80.01,1782,88,1616,154049,6.93,292
Maharashtra,Satara,2022,80.18,83,161,1120,135392,10.63,356
Maharashtra,Satara,2023,77.0,1137,100,4033,150709,7.46,410
Maharashtra,Satara,2024,83.42,544,166,954,125432,11.79,285
Maharashtra,Satara,2025,89.92,270,94,4709,136094,12.93,47
Maharashtra,Sindhudurg,2015,91.25,991,165,5888,153935,14.52,456
Maharashtra,Sindhudurg,2016,85.91,1050,119,7055,179717,11.85,130
Maharashtra,Sindhudurg,2017,64.61,130,118,1127,14865,7.51,273
Maharashtra,Sindhudurg,2018,80.78,1593,59,5042,28506,8.38,225
Maharashtra,Sindhudurg,2019,74.94,1430,184,2040,181750,13.28,490
Maharashtra,Sindhudurg,2020,88.19,1183,175,7712,189566,10.85,132
Maharashtra,Sindhudurg,2021,79.06,1248,81,5551,166569,6.26,279
Maharashtra,Sindhudurg,2022,79.97,1027,172,226,37704,9.34,348
