state,district,year,avg_temperature,annual_rainfall_mm,humidity_percent,heatwave_days,flood_incidents
Madhya Pradesh,Ratlam,2015,25.11,1149,59.57,9,8
Madhya Pradesh,Ratlam,2016,18.41,2311,82.68,18,4
Madhya Pradesh,Ratlam,2017,32.32,437,50.49,37,3
Madhya Pradesh,Ratlam,2018,34.75,239,64.02,8,2
Madhya Pradesh,Ratlam,2019,18.4,268,89.67,4,9
Madhya Pradesh,Ratlam,2020,24.35,906,32.63,40,2
Madhya Pradesh,Ratlam,2021,25.42,1059,75.82,38,10
Madhya Pradesh,Ratlam,2022,33.08,1700,82.5,35,10
Madhya Pradesh,Ratlam,2023,31.1,956,78.43,19,7
Madhya Pradesh,Ratlam,2024,20.89,2313,86.02,7,9
Madhya Pradesh,Ratlam,2025,34.32,2157,62.71,19,9
Madhya Pradesh,Rewa,2015,33.96,402,83.21,10,4
Madhya Pradesh,Rewa,2016,18.27,2172,46.3,15,7
Madhya Pradesh,Rewa,2017,26.26,2168,88.08,3,9
Madhya Pradesh,Rewa,2018,19.31,751,91.01,22,9
Madhya Pradesh,Rewa,2019,22.72,2065,43.24,16,9
Madhya Pradesh,Rewa,2020,18.63,2029,73.89,8,3
Madhya Pradesh,Rewa,2021,29.06,1529,84.79,5,7
Madhya Pradesh,Rewa,2022,26.88,2590,77.68,35,7
Madhya Pradesh,Rewa,2023,23.07,1810,84.27,25,8
Madhya Pradesh,Rewa,2024,18.9,1425,78.38,1,9
Madhya Pradesh,Rewa,2025,36.86,2458,56.72,34,9
Madhya Pradesh,Sagar,2015,23.21,351,45.15,15,3
Madhya Pradesh,Sagar,2016,24.84,2580,93.68,37,5
Madhya Pradesh,Sagar,2017,39.85,595,72.76,35,0
Madhya Pradesh,Sagar,2018,25.7,978,72.64,34,4
Madhya Pradesh,Sagar,2019,33.15,1173,50.7,15,9
Madhya Pradesh,Sagar,2020,34.24,2630,37.42,1,8
Madhya Pradesh,Sagar,2021,19.1,2273,35.69,30,3
Madhya Pradesh,Sagar,2022,33.12,2635,72.28,38,2
Madhya Pradesh,Sagar,2023,19.28,1331,85.88,2,9
Madhya Pradesh,Sagar,2024,24.72,1069,59.94,22,3
Madhya Pradesh,Sagar,2025,17.16,1607,75.71,34,10
Madhya Pradesh,Satna,2015,38.7,2454,32.06,38,9
Madhya Pradesh,Satna,2016,37.27,2012,49.54,16,5
Madhya Pradesh,Satna,2017,26.58,853,85.65,34,7
Madhya Pradesh,Satna,2018,37.77,1934,30.03,18,6
Madhya Pradesh,Satna,2019,29.13,932,36.1,35,8
Madhya Pradesh,Satna,2020,16.65,2021,53.68,40,7
Madhya Pradesh,Satna,2021,38.38,2007,63.54,33,9
Madhya Pradesh,Satna,2022,31.25,462,69.09,29,1
Madhya Pradesh,Satna,2023,39.07,1708,90.26,20,3
Madhya Pradesh,Satna,2024,31.94,2201,38.3,4,3
Madhya Pradesh,Satna,2025,30.64,961,63.3,28,3
Madhya Pradesh,Sehore,2015,19.9,2859,56.33,19,5
Madhya Pradesh,Sehore,2016,17.96,2301,75.23,28,6
Madhya Pradesh,Sehore,2017,37.96,1292,35.22,14,8
Madhya Pradesh,Sehore,2018,38.21,1870,58.37,35,10
Madhya Pradesh,Sehore,2019,26.35,222,42.48,14,2
Madhya Pradesh,Sehore,2020,25.95,2085,64.97,21,2
Madhya Pradesh,Sehore,2021,35.7,1670,71.27,0,6
Madhya Pradesh,Sehore,2022,25.9,330,64.52,25,4
Madhya Pradesh,Sehore,2023,22.45,1878,87.45,35,5
Madhya Pradesh,Sehore,2024,28.98,1330,44.5,31,2
Madhya Pradesh,Sehore,2025,29.06,2415,44.88,17,1
Madhya Pradesh,Seoni,2015,27.66,1104,54.79,23,3
Madhya Pradesh,Seoni,2016,18.9,2033,57.17,8,10
Madhya Pradesh,Seoni,2017,19.84,1150,87.02,1,6
Madhya Pradesh,Seoni,2018,35.83,1902,93.32,20,4
Madhya Pradesh,Seoni,2019,19.53,223,71.94,1,10
Madhya Pradesh,Seoni,2020,22.39,773,64.14,31,3
Madhya Pradesh,Seoni,2021,38.66,880,87.64,9,4
Madhya Pradesh,Seoni,2022,22.49,2023,91.56,10,0
Madhya Pradesh,Seoni,2023,35.7,885,57.4,38,6
Madhya Pradesh,Seoni,2024,15.9,2910,64.81,11,9
Madhya Pradesh,Seoni,2025,19.03,1277,44.46,31,6
Madhya Pradesh,Shahdol,2015,27.55,1493,49.9,31,3
Madhya Pradesh,Shahdol,2016,21.57,1719,81.49,30,10
Madhya Pradesh,Shahdol,2017,19.0,1266,79.64,13,6
Madhya Pradesh,Shahdol,2018,15.52,775,89.34,35,7
Madhya Pradesh,Shahdol,2019,26.77,759,38.08,40,0
Madhya Pradesh,Shahdol,2020,15.58,836,52.02,4,9
Madhya Pradesh,Shahdol,2021,39.0,1063,82.24,20,8
Madhya Pradesh,Shahdol,2022,15.03,1115,81.16,0,5
Madhya Pradesh,Shahdol,2023,33.1,2243,93.21,38,5
Madhya Pradesh,Shahdol,2024,30.96,617,74.21,16,8
Madhya Pradesh,Shahdol,2025,22.11,348,32.51,28,7
Madhya Pradesh,Shajapur,2015,36.09,733,78.93,29,7
Madhya Pradesh,Shajapur,2016,18.69,1113,49.13,22,10
Madhya Pradesh,Shajapur,2017,36.73,1786,74.81,29,7
Madhya Pradesh,Shajapur,2018,26.31,733,54.17,33,1
Madhya Pradesh,Shajapur,2019,29.97,2491,45.07,27,7
Madhya Pradesh,Shajapur,2020,18.14,1303,82.28,12,9
Madhya Pradesh,Shajapur,2021,18.53,2334,30.87,13,8
Madhya Pradesh,Shajapur,2022,35.6,2709,44.92,27,2
Madhya Pradesh,Shajapur,2023,20.07,2617,68.77,33,10
Madhya Pradesh,Shajapur,2024,32.42,2734,82.17,7,2
Madhya Pradesh,Shajapur,2025,24.48,2725,45.59,38,3
Madhya Pradesh,Sheopur,2015,26.34,2385,36.39,37,0
Madhya Pradesh,Sheopur,2016,23.92,1820,92.14,6,1
Madhya Pradesh,Sheopur,2017,17.76,728,84.49,21,7
Madhya Pradesh,Sheopur,2018,22.08,2494,55.1,0,3
Madhya Pradesh,Sheopur,2019,16.15,1285,86.15,20,5
Madhya Pradesh,Sheopur,2020,27.28,1953,57.14,8,0
Madhya Pradesh,Sheopur,2021,29.1,2435,33.73,2,2
Madhya Pradesh,Sheopur,2022,31.65,2717,61.45,17,8
Madhya Pradesh,Sheopur,2023,24.57,2400,35.24,30,9
Madhya Pradesh,Sheopur,2024,31.47,2584,58.6,6,6
Madhya Pradesh,Sheopur,2025,32.92,2215,54.25,37,3
Madhya Pradesh,Shivpuri,2015,37.6,2622,56.01,34,1
Madhya Pradesh,Shivpuri,2016,18.07,905,72.76,30,1
Madhya Pradesh,Shivpuri,2017,30.32,210,87.33,15,2
Madhya Pradesh,Shivpuri,2018,23.85,1505,49.34,10,2
Madhya Pradesh,Shivpuri,2019,15.64,2668,65.05,2,3
Madhya Pradesh,Shivpuri,2020,37.5,2597,89.65,18,9
Madhya Pradesh,Shivpuri,2021,16.3,2140,31.34,14,5
Madhya Pradesh,Shivpuri,2022,24.2,2462,41.12,15,9
Madhya Pradesh,Shivpuri,2023,37.22,362,71.35,2,0
Madhya Pradesh,Shivpuri,2024,31.17,1821,61.73,33,10
Madhya Pradesh,Shivpuri,2025,27.45,1753,64.67,25,6
Madhya Pradesh,Sidhi,2015,24.44,406,38.34,28,7
Madhya Pradesh,Sidhi,2016,15.69,440,39.32,33,4
Madhya Pradesh,Sidhi,2017,18.19,820,91.54,11,4
Madhya Pradesh,Sidhi,2018,30.9,1341,65.11,38,3
Madhya Pradesh,Sidhi,2019,23.23,1588,46.76,37,2
Madhya Pradesh,Sidhi,2020,22.55,2785,61.91,36,8
Madhya Pradesh,Sidhi,2021,38.03,1343,67.37,40,8
Madhya Pradesh,Sidhi,2022,30.79,2386,70.69,5,5
Madhya Pradesh,Sidhi,2023,35.07,986,30.8,22,1
Madhya Pradesh,Sidhi,2024,34.51,2866,74.87,9,5
Madhya Pradesh,Sidhi,2025,38.87,1233,79.7,22,10
Madhya Pradesh,Singrauli,2015,26.48,608,37.99,17,8
Madhya Pradesh,Singrauli,2016,30.86,1890,46.98,8,3
Madhya Pradesh,Singrauli,2017,22.4,887,78.49,21,10
Madhya Pradesh,Singrauli,2018,21.74,1642,49.46,10,4
Madhya Pradesh,Singrauli,2019,27.86,420,54.49,3,9
Madhya Pradesh,Singrauli,2020,29.27,2903,92.41,14,9
Madhya Pradesh,Singrauli,2021,19.37,2768,31.09,24,8
Madhya Pradesh,Singrauli,2022,33.55,2407,72.96,2,7
Madhya Pradesh,Singrauli,2023,37.68,550,72.0,9,2
Madhya Pradesh,Singrauli,2024,32.8,284,34.67,13,6
Madhya Pradesh,Singrauli,2025,27.66,1316,69.98,4,10
Madhya Pradesh,Tikamgarh,2015,33.78,1959,34.76,14,4
Madhya Pradesh,Tikamgarh,2016,15.8,449,53.95,29,5
Madhya Pradesh,Tikamgarh,2017,15.89,2465,81.68,7,4
Madhya Pradesh,Tikamgarh,2018,35.84,947,88.41,6,9
Madhya Pradesh,Tikamgarh,2019,34.42,2983,58.47,24,10
Madhya Pradesh,Tikamgarh,2020,24.02,533,63.24,4,9
Madhya Pradesh,Tikamgarh,2021,19.09,1331,93.73,16,6
Madhya Pradesh,Tikamgarh,2022,35.98,2736,92.61,25,8
Madhya Pradesh,Tikamgarh,2023,18.09,1400,30.43,20,10
Madhya Pradesh,Tikamgarh,2024,29.03,1420,55.95,2,0
Madhya Pradesh,Tikamgarh,2025,32.6,2708,79.63,20,3
Madhya Pradesh,Ujjain,2015,38.61,2119,60.16,25,5
Madhya Pradesh,Ujjain,2016,27.96,1929,70.41,14,10
Madhya Pradesh,Ujjain,2017,22.74,1033,60.4,8,7
Madhya Pradesh,Ujjain,2018,38.44,1719,81.66,3,7
Madhya Pradesh,Ujjain,2019,25.4,1833,39.62,33,0
Madhya Pradesh,Ujjain,2020,28.53,1885,81.71,2,0
Madhya Pradesh,Ujjain,2021,20.08,962,87.08,0,10
Madhya Pradesh,Ujjain,2022,35.67,936,69.39,39,3
Madhya Pradesh,Ujjain,2023,28.01,1696,60.58,39,10
Madhya Pradesh,Ujjain,2024,16.04,1139,68.48,37,3
Madhya Pradesh,Ujjain,2025,33.02,1415,92.22,11,2
Madhya Pradesh,Umaria,2015,20.63,568,39.84,15,1
Madhya Pradesh,Umaria,2016,18.59,785,79.02,34,3
Madhya Pradesh,Umaria,2017,37.07,2167,37.16,12,5
Madhya Pradesh,Umaria,2018,35.82,1699,86.59,13,1
Madhya Pradesh,Umaria,2019,25.09,1033,87.49,11,1
Madhya Pradesh,Umaria,2020,28.94,1348,44.65,21,4
Madhya Pradesh,Umaria,2021,15.74,2480,45.22,8,9
Madhya Pradesh,Umaria,2022,27.16,1692,31.41,28,6
Madhya Pradesh,Umaria,2023,18.05,1437,35.84,0,7
Madhya Pradesh,Umaria,2024,33.64,2594,39.83,37,0
Madhya Pradesh,Umaria,2025,23.54,875,82.34,2,5
Madhya Pradesh,Vidisha,2015,37.52,1702,53.09,22,4
Madhya Pradesh,Vidisha,2016,39.8,853,62.69,38,1
Madhya Pradesh,Vidisha,2017,32.31,952,57.27,10,9
Madhya Pradesh,Vidisha,2018,23.16,1821,85.12,26,0
Madhya Pradesh,Vidisha,2019,36.84,2257,58.31,11,10
Madhya Pradesh,Vidisha,2020,15.54,1391,36.81,29,3
Madhya Pradesh,Vidisha,2021,35.43,2887,54.6,36,10
Madhya Pradesh,Vidisha,2022,37.56,1949,94.36,19,10
Madhya Pradesh,Vidisha,2023,25.59,1249,51.98,3,1
Madhya Pradesh,Vidisha,2024,38.47,241,66.37,27,8
Madhya Pradesh,Vidisha,2025,21.02,2125,73.3,16,9
Maharashtra,Ahmednagar,2015,34.99,1245,79.28,22,3
Maharashtra,Ahmednagar,2016,37.76,1234,80.11,39,10
Maharashtra,Ahmednagar,2017,21.69,1224,31.31,29,5
Maharashtra,Ahmednagar,2018,18.45,1653,82.62,32,3
Maharashtra,Ahmednagar,2019,19.5,2586,83.72,28,2
Maharashtra,Ahmednagar,2020,20.2,2967,75.63,39,0
Maharashtra,Ahmednagar,2021,26.15,2207,77.62,26,2
Maharashtra,Ahmednagar,2022,30.6,2769,30.68,12,2
Maharashtra,Ahmednagar,2023,25.86,356,89.41,19,0
Maharashtra,Ahmednagar,2024,33.77,267,40.73,16,6
Maharashtra,Ahmednagar,2025,33.79,2230,68.63,4,2
Maharashtra,Akola,2015,29.47,1883,54.0,35,6
Maharashtra,Akola,2016,29.93,1225,46.03,25,3
Maharashtra,Akola,2017,19.04,1573,60.41,37,0
Maharashtra,Akola,2018,17.07,376,69.62,7,10
Maharashtra,Akola,2019,33.69,1981,84.22,29,8
Maharashtra,Akola,2020,16.71,520,84.51,15,10
Maharashtra,Akola,2021,23.99,1607,83.24,26,3
Maharashtra,Akola,2022,28.84,2204,45.55,23,2
Maharashtra,Akola,2023,20.62,570,61.68,30,3
Maharashtra,Akola,2024,27.76,303,61.66,10,5
Maharashtra,Akola,2025,29.89,710,30.5,31,6
Maharashtra,Amravati,2015,34.44,2587,83.81,12,6
Maharashtra,Amravati,2016,33.23,2531,58.45,19,0
Maharashtra,Amravati,2017,21.56,2658,45.1,29,0
Maharashtra,Amravati,2018,31.34,1614,50.35,3,7
Maharashtra,Amravati,2019,29.88,1824,55.32,17,9
Maharashtra,Amravati,2020,24.44,1681,54.85,33,5
Maharashtra,Amravati,2021,18.09,2572,74.48,20,10
Maharashtra,Amravati,2022,24.61,539,50.24,30,7
Maharashtra,Amravati,2023,33.02,1423,60.01,33,7
Maharashtra,Amravati,2024,32.79,2032,80.02,15,1
Maharashtra,Amravati,2025,30.81,1754,30.11,29,9
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2015,36.74,726,49.78,34,6
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2016,28.04,2412,42.38,9,3
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2017,26.52,1354,85.38,19,9
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2018,36.87,1618,39.18,16,1
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2019,24.35,1143,94.9,40,8
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2020,38.14,2906,31.34,28,2
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2021,34.41,307,34.82,34,8
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2022,35.0,2598,60.43,5,0
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2023,28.38,1974,43.08,6,8
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2024,25.19,2023,60.04,26,8
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2025,18.39,1087,59.63,28,0
Maharashtra,Beed,2015,18.53,2464,83.12,1,0
Maharashtra,Beed,2016,26.43,2884,73.5,39,3
Maharashtra,Beed,2017,21.89,1475,37.25,13,6
Maharashtra,Beed,2018,36.11,2787,91.35,2,1
Maharashtra,Beed,2019,18.49,427,79.12,25,7
Maharashtra,Beed,2020,29.92,268,76.79,34,5
Maharashtra,Beed,2021,24.94,657,89.67,25,2
Maharashtra,Beed,2022,19.16,878,80.16,4,9
Maharashtra,Beed,2023,25.7,965,67.07,28,6
Maharashtra,Beed,2024,16.46,502,76.98,26,0
Maharashtra,Beed,2025,37.5,2128,33.89,4,10
Maharashtra,Bhandara,2015,30.83,2919,75.71,12,0
Maharashtra,Bhandara,2016,39.31,2942,66.29,20,2
Maharashtra,Bhandara,2017,24.0,691,36.12,9,7
Maharashtra,Bhandara,2018,15.96,1511,36.42,38,6
Maharashtra,Bhandara,2019,31.88,1851,43.5,6,1
Maharashtra,Bhandara,2020,35.68,1150,90.35,27,8
Maharashtra,Bhandara,2021,21.31,585,87.07,11,3
Maharashtra,Bhandara,2022,21.79,1625,58.59,30,4
Maharashtra,Bhandara,2023,37.21,2768,81.21,22,2
Maharashtra,Bhandara,2024,34.51,2257,31.73,32,4
Maharashtra,Bhandara,2025,17.57,1988,89.08,6,3
Maharashtra,Buldhana,2015,39.78,1280,40.67,15,4
Maharashtra,Buldhana,2016,29.86,2093,69.75,28,0
Maharashtra,Buldhana,2017,31.62,2508,76.34,8,1
Maharashtra,Buldhana,2018,18.14,2434,86.36,38,2
Maharashtra,Buldhana,2019,36.6,1551,77.44,34,8
Maharashtra,Buldhana,2020,36.57,1164,50.98,25,8
Maharashtra,Buldhana,2021,24.23,2447,46.57,0,0
Maharashtra,Buldhana,2022,36.0,316,32.79,15,8
Maharashtra,Buldhana,2023,32.26,662,90.24,20,2
Maharashtra,Buldhana,2024,25.74,392,38.83,35,1
Maharashtra,Buldhana,2025,16.16,2849,47.06,4,1
Maharashtra,Chandrapur,2015,30.69,1771,51.69,16,6
Maharashtra,Chandrapur,2016,27.17,1406,84.73,34,0
Maharashtra,Chandrapur,2017,28.69,2643,87.89,28,2
Maharashtra,Chandrapur,2018,31.0,1256,94.82,37,2
Maharashtra,Chandrapur,2019,16.84,747,79.48,4,1
Maharashtra,Chandrapur,2020,30.69,2800,59.11,2,0
Maharashtra,Chandrapur,2021,17.75,2458,87.52,7,3
Maharashtra,Chandrapur,2022,16.69,2930,74.95,6,1
Maharashtra,Chandrapur,2023,17.57,2892,39.5,19,6
Maharashtra,Chandrapur,2024,28.83,1419,50.61,28,0
Maharashtra,Chandrapur,2025,33.93,201,41.91,38,10
Maharashtra,Dhule,2015,18.44,1916,94.05,20,2
Maharashtra,Dhule,2016,26.46,1270,54.29,9,8
Maharashtra,Dhule,2017,25.41,1926,35.23,20,5
Maharashtra,Dhule,2018,19.5,242,72.8,6,7
Maharashtra,Dhule,2019,26.75,2980,37.51,23,1
Maharashtra,Dhule,2020,19.31,542,61.71,28,3
Maharashtra,Dhule,2021,33.62,2627,55.43,29,9
Maharashtra,Dhule,2022,20.73,2992,54.79,21,6
Maharashtra,Dhule,2023,22.71,2611,49.02,23,8
Maharashtra,Dhule,2024,31.27,500,85.14,12,0
Maharashtra,Dhule,2025,19.75,1579,48.09,2,5
Maharashtra,Gadchiroli,2015,30.57,573,92.09,24,4
Maharashtra,Gadchiroli,2016,24.95,2962,68.56,0,8
Maharashtra,Gadchiroli,2017,34.59,730,68.33,29,0
Maharashtra,Gadchiroli,2018,15.09,2817,69.64,22,1
Maharashtra,Gadchiroli,2019,24.0,2793,91.6,11,8
Maharashtra,Gadchiroli,2020,30.11,277,83.53,2,0
Maharashtra,Gadchiroli,2021,19.81,1466,44.31,38,3
Maharashtra,Gadchiroli,2022,38.84,1779,88.67,19,10
Maharashtra,Gadchiroli,2023,19.54,613,89.9,27,1
Maharashtra,Gadchiroli,2024,32.73,1340,76.89,3,3
Maharashtra,Gadchiroli,2025,37.1,2079,88.59,39,9
Maharashtra,Gondia,2015,18.92,2603,93.54,6,6
Maharashtra,Gondia,2016,22.96,2103,61.49,33,7
Maharashtra,Gondia,2017,36.83,2913,33.29,33,3
Maharashtra,Gondia,2018,29.89,276,60.45,31,7
Maharashtra,Gondia,2019,25.81,2353,37.96,10,5
Maharashtra,Gondia,2020,27.43,1592,74.38,9,2
Maharashtra,Gondia,2021,39.17,469,73.29,10,1
Maharashtra,Gondia,2022,32.31,2838,89.64,7,1
Maharashtra,Gondia,2023,15.68,202,35.07,35,5
Maharashtra,Gondia,2024,32.72,1029,47.5,23,10
Maharashtra,Gondia,2025,37.14,2452,82.38,28,6
Maharashtra,Hingoli,2015,24.36,2034,31.26,27,6
Maharashtra,Hingoli,2016,26.33,1923,78.8,40,2
Maharashtra,Hingoli,2017,38.95,2290,94.7,13,7
Maharashtra,Hingoli,2018,31.14,2593,83.53,29,3
Maharashtra,Hingoli,2019,16.29,1299,30.54,23,0
Maharashtra,Hingoli,2020,17.51,706,89.25,16,10
Maharashtra,Hingoli,2021,15.91,361,72.65,1,6
Maharashtra,Hingoli,2022,17.68,2841,37.68,39,6
Maharashtra,Hingoli,2023,25.25,810,44.19,6,0
Maharashtra,Hingoli,2024,28.82,2727,75.7,7,2
Maharashtra,Hingoli,2025,38.18,766,33.94,7,7
Maharashtra,Jalgaon,2015,35.08,1842,49.25,5,3
Maharashtra,Jalgaon,2016,17.36,2806,68.43,10,3
Maharashtra,Jalgaon,2017,19.04,1172,50.45,13,3
Maharashtra,Jalgaon,2018,39.27,877,47.75,31,0
Maharashtra,Jalgaon,2019,17.08,2480,85.53,29,8
Maharashtra,Jalgaon,2020,19.44,2355,72.62,40,6
Maharashtra,Jalgaon,2021,21.14,1335,89.14,30,2
Maharashtra,Jalgaon,2022,36.84,1976,56.99,7,7
Maharashtra,Jalgaon,2023,39.3,2181,47.12,7,10
Maharashtra,Jalgaon,2024,28.4,1704,33.3,11,0
Maharashtra,Jalgaon,2025,29.52,1168,30.03,31,0
Maharashtra,Jalna,2015,17.85,2968,83.65,6,2
Maharashtra,Jalna,2016,36.81,1858,50.92,34,3
Maharashtra,Jalna,2017,36.82,2037,44.85,29,3
Maharashtra,Jalna,2018,18.87,587,58.28,23,3
Maharashtra,Jalna,2019,22.24,595,38.14,27,7
Maharashtra,Jalna,2020,38.16,2692,70.65,37,3
Maharashtra,Jalna,2021,25.35,1075,46.59,10,8
Maharashtra,Jalna,2022,27.21,1844,37.84,40,3
Maharashtra,Jalna,2023,34.68,1057,51.49,18,7
Maharashtra,Jalna,2024,21.55,1481,62.1,0,9
Maharashtra,Jalna,2025,18.75,2865,55.76,7,2
Maharashtra,Kolhapur,2015,28.39,2197,42.18,27,6
Maharashtra,Kolhapur,2016,28.68,1910,77.4,13,10
Maharashtra,Kolhapur,2017,33.64,1487,41.97,28,2
Maharashtra,Kolhapur,2018,24.04,1770,45.06,22,5
Maharashtra,Kolhapur,2019,33.26,2887,38.74,16,0
Maharashtra,Kolhapur,2020,29.04,1898,73.5,3,4
Maharashtra,Kolhapur,2021,21.34,2754,82.26,4,4
Maharashtra,Kolhapur,2022,36.57,236,36.59,26,2
Maharashtra,Kolhapur,2023,29.61,1518,83.81,40,7
Maharashtra,Kolhapur,2024,20.32,1967,87.07,27,8
Maharashtra,Kolhapur,2025,16.62,1183,82.78,40,3
Maharashtra,Latur,2015,18.82,943,35.82,4,6
Maharashtra,Latur,2016,25.69,2072,36.72,15,5
Maharashtra,Latur,2017,22.41,1565,67.8,11,7
Maharashtra,Latur,2018,31.79,2500,70.65,20,6
Maharashtra,Latur,2019,31.35,2858,77.73,19,2
Maharashtra,Latur,2020,39.57,2348,40.79,17,9
Maharashtra,Latur,2021,17.61,1867,84.52,13,6
Maharashtra,Latur,2022,39.55,2735,52.7,1,3
Maharashtra,Latur,2023,33.56,598,34.59,20,8
Maharashtra,Latur,2024,16.62,811,46.25,1,9
Maharashtra,Latur,2025,24.91,311,92.54,39,4
Maharashtra,Mumbai City,2015,19.41,1678,64.25,39,7
Maharashtra,Mumbai City,2016,29.36,2065,78.72,36,9
Maharashtra,Mumbai City,2017,26.02,452,50.56,6,5
Maharashtra,Mumbai City,2018,22.65,2007,58.9,21,10
Maharashtra,Mumbai City,2019,33.92,2066,55.26,34,6
Maharashtra,Mumbai City,2020,31.0,1466,54.77,17,2
Maharashtra,Mumbai City,2021,28.78,2481,44.39,31,8
Maharashtra,Mumbai City,2022,21.03,2038,85.46,3,7
Maharashtra,Mumbai City,2023,29.6,548,56.29,30,7
Maharashtra,Mumbai City,2024,24.79,1835,63.09,5,4
Maharashtra,Mumbai City,2025,35.19,1204,85.4,37,0
Maharashtra,Mumbai Suburban,2015,31.28,1647,30.81,35,10
Maharashtra,Mumbai Suburban,2016,31.78,361,43.73,25,9
Maharashtra,Mumbai Suburban,2017,27.42,452,75.87,37,1
Maharashtra,Mumbai Suburban,2018,39.17,2326,51.44,0,9
Maharashtra,Mumbai Suburban,2019,32.26,2899,91.24,33,9
Maharashtra,Mumbai Suburban,2020,37.13,808,59.73,26,8
Maharashtra,Mumbai Suburban,2021,21.96,832,83.36,32,4
Maharashtra,Mumbai Suburban,2022,22.83,601,50.71,7,8
Maharashtra,Mumbai Suburban,2023,26.47,862,77.2,18,6
Maharashtra,Mumbai Suburban,2024,27.06,2657,70.41,35,0
Maharashtra,Mumbai Suburban,2025,33.5,373,80.63,27,9
Maharashtra,Nagpur,2015,36.41,1166,76.29,33,2
Maharashtra,Nagpur,2016,32.17,201,62.9,10,5
Maharashtra,Nagpur,2017,16.17,632,60.42,17,8
Maharashtra,Nagpur,2018,19.7,1652,60.4,22,7
Maharashtra,Nagpur,2019,29.87,1760,55.9,13,3
Maharashtra,Nagpur,2020,26.4,2796,45.3,15,5
Maharashtra,Nagpur,2021,33.5,520,56.32,29,4
Maharashtra,Nagpur,2022,38.4,1040,87.79,25,1
Maharashtra,Nagpur,2023,32.11,1513,55.21,13,7
Maharashtra,Nagpur,2024,19.31,1635,87.77,25,2
Maharashtra,Nagpur,2025,17.21,1639,82.6,37,3
Maharashtra,Nanded,2015,20.8,2902,58.03,21,10
Maharashtra,Nanded,2016,27.61,670,81.06,9,4
Maharashtra,Nanded,2017,28.09,1742,92.64,18,3
Maharashtra,Nanded,2018,36.45,358,49.51,29,1
Maharashtra,Nanded,2019,36.94,1773,75.82,22,9
Maharashtra,Nanded,2020,16.91,1670,60.77,15,2
Maharashtra,Nanded,2021,30.18,267,88.16,0,10
Maharashtra,Nanded,2022,21.64,551,50.4,13,1
Maharashtra,Nanded,2023,38.12,2407,53.18,4,6
Maharashtra,Nanded,2024,20.28,2209,48.13,15,10
Maharashtra,Nanded,2025,31.32,1757,94.36,37,7
Maharashtra,Nandurbar,2015,15.56,859,45.31,13,4
Maharashtra,Nandurbar,2016,34.35,2910,48.61,28,3
Maharashtra,Nandurbar,2017,32.9,1213,39.54,34,8
Maharashtra,Nandurbar,2018,37.54,1129,53.23,22,4
Maharashtra,Nandurbar,2019,24.26,2547,93.51,35,7
Maharashtra,Nandurbar,2020,37.04,1771,53.15,3,1
Maharashtra,Nandurbar,2021,17.54,247,83.26,14,5
Maharashtra,Nandurbar,2022,33.92,578,72.37,14,2
Maharashtra,Nandurbar,2023,31.07,1298,56.76,15,1
Maharashtra,Nandurbar,2024,29.71,2456,31.05,12,3
Maharashtra,Nandurbar,2025,35.46,2552,60.21,14,5
Maharashtra,Nashik,2015,26.54,2560,44.4,7,2
Maharashtra,Nashik,2016,24.89,1990,31.21,16,9
Maharashtra,Nashik,2017,20.86,1242,73.13,22,9
Maharashtra,Nashik,2018,27.15,213,32.05,10,7
Maharashtra,Nashik,2019,27.11,1144,59.3,15,6
Maharashtra,Nashik,2020,34.95,2058,64.32,19,3
Maharashtra,Nashik,2021,39.68,2985,56.49,0,2
Maharashtra,Nashik,2022,16.87,1562,54.44,5,8
Maharashtra,Nashik,2023,24.64,832,87.48,20,10
Maharashtra,Nashik,2024,25.16,1016,51.0,28,9
Maharashtra,Nashik,2025,18.76,1536,38.92,8,1
Maharashtra,Osmanabad (Dharashiv),2015,28.34,1710,91.45,6,6
Maharashtra,Osmanabad (Dharashiv),2016,17.01,2391,36.61,39,1
Maharashtra,Osmanabad (Dharashiv),2017,17.86,949,76.06,26,8
Maharashtra,Osmanabad (Dharashiv),2018,27.61,2184,74.18,14,10
Maharashtra,Osmanabad (Dharashiv),2019,33.58,1769,75.51,31,1
Maharashtra,Osmanabad (Dharashiv),2020,18.15,1303,79.8,21,1
Maharashtra,Osmanabad (Dharashiv),2021,20.31,2004,80.96,25,8
Maharashtra,Osmanabad (Dharashiv),2022,33.69,1250,68.91,20,7
Maharashtra,Osmanabad (Dharashiv),2023,33.09,2088,79.24,29,0
Maharashtra,Osmanabad (Dharashiv),2024,38.88,1945,81.03,0,8
Maharashtra,Osmanabad (Dharashiv),2025,39.33,1177,32.41,2,4
