state,district,year,literacy_rate,male_literacy_rate,female_literacy_rate,schools,teachers,students
Maharashtra,Washim,2019,58.67,80.96,77.3,1914,3250,103994
Maharashtra,Washim,2020,58.76,82.44,89.07,822,1647,184263
Maharashtra,Washim,2021,83.44,74.36,93.14,396,2475,160316
Maharashtra,Washim,2022,59.37,68.88,58.26,865,372,140869
Maharashtra,Washim,2023,72.63,76.04,82.11,393,5546,150668
Maharashtra,Washim,2024,67.13,63.91,80.85,1883,3264,83768
Maharashtra,Washim,2025,59.1,75.83,74.17,662,1054,121003
Maharashtra,Yavatmal,2015,85.54,76.49,63.61,1875,5447,9701
Maharashtra,Yavatmal,2016,89.2,73.42,75.31,860,6670,182233
Maharashtra,Yavatmal,2017,86.05,76.55,73.22,1365,7630,74425
Maharashtra,Yavatmal,2018,85.98,76.29,93.32,988,561,7199
Maharashtra,Yavatmal,2019,85.03,98.16,64.82,236,3718,28751
Maharashtra,Yavatmal,2020,58.5,86.18,51.13,1333,2502,118114
Maharashtra,Yavatmal,2021,55.82,63.59,88.25,295,5000,76908
Maharashtra,Yavatmal,2022,97.36,97.75,85.46,809,2857,98648
Maharashtra,Yavatmal,2023,70.81,92.68,80.96,848,277,12269
Maharashtra,Yavatmal,2024,86.17,89.61,58.51,1022,377,170146
Maharashtra,Yavatmal,2025,71.69,76.54,75.38,175,6611,4610
Manipur,Bishnupur,2015,75.06,68.72,84.58,717,1230,9453
Manipur,Bishnupur,2016,61.01,77.28,73.88,97,7759,85057
Manipur,Bishnupur,2017,57.39,62.7,69.52,1740,6963,35242
Manipur,Bishnupur,2018,62.64,82.85,71.65,267,2627,85867
Manipur,Bishnupur,2019,62.26,93.89,69.02,544,7799,65476
Manipur,Bishnupur,2020,92.36,70.99,91.95,1188,6883,179260
Manipur,Bishnupur,2021,96.58,92.27,52.43,520,5129,70511
Manipur,Bishnupur,2022,82.55,69.31,63.27,127,2750,188656
Manipur,Bishnupur,2023,55.14,96.95,88.22,320,6826,180277
Manipur,Bishnupur,2024,90.5,89.85,92.58,745,7283,41123
Manipur,Bishnupur,2025,97.32,84.21,94.29,1961,7541,184251
Manipur,Chandel,2015,69.78,97.11,93.7,1998,5575,43910
Manipur,Chandel,2016,75.9,89.13,80.57,168,2414,84584
Manipur,Chandel,2017,83.38,65.29,70.75,338,7850,165311
Manipur,Chandel,2018,62.91,88.13,89.9,1962,255,5435
Manipur,Chandel,2019,63.13,79.1,59.59,1261,1062,135829
Manipur,Chandel,2020,79.38,84.0,68.65,1448,6396,23890
Manipur,Chandel,2021,71.86,86.66,63.86,804,4401,185789
Manipur,Chandel,2022,62.44,80.74,82.08,808,4112,152693
Manipur,Chandel,2023,63.09,64.0,92.92,750,7573,17687
Manipur,Chandel,2024,74.2,64.17,76.57,608,5254,27287
Manipur,Chandel,2025,84.24,80.86,57.11,1744,7915,56854
Manipur,Churachandpur,2015,65.47,97.04,88.12,917,3369,11112
Manipur,Churachandpur,2016,72.08,73.15,51.46,1164,479,173060
Manipur,Churachandpur,2017,83.04,87.94,84.35,708,421,155310
Manipur,Churachandpur,2018,84.66,80.52,62.24,553,467,66724
Manipur,Churachandpur,2019,62.23,62.09,83.77,869,4101,107855
Manipur,Churachandpur,2020,91.28,82.82,61.22,1181,799,18802
Manipur,Churachandpur,2021,71.15,76.53,96.07,1560,5634,137178
Manipur,Churachandpur,2022,96.88,80.82,72.52,1760,707,115296
Manipur,Churachandpur,2023,97.72,65.52,73.01,1424,6407,79471
Manipur,Churachandpur,2024,60.23,72.92,62.99,127,5975,88607
Manipur,Churachandpur,2025,57.5,75.45,76.24,72,1454,2755
Manipur,Imphal East,2015,82.05,62.17,77.96,1279,3903,133988
Manipur,Imphal East,2016,80.63,96.23,67.43,1210,3804,126653
Manipur,Imphal East,2017,93.83,63.65,63.39,1153,863,138043
Manipur,Imphal East,2018,81.81,66.42,66.35,1226,6480,47325
Manipur,Imphal East,2019,55.19,86.65,55.53,349,509,168425
Manipur,Imphal East,2020,94.19,91.47,55.63,1023,5478,127143
Manipur,Imphal East,2021,89.8,65.15,68.42,198,4389,197430
Manipur,Imphal East,2022,57.27,67.16,54.4,1162,7503,130237
Manipur,Imphal East,2023,79.9,62.67,54.34,770,6030,50311
Manipur,Imphal East,2024,66.43,72.83,93.73,553,4224,55080
Manipur,Imphal East,2025,60.68,93.96,59.72,1722,609,166671
Manipur,Imphal West,2015,61.19,87.32,56.37,1809,5236,11923
Manipur,Imphal West,2016,79.65,68.27,86.31,474,6282,182023
Manipur,Imphal West,2017,63.19,67.71,96.74,906,1462,16870
Manipur,Imphal West,2018,63.11,61.07,81.21,1891,7129,178126
Manipur,Imphal West,2019,80.3,80.55,65.73,1618,4937,176420
Manipur,Imphal West,2020,73.82,87.7,65.36,316,4216,196471
Manipur,Imphal West,2021,82.77,76.43,70.58,1949,6496,62575
Manipur,Imphal West,2022,64.22,62.44,54.62,1899,2280,66745
Manipur,Imphal West,2023,86.22,88.15,89.21,723,1975,10433
Manipur,Imphal West,2024,70.2,88.47,78.66,566,667,133114
Manipur,Imphal West,2025,61.85,87.73,84.27,744,7150,113109
Manipur,Jiribam,2015,69.01,91.44,63.46,1850,3520,45714
Manipur,Jiribam,2016,55.86,95.96,83.02,118,6041,165560
Manipur,Jiribam,2017,71.51,92.38,74.08,360,1833,23654
Manipur,Jiribam,2018,67.8,68.1,78.03,474,6690,20570
Manipur,Jiribam,2019,63.08,72.13,75.4,819,7835,40440
Manipur,Jiribam,2020,66.65,65.11,68.13,1755,4031,88583
Manipur,Jiribam,2021,58.93,66.73,62.22,1105,1250,12923
Manipur,Jiribam,2022,94.68,84.6,73.47,1929,3622,98582
Manipur,Jiribam,2023,92.0,85.21,92.07,192,2932,112845
Manipur,Jiribam,2024,65.13,87.63,94.42,366,4271,10476
Manipur,Jiribam,2025,59.18,93.29,87.86,1459,7060,178631
Manipur,Kakching,2015,84.49,90.68,95.97,563,1332,20083
Manipur,Kakching,2016,73.77,75.01,50.27,686,7386,95610
Manipur,Kakching,2017,68.18,76.25,60.61,674,327,76618
Manipur,Kakching,2018,83.23,91.29,89.78,589,895,27010
Manipur,Kakching,2019,78.62,60.96,62.57,651,7745,149508
Manipur,Kakching,2020,58.35,95.43,62.57,330,2322,5596
Manipur,Kakching,2021,93.28,75.59,53.21,782,1407,26844
Manipur,Kakching,2022,65.93,62.93,67.06,2000,621,149833
Manipur,Kakching,2023,58.15,82.36,95.19,853,5422,51767
Manipur,Kakching,2024,84.01,98.22,68.08,1425,6709,136122
Manipur,Kakching,2025,94.78,79.99,85.47,1475,6089,41848
Manipur,Kamjong,2015,97.06,70.57,76.98,210,1604,184463
Manipur,Kamjong,2016,75.92,81.5,52.48,632,7815,107818
Manipur,Kamjong,2017,66.93,66.38,83.85,905,2996,36738
Manipur,Kamjong,2018,67.13,78.16,78.96,751,3083,46121
Manipur,Kamjong,2019,85.95,98.48,59.89,1072,2020,64821
Manipur,Kamjong,2020,70.12,81.72,63.63,881,4675,74124
Manipur,Kamjong,2021,97.44,75.6,81.68,51,1583,37773
Manipur,Kamjong,2022,97.14,80.36,68.01,1925,3094,113595
Manipur,Kamjong,2023,66.71,92.24,56.26,1372,7194,116177
Manipur,Kamjong,2024,91.8,82.88,80.62,1065,785,105232
Manipur,Kamjong,2025,93.31,79.75,84.78,336,2068,43854
Manipur,Kangpokpi,2015,78.07,92.62,56.79,703,4580,19211
Manipur,Kangpokpi,2016,61.64,92.56,79.29,1267,7624,94602
Manipur,Kangpokpi,2017,70.24,66.75,58.65,421,7243,169177
Manipur,Kangpokpi,2018,95.25,81.88,88.9,1466,1375,180990
Manipur,Kangpokpi,2019,95.85,96.77,96.29,1260,3028,84074
Manipur,Kangpokpi,2020,67.19,98.77,60.09,1175,3124,173839
Manipur,Kangpokpi,2021,80.15,85.01,79.65,1181,2613,113769
Manipur,Kangpokpi,2022,70.94,61.96,78.61,636,2760,136451
Manipur,Kangpokpi,2023,60.23,77.34,52.07,945,7120,163352
Manipur,Kangpokpi,2024,79.04,71.24,62.21,1550,5502,119670
Manipur,Kangpokpi,2025,57.85,80.9,91.89,1107,967,74763
Manipur,Noney,2015,79.33,96.06,94.07,128,4238,47749
Manipur,Noney,2016,92.94,79.37,51.28,320,7328,130634
Manipur,Noney,2017,75.92,90.2,65.36,1200,2272,32741
Manipur,Noney,2018,97.66,79.92,59.85,1963,1646,115265
Manipur,Noney,2019,73.7,96.76,88.89,129,2807,4388
Manipur,Noney,2020,90.11,82.65,71.05,973,6121,94793
Manipur,Noney,2021,58.58,73.11,68.54,1001,1288,24098
Manipur,Noney,2022,92.32,87.34,80.4,1656,7120,143103
Manipur,Noney,2023,69.63,93.92,84.63,1488,4213,70121
Manipur,Noney,2024,95.47,72.87,61.45,1015,5539,92207
Manipur,Noney,2025,89.32,77.34,70.5,689,5437,114596
Manipur,Pherzawl,2015,81.25,93.48,67.44,295,5312,68786
Manipur,Pherzawl,2016,78.75,66.67,50.96,1302,3743,65851
Manipur,Pherzawl,2017,87.58,88.63,78.1,944,3806,56774
Manipur,Pherzawl,2018,87.46,77.09,50.3,1811,6308,197331
Manipur,Pherzawl,2019,72.83,95.71,68.61,1300,4162,96505
Manipur,Pherzawl,2020,68.61,90.01,64.16,1876,5217,127365
Manipur,Pherzawl,2021,69.03,79.87,74.66,1479,3754,30240
Manipur,Pherzawl,2022,58.75,96.46,60.23,954,5526,171033
Manipur,Pherzawl,2023,84.13,77.05,70.88,61,2731,156469
Manipur,Pherzawl,2024,68.06,91.37,76.58,942,5633,132489
Manipur,Pherzawl,2025,65.86,66.35,71.37,1520,2509,49280
Manipur,Senapati,2015,56.34,88.58,67.36,1929,3738,8207
Manipur,Senapati,2016,92.26,82.72,68.38,217,3426,21672
Manipur,Senapati,2017,81.25,87.84,67.37,706,4924,2269
Manipur,Senapati,2018,69.02,92.2,75.66,854,6825,147561
Manipur,Senapati,2019,95.88,89.61,61.87,1461,1750,174565
Manipur,Senapati,2020,90.35,72.57,77.14,1786,3593,191369
Manipur,Senapati,2021,87.57,84.96,72.5,1852,1002,96610
Manipur,Senapati,2022,97.08,75.26,73.05,1772,847,103867
Manipur,Senapati,2023,84.64,65.29,91.12,326,6578,54850
Manipur,Senapati,2024,94.48,60.06,93.55,954,1670,106908
Manipur,Senapati,2025,77.58,84.09,68.0,647,1645,113125
Manipur,Tamenglong,2015,63.2,60.25,89.43,765,3439,115690
Manipur,Tamenglong,2016,97.98,80.84,74.36,1639,6798,40728
Manipur,Tamenglong,2017,80.6,61.76,94.39,1862,7661,100981
Manipur,Tamenglong,2018,76.56,97.29,67.58,1627,2985,15663
Manipur,Tamenglong,2019,78.77,80.25,86.89,367,1627,56813
Manipur,Tamenglong,2020,82.51,91.72,61.64,414,275,143615
Manipur,Tamenglong,2021,82.47,74.7,85.26,719,7972,86755
Manipur,Tamenglong,2022,69.49,90.88,65.02,101,5736,116411
Manipur,Tamenglong,2023,86.73,72.19,81.22,1045,6326,19189
Manipur,Tamenglong,2024,88.16,66.3,52.17,1894,4034,167612
Manipur,Tamenglong,2025,63.39,71.06,83.93,559,4295,182659
Manipur,Tengnoupal,2015,81.63,67.83,95.66,834,5958,7786
Manipur,Tengnoupal,2016,57.32,89.69,55.73,551,828,131947
Manipur,Tengnoupal,2017,78.1,80.98,83.3,1486,7142,41421
Manipur,Tengnoupal,2018,61.55,86.41,92.27,1279,711,83378
Manipur,Tengnoupal,2019,88.15,83.2,74.19,1872,855,137367
Manipur,Tengnoupal,2020,55.29,82.29,55.89,1033,5426,114527
Manipur,Tengnoupal,2021,83.55,78.65,56.48,1722,7413,127906
Manipur,Tengnoupal,2022,67.51,81.84,55.69,1383,3355,131682
Manipur,Tengnoupal,2023,62.14,94.94,52.31,626,6964,64485
Manipur,Tengnoupal,2024,91.1,71.57,83.01,1770,2999,172518
Manipur,Tengnoupal,2025,86.29,61.75,69.53,68,2667,178008
Manipur,Thoubal,2015,71.86,86.7,88.5,1780,1300,79863
Manipur,Thoubal,2016,59.42,87.96,77.35,298,1903,148572
Manipur,Thoubal,2017,97.87,90.17,52.45,721,5508,100714
Manipur,Thoubal,2018,72.11,93.72,78.41,192,7242,114404
Manipur,Thoubal,2019,71.94,91.31,92.85,1500,1021,139581
Manipur,Thoubal,2020,96.07,69.69,94.62,438,4927,9436
Manipur,Thoubal,2021,56.24,63.73,55.97,1896,4826,118714
Manipur,Thoubal,2022,57.71,75.01,72.33,108,5196,105207
Manipur,Thoubal,2023,76.8,75.82,58.68,1461,2034,148419
Manipur,Thoubal,2024,96.73,80.23,65.04,1784,5370,125625
Manipur,Thoubal,2025,84.57,90.45,96.28,1125,2284,94312
Manipur,Ukhrul,2015,88.23,80.47,87.79,989,2826,8843
Manipur,Ukhrul,2016,56.82,83.63,86.84,906,2912,190000
Manipur,Ukhrul,2017,83.02,69.89,56.43,1380,4493,179095
Manipur,Ukhrul,2018,89.46,93.39,91.3,346,2498,70401
Manipur,Ukhrul,2019,71.09,69.87,79.88,1273,3225,119058
Manipur,Ukhrul,2020,86.51,65.24,57.37,1117,6836,190455
Manipur,Ukhrul,2021,74.08,65.34,90.94,1009,1314,64903
Manipur,Ukhrul,2022,81.28,84.97,58.83,1549,4566,26134
Manipur,Ukhrul,2023,76.17,89.6,55.78,279,7543,76190
Manipur,Ukhrul,2024,66.96,94.62,61.15,374,3746,184129
Manipur,Ukhrul,2025,60.61,81.17,81.32,1665,2537,158700
Meghalaya,East Garo Hills,2015,84.08,77.36,72.89,1480,6776,110758
Meghalaya,East Garo Hills,2016,77.99,82.41,95.04,1409,6746,126542
Meghalaya,East Garo Hills,2017,81.29,75.78,50.94,1870,4503,86209
Meghalaya,East Garo Hills,2018,73.03,89.19,58.42,863,7967,160344
Meghalaya,East Garo Hills,2019,68.17,91.56,63.0,949,7277,36759
Meghalaya,East Garo Hills,2020,82.57,68.52,70.58,1711,5492,133315
Meghalaya,East Garo Hills,2021,79.61,80.36,56.09,730,7161,136687
Meghalaya,East Garo Hills,2022,59.32,95.11,89.99,1797,5688,22577
Meghalaya,East Garo Hills,2023,92.73,65.57,56.43,281,5288,20742
Meghalaya,East Garo Hills,2024,82.71,85.34,67.76,1414,5937,169337
Meghalaya,East Garo Hills,2025,64.43,76.81,94.56,770,4479,74148
Meghalaya,East Jaintia Hills,2015,72.43,84.3,73.7,1296,7663,131008
Meghalaya,East Jaintia Hills,2016,79.05,89.0,58.03,555,725,134402
Meghalaya,East Jaintia Hills,2017,92.23,85.73,66.99,739,1264,169454
Meghalaya,East Jaintia Hills,2018,61.24,79.28,65.48,1798,5251,189565
Meghalaya,East Jaintia Hills,2019,94.63,87.45,61.82,1317,598,95601
Meghalaya,East Jaintia Hills,2020,90.34,77.93,83.48,1284,2345,34211
Meghalaya,East Jaintia Hills,2021,77.04,91.74,62.65,439,7720,71351
Meghalaya,East Jaintia Hills,2022,79.53,64.23,67.91,1010,1668,195316
Meghalaya,East Jaintia Hills,2023,79.04,79.26,87.09,1982,3931,42262
Meghalaya,East Jaintia Hills,2024,56.31,72.2,93.42,1522,2515,93865
Meghalaya,East Jaintia Hills,2025,66.03,67.34,76.33,1969,2841,107906
Meghalaya,East Khasi Hills,2015,84.33,87.72,57.41,490,7076,158775
Meghalaya,East Khasi Hills,2016,83.22,76.49,71.02,797,4735,136446
Meghalaya,East Khasi Hills,2017,90.43,85.3,83.18,1413,3656,110852
Meghalaya,East Khasi Hills,2018,79.22,84.46,94.45,902,4952,144955
Meghalaya,East Khasi Hills,2019,90.81,86.44,60.27,1275,5585,119891
Meghalaya,East Khasi Hills,2020,60.04,84.62,85.38,955,4680,189038
Meghalaya,East Khasi Hills,2021,78.57,87.58,85.58,378,406,114274
Meghalaya,East Khasi Hills,2022,58.8,70.16,78.75,589,7142,96604
Meghalaya,East Khasi Hills,2023,78.89,69.3,73.55,1743,7762,148431
Meghalaya,East Khasi Hills,2024,59.42,95.62,62.37,1523,6559,189499
Meghalaya,East Khasi Hills,2025,70.42,97.97,65.88,1600,811,162961
Meghalaya,North Garo Hills,2015,71.84,87.64,86.17,219,3312,119387
Meghalaya,North Garo Hills,2016,78.25,66.86,90.73,1943,2178,30428
Meghalaya,North Garo Hills,2017,80.56,98.91,65.57,1730,6375,107081
Meghalaya,North Garo Hills,2018,68.37,60.92,65.24,579,4414,181806
Meghalaya,North Garo Hills,2019,89.94,82.34,54.52,1353,3098,91733
Meghalaya,North Garo Hills,2020,55.19,62.04,82.06,1957,3661,125664
Meghalaya,North Garo Hills,2021,55.28,91.53,81.88,1636,843,53000
Meghalaya,North Garo Hills,2022,55.08,91.98,67.42,693,1663,78897
Meghalaya,North Garo Hills,2023,81.0,72.39,89.99,197,6670,113569
Meghalaya,North Garo Hills,2024,86.19,87.06,71.22,1247,5634,166888
Meghalaya,North Garo Hills,2025,93.92,61.65,53.14,1576,2193,21976
Meghalaya,Ri Bhoi,2015,97.97,93.89,88.02,160,3303,165016
Meghalaya,Ri Bhoi,2016,59.47,97.75,64.69,1687,7712,180055
Meghalaya,Ri Bhoi,2017,60.22,80.09,59.63,1336,4078,189121
Meghalaya,Ri Bhoi,2018,71.4,70.83,62.73,1667,7835,146382
Meghalaya,Ri Bhoi,2019,88.78,76.46,94.12,300,1139,72499
Meghalaya,Ri Bhoi,2020,73.34,82.87,63.72,630,6188,43632
Meghalaya,Ri Bhoi,2021,71.76,91.1,96.27,545,1748,153600
Meghalaya,Ri Bhoi,2022,80.21,96.36,66.94,1024,7386,59193
Meghalaya,Ri Bhoi,2023,59.15,67.64,76.69,1161,2431,157067
Meghalaya,Ri Bhoi,2024,97.7,64.14,72.55,1720,7016,66989
Meghalaya,Ri Bhoi,2025,76.41,67.91,76.98,202,5721,102133
Meghalaya,South Garo Hills,2015,56.5,84.5,67.14,1509,7561,110677
Meghalaya,South Garo Hills,2016,92.56,95.15,61.11,1858,2924,37997
Meghalaya,South Garo Hills,2017,67.28,91.59,89.41,1985,3900,9209
Meghalaya,South Garo Hills,2018,58.25,66.43,60.77,1316,6567,135008
Meghalaya,South Garo Hills,2019,89.62,92.48,60.32,208,2198,156271
Meghalaya,South Garo Hills,2020,63.81,98.57,53.41,211,5456,151650
Meghalaya,South Garo Hills,2021,69.06,97.18,75.25,581,2936,15722
Meghalaya,South Garo Hills,2022,97.15,89.86,65.48,402,4580,48842
Meghalaya,South Garo Hills,2023,85.92,65.43,66.74,1794,1824,192731
Meghalaya,South Garo Hills,2024,55.58,76.78,71.22,1240,7286,63000
Meghalaya,South Garo Hills,2025,89.8,79.94,67.55,364,695,14445
Meghalaya,South West Garo Hills,2015,90.56,76.44,79.78,1895,6934,65376
Meghalaya,South West Garo Hills,2016,87.3,66.34,52.9,1355,6867,117801
Meghalaya,South West Garo Hills,2017,90.3,62.84,59.38,986,6687,95631
Meghalaya,South West Garo Hills,2018,57.81,76.82,87.38,123,4407,49370
Meghalaya,South West Garo Hills,2019,93.48,68.18,67.89,106,4490,158331
Meghalaya,South West Garo Hills,2020,59.94,70.05,94.01,124,4628,101120
Meghalaya,South West Garo Hills,2021,80.15,69.59,94.8,893,218,26436
Meghalaya,South West Garo Hills,2022,75.88,83.83,72.26,1245,7876,121111
Meghalaya,South West Garo Hills,2023,94.12,67.13,93.39,231,4201,99870
Meghalaya,South West Garo Hills,2024,71.58,85.76,71.04,1389,3809,153422
Meghalaya,South West Garo Hills,2025,92.54,87.87,61.25,1192,5399,162447
Meghalaya,South West Khasi Hills,2015,60.78,63.14,86.25,1617,3935,8649
Meghalaya,South West Khasi Hills,2016,88.48,68.77,62.85,497,1425,106582
Meghalaya,South West Khasi Hills,2017,97.13,86.74,67.1,1710,7129,86334
Meghalaya,South West Khasi Hills,2018,58.63,67.44,85.18,1371,5121,28792
Meghalaya,South West Khasi Hills,2019,73.62,67.09,68.18,810,6305,142689
Meghalaya,South West Khasi Hills,2020,76.78,97.49,60.11,502,2824,94779
Meghalaya,South West Khasi Hills,2021,68.23,64.77,51.27,1271,2618,178594
Meghalaya,South West Khasi Hills,2022,61.82,92.83,78.17,1690,4030,199502
Meghalaya,South West Khasi Hills,2023,62.01,77.58,71.61,898,7840,89873
Meghalaya,South West Khasi Hills,2024,78.23,82.36,93.59,1776,2043,28901
Meghalaya,South West Khasi Hills,2025,92.69,69.28,95.09,549,2262,26510
Meghalaya,West Garo Hills,2015,94.38,95.85,95.69,434,1830,197579
Meghalaya,West Garo Hills,2016,62.98,69.62,78.37,1707,7182,171609
Meghalaya,West Garo Hills,2017,67.47,73.86,50.45,1653,4600,150089
Meghalaya,West Garo Hills,2018,67.59,73.33,61.37,1855,2475,137052
Meghalaya,West Garo Hills,2019,94.21,88.96,61.14,708,7710,18864
Meghalaya,West Garo Hills,2020,89.67,76.23,85.43,1731,4744,149881
Meghalaya,West Garo Hills,2021,81.32,77.82,88.51,364,6078,91761
Meghalaya,West Garo Hills,2022,76.56,79.51,69.82,449,5764,137862
Meghalaya,West Garo Hills,2023,62.92,75.08,71.9,1448,1407,146827
Meghalaya,West Garo Hills,2024,57.47,86.52,50.33,1641,1799,33635
Meghalaya,West Garo Hills,2025,81.7,80.37,73.53,1938,1341,62207
Meghalaya,West Jaintia Hills,2015,58.7,63.12,71.63,296,805,179872
Meghalaya,West Jaintia Hills,2016,94.53,85.82,93.79,425,5257,152059
Meghalaya,West Jaintia Hills,2017,69.63,87.41,87.86,1114,6923,174315
Meghalaya,West Jaintia Hills,2018,61.4,90.13,56.12,1952,256,119793
Meghalaya,West Jaintia Hills,2019,58.31,85.18,86.31,160,7899,80332
Meghalaya,West Jaintia Hills,2020,66.57,71.13,79.75,1409,5419,95500
Meghalaya,West Jaintia Hills,2021,69.83,90.44,94.36,146,1913,176405
Meghalaya,West Jaintia Hills,2022,74.19,98.19,64.12,1746,5080,61213
Meghalaya,West Jaintia Hills,2023,84.21,63.59,51.05,648,7638,63666
Meghalaya,West Jaintia Hills,2024,62.59,88.41,92.11,1553,3989,19344
Meghalaya,West Jaintia Hills,2025,83.04,91.65,72.55,1048,3647,156352
Meghalaya,West Khasi Hills,2015,93.95,75.1,83.2,1961,7079,64382
Meghalaya,West Khasi Hills,2016,76.28,91.95,80.04,1484,2541,151122
Meghalaya,West Khasi Hills,2017,59.59,75.86,77.22,787,6919,11643
Meghalaya,West Khasi Hills,2018,75.77,66.96,83.07,597,2686,40860
Meghalaya,West Khasi Hills,2019,62.54,84.98,75.44,1939,5030,108845
Meghalaya,West Khasi Hills,2020,70.86,64.25,69.43,1987,7174,44591
Meghalaya,West Khasi Hills,2021,74.75,73.67,90.61,342,7459,94417
Meghalaya,West Khasi Hills,2022,70.02,87.86,56.37,1468,1841,98344
Meghalaya,West Khasi Hills,2023,67.06,94.95,79.16,1173,575,100657
Meghalaya,West Khasi Hills,2024,57.27,60.7,89.09,889,5359,199648
Meghalaya,West Khasi Hills,2025,93.82,95.31,51.63,417,4809,149350
Mizoram,Aizawl,2015,79.3,69.9,90.03,1467,2444,142589
Mizoram,Aizawl,2016,78.02,89.91,85.7,215,4416,142036
Mizoram,Aizawl,2017,71.37,65.16,95.01,390,4488,171511
Mizoram,Aizawl,2018,64.15,71.61,57.19,549,7441,21598
Mizoram,Aizawl,2019,91.72,91.07,96.75,1083,571,77459
Mizoram,Aizawl,2020,96.28,90.11,95.2,1995,4126,116636
Mizoram,Aizawl,2021,82.7,89.69,65.66,1033,7391,165677
Mizoram,Aizawl,2022,90.02,98.35,91.41,1526,6522,23821
Mizoram,Aizawl,2023,96.1,80.78,78.08,1416,2372,67818
Mizoram,Aizawl,2024,85.09,96.24,73.4,922,7008,131189
Mizoram,Aizawl,2025,69.97,93.48,57.05,735,5315,176864
Mizoram,Champhai,2015,94.75,84.64,79.0,719,2326,157881
Mizoram,Champhai,2016,95.97,83.69,84.62,1855,7022,199978
Mizoram,Champhai,2017,83.86,63.0,56.6,494,5605,166891
Mizoram,Champhai,2018,74.41,64.14,75.11,1011,5079,80900
Mizoram,Champhai,2019,72.54,96.96,95.43,1241,6828,137568
Mizoram,Champhai,2020,69.18,73.94,54.42,1330,1081,121708
Mizoram,Champhai,2021,79.9,67.66,80.85,1314,6049,174403
Mizoram,Champhai,2022,77.24,98.79,86.87,1449,4245,58013
Mizoram,Champhai,2023,97.5,96.37,92.33,314,5000,124293
Mizoram,Champhai,2024,62.56,95.95,83.58,540,3621,78532
Mizoram,Champhai,2025,56.36,92.4,70.93,805,3313,114892
Mizoram,Hnahthial,2015,63.69,70.79,60.45,1426,3023,198605
Mizoram,Hnahthial,2016,72.0,75.79,77.5,920,4923,140635
Mizoram,Hnahthial,2017,97.6,86.31,55.97,1907,1738,180728
Mizoram,Hnahthial,2018,76.05,75.8,78.86,1005,674,125825
Mizoram,Hnahthial,2019,77.86,66.04,77.92,1473,5044,193025
Mizoram,Hnahthial,2020,68.38,84.51,68.5,1814,7435,134427
Mizoram,Hnahthial,2021,66.09,78.04,82.27,1735,1606,196653
Mizoram,Hnahthial,2022,62.95,79.46,58.39,903,6336,43121
Mizoram,Hnahthial,2023,82.32,98.05,94.08,153,232,81249
Mizoram,Hnahthial,2024,77.31,81.75,67.52,737,7923,25148
Mizoram,Hnahthial,2025,74.18,87.75,83.69,1031,3488,131945
Mizoram,Khawzawl,2015,56.77,96.89,89.11,792,2112,129573
Mizoram,Khawzawl,2016,62.68,81.46,65.22,112,7074,14743
Mizoram,Khawzawl,2017,81.27,83.35,60.59,1836,4154,78353
Mizoram,Khawzawl,2018,68.6,83.05,59.86,829,7185,2570
Mizoram,Khawzawl,2019,76.57,73.23,72.15,916,3896,15975
Mizoram,Khawzawl,2020,81.7,63.8,57.64,117,5501,11750
Mizoram,Khawzawl,2021,84.69,73.4,58.89,871,7443,108715
Mizoram,Khawzawl,2022,66.69,89.09,91.94,337,3617,59166
Mizoram,Khawzawl,2023,80.68,80.28,91.03,676,2934,5945
Mizoram,Khawzawl,2024,88.7,60.84,60.57,201,3233,129447
Mizoram,Khawzawl,2025,80.81,71.93,66.0,229,1617,37107
Mizoram,Kolasib,2015,86.91,74.66,94.77,1137,6138,82970
Mizoram,Kolasib,2016,56.0,91.7,85.82,660,1807,116795
Mizoram,Kolasib,2017,94.05,75.33,51.79,1448,360,163086
Mizoram,Kolasib,2018,75.21,95.23,67.55,1612,940,144906
Mizoram,Kolasib,2019,58.21,60.27,73.84,399,7291,21655
Mizoram,Kolasib,2020,65.57,88.25,87.53,794,7410,155247
Mizoram,Kolasib,2021,79.98,90.11,92.83,642,1610,161935
Mizoram,Kolasib,2022,97.86,62.35,84.78,117,4501,135035
Mizoram,Kolasib,2023,62.22,79.19,86.21,1663,1586,81666
Mizoram,Kolasib,2024,61.36,87.2,77.28,117,7727,184781
Mizoram,Kolasib,2025,61.4,68.74,57.5,1745,7793,146541
Mizoram,Lawngtlai,2015,61.4,61.19,57.73,441,2223,116810
Mizoram,Lawngtlai,2016,70.29,62.32,61.85,93,4797,173898
Mizoram,Lawngtlai,2017,95.02,96.02,50.7,1137,3477,60870
Mizoram,Lawngtlai,2018,78.22,62.98,50.83,1324,7538,192039
Mizoram,Lawngtlai,2019,77.96,95.01,96.51,1871,3661,68123
Mizoram,Lawngtlai,2020,75.84,77.68,56.78,1938,4554,187374
Mizoram,Lawngtlai,2021,58.94,83.6,81.23,1783,2668,166660
Mizoram,Lawngtlai,2022,55.45,84.14,62.57,924,1649,88394
Mizoram,Lawngtlai,2023,59.35,90.22,52.27,979,2211,196882
Mizoram,Lawngtlai,2024,75.77,70.48,67.5,209,3527,74770
Mizoram,Lawngtlai,2025,56.64,63.97,79.95,1758,2478,15529
Mizoram,Lunglei,2015,87.38,80.2,54.57,1069,6653,102932
Mizoram,Lunglei,2016,71.05,76.37,96.07,600,3135,88311
