state,district,year,employment_rate,unemployment_rate,industrial_jobs,agriculture_jobs,service_jobs
Manipur,Kamjong,2019,48.36,13.32,3414,80354,14129
Manipur,Kamjong,2020,59.89,2.75,1936,35241,69046
Manipur,Kamjong,2021,56.9,8.05,37671,64470,8565
Manipur,Kamjong,2022,72.29,9.94,35061,58716,66840
Manipur,Kamjong,2023,43.66,14.21,5473,99011,11490
Manipur,Kamjong,2024,67.23,14.4,9545,72994,74116
Manipur,Kamjong,2025,41.68,2.29,18268,6896,17809
Manipur,Kangpokpi,2015,47.77,14.77,44994,95692,60348
Manipur,Kangpokpi,2016,48.54,12.8,40468,39949,78231
Manipur,Kangpokpi,2017,53.4,4.78,27501,51222,31287
Manipur,Kangpokpi,2018,79.18,13.33,18096,32592,13825
Manipur,Kangpokpi,2019,56.01,6.51,44001,84295,42210
Manipur,Kangpokpi,2020,66.74,13.25,14648,38124,69053
Manipur,Kangpokpi,2021,63.53,10.11,2603,46407,31428
Manipur,Kangpokpi,2022,66.41,7.24,7119,28694,75066
Manipur,Kangpokpi,2023,41.83,9.09,9211,46764,4889
Manipur,Kangpokpi,2024,77.81,6.07,29771,6441,57720
Manipur,Kangpokpi,2025,52.97,13.62,25940,80218,12100
Manipur,Noney,2015,76.77,2.56,8259,5457,63739
Manipur,Noney,2016,75.11,4.28,30039,7018,4677
Manipur,Noney,2017,67.03,8.39,37183,72727,64026
Manipur,Noney,2018,55.76,8.15,29932,78278,40758
Manipur,Noney,2019,79.36,9.08,45982,84999,6273
Manipur,Noney,2020,66.26,9.46,12168,17562,19097
Manipur,Noney,2021,45.22,13.07,27138,14903,15701
Manipur,Noney,2022,78.7,2.99,3317,29599,70320
Manipur,Noney,2023,72.55,2.41,28160,95323,53643
Manipur,Noney,2024,69.25,4.14,26559,55782,22334
Manipur,Noney,2025,47.1,10.24,35174,63412,17406
Manipur,Pherzawl,2015,54.78,2.59,5802,35966,2291
Manipur,Pherzawl,2016,69.67,6.67,47172,39654,68851
Manipur,Pherzawl,2017,46.37,2.88,29567,57653,37337
Manipur,Pherzawl,2018,47.23,11.4,4656,48731,27550
Manipur,Pherzawl,2019,42.86,4.44,18492,77677,65207
Manipur,Pherzawl,2020,75.59,6.39,36111,18819,22109
Manipur,Pherzawl,2021,50.4,14.49,13372,57278,74119
Manipur,Pherzawl,2022,73.56,4.63,14503,12773,8303
Manipur,Pherzawl,2023,65.14,10.28,17777,85244,50095
Manipur,Pherzawl,2024,43.51,12.96,10287,59607,41819
Manipur,Pherzawl,2025,70.67,14.01,46708,11644,17583
Manipur,Senapati,2015,59.38,8.49,7152,88693,60854
Manipur,Senapati,2016,53.83,12.81,28488,32693,25996
Manipur,Senapati,2017,72.96,14.64,7994,85334,30908
Manipur,Senapati,2018,56.56,3.85,41819,86382,28121
Manipur,Senapati,2019,56.6,12.17,33245,53677,46709
Manipur,Senapati,2020,51.1,12.38,44681,15402,23713
Manipur,Senapati,2021,74.38,2.82,17583,25388,46750
Manipur,Senapati,2022,40.39,4.1,46153,83820,33813
Manipur,Senapati,2023,43.93,14.14,28723,66761,67312
Manipur,Senapati,2024,52.17,5.75,13221,85498,40205
Manipur,Senapati,2025,61.76,8.29,38669,20732,67436
Manipur,Tamenglong,2015,42.39,6.33,2062,94902,19478
Manipur,Tamenglong,2016,40.67,10.57,25160,96421,40636
Manipur,Tamenglong,2017,51.74,9.39,1782,13874,4452
Manipur,Tamenglong,2018,47.46,12.17,35417,92888,36570
Manipur,Tamenglong,2019,67.19,11.1,49066,54769,26959
Manipur,Tamenglong,2020,66.19,14.16,38463,8098,66512
Manipur,Tamenglong,2021,48.62,7.54,20120,36000,71770
Manipur,Tamenglong,2022,40.64,7.42,32744,71868,60550
Manipur,Tamenglong,2023,41.33,14.43,33272,56127,12181
Manipur,Tamenglong,2024,42.77,9.58,44532,5463,26610
Manipur,Tamenglong,2025,79.23,13.38,34991,39276,3316
Manipur,Tengnoupal,2015,66.36,6.09,16866,61223,77882
Manipur,Tengnoupal,2016,74.42,11.42,3821,72254,67482
Manipur,Tengnoupal,2017,46.6,3.16,41919,37646,72880
Manipur,Tengnoupal,2018,48.0,13.11,48416,73128,20026
Manipur,Tengnoupal,2019,49.38,13.24,37169,94526,31822
Manipur,Tengnoupal,2020,78.16,4.6,29745,96181,12479
Manipur,Tengnoupal,2021,48.45,8.51,41598,15351,8217
Manipur,Tengnoupal,2022,62.82,9.63,39259,32538,48673
Manipur,Tengnoupal,2023,51.86,12.55,23720,70218,64152
Manipur,Tengnoupal,2024,45.4,14.87,36563,65407,21475
Manipur,Tengnoupal,2025,46.02,7.1,37083,49647,2792
Manipur,Thoubal,2015,73.83,10.23,22592,88026,73839
Manipur,Thoubal,2016,70.6,8.68,38919,51314,55046
Manipur,Thoubal,2017,47.19,14.93,13248,89755,75370
Manipur,Thoubal,2018,73.52,10.19,3935,28328,27877
Manipur,Thoubal,2019,57.88,7.4,22350,38842,46159
Manipur,Thoubal,2020,56.98,11.41,15723,95620,21019
Manipur,Thoubal,2021,63.07,14.29,44787,64587,13844
Manipur,Thoubal,2022,53.71,6.99,36012,37196,39123
Manipur,Thoubal,2023,40.92,3.46,13248,43535,41303
Manipur,Thoubal,2024,67.05,13.14,28976,62274,2799
Manipur,Thoubal,2025,69.82,2.44,22641,79575,51866
Manipur,Ukhrul,2015,56.15,10.45,25778,13091,64904
Manipur,Ukhrul,2016,63.16,9.76,3125,58572,25505
Manipur,Ukhrul,2017,59.58,13.41,15782,6394,16710
Manipur,Ukhrul,2018,51.96,13.2,8818,17202,31798
Manipur,Ukhrul,2019,40.08,4.87,43156,74255,48436
Manipur,Ukhrul,2020,75.27,9.27,3707,20759,7324
Manipur,Ukhrul,2021,63.82,13.0,46268,49097,11324
Manipur,Ukhrul,2022,79.82,12.87,6966,9883,78476
Manipur,Ukhrul,2023,45.41,6.78,1017,27878,37178
Manipur,Ukhrul,2024,57.16,11.43,34826,66403,52106
Manipur,Ukhrul,2025,61.43,12.93,41663,42855,38766
Meghalaya,East Garo Hills,2015,45.68,5.42,42736,66464,40216
Meghalaya,East Garo Hills,2016,75.74,11.46,47494,67665,26446
Meghalaya,East Garo Hills,2017,63.18,7.58,42838,79168,55303
Meghalaya,East Garo Hills,2018,43.15,9.68,17455,76429,59216
Meghalaya,East Garo Hills,2019,76.5,5.09,39683,75962,28146
Meghalaya,East Garo Hills,2020,61.19,9.93,13585,77036,10355
Meghalaya,East Garo Hills,2021,49.12,12.18,20121,28327,18665
Meghalaya,East Garo Hills,2022,45.84,6.43,39105,9113,73788
Meghalaya,East Garo Hills,2023,45.53,9.01,47473,78703,27191
Meghalaya,East Garo Hills,2024,63.64,6.23,23789,48273,44575
Meghalaya,East Garo Hills,2025,45.31,9.5,2823,88979,64278
Meghalaya,East Jaintia Hills,2015,69.14,10.61,36432,63826,21446
Meghalaya,East Jaintia Hills,2016,73.58,9.83,23597,82073,64234
Meghalaya,East Jaintia Hills,2017,58.18,12.47,9289,81055,73842
Meghalaya,East Jaintia Hills,2018,54.48,5.1,31376,37741,39333
Meghalaya,East Jaintia Hills,2019,71.22,14.07,14154,49834,36541
Meghalaya,East Jaintia Hills,2020,42.38,11.39,30936,21155,47487
Meghalaya,East Jaintia Hills,2021,55.22,9.4,1864,43261,28827
Meghalaya,East Jaintia Hills,2022,60.58,13.73,8218,37392,63485
Meghalaya,East Jaintia Hills,2023,73.84,5.78,1307,89712,40838
Meghalaya,East Jaintia Hills,2024,48.4,4.37,43383,40740,12398
Meghalaya,East Jaintia Hills,2025,40.21,8.98,41663,77265,67952
Meghalaya,East Khasi Hills,2015,73.82,12.45,26098,65526,78558
Meghalaya,East Khasi Hills,2016,60.65,5.6,14634,65800,68733
Meghalaya,East Khasi Hills,2017,58.75,4.45,21991,61943,10397
Meghalaya,East Khasi Hills,2018,43.3,13.25,5850,29513,65432
Meghalaya,East Khasi Hills,2019,40.95,3.16,14569,54228,63070
Meghalaya,East Khasi Hills,2020,65.26,5.3,9012,45845,53718
Meghalaya,East Khasi Hills,2021,55.84,4.79,47213,36660,70987
Meghalaya,East Khasi Hills,2022,52.18,9.08,11846,65786,22739
Meghalaya,East Khasi Hills,2023,66.46,2.46,38080,85216,54539
Meghalaya,East Khasi Hills,2024,48.92,5.77,12612,35548,17025
Meghalaya,East Khasi Hills,2025,42.3,9.67,42217,27654,52617
Meghalaya,North Garo Hills,2015,70.31,10.96,1034,67081,23658
Meghalaya,North Garo Hills,2016,49.84,10.96,22558,39838,9645
Meghalaya,North Garo Hills,2017,62.13,13.96,30723,21058,61157
Meghalaya,North Garo Hills,2018,63.63,13.35,19514,7561,4574
Meghalaya,North Garo Hills,2019,74.84,5.31,42363,54670,14125
Meghalaya,North Garo Hills,2020,41.99,8.61,18654,8338,43791
Meghalaya,North Garo Hills,2021,63.91,4.23,11084,36295,69719
Meghalaya,North Garo Hills,2022,63.05,10.27,32694,90909,8437
Meghalaya,North Garo Hills,2023,64.25,11.88,32692,99013,10522
Meghalaya,North Garo Hills,2024,61.48,8.09,35735,35638,78748
Meghalaya,North Garo Hills,2025,64.81,13.33,38909,47970,27106
Meghalaya,Ri Bhoi,2015,48.78,4.86,22182,82634,71827
Meghalaya,Ri Bhoi,2016,56.33,12.81,31816,28882,12800
Meghalaya,Ri Bhoi,2017,74.95,8.73,35348,10709,42674
Meghalaya,Ri Bhoi,2018,70.55,12.83,21743,15486,8198
Meghalaya,Ri Bhoi,2019,44.92,12.72,40054,52835,3504
Meghalaya,Ri Bhoi,2020,62.15,5.34,33898,7907,11192
Meghalaya,Ri Bhoi,2021,40.97,9.93,2116,50010,42431
Meghalaya,Ri Bhoi,2022,62.58,2.82,26851,7426,46947
Meghalaya,Ri Bhoi,2023,74.32,5.9,41569,14755,8513
Meghalaya,Ri Bhoi,2024,76.07,11.74,35872,88587,20951
Meghalaya,Ri Bhoi,2025,73.88,7.53,5484,64616,73161
Meghalaya,South Garo Hills,2015,77.62,4.35,23372,85191,17428
Meghalaya,South Garo Hills,2016,75.79,7.07,22642,12757,3358
Meghalaya,South Garo Hills,2017,72.62,4.27,47494,29114,47107
Meghalaya,South Garo Hills,2018,62.28,5.13,40664,9706,66668
Meghalaya,South Garo Hills,2019,54.01,7.83,20542,24222,20075
Meghalaya,South Garo Hills,2020,51.02,12.21,36932,93949,58410
Meghalaya,South Garo Hills,2021,74.63,9.3,24048,52662,17294
Meghalaya,South Garo Hills,2022,51.82,13.65,30517,95883,17990
Meghalaya,South Garo Hills,2023,58.29,5.02,31938,97426,31048
Meghalaya,South Garo Hills,2024,72.62,2.94,48592,17715,52879
Meghalaya,South Garo Hills,2025,47.79,7.96,13923,73842,55914
Meghalaya,South West Garo Hills,2015,44.84,5.6,10946,71717,35674
Meghalaya,South West Garo Hills,2016,45.18,5.59,13589,68723,25126
Meghalaya,South West Garo Hills,2017,77.5,6.42,30360,55061,58195
Meghalaya,South West Garo Hills,2018,70.84,5.19,32939,19247,2473
Meghalaya,South West Garo Hills,2019,58.32,12.5,24057,52217,18503
Meghalaya,South West Garo Hills,2020,65.66,11.32,26818,86499,53505
Meghalaya,South West Garo Hills,2021,46.23,9.2,40399,15632,2944
Meghalaya,South West Garo Hills,2022,73.52,4.09,3144,87613,66176
Meghalaya,South West Garo Hills,2023,78.68,8.97,41509,32583,19288
Meghalaya,South West Garo Hills,2024,78.79,7.76,5452,78365,17590
Meghalaya,South West Garo Hills,2025,50.27,5.45,38439,24650,42855
Meghalaya,South West Khasi Hills,2015,51.42,10.39,24876,91032,5254
Meghalaya,South West Khasi Hills,2016,73.91,14.57,35765,37950,11019
Meghalaya,South West Khasi Hills,2017,75.17,13.22,30392,91398,61261
Meghalaya,South West Khasi Hills,2018,73.24,5.28,32897,38201,42014
Meghalaya,South West Khasi Hills,2019,40.81,3.38,10097,65603,54932
Meghalaya,South West Khasi Hills,2020,62.01,8.8,29544,42978,45887
Meghalaya,South West Khasi Hills,2021,73.69,12.05,19283,64185,41667
Meghalaya,South West Khasi Hills,2022,79.15,14.29,18727,83779,4857
Meghalaya,South West Khasi Hills,2023,65.92,4.33,47037,68528,8069
Meghalaya,South West Khasi Hills,2024,63.43,8.95,48943,55885,50888
Meghalaya,South West Khasi Hills,2025,77.58,4.4,20703,52683,59311
Meghalaya,West Garo Hills,2015,62.02,2.22,4039,32072,7516
Meghalaya,West Garo Hills,2016,69.3,2.78,31709,26275,46798
Meghalaya,West Garo Hills,2017,45.03,9.42,48694,22597,51018
Meghalaya,West Garo Hills,2018,41.48,14.0,44901,27563,22752
Meghalaya,West Garo Hills,2019,56.18,7.6,8839,94607,2852
Meghalaya,West Garo Hills,2020,66.24,2.35,17240,89948,69416
Meghalaya,West Garo Hills,2021,44.36,7.99,31658,97616,12163
Meghalaya,West Garo Hills,2022,47.11,2.68,30278,48452,16748
Meghalaya,West Garo Hills,2023,76.45,13.33,6202,52096,76248
Meghalaya,West Garo Hills,2024,45.07,14.62,48321,81110,65235
Meghalaya,West Garo Hills,2025,43.87,5.9,38313,53971,24027
Meghalaya,West Jaintia Hills,2015,67.5,2.03,19384,72223,44997
Meghalaya,West Jaintia Hills,2016,49.44,9.74,17117,24898,70314
Meghalaya,West Jaintia Hills,2017,51.77,5.65,41632,61173,73200
Meghalaya,West Jaintia Hills,2018,51.95,10.86,30618,17505,50484
Meghalaya,West Jaintia Hills,2019,68.13,7.11,1184,26634,54552
Meghalaya,West Jaintia Hills,2020,43.94,12.63,22604,61112,25443
Meghalaya,West Jaintia Hills,2021,56.9,3.7,30448,71910,77705
Meghalaya,West Jaintia Hills,2022,47.32,6.47,14885,32927,31206
Meghalaya,West Jaintia Hills,2023,46.5,9.93,25514,20155,19786
Meghalaya,West Jaintia Hills,2024,53.89,4.84,29382,62357,49251
Meghalaya,West Jaintia Hills,2025,62.72,7.59,34208,41747,62565
Meghalaya,West Khasi Hills,2015,70.11,14.51,35471,47565,52684
Meghalaya,West Khasi Hills,2016,59.9,3.87,13387,19998,34733
Meghalaya,West Khasi Hills,2017,75.95,4.79,23188,9956,42826
Meghalaya,West Khasi Hills,2018,45.79,12.16,32483,43252,6859
Meghalaya,West Khasi Hills,2019,62.4,14.71,45991,22740,78646
Meghalaya,West Khasi Hills,2020,46.35,6.37,22360,78879,51266
Meghalaya,West Khasi Hills,2021,44.6,8.11,17019,58181,58207
Meghalaya,West Khasi Hills,2022,72.76,3.29,45330,91631,56307
Meghalaya,West Khasi Hills,2023,68.3,10.66,29281,15986,59040
Meghalaya,West Khasi Hills,2024,69.4,3.24,2645,71226,5837
Meghalaya,West Khasi Hills,2025,75.57,10.02,26852,51678,21762
Mizoram,Aizawl,2015,65.13,13.76,27817,74742,33268
Mizoram,Aizawl,2016,69.95,6.33,37353,95988,71294
Mizoram,Aizawl,2017,67.04,9.63,40377,61250,59707
Mizoram,Aizawl,2018,78.98,11.01,36277,52389,57367
Mizoram,Aizawl,2019,74.01,2.58,1192,74221,66493
Mizoram,Aizawl,2020,75.75,7.4,2981,65389,12879
Mizoram,Aizawl,2021,62.25,6.37,14359,94714,50876
Mizoram,Aizawl,2022,59.47,4.91,47222,84084,38786
Mizoram,Aizawl,2023,57.84,2.77,20788,52282,54805
Mizoram,Aizawl,2024,51.9,9.39,40909,40463,48101
Mizoram,Aizawl,2025,54.79,5.97,3254,72809,48134
Mizoram,Champhai,2015,44.0,9.31,46455,70243,35998
Mizoram,Champhai,2016,47.74,6.79,39604,31143,5498
Mizoram,Champhai,2017,41.02,14.13,43298,61670,51732
Mizoram,Champhai,2018,41.68,9.34,20717,5463,47384
Mizoram,Champhai,2019,77.14,8.8,45871,8962,21477
Mizoram,Champhai,2020,56.48,14.94,30360,31473,11119
Mizoram,Champhai,2021,69.79,6.57,38938,95571,3153
Mizoram,Champhai,2022,62.95,5.33,45088,61306,78977
Mizoram,Champhai,2023,69.68,10.5,8513,15898,75749
Mizoram,Champhai,2024,65.71,3.56,7547,62805,42009
Mizoram,Champhai,2025,61.41,5.88,10166,43248,14649
Mizoram,Hnahthial,2015,57.6,2.79,49096,10603,75975
Mizoram,Hnahthial,2016,70.02,14.49,31754,94686,65141
Mizoram,Hnahthial,2017,78.34,6.96,45677,5398,40390
Mizoram,Hnahthial,2018,64.31,5.51,6513,6708,75416
Mizoram,Hnahthial,2019,58.34,5.42,27799,20848,71259
Mizoram,Hnahthial,2020,61.74,4.28,48827,59701,35337
Mizoram,Hnahthial,2021,42.72,8.83,7655,82522,44003
Mizoram,Hnahthial,2022,47.92,6.08,14462,19284,39088
Mizoram,Hnahthial,2023,45.01,6.0,35943,55209,13225
Mizoram,Hnahthial,2024,61.84,4.24,17483,68392,3404
Mizoram,Hnahthial,2025,50.98,12.17,1608,22972,42795
Mizoram,Khawzawl,2015,75.24,5.05,5298,35407,39720
Mizoram,Khawzawl,2016,76.21,8.61,7629,95978,30829
Mizoram,Khawzawl,2017,59.95,14.38,22709,84178,42916
Mizoram,Khawzawl,2018,60.48,9.29,31722,16092,13888
Mizoram,Khawzawl,2019,57.75,12.85,14819,6411,14129
Mizoram,Khawzawl,2020,62.77,10.5,15048,28459,16179
Mizoram,Khawzawl,2021,61.86,2.73,21747,80701,66912
Mizoram,Khawzawl,2022,79.54,2.86,3331,6198,28171
Mizoram,Khawzawl,2023,76.18,11.74,49620,94422,49499
Mizoram,Khawzawl,2024,42.37,7.65,26895,6601,75131
Mizoram,Khawzawl,2025,43.8,6.25,22648,19781,74068
Mizoram,Kolasib,2015,51.42,7.35,47133,72027,49863
Mizoram,Kolasib,2016,52.85,12.16,16714,39011,72160
Mizoram,Kolasib,2017,46.89,3.88,21507,30545,45052
Mizoram,Kolasib,2018,51.09,14.39,4416,39239,39782
Mizoram,Kolasib,2019,48.59,4.15,42973,10216,61471
Mizoram,Kolasib,2020,64.96,9.02,21151,19977,7793
Mizoram,Kolasib,2021,74.39,4.95,28839,56887,48679
Mizoram,Kolasib,2022,58.34,3.27,32686,80441,65227
Mizoram,Kolasib,2023,52.42,13.44,36727,48996,64518
Mizoram,Kolasib,2024,66.62,13.65,17694,21150,37636
Mizoram,Kolasib,2025,44.23,7.46,6658,45158,12701
Mizoram,Lawngtlai,2015,64.95,14.78,10425,83497,16248
Mizoram,Lawngtlai,2016,56.6,8.21,4506,64175,74922
Mizoram,Lawngtlai,2017,44.27,13.41,22282,37241,56208
Mizoram,Lawngtlai,2018,40.72,10.09,41746,18317,68218
Mizoram,Lawngtlai,2019,54.62,10.31,47036,92654,47433
Mizoram,Lawngtlai,2020,56.06,12.65,47863,95078,29100
Mizoram,Lawngtlai,2021,71.63,6.11,10995,5645,69582
Mizoram,Lawngtlai,2022,74.99,2.49,8297,10197,24007
Mizoram,Lawngtlai,2023,58.29,7.22,27997,28505,24442
Mizoram,Lawngtlai,2024,57.3,5.29,46158,35639,18355
Mizoram,Lawngtlai,2025,59.59,2.75,16080,91821,37113
Mizoram,Lunglei,2015,43.51,3.03,26975,41617,79502
Mizoram,Lunglei,2016,46.77,13.78,34179,24689,41345
Mizoram,Lunglei,2017,47.02,7.74,17704,78078,73527
Mizoram,Lunglei,2018,75.74,7.32,11546,8450,52257
Mizoram,Lunglei,2019,46.98,7.92,42500,71047,25130
Mizoram,Lunglei,2020,75.53,5.26,2204,60232,39497
Mizoram,Lunglei,2021,77.87,8.84,27261,83249,25982
Mizoram,Lunglei,2022,61.32,3.49,14122,28358,10883
Mizoram,Lunglei,2023,76.65,7.43,30643,73852,67196
Mizoram,Lunglei,2024,74.53,4.44,34903,56683,64948
Mizoram,Lunglei,2025,76.31,3.83,31533,11646,76520
Mizoram,Mamit,2015,65.51,6.05,12456,95066,66473
Mizoram,Mamit,2016,77.06,2.18,37760,19158,46431
Mizoram,Mamit,2017,66.2,12.28,46286,86140,74386
Mizoram,Mamit,2018,46.59,12.67,28553,98610,7869
Mizoram,Mamit,2019,70.77,2.74,42750,85466,62809
Mizoram,Mamit,2020,51.03,2.43,9726,48882,47057
Mizoram,Mamit,2021,75.1,10.05,8394,70707,60638
Mizoram,Mamit,2022,56.46,7.93,3893,45767,42744
Mizoram,Mamit,2023,63.2,4.03,30243,70135,16284
Mizoram,Mamit,2024,52.96,3.49,48494,14101,51705
Mizoram,Mamit,2025,64.08,10.66,11349,53326,66913
Mizoram,Saiha,2015,69.05,7.96,42487,19025,19981
Mizoram,Saiha,2016,53.99,14.27,21820,8607,41324
Mizoram,Saiha,2017,52.98,12.91,45383,15848,25907
Mizoram,Saiha,2018,54.02,6.52,43873,18914,27199
Mizoram,Saiha,2019,76.04,14.87,2031,46414,44411
Mizoram,Saiha,2020,74.88,13.41,47126,68487,70898
Mizoram,Saiha,2021,49.57,7.53,31753,45474,14391
Mizoram,Saiha,2022,46.47,10.87,45654,20512,20036
Mizoram,Saiha,2023,60.77,3.48,21715,75057,29240
Mizoram,Saiha,2024,74.02,5.95,44118,55733,11894
Mizoram,Saiha,2025,69.24,14.95,6295,89824,79193
Mizoram,Saitual,2015,66.34,8.98,37470,56018,52669
Mizoram,Saitual,2016,64.11,14.89,22332,54064,64009
Mizoram,Saitual,2017,49.77,13.45,14584,55960,27031
Mizoram,Saitual,2018,56.37,5.44,18825,58703,16819
Mizoram,Saitual,2019,50.49,5.5,41762,91123,58364
Mizoram,Saitual,2020,56.1,12.12,15250,44614,23571
Mizoram,Saitual,2021,70.54,9.31,6401,62674,60182
Mizoram,Saitual,2022,44.55,3.08,21882,22779,9730
Mizoram,Saitual,2023,41.4,11.95,40959,21624,9569
Mizoram,Saitual,2024,77.46,3.79,33139,39694,67691
Mizoram,Saitual,2025,44.79,10.59,32564,18705,34114
Mizoram,Serchhip,2015,74.64,7.82,41045,52987,18050
Mizoram,Serchhip,2016,78.07,8.51,29053,35649,63061
Mizoram,Serchhip,2017,75.22,2.78,29520,59802,25130
Mizoram,Serchhip,2018,66.09,5.13,47063,7191,58753
Mizoram,Serchhip,2019,49.15,10.88,4828,82580,69814
Mizoram,Serchhip,2020,45.43,12.25,31372,14254,56188
Mizoram,Serchhip,2021,44.74,12.97,32678,48407,65738
Mizoram,Serchhip,2022,52.64,7.87,29584,13634,75153
Mizoram,Serchhip,2023,75.22,8.64,49849,93562,39410
Mizoram,Serchhip,2024,68.33,6.1,32786,86822,16690
Mizoram,Serchhip,2025,76.8,13.3,14717,53935,53239
Nagaland,Chümoukedima,2015,67.68,13.48,1231,31089,35033
Nagaland,Chümoukedima,2016,57.94,13.06,4394,87823,21395
Nagaland,Chümoukedima,2017,70.5,9.23,27986,27064,2081
Nagaland,Chümoukedima,2018,43.3,4.51,45520,54605,26536
Nagaland,Chümoukedima,2019,53.15,4.77,39232,8469,60201
Nagaland,Chümoukedima,2020,75.98,14.68,48572,69146,78817
Nagaland,Chümoukedima,2021,68.92,13.71,49409,90561,66951
Nagaland,Chümoukedima,2022,67.66,9.08,38744,59782,42743
Nagaland,Chümoukedima,2023,50.74,9.44,46087,35704,56811
Nagaland,Chümoukedima,2024,62.82,9.72,39209,68739,36486
Nagaland,Chümoukedima,2025,76.71,11.7,47813,72563,43067
Nagaland,Dimapur,2015,53.73,7.24,23731,36010,54844
Nagaland,Dimapur,2016,73.15,8.29,34697,53421,58123
Nagaland,Dimapur,2017,62.75,2.46,39784,91141,12593
Nagaland,Dimapur,2018,56.62,12.39,10575,95671,62964
Nagaland,Dimapur,2019,59.38,4.45,10056,48191,48453
Nagaland,Dimapur,2020,56.3,14.6,2272,13516,45237
Nagaland,Dimapur,2021,74.14,11.44,12205,17815,69442
Nagaland,Dimapur,2022,54.9,8.15,31070,27856,53614
Nagaland,Dimapur,2023,64.5,9.79,35507,79482,61341
Nagaland,Dimapur,2024,53.19,13.62,4127,42824,78189
Nagaland,Dimapur,2025,68.66,14.71,45356,8881,58220
Nagaland,Kiphire,2015,74.98,7.49,8068,54747,17395
Nagaland,Kiphire,2016,55.38,14.47,30177,36884,20100
Nagaland,Kiphire,2017,73.14,10.98,25582,73143,66979
Nagaland,Kiphire,2018,59.37,12.01,12386,5298,54333
Nagaland,Kiphire,2019,56.75,3.13,45081,81622,6116
Nagaland,Kiphire,2020,40.63,9.32,25085,42653,19131
Nagaland,Kiphire,2021,40.31,4.84,3113,45302,50226
Nagaland,Kiphire,2022,55.78,8.07,34177,71041,77174
Nagaland,Kiphire,2023,54.64,10.14,41909,34524,40984
Nagaland,Kiphire,2024,73.3,5.88,36082,48006,21845
Nagaland,Kiphire,2025,48.52,14.02,3096,78477,12395
Nagaland,Kohima,2015,52.59,10.83,37494,11538,18097
Nagaland,Kohima,2016,52.87,6.0,35498,82578,77029
Nagaland,Kohima,2017,62.3,12.53,26864,83312,32001
Nagaland,Kohima,2018,52.22,10.88,45842,21829,31934
Nagaland,Kohima,2019,50.54,6.32,12285,36779,4980
Nagaland,Kohima,2020,60.54,2.54,23344,58551,11659
Nagaland,Kohima,2021,62.01,8.36,48603,69704,76647
Nagaland,Kohima,2022,67.83,10.89,24929,69785,12076
Nagaland,Kohima,2023,60.59,9.66,29881,98459,58547
Nagaland,Kohima,2024,67.64,13.57,36031,36713,27175
Nagaland,Kohima,2025,43.22,9.03,29229,91259,76960
Nagaland,Longleng,2015,76.83,7.26,43198,67889,25294
Nagaland,Longleng,2016,69.03,8.73,33388,38990,66496
Nagaland,Longleng,2017,55.17,13.49,36957,45320,14191
Nagaland,Longleng,2018,47.01,8.86,5081,21791,19168
Nagaland,Longleng,2019,44.76,12.19,9733,29486,17460
Nagaland,Longleng,2020,50.22,10.86,29211,39888,45044
Nagaland,Longleng,2021,56.83,11.57,25803,93892,52256
Nagaland,Longleng,2022,65.33,13.69,33511,19625,72483
Nagaland,Longleng,2023,51.35,12.37,45659,21226,68761
Nagaland,Longleng,2024,63.28,5.24,1617,8259,58649
Nagaland,Longleng,2025,70.49,3.72,15783,17213,61646
Nagaland,Mokokchung,2015,52.58,3.49,40156,56245,23497
Nagaland,Mokokchung,2016,46.48,8.68,19339,75191,69612
Nagaland,Mokokchung,2017,68.56,5.53,15377,52355,68550
Nagaland,Mokokchung,2018,71.03,14.3,7415,69878,17548
Nagaland,Mokokchung,2019,74.51,4.61,28412,88885,77983
Nagaland,Mokokchung,2020,51.81,10.97,45858,76653,63254
Nagaland,Mokokchung,2021,59.58,8.78,8380,45506,78621
Nagaland,Mokokchung,2022,40.98,5.11,1664,90179,56563
Nagaland,Mokokchung,2023,51.56,8.63,22173,92169,68564
Nagaland,Mokokchung,2024,51.4,10.9,1471,61234,28317
Nagaland,Mokokchung,2025,59.77,12.68,17335,53231,5804
Nagaland,Mon,2015,63.07,7.66,46990,32942,74932
Nagaland,Mon,2016,58.7,13.03,7529,21378,32280
Nagaland,Mon,2017,70.93,9.76,1777,68460,59041
Nagaland,Mon,2018,49.29,13.49,8471,95417,4117
Nagaland,Mon,2019,61.92,2.46,32771,29608,15340
Nagaland,Mon,2020,57.1,11.91,31343,49350,9290
Nagaland,Mon,2021,53.46,3.94,28589,85873,46178
Nagaland,Mon,2022,48.32,4.09,13559,5930,63807
Nagaland,Mon,2023,58.27,6.93,5906,89053,58313
Nagaland,Mon,2024,57.7,4.74,41822,29624,38950
Nagaland,Mon,2025,44.57,6.28,16258,56132,73681
Nagaland,Noklak,2015,48.57,4.89,2894,93226,16536
Nagaland,Noklak,2016,60.32,11.95,39369,30029,2314
Nagaland,Noklak,2017,76.62,5.13,23624,15993,51118
Nagaland,Noklak,2018,75.77,7.08,8272,51988,21332
Nagaland,Noklak,2019,55.44,2.05,28906,91010,30047
Nagaland,Noklak,2020,67.74,12.88,4952,63587,54557
Nagaland,Noklak,2021,78.79,14.36,20851,27132,79129
Nagaland,Noklak,2022,59.83,5.58,15160,34975,42587
Nagaland,Noklak,2023,75.3,7.78,46952,38721,78079
