state,district,year,smart_projects,cctv_cameras,public_wifi_hotspots,ev_charging_stations,smart_traffic_signals
Meghalaya,East Khasi Hills,2023,79,2459,2336,993,1047
Meghalaya,East Khasi Hills,2024,88,6076,675,1904,1752
Meghalaya,East Khasi Hills,2025,23,9519,4506,1911,1325
Meghalaya,North Garo Hills,2015,48,16416,2264,260,1774
Meghalaya,North Garo Hills,2016,25,11026,1431,1617,647
Meghalaya,North Garo Hills,2017,30,6316,3786,1659,1123
Meghalaya,North Garo Hills,2018,44,8541,3239,597,1613
Meghalaya,North Garo Hills,2019,63,2902,2929,373,1377
Meghalaya,North Garo Hills,2020,18,9807,411,119,1169
Meghalaya,North Garo Hills,2021,31,3768,3696,528,1149
Meghalaya,North Garo Hills,2022,63,11618,3441,742,1492
Meghalaya,North Garo Hills,2023,26,2235,3710,347,1191
Meghalaya,North Garo Hills,2024,37,15956,2102,1374,1324
Meghalaya,North Garo Hills,2025,65,11348,132,775,1284
Meghalaya,Ri Bhoi,2015,52,18425,4774,119,1994
Meghalaya,Ri Bhoi,2016,58,13076,1482,517,1444
Meghalaya,Ri Bhoi,2017,70,17104,1229,579,488
Meghalaya,Ri Bhoi,2018,43,5140,4973,1802,1392
Meghalaya,Ri Bhoi,2019,73,7645,1865,506,703
Meghalaya,Ri Bhoi,2020,51,14268,1642,253,416
Meghalaya,Ri Bhoi,2021,5,5930,3163,1159,1460
Meghalaya,Ri Bhoi,2022,87,928,2658,35,1230
Meghalaya,Ri Bhoi,2023,99,7924,4338,185,1598
Meghalaya,Ri Bhoi,2024,83,12472,1738,925,1789
Meghalaya,Ri Bhoi,2025,58,12151,3194,1518,1134
Meghalaya,South Garo Hills,2015,42,3770,4622,1730,1758
Meghalaya,South Garo Hills,2016,87,13251,2196,41,800
Meghalaya,South Garo Hills,2017,81,4340,155,1389,64
Meghalaya,South Garo Hills,2018,57,17979,1633,1227,1195
Meghalaya,South Garo Hills,2019,84,1451,396,1702,73
Meghalaya,South Garo Hills,2020,46,19472,4749,719,1784
Meghalaya,South Garo Hills,2021,30,1196,4781,1496,562
Meghalaya,South Garo Hills,2022,29,11774,2455,1230,428
Meghalaya,South Garo Hills,2023,93,3936,2076,776,1691
Meghalaya,South Garo Hills,2024,65,11590,4886,1040,626
Meghalaya,South Garo Hills,2025,77,1781,1373,784,1457
Meghalaya,South West Garo Hills,2015,90,13453,3886,1637,1308
Meghalaya,South West Garo Hills,2016,68,207,4875,108,1448
Meghalaya,South West Garo Hills,2017,10,1065,4023,288,1775
Meghalaya,South West Garo Hills,2018,72,15270,993,1917,377
Meghalaya,South West Garo Hills,2019,29,10314,1573,1334,309
Meghalaya,South West Garo Hills,2020,82,9439,4533,274,314
Meghalaya,South West Garo Hills,2021,61,9571,1954,999,1091
Meghalaya,South West Garo Hills,2022,38,8289,4045,1830,1686
Meghalaya,South West Garo Hills,2023,78,1943,2247,1959,462
Meghalaya,South West Garo Hills,2024,14,6789,2534,1491,228
Meghalaya,South West Garo Hills,2025,43,16888,4646,1677,540
Meghalaya,South West Khasi Hills,2015,85,19637,2283,1361,1840
Meghalaya,South West Khasi Hills,2016,89,11863,1883,1310,896
Meghalaya,South West Khasi Hills,2017,78,2251,924,1839,1436
Meghalaya,South West Khasi Hills,2018,45,15466,109,133,103
Meghalaya,South West Khasi Hills,2019,88,13126,1938,1488,437
Meghalaya,South West Khasi Hills,2020,13,13816,404,1578,267
Meghalaya,South West Khasi Hills,2021,5,6030,895,183,855
Meghalaya,South West Khasi Hills,2022,70,7506,571,1649,1593
Meghalaya,South West Khasi Hills,2023,24,16476,128,1182,1922
Meghalaya,South West Khasi Hills,2024,8,8195,3205,1359,1312
Meghalaya,South West Khasi Hills,2025,91,19306,1804,909,344
Meghalaya,West Garo Hills,2015,33,8204,2641,1080,1182
Meghalaya,West Garo Hills,2016,87,5815,3124,1351,814
Meghalaya,West Garo Hills,2017,54,12399,3789,69,1831
Meghalaya,West Garo Hills,2018,32,9069,832,964,1661
Meghalaya,West Garo Hills,2019,51,7110,1029,381,1093
Meghalaya,West Garo Hills,2020,20,18443,4624,364,1177
Meghalaya,West Garo Hills,2021,52,5424,2068,777,443
Meghalaya,West Garo Hills,2022,2,4324,3004,477,141
Meghalaya,West Garo Hills,2023,16,18115,2472,1381,359
Meghalaya,West Garo Hills,2024,32,9867,3500,1588,1275
Meghalaya,West Garo Hills,2025,83,18528,3067,562,1098
Meghalaya,West Jaintia Hills,2015,2,18758,4520,1919,1341
Meghalaya,West Jaintia Hills,2016,7,14544,1684,426,924
Meghalaya,West Jaintia Hills,2017,27,883,3142,722,1368
Meghalaya,West Jaintia Hills,2018,38,11278,2341,715,458
Meghalaya,West Jaintia Hills,2019,84,1748,2311,1459,1648
Meghalaya,West Jaintia Hills,2020,100,194,2254,232,191
Meghalaya,West Jaintia Hills,2021,33,14511,3450,1459,196
Meghalaya,West Jaintia Hills,2022,29,1799,3196,1430,20
Meghalaya,West Jaintia Hills,2023,90,14004,4973,371,1657
Meghalaya,West Jaintia Hills,2024,19,14653,455,920,726
Meghalaya,West Jaintia Hills,2025,50,14027,332,1155,336
Meghalaya,West Khasi Hills,2015,78,6858,519,342,142
Meghalaya,West Khasi Hills,2016,89,1953,754,304,1115
Meghalaya,West Khasi Hills,2017,11,6135,3677,1178,1470
Meghalaya,West Khasi Hills,2018,23,15798,1051,172,890
Meghalaya,West Khasi Hills,2019,30,15595,2406,1529,265
Meghalaya,West Khasi Hills,2020,61,17092,747,1461,1717
Meghalaya,West Khasi Hills,2021,45,7376,4281,360,1403
Meghalaya,West Khasi Hills,2022,36,9707,4217,948,1292
Meghalaya,West Khasi Hills,2023,38,3169,4132,222,54
Meghalaya,West Khasi Hills,2024,84,559,2642,1899,1089
Meghalaya,West Khasi Hills,2025,76,6988,387,538,244
Mizoram,Aizawl,2015,1,7455,1952,186,1540
Mizoram,Aizawl,2016,22,2017,222,250,620
Mizoram,Aizawl,2017,59,19935,1561,869,71
Mizoram,Aizawl,2018,55,6886,2824,1627,1446
Mizoram,Aizawl,2019,74,4700,391,342,156
Mizoram,Aizawl,2020,71,11244,4137,1917,1064
Mizoram,Aizawl,2021,62,9943,2501,519,1613
Mizoram,Aizawl,2022,61,1782,419,350,996
Mizoram,Aizawl,2023,69,18613,1383,252,202
Mizoram,Aizawl,2024,25,6052,4794,527,404
Mizoram,Aizawl,2025,52,18979,2014,777,184
Mizoram,Champhai,2015,76,11085,4077,1847,305
Mizoram,Champhai,2016,59,15084,2154,86,616
Mizoram,Champhai,2017,73,17510,2429,408,354
Mizoram,Champhai,2018,11,19173,583,1254,1796
Mizoram,Champhai,2019,39,14554,888,1212,765
Mizoram,Champhai,2020,49,9020,3206,1779,626
Mizoram,Champhai,2021,13,19947,4717,503,1083
Mizoram,Champhai,2022,39,19333,3243,1686,560
Mizoram,Champhai,2023,99,17601,4052,1488,1400
Mizoram,Champhai,2024,20,8133,28,114,480
Mizoram,Champhai,2025,44,9799,738,1988,435
Mizoram,Hnahthial,2015,70,2509,4507,1476,242
Mizoram,Hnahthial,2016,92,1985,2366,1300,1986
Mizoram,Hnahthial,2017,79,11098,1506,555,485
Mizoram,Hnahthial,2018,83,4780,1751,1466,1816
Mizoram,Hnahthial,2019,68,13165,2841,1856,39
Mizoram,Hnahthial,2020,2,11504,1204,470,335
Mizoram,Hnahthial,2021,8,770,3035,1877,1499
Mizoram,Hnahthial,2022,54,19578,3737,1801,133
Mizoram,Hnahthial,2023,3,14731,4833,717,948
Mizoram,Hnahthial,2024,10,14897,1953,516,810
Mizoram,Hnahthial,2025,63,15094,3199,1511,366
Mizoram,Khawzawl,2015,97,13993,3508,1457,122
Mizoram,Khawzawl,2016,22,636,1144,1482,93
Mizoram,Khawzawl,2017,37,6944,2959,237,858
Mizoram,Khawzawl,2018,8,6611,802,1936,1934
Mizoram,Khawzawl,2019,38,16625,4615,102,811
Mizoram,Khawzawl,2020,17,3239,200,319,835
Mizoram,Khawzawl,2021,52,16441,1910,1605,1973
Mizoram,Khawzawl,2022,34,2915,2714,98,759
Mizoram,Khawzawl,2023,44,18757,2106,1398,1429
Mizoram,Khawzawl,2024,55,9246,4425,1023,1620
Mizoram,Khawzawl,2025,19,10025,2554,668,727
Mizoram,Kolasib,2015,95,4634,1851,1100,1961
Mizoram,Kolasib,2016,39,12145,3145,1559,337
Mizoram,Kolasib,2017,59,14277,3761,1457,1346
Mizoram,Kolasib,2018,77,7566,1191,995,1617
Mizoram,Kolasib,2019,30,9393,1416,1249,300
Mizoram,Kolasib,2020,65,4469,1359,313,608
Mizoram,Kolasib,2021,5,280,3300,1495,1819
Mizoram,Kolasib,2022,7,5780,3710,1939,1536
Mizoram,Kolasib,2023,50,19998,4048,1111,1098
Mizoram,Kolasib,2024,65,11497,1249,1112,1610
Mizoram,Kolasib,2025,9,18243,3352,343,1013
Mizoram,Lawngtlai,2015,5,2158,1624,1109,1201
Mizoram,Lawngtlai,2016,2,6106,3494,1038,1660
Mizoram,Lawngtlai,2017,39,14620,2590,728,1505
Mizoram,Lawngtlai,2018,25,14686,2286,271,1258
Mizoram,Lawngtlai,2019,45,16027,4728,1473,1304
Mizoram,Lawngtlai,2020,27,14545,3334,872,1476
Mizoram,Lawngtlai,2021,89,5029,619,476,810
Mizoram,Lawngtlai,2022,19,8276,4134,535,1733
Mizoram,Lawngtlai,2023,28,7102,3834,1233,818
Mizoram,Lawngtlai,2024,29,10325,1498,1283,84
Mizoram,Lawngtlai,2025,35,7771,1796,1870,41
Mizoram,Lunglei,2015,86,18232,2095,358,140
Mizoram,Lunglei,2016,7,14115,2607,1790,390
Mizoram,Lunglei,2017,90,18577,3178,1886,1459
Mizoram,Lunglei,2018,63,14462,3624,1813,28
Mizoram,Lunglei,2019,89,12968,4579,1386,947
Mizoram,Lunglei,2020,62,1215,2685,1099,1127
Mizoram,Lunglei,2021,40,9085,1780,1950,762
Mizoram,Lunglei,2022,63,12525,1873,1561,349
Mizoram,Lunglei,2023,43,2104,2695,1280,1851
Mizoram,Lunglei,2024,94,1321,3431,1802,2000
Mizoram,Lunglei,2025,85,15469,4508,236,846
Mizoram,Mamit,2015,4,6208,515,1448,377
Mizoram,Mamit,2016,6,14291,2002,1761,1642
Mizoram,Mamit,2017,94,18288,4634,1765,1421
Mizoram,Mamit,2018,54,11769,776,959,1686
Mizoram,Mamit,2019,23,11153,4666,217,415
Mizoram,Mamit,2020,81,1571,1615,822,68
Mizoram,Mamit,2021,50,5690,2529,29,1528
Mizoram,Mamit,2022,73,11555,4552,496,1130
Mizoram,Mamit,2023,10,6465,3300,6,1482
Mizoram,Mamit,2024,23,10398,2471,963,1970
Mizoram,Mamit,2025,15,8286,1295,1578,274
Mizoram,Saiha,2015,27,8452,4828,1918,25
Mizoram,Saiha,2016,12,580,1872,1134,1572
Mizoram,Saiha,2017,45,372,2582,515,1175
Mizoram,Saiha,2018,87,16653,1593,1818,630
Mizoram,Saiha,2019,99,10571,2783,1764,306
Mizoram,Saiha,2020,40,5459,2754,107,1934
Mizoram,Saiha,2021,3,691,4600,1728,611
Mizoram,Saiha,2022,19,12471,4555,1623,952
Mizoram,Saiha,2023,63,15762,128,338,1593
Mizoram,Saiha,2024,11,7373,529,1370,555
Mizoram,Saiha,2025,58,4327,3026,1836,1882
Mizoram,Saitual,2015,44,14892,4897,1393,52
Mizoram,Saitual,2016,25,9015,1875,1378,628
Mizoram,Saitual,2017,16,16283,4860,904,1658
Mizoram,Saitual,2018,11,15960,2750,725,330
Mizoram,Saitual,2019,54,1724,1304,1974,1523
Mizoram,Saitual,2020,60,10038,2991,1731,816
Mizoram,Saitual,2021,19,845,2502,550,333
Mizoram,Saitual,2022,62,3897,3954,162,990
Mizoram,Saitual,2023,8,15146,4473,1160,881
Mizoram,Saitual,2024,74,17872,3479,1268,245
Mizoram,Saitual,2025,100,15661,121,833,1484
Mizoram,Serchhip,2015,50,9953,3697,1009,1884
Mizoram,Serchhip,2016,20,18874,97,91,1397
Mizoram,Serchhip,2017,68,15776,3049,1539,1088
Mizoram,Serchhip,2018,13,14143,3102,256,489
Mizoram,Serchhip,2019,5,1871,4373,1393,728
Mizoram,Serchhip,2020,27,18195,4043,1092,610
Mizoram,Serchhip,2021,6,13676,4651,631,1943
Mizoram,Serchhip,2022,58,3164,4424,491,1490
Mizoram,Serchhip,2023,87,17111,2872,1191,946
Mizoram,Serchhip,2024,86,15139,3987,1104,37
Mizoram,Serchhip,2025,15,7250,4648,205,1197
Nagaland,Chümoukedima,2015,42,11942,1501,99,1726
Nagaland,Chümoukedima,2016,70,3180,2851,599,80
Nagaland,Chümoukedima,2017,78,19027,4782,939,1403
Nagaland,Chümoukedima,2018,23,10966,1722,737,1571
Nagaland,Chümoukedima,2019,60,12486,2904,1801,696
Nagaland,Chümoukedima,2020,50,18307,2341,1155,844
Nagaland,Chümoukedima,2021,44,1629,4456,98,1572
Nagaland,Chümoukedima,2022,51,18497,1325,354,273
Nagaland,Chümoukedima,2023,61,9407,949,938,650
Nagaland,Chümoukedima,2024,33,17989,1058,1171,13
Nagaland,Chümoukedima,2025,68,4336,3803,1101,1278
Nagaland,Dimapur,2015,34,4098,3020,1020,1710
Nagaland,Dimapur,2016,23,981,4732,1529,1764
Nagaland,Dimapur,2017,52,11105,720,1194,911
Nagaland,Dimapur,2018,83,2272,3940,1264,520
Nagaland,Dimapur,2019,34,2328,1990,602,107
Nagaland,Dimapur,2020,4,1217,4159,1124,1283
Nagaland,Dimapur,2021,54,2987,2317,1272,1534
Nagaland,Dimapur,2022,59,12234,3053,258,1209
Nagaland,Dimapur,2023,92,1452,3250,1709,598
Nagaland,Dimapur,2024,1,16714,1915,515,1119
Nagaland,Dimapur,2025,66,10583,2849,854,1642
Nagaland,Kiphire,2015,40,5494,4866,1568,263
Nagaland,Kiphire,2016,89,7461,4562,1924,1299
Nagaland,Kiphire,2017,78,3248,4760,701,370
Nagaland,Kiphire,2018,50,4127,3103,1847,1515
Nagaland,Kiphire,2019,74,5972,121,1445,1825
Nagaland,Kiphire,2020,59,11985,3735,1801,1730
Nagaland,Kiphire,2021,51,6899,4070,654,1994
Nagaland,Kiphire,2022,97,421,735,578,94
Nagaland,Kiphire,2023,17,13512,949,733,676
Nagaland,Kiphire,2024,73,4208,836,434,329
Nagaland,Kiphire,2025,85,10628,1692,1127,1459
Nagaland,Kohima,2015,4,4932,1879,895,1270
Nagaland,Kohima,2016,59,8619,3256,1362,190
Nagaland,Kohima,2017,90,17933,2673,1070,1337
Nagaland,Kohima,2018,90,1822,3413,1280,928
Nagaland,Kohima,2019,89,10410,3090,1486,713
Nagaland,Kohima,2020,49,10425,2490,1057,1509
Nagaland,Kohima,2021,34,15428,938,832,1950
Nagaland,Kohima,2022,68,4727,655,1861,259
Nagaland,Kohima,2023,38,3928,788,582,1469
Nagaland,Kohima,2024,56,3137,1886,1534,822
Nagaland,Kohima,2025,39,6639,2252,500,384
Nagaland,Longleng,2015,89,6100,818,815,1495
Nagaland,Longleng,2016,70,13320,2133,661,1986
Nagaland,Longleng,2017,63,13831,3829,79,1940
Nagaland,Longleng,2018,19,6495,4850,1262,1279
Nagaland,Longleng,2019,72,16787,4088,1869,1060
Nagaland,Longleng,2020,65,17139,4350,494,1885
Nagaland,Longleng,2021,2,19610,3569,1016,1902
Nagaland,Longleng,2022,3,15549,3970,1629,1094
Nagaland,Longleng,2023,35,13535,2954,313,699
Nagaland,Longleng,2024,75,15646,965,1277,1935
Nagaland,Longleng,2025,8,818,4735,1069,1313
Nagaland,Mokokchung,2015,26,11557,2675,1666,1213
Nagaland,Mokokchung,2016,82,7920,1664,671,602
Nagaland,Mokokchung,2017,70,11332,724,493,330
Nagaland,Mokokchung,2018,73,13698,125,976,1048
Nagaland,Mokokchung,2019,41,12932,87,119,1247
Nagaland,Mokokchung,2020,10,2427,3228,703,164
Nagaland,Mokokchung,2021,84,4014,2573,692,1143
Nagaland,Mokokchung,2022,43,10826,3233,1875,598
Nagaland,Mokokchung,2023,93,14948,1277,685,882
Nagaland,Mokokchung,2024,47,11361,2825,1897,1647
Nagaland,Mokokchung,2025,79,16322,26,92,683
Nagaland,Mon,2015,56,620,2681,1185,823
Nagaland,Mon,2016,61,16212,2366,542,122
Nagaland,Mon,2017,19,13199,4304,1082,933
Nagaland,Mon,2018,6,14816,3634,1564,860
Nagaland,Mon,2019,74,5160,400,1491,151
Nagaland,Mon,2020,15,7667,3750,1494,1151
Nagaland,Mon,2021,85,712,4766,1455,769
Nagaland,Mon,2022,60,3517,4209,826,548
Nagaland,Mon,2023,14,575,196,1065,1217
Nagaland,Mon,2024,51,19999,4981,689,275
Nagaland,Mon,2025,79,18504,1493,1853,1064
Nagaland,Noklak,2015,39,5595,4610,67,1911
Nagaland,Noklak,2016,87,17857,2424,454,1914
Nagaland,Noklak,2017,84,8079,3277,809,1067
Nagaland,Noklak,2018,99,10374,4882,1894,542
Nagaland,Noklak,2019,32,17286,3715,1759,589
Nagaland,Noklak,2020,90,15629,3515,1459,937
Nagaland,Noklak,2021,19,11985,1821,753,1863
Nagaland,Noklak,2022,47,1563,4091,845,1655
Nagaland,Noklak,2023,45,3443,1614,1738,972
Nagaland,Noklak,2024,58,11628,2532,1343,1912
Nagaland,Noklak,2025,18,13405,1462,1059,604
Nagaland,Peren,2015,66,2669,797,1323,18
Nagaland,Peren,2016,66,5836,2415,751,1167
Nagaland,Peren,2017,39,2910,1324,1476,12
Nagaland,Peren,2018,18,16393,1468,441,1186
Nagaland,Peren,2019,35,5784,2311,653,488
Nagaland,Peren,2020,74,19472,3217,1383,1928
Nagaland,Peren,2021,95,16893,4421,289,865
Nagaland,Peren,2022,21,19983,4603,625,480
Nagaland,Peren,2023,90,11117,3467,144,256
Nagaland,Peren,2024,88,6951,2839,115,1891
Nagaland,Peren,2025,18,13392,756,1641,895
Nagaland,Phek,2015,54,9099,1305,751,1527
Nagaland,Phek,2016,32,9545,130,1604,731
Nagaland,Phek,2017,2,7663,3175,914,1754
Nagaland,Phek,2018,47,15641,2465,718,595
Nagaland,Phek,2019,96,14484,2587,1579,1521
Nagaland,Phek,2020,67,4058,2671,140,985
Nagaland,Phek,2021,50,3818,1297,1608,1045
Nagaland,Phek,2022,54,5281,438,853,711
Nagaland,Phek,2023,70,14997,2488,1247,736
Nagaland,Phek,2024,50,3297,1276,1141,589
Nagaland,Phek,2025,35,19807,2005,317,1384
Nagaland,Shamator,2015,83,15743,87,1070,1834
Nagaland,Shamator,2016,24,2962,995,853,218
Nagaland,Shamator,2017,8,8314,308,627,813
Nagaland,Shamator,2018,71,15033,600,1438,1813
Nagaland,Shamator,2019,65,3783,424,336,1266
Nagaland,Shamator,2020,49,1003,1251,383,1488
Nagaland,Shamator,2021,38,12925,340,1067,1359
Nagaland,Shamator,2022,10,5408,839,699,1008
Nagaland,Shamator,2023,3,11368,449,419,634
Nagaland,Shamator,2024,51,13493,3706,1042,539
Nagaland,Shamator,2025,58,8504,3562,1019,1976
Nagaland,Tuensang,2015,24,10012,2240,379,655
Nagaland,Tuensang,2016,23,7534,2344,1380,1220
Nagaland,Tuensang,2017,46,4189,1055,1587,1490
Nagaland,Tuensang,2018,50,5804,1172,1851,1229
Nagaland,Tuensang,2019,91,15015,1361,1960,1845
Nagaland,Tuensang,2020,70,3823,4440,1907,325
Nagaland,Tuensang,2021,98,4098,3009,507,184
Nagaland,Tuensang,2022,61,15725,3114,481,733
Nagaland,Tuensang,2023,10,18133,3983,991,1824
Nagaland,Tuensang,2024,45,1141,3249,1719,900
Nagaland,Tuensang,2025,10,10403,541,1986,677
Nagaland,Tseminyu,2015,87,9665,3581,94,1730
Nagaland,Tseminyu,2016,84,10295,56,1816,864
Nagaland,Tseminyu,2017,47,7630,4569,1488,627
Nagaland,Tseminyu,2018,75,7660,3013,151,11
Nagaland,Tseminyu,2019,98,10721,1195,832,849
Nagaland,Tseminyu,2020,49,7334,3715,220,932
Nagaland,Tseminyu,2021,25,15634,728,1745,1262
Nagaland,Tseminyu,2022,5,10351,136,1833,424
Nagaland,Tseminyu,2023,20,15977,316,331,602
Nagaland,Tseminyu,2024,32,13242,1817,672,848
Nagaland,Tseminyu,2025,17,15204,2069,701,314
Nagaland,Wokha,2015,94,19795,2288,1237,1618
Nagaland,Wokha,2016,34,10132,35,608,1330
Nagaland,Wokha,2017,48,19549,696,915,88
Nagaland,Wokha,2018,85,10317,2565,1444,1194
Nagaland,Wokha,2019,59,3275,72,770,1074
Nagaland,Wokha,2020,1,12554,4877,1240,201
Nagaland,Wokha,2021,31,9971,4393,877,980
Nagaland,Wokha,2022,26,3142,1478,631,1861
Nagaland,Wokha,2023,83,9556,3376,845,1652
Nagaland,Wokha,2024,56,18266,4364,1518,1022
Nagaland,Wokha,2025,87,2596,1921,1189,1845
Nagaland,Zunheboto,2015,3,9702,3404,425,883
Nagaland,Zunheboto,2016,26,10247,685,547,1740
Nagaland,Zunheboto,2017,33,18989,1009,1103,219
Nagaland,Zunheboto,2018,9,3093,1151,683,493
Nagaland,Zunheboto,2019,9,18830,4155,637,197
Nagaland,Zunheboto,2020,70,18142,4844,1492,1360
Nagaland,Zunheboto,2021,6,14338,3768,1224,269
Nagaland,Zunheboto,2022,71,8215,4434,1186,379
Nagaland,Zunheboto,2023,11,17665,2093,596,1033
Nagaland,Zunheboto,2024,90,18352,2980,385,691
Nagaland,Zunheboto,2025,5,1323,4244,497,1590
Odisha,Angul,2015,11,9165,503,776,279
Odisha,Angul,2016,100,8755,4575,933,1825
Odisha,Angul,2017,81,18474,4563,1107,35
Odisha,Angul,2018,67,8320,2757,604,1477
Odisha,Angul,2019,35,5356,3922,765,147
Odisha,Angul,2020,57,9783,906,363,896
Odisha,Angul,2021,72,7347,1249,1170,848
Odisha,Angul,2022,99,4603,2082,192,901
Odisha,Angul,2023,78,4065,1912,1642,575
Odisha,Angul,2024,100,11842,4171,1694,1121
Odisha,Angul,2025,82,11828,3816,235,223
Odisha,Balangir,2015,30,5788,1877,422,878
Odisha,Balangir,2016,97,3285,208,1661,27
Odisha,Balangir,2017,34,1972,1861,716,888
Odisha,Balangir,2018,52,8188,4000,1661,404
Odisha,Balangir,2019,70,17523,919,1949,804
Odisha,Balangir,2020,1,5421,58,406,1370
Odisha,Balangir,2021,66,10882,1630,605,489
Odisha,Balangir,2022,82,11358,4206,1784,405
Odisha,Balangir,2023,58,1731,3288,1385,1060
Odisha,Balangir,2024,65,16499,4333,1987,1741
Odisha,Balangir,2025,36,2312,2825,1329,1672
Odisha,Balasore,2015,72,12098,290,391,1459
Odisha,Balasore,2016,10,12674,284,1204,578
Odisha,Balasore,2017,97,1772,4872,1019,656
Odisha,Balasore,2018,69,8341,1524,1859,443
Odisha,Balasore,2019,99,2030,3167,1938,1556
Odisha,Balasore,2020,63,3827,3725,1697,126
Odisha,Balasore,2021,32,14163,358,994,759
Odisha,Balasore,2022,77,11728,2421,623,1036
Odisha,Balasore,2023,26,6406,303,1651,586
Odisha,Balasore,2024,32,8201,2751,401,1960
Odisha,Balasore,2025,20,17061,637,1705,700
Odisha,Bargarh,2015,54,15618,3263,38,603
Odisha,Bargarh,2016,30,6188,3270,1543,1932
Odisha,Bargarh,2017,83,4670,589,426,512
Odisha,Bargarh,2018,42,4051,2522,989,1118
Odisha,Bargarh,2019,68,1598,595,1222,1068
Odisha,Bargarh,2020,60,2488,79,416,33
Odisha,Bargarh,2021,72,16358,3869,1331,1375
Odisha,Bargarh,2022,21,4668,4193,994,1037
Odisha,Bargarh,2023,15,16069,4612,421,1216
Odisha,Bargarh,2024,50,19447,3969,1876,1143
Odisha,Bargarh,2025,14,518,2696,1337,1885
Odisha,Bhadrak,2015,71,565,4544,1991,872
Odisha,Bhadrak,2016,49,1981,1514,625,1277
Odisha,Bhadrak,2017,91,7534,258,1233,452
Odisha,Bhadrak,2018,70,4697,117,1162,312
Odisha,Bhadrak,2019,67,11956,752,928,1992
Odisha,Bhadrak,2020,95,18024,1189,495,604
Odisha,Bhadrak,2021,92,17140,597,1624,225
Odisha,Bhadrak,2022,88,14843,3366,1216,1982
Odisha,Bhadrak,2023,92,7981,2746,774,290
Odisha,Bhadrak,2024,33,4857,4543,1457,302
Odisha,Bhadrak,2025,1,1562,3380,1426,735
Odisha,Boudh,2015,3,3400,582,120,417
Odisha,Boudh,2016,55,2315,4433,1466,325
Odisha,Boudh,2017,22,10911,2548,1726,171
Odisha,Boudh,2018,72,2946,247,1668,1533
Odisha,Boudh,2019,35,17905,1335,894,279
Odisha,Boudh,2020,59,4181,3272,1414,1979
Odisha,Boudh,2021,61,14107,88,858,1581
Odisha,Boudh,2022,52,17674,1248,1461,1242
Odisha,Boudh,2023,33,7684,1668,1433,638
Odisha,Boudh,2024,1,15177,1822,1329,625
Odisha,Boudh,2025,78,3807,3072,333,1494
Odisha,Cuttack,2015,70,5335,1853,35,585
Odisha,Cuttack,2016,59,16876,3531,1062,880
Odisha,Cuttack,2017,6,1461,3402,1347,1595
Odisha,Cuttack,2018,80,16716,1885,586,516
Odisha,Cuttack,2019,10,11888,4907,484,857
Odisha,Cuttack,2020,45,14103,100,1320,304
Odisha,Cuttack,2021,50,16469,4535,404,1369
Odisha,Cuttack,2022,39,17052,3917,1588,1849
Odisha,Cuttack,2023,48,399,4074,1557,1674
Odisha,Cuttack,2024,19,1271,4050,1189,1240
Odisha,Cuttack,2025,33,8569,1602,1503,683
Odisha,Deogarh,2015,43,12611,3117,1406,688
Odisha,Deogarh,2016,45,14525,1750,1502,430
Odisha,Deogarh,2017,55,181,4171,1548,1769
Odisha,Deogarh,2018,95,6351,454,506,254
Odisha,Deogarh,2019,12,13732,746,1659,1910
Odisha,Deogarh,2020,47,10230,893,1397,1518
Odisha,Deogarh,2021,82,10809,121,1124,1929
Odisha,Deogarh,2022,94,9495,2743,61,938
Odisha,Deogarh,2023,65,12249,2594,941,872
Odisha,Deogarh,2024,17,17408,3032,501,1652
Odisha,Deogarh,2025,6,14356,413,1453,1012
Odisha,Dhenkanal,2015,53,14376,1997,1493,1954
Odisha,Dhenkanal,2016,24,9202,2101,1456,182
Odisha,Dhenkanal,2017,14,13554,2404,1461,243
Odisha,Dhenkanal,2018,45,16806,1919,201,924
Odisha,Dhenkanal,2019,100,15308,3924,226,1432
Odisha,Dhenkanal,2020,30,14353,3296,1741,868
Odisha,Dhenkanal,2021,5,2335,1280,1690,807
Odisha,Dhenkanal,2022,2,9143,3562,1625,1028
Odisha,Dhenkanal,2023,64,16051,1572,1681,544
Odisha,Dhenkanal,2024,32,9050,1526,1271,821
Odisha,Dhenkanal,2025,90,3107,1832,1606,1771
Odisha,Gajapati,2015,86,11350,83,247,1484
Odisha,Gajapati,2016,73,11389,243,915,1948
Odisha,Gajapati,2017,18,14059,3065,1921,642
Odisha,Gajapati,2018,97,18820,1400,442,215
Odisha,Gajapati,2019,31,11937,3724,518,446
Odisha,Gajapati,2020,71,10198,4893,1536,100
Odisha,Gajapati,2021,80,17848,3159,1035,224
Odisha,Gajapati,2022,22,12349,2180,928,1281
Odisha,Gajapati,2023,23,719,743,94,1212
Odisha,Gajapati,2024,97,19870,34,973,981
Odisha,Gajapati,2025,44,19405,75,403,842
Odisha,Ganjam,2015,97,2772,1150,927,1586
Odisha,Ganjam,2016,10,3813,2942,1628,116
Odisha,Ganjam,2017,3,5933,3852,365,1874
Odisha,Ganjam,2018,8,9260,568,629,178
Odisha,Ganjam,2019,56,6649,4990,702,671
Odisha,Ganjam,2020,99,3665,1213,1234,66
Odisha,Ganjam,2021,30,481,4138,1409,1013
Odisha,Ganjam,2022,74,18689,3843,1591,927
Odisha,Ganjam,2023,7,13828,2481,460,232
Odisha,Ganjam,2024,1,3262,616,1821,91
