state,district,year,aqi,pm2_5,pm10,no2,so2,co
Maharashtra,Washim,2016,52,128.86,98.5,78.8,20.43,0.5
Maharashtra,Washim,2017,68,91.72,123.43,39.7,48.3,0.84
Maharashtra,Washim,2018,47,76.55,113.75,24.05,44.01,1.93
Maharashtra,Washim,2019,130,45.36,167.29,47.84,15.04,4.87
Maharashtra,Washim,2020,157,89.6,85.88,31.6,49.2,1.02
Maharashtra,Washim,2021,58,139.44,273.24,43.42,74.41,3.25
Maharashtra,Washim,2022,40,74.36,99.3,7.31,67.2,0.76
Maharashtra,Washim,2023,326,85.49,221.5,49.79,59.02,3.36
Maharashtra,Washim,2024,320,164.87,243.5,112.13,61.39,0.48
Maharashtra,Washim,2025,315,74.77,140.65,91.67,33.72,4.9
Maharashtra,Yavatmal,2015,157,143.15,195.65,92.03,60.64,2.3
Maharashtra,Yavatmal,2016,173,63.05,117.71,18.74,11.8,2.83
Maharashtra,Yavatmal,2017,292,141.9,121.75,77.22,70.34,0.3
Maharashtra,Yavatmal,2018,346,61.62,63.78,8.42,31.11,1.49
Maharashtra,Yavatmal,2019,159,16.41,235.21,43.07,75.71,2.37
Maharashtra,Yavatmal,2020,131,145.98,60.45,107.84,50.77,3.22
Maharashtra,Yavatmal,2021,318,188.27,29.63,81.17,69.32,4.74
Maharashtra,Yavatmal,2022,295,133.92,262.72,93.43,39.77,1.03
Maharashtra,Yavatmal,2023,336,173.53,232.94,10.09,10.76,2.01
Maharashtra,Yavatmal,2024,324,189.82,180.42,112.56,77.49,3.18
Maharashtra,Yavatmal,2025,210,160.68,278.19,87.64,46.79,0.74
Manipur,Bishnupur,2015,218,14.15,194.9,55.28,26.63,3.73
Manipur,Bishnupur,2016,319,86.11,91.24,59.12,69.49,0.68
Manipur,Bishnupur,2017,263,169.47,32.3,97.64,27.43,2.27
Manipur,Bishnupur,2018,164,157.7,95.06,104.7,9.23,1.28
Manipur,Bishnupur,2019,107,30.66,77.83,102.19,74.36,0.56
Manipur,Bishnupur,2020,269,51.74,185.97,54.9,55.63,2.74
Manipur,Bishnupur,2021,202,77.77,286.84,81.95,8.69,2.96
Manipur,Bishnupur,2022,162,80.19,46.33,90.39,78.18,3.25
Manipur,Bishnupur,2023,232,106.21,26.74,107.01,50.62,1.53
Manipur,Bishnupur,2024,322,95.1,177.78,70.28,67.04,3.06
Manipur,Bishnupur,2025,153,132.3,210.14,69.21,18.86,0.8
Manipur,Chandel,2015,114,45.21,215.05,101.36,65.28,3.47
Manipur,Chandel,2016,74,27.39,160.48,9.3,76.85,4.07
Manipur,Chandel,2017,287,166.45,134.76,22.88,30.54,4.51
Manipur,Chandel,2018,200,150.39,199.0,25.65,23.83,4.37
Manipur,Chandel,2019,272,38.26,27.96,25.25,61.89,2.32
Manipur,Chandel,2020,205,159.09,210.26,60.17,54.21,1.21
Manipur,Chandel,2021,331,119.13,22.29,119.46,33.88,4.63
Manipur,Chandel,2022,77,175.26,106.88,85.52,2.65,0.5
Manipur,Chandel,2023,235,23.4,109.67,38.72,60.49,2.27
Manipur,Chandel,2024,156,10.74,120.91,46.39,26.87,2.2
Manipur,Chandel,2025,284,72.63,262.68,80.18,49.91,3.89
Manipur,Churachandpur,2015,310,62.04,249.95,86.01,28.48,1.29
Manipur,Churachandpur,2016,217,98.15,121.38,27.79,19.53,1.92
Manipur,Churachandpur,2017,73,56.68,59.61,88.64,68.37,1.4
Manipur,Churachandpur,2018,350,126.6,286.6,94.98,46.77,3.09
Manipur,Churachandpur,2019,329,61.23,220.18,28.62,37.37,1.2
Manipur,Churachandpur,2020,138,59.72,49.29,73.15,40.08,4.88
Manipur,Churachandpur,2021,107,154.31,176.42,45.16,68.51,1.07
Manipur,Churachandpur,2022,343,54.17,143.15,75.78,58.86,2.2
Manipur,Churachandpur,2023,128,199.27,147.87,32.1,62.6,1.3
Manipur,Churachandpur,2024,241,169.0,99.0,111.7,44.25,4.05
Manipur,Churachandpur,2025,140,12.34,166.49,86.05,69.6,2.52
Manipur,Imphal East,2015,102,125.84,114.17,10.03,27.28,2.7
Manipur,Imphal East,2016,71,193.07,96.47,61.55,5.83,1.2
Manipur,Imphal East,2017,279,38.42,54.61,21.32,38.89,2.1
Manipur,Imphal East,2018,91,89.93,37.08,78.22,57.92,3.87
Manipur,Imphal East,2019,283,56.91,283.95,106.39,68.4,1.98
Manipur,Imphal East,2020,321,29.54,206.2,117.16,47.17,0.59
Manipur,Imphal East,2021,74,76.94,244.72,86.1,38.88,0.4
Manipur,Imphal East,2022,270,15.65,268.99,54.53,35.15,4.93
Manipur,Imphal East,2023,72,34.23,142.25,88.82,29.37,4.08
Manipur,Imphal East,2024,211,157.43,61.07,6.23,3.63,3.3
Manipur,Imphal East,2025,263,138.78,266.9,98.77,63.81,0.58
Manipur,Imphal West,2015,49,120.08,79.59,111.33,72.72,2.56
Manipur,Imphal West,2016,231,143.49,227.42,110.99,75.99,4.97
Manipur,Imphal West,2017,159,82.08,146.65,22.91,64.03,1.03
Manipur,Imphal West,2018,110,72.66,244.39,76.35,56.34,2.79
Manipur,Imphal West,2019,155,168.96,212.68,105.62,29.61,1.33
Manipur,Imphal West,2020,148,63.34,231.96,56.08,30.44,0.23
Manipur,Imphal West,2021,171,141.44,71.84,26.32,25.92,2.05
Manipur,Imphal West,2022,337,139.52,121.2,52.4,23.88,0.79
Manipur,Imphal West,2023,152,132.15,250.44,57.08,63.25,1.74
Manipur,Imphal West,2024,280,132.03,46.76,61.17,75.48,2.87
Manipur,Imphal West,2025,88,112.72,205.05,30.32,25.75,3.03
Manipur,Jiribam,2015,115,52.17,176.26,5.4,38.55,0.44
Manipur,Jiribam,2016,87,16.08,148.68,88.4,66.29,4.93
Manipur,Jiribam,2017,115,160.36,132.7,80.1,13.77,2.75
Manipur,Jiribam,2018,211,115.32,213.29,40.58,55.52,4.49
Manipur,Jiribam,2019,170,176.93,66.46,41.24,78.88,2.02
Manipur,Jiribam,2020,235,158.09,112.78,63.4,46.23,4.74
Manipur,Jiribam,2021,139,140.3,76.03,18.35,70.71,0.81
Manipur,Jiribam,2022,228,148.57,199.18,6.97,14.96,4.98
Manipur,Jiribam,2023,318,145.48,57.11,73.18,73.1,4.13
Manipur,Jiribam,2024,174,41.98,166.81,11.5,69.96,3.83
Manipur,Jiribam,2025,141,57.19,217.96,70.11,24.06,3.45
Manipur,Kakching,2015,204,145.71,108.47,29.04,65.62,2.53
Manipur,Kakching,2016,181,93.27,134.01,35.78,68.04,0.25
Manipur,Kakching,2017,318,95.29,244.75,36.69,9.11,2.01
Manipur,Kakching,2018,284,72.91,121.94,59.41,53.89,3.04
Manipur,Kakching,2019,248,75.77,59.69,98.33,56.69,4.11
Manipur,Kakching,2020,138,173.81,38.03,76.36,30.24,0.5
Manipur,Kakching,2021,112,23.46,248.13,106.01,53.36,1.18
Manipur,Kakching,2022,81,190.49,71.59,56.88,62.73,2.43
Manipur,Kakching,2023,112,12.85,183.23,25.52,50.32,3.85
Manipur,Kakching,2024,171,141.07,192.88,66.38,4.24,4.89
Manipur,Kakching,2025,165,88.21,172.7,90.64,51.98,2.75
Manipur,Kamjong,2015,149,148.22,240.6,32.91,75.02,2.05
Manipur,Kamjong,2016,183,190.49,137.03,13.03,27.42,2.17
Manipur,Kamjong,2017,288,10.4,74.57,15.0,73.83,4.76
Manipur,Kamjong,2018,248,49.62,25.06,81.15,36.55,2.84
Manipur,Kamjong,2019,202,62.53,51.06,13.18,6.35,2.96
Manipur,Kamjong,2020,273,38.1,251.96,51.09,57.21,2.37
Manipur,Kamjong,2021,140,107.13,173.89,119.09,48.94,3.03
Manipur,Kamjong,2022,92,63.59,136.33,84.6,2.22,0.26
Manipur,Kamjong,2023,133,141.62,210.33,42.42,24.17,3.19
Manipur,Kamjong,2024,77,67.35,144.63,103.2,52.07,1.73
Manipur,Kamjong,2025,319,146.46,56.03,82.89,42.48,4.94
Manipur,Kangpokpi,2015,275,46.02,259.87,87.61,45.27,0.6
Manipur,Kangpokpi,2016,108,76.25,79.15,57.37,56.32,4.69
Manipur,Kangpokpi,2017,151,88.74,69.88,89.54,69.92,1.34
Manipur,Kangpokpi,2018,76,63.17,94.87,60.08,65.92,2.41
Manipur,Kangpokpi,2019,78,194.57,41.24,78.27,47.79,3.18
Manipur,Kangpokpi,2020,294,121.35,126.76,41.41,23.56,4.09
Manipur,Kangpokpi,2021,167,134.44,138.73,113.23,64.67,4.71
Manipur,Kangpokpi,2022,205,119.59,201.78,73.81,78.27,3.94
Manipur,Kangpokpi,2023,97,135.91,36.42,91.33,26.12,1.61
Manipur,Kangpokpi,2024,290,124.98,88.37,95.22,12.75,4.03
Manipur,Kangpokpi,2025,243,106.23,232.52,49.95,39.15,0.21
Manipur,Noney,2015,68,158.4,79.88,91.18,20.69,1.19
Manipur,Noney,2016,125,158.39,235.11,17.0,9.9,2.3
Manipur,Noney,2017,288,107.11,282.07,116.96,10.78,4.07
Manipur,Noney,2018,225,130.17,175.06,26.88,9.64,0.68
Manipur,Noney,2019,324,69.15,294.75,6.44,36.54,2.0
Manipur,Noney,2020,255,53.13,118.86,5.13,51.43,3.1
Manipur,Noney,2021,295,99.67,66.87,47.37,69.64,2.11
Manipur,Noney,2022,125,117.95,130.84,99.76,58.68,2.88
Manipur,Noney,2023,140,88.34,173.44,51.75,73.26,0.88
Manipur,Noney,2024,207,55.97,286.49,115.66,41.14,2.39
Manipur,Noney,2025,310,72.06,278.29,71.47,48.25,3.52
Manipur,Pherzawl,2015,252,69.32,123.0,104.44,72.9,4.71
Manipur,Pherzawl,2016,170,79.35,196.7,67.53,54.53,3.98
Manipur,Pherzawl,2017,310,60.44,145.22,41.61,65.59,3.94
Manipur,Pherzawl,2018,308,75.48,133.78,19.11,22.87,0.38
Manipur,Pherzawl,2019,69,130.36,64.22,90.44,10.31,2.34
Manipur,Pherzawl,2020,162,168.65,254.78,80.33,67.51,0.33
Manipur,Pherzawl,2021,45,189.03,267.31,50.43,13.14,4.02
Manipur,Pherzawl,2022,190,51.5,228.43,14.47,76.9,2.56
Manipur,Pherzawl,2023,43,195.75,259.14,106.15,17.29,3.13
Manipur,Pherzawl,2024,133,67.66,164.17,39.41,21.29,1.37
Manipur,Pherzawl,2025,118,158.92,103.79,18.63,39.57,2.76
Manipur,Senapati,2015,128,92.72,231.41,55.15,19.26,4.55
Manipur,Senapati,2016,182,20.35,21.61,17.97,47.49,4.15
Manipur,Senapati,2017,183,19.28,142.36,39.7,6.35,1.17
Manipur,Senapati,2018,78,50.33,78.84,109.14,6.88,0.95
Manipur,Senapati,2019,102,115.16,33.92,9.04,16.03,2.36
Manipur,Senapati,2020,271,63.13,247.82,34.59,16.41,3.56
Manipur,Senapati,2021,245,12.15,213.86,100.9,7.61,1.05
Manipur,Senapati,2022,107,40.84,249.68,28.62,23.92,2.99
Manipur,Senapati,2023,141,155.7,106.88,21.8,28.77,2.55
Manipur,Senapati,2024,101,21.2,298.26,118.99,19.53,1.46
Manipur,Senapati,2025,158,127.89,239.65,34.23,29.94,4.88
Manipur,Tamenglong,2015,48,172.9,69.97,115.42,30.7,3.68
Manipur,Tamenglong,2016,323,137.74,190.12,119.39,6.01,3.79
Manipur,Tamenglong,2017,324,78.14,150.89,32.94,3.05,1.6
Manipur,Tamenglong,2018,223,130.04,89.7,111.21,15.91,3.77
Manipur,Tamenglong,2019,49,137.0,113.73,24.37,55.47,2.41
Manipur,Tamenglong,2020,175,195.4,263.77,73.93,49.67,1.87
Manipur,Tamenglong,2021,242,43.96,213.96,31.67,28.42,1.25
Manipur,Tamenglong,2022,153,71.92,88.26,104.96,71.62,2.45
Manipur,Tamenglong,2023,142,142.81,128.83,112.48,75.15,2.62
Manipur,Tamenglong,2024,244,166.93,250.33,56.58,4.28,3.01
Manipur,Tamenglong,2025,70,44.67,296.54,17.77,78.85,2.32
Manipur,Tengnoupal,2015,307,62.21,98.28,110.92,11.12,2.25
Manipur,Tengnoupal,2016,247,109.23,209.0,114.78,28.45,2.26
Manipur,Tengnoupal,2017,109,59.1,132.84,10.68,77.01,3.33
Manipur,Tengnoupal,2018,257,113.18,168.84,80.58,21.35,4.96
Manipur,Tengnoupal,2019,148,150.4,132.57,102.37,77.56,1.6
Manipur,Tengnoupal,2020,334,129.0,21.3,89.97,74.55,2.14
Manipur,Tengnoupal,2021,113,37.21,146.2,113.12,39.47,0.28
Manipur,Tengnoupal,2022,128,189.2,58.46,57.63,7.18,2.02
Manipur,Tengnoupal,2023,50,124.54,242.66,88.94,67.59,0.52
Manipur,Tengnoupal,2024,259,14.75,46.6,26.62,71.61,2.98
Manipur,Tengnoupal,2025,228,117.15,205.55,96.71,37.57,1.51
Manipur,Thoubal,2015,276,96.65,209.93,17.75,45.87,1.74
Manipur,Thoubal,2016,180,132.42,278.94,38.47,20.25,4.31
Manipur,Thoubal,2017,81,148.13,121.89,84.39,44.06,2.24
Manipur,Thoubal,2018,249,160.99,58.0,31.06,19.84,4.65
Manipur,Thoubal,2019,92,32.44,184.45,76.47,30.04,3.72
Manipur,Thoubal,2020,226,84.5,52.42,48.5,68.01,2.0
Manipur,Thoubal,2021,269,95.3,285.58,99.38,17.57,3.79
Manipur,Thoubal,2022,327,174.98,231.24,14.79,56.72,4.56
Manipur,Thoubal,2023,222,41.63,152.75,113.19,59.25,3.9
Manipur,Thoubal,2024,347,88.29,163.53,5.4,5.58,2.31
Manipur,Thoubal,2025,337,165.27,161.79,15.63,76.93,4.4
Manipur,Ukhrul,2015,217,180.95,295.51,57.08,12.78,2.83
Manipur,Ukhrul,2016,45,159.59,49.24,58.29,25.57,3.35
Manipur,Ukhrul,2017,331,89.88,183.99,71.86,13.81,4.76
Manipur,Ukhrul,2018,158,45.92,46.43,95.75,4.45,1.27
Manipur,Ukhrul,2019,61,195.34,273.41,57.23,29.76,4.21
Manipur,Ukhrul,2020,107,67.7,210.07,119.27,71.25,2.53
Manipur,Ukhrul,2021,56,87.21,124.37,43.54,16.8,2.86
Manipur,Ukhrul,2022,146,80.98,70.94,108.91,36.09,0.26
Manipur,Ukhrul,2023,192,129.83,44.42,79.41,50.72,3.4
Manipur,Ukhrul,2024,182,37.49,137.47,72.34,2.63,0.29
Manipur,Ukhrul,2025,146,185.59,202.22,88.43,36.74,3.07
Meghalaya,East Garo Hills,2015,281,181.98,200.24,50.82,28.43,0.48
Meghalaya,East Garo Hills,2016,57,71.49,233.12,21.42,29.25,3.73
Meghalaya,East Garo Hills,2017,231,14.18,298.35,97.88,24.41,4.43
Meghalaya,East Garo Hills,2018,50,61.62,284.06,105.14,14.88,1.44
Meghalaya,East Garo Hills,2019,240,75.31,90.64,108.51,27.75,2.29
Meghalaya,East Garo Hills,2020,162,131.26,83.13,86.93,18.95,2.09
Meghalaya,East Garo Hills,2021,149,124.92,114.15,75.15,24.66,0.75
Meghalaya,East Garo Hills,2022,171,76.0,245.12,47.02,53.66,3.11
Meghalaya,East Garo Hills,2023,270,195.44,253.15,33.59,11.66,2.02
Meghalaya,East Garo Hills,2024,310,111.04,81.0,51.62,59.09,2.38
Meghalaya,East Garo Hills,2025,97,158.05,128.39,65.9,12.63,1.18
Meghalaya,East Jaintia Hills,2015,261,62.06,44.57,30.79,58.25,3.0
Meghalaya,East Jaintia Hills,2016,304,131.18,128.75,75.66,8.67,1.06
Meghalaya,East Jaintia Hills,2017,144,89.44,112.0,17.8,24.53,0.79
Meghalaya,East Jaintia Hills,2018,172,132.27,201.97,41.6,23.93,4.07
Meghalaya,East Jaintia Hills,2019,350,59.9,275.04,79.97,40.03,4.71
Meghalaya,East Jaintia Hills,2020,79,174.59,78.66,93.75,70.0,2.04
Meghalaya,East Jaintia Hills,2021,170,55.61,258.27,35.31,23.83,3.29
Meghalaya,East Jaintia Hills,2022,316,77.71,94.86,8.38,58.08,2.97
Meghalaya,East Jaintia Hills,2023,311,76.66,186.1,91.48,43.56,4.3
Meghalaya,East Jaintia Hills,2024,78,51.8,44.91,73.64,8.53,4.11
Meghalaya,East Jaintia Hills,2025,144,76.18,241.1,58.92,12.73,4.91
Meghalaya,East Khasi Hills,2015,202,171.83,104.86,114.91,49.69,4.01
Meghalaya,East Khasi Hills,2016,103,105.82,61.26,67.77,8.94,2.87
Meghalaya,East Khasi Hills,2017,350,116.75,81.81,66.91,20.08,3.43
Meghalaya,East Khasi Hills,2018,70,181.4,55.1,116.07,29.35,0.74
Meghalaya,East Khasi Hills,2019,65,137.92,224.41,6.0,6.63,1.76
Meghalaya,East Khasi Hills,2020,57,16.4,282.31,91.83,3.59,0.27
Meghalaya,East Khasi Hills,2021,327,34.64,177.96,88.01,46.88,2.06
Meghalaya,East Khasi Hills,2022,132,159.23,119.59,94.87,60.33,2.76
Meghalaya,East Khasi Hills,2023,125,169.6,172.61,100.48,73.74,4.23
Meghalaya,East Khasi Hills,2024,78,42.7,213.91,34.56,78.34,3.88
Meghalaya,East Khasi Hills,2025,143,38.24,116.6,112.78,74.06,2.67
Meghalaya,North Garo Hills,2015,94,197.61,209.53,43.21,27.74,4.58
Meghalaya,North Garo Hills,2016,264,122.16,151.12,91.73,48.11,2.61
Meghalaya,North Garo Hills,2017,150,93.54,199.69,49.94,6.91,1.54
Meghalaya,North Garo Hills,2018,327,14.38,283.02,59.61,67.71,0.88
Meghalaya,North Garo Hills,2019,269,104.65,215.62,119.62,40.88,3.67
Meghalaya,North Garo Hills,2020,313,107.9,139.5,25.08,59.98,4.06
Meghalaya,North Garo Hills,2021,240,21.63,82.12,37.76,14.83,3.62
Meghalaya,North Garo Hills,2022,185,37.82,142.51,12.67,10.56,3.62
Meghalaya,North Garo Hills,2023,187,45.11,200.53,91.4,28.55,0.98
Meghalaya,North Garo Hills,2024,110,178.27,145.25,23.72,17.13,1.44
Meghalaya,North Garo Hills,2025,94,159.35,67.26,91.73,35.32,1.07
Meghalaya,Ri Bhoi,2015,128,166.3,96.48,75.2,63.71,3.59
Meghalaya,Ri Bhoi,2016,281,47.18,292.36,34.2,62.47,3.99
Meghalaya,Ri Bhoi,2017,80,105.65,244.86,29.1,29.42,4.1
Meghalaya,Ri Bhoi,2018,105,171.39,28.65,101.18,35.99,1.72
Meghalaya,Ri Bhoi,2019,77,34.19,129.14,57.12,18.98,0.28
Meghalaya,Ri Bhoi,2020,244,95.3,266.06,47.64,45.66,3.52
Meghalaya,Ri Bhoi,2021,299,181.86,277.54,91.83,36.66,2.76
Meghalaya,Ri Bhoi,2022,235,49.57,56.45,7.44,31.52,4.24
Meghalaya,Ri Bhoi,2023,342,94.33,239.61,114.89,6.3,1.11
Meghalaya,Ri Bhoi,2024,347,137.41,65.61,77.09,77.58,3.34
Meghalaya,Ri Bhoi,2025,325,130.84,109.78,13.83,40.08,1.0
Meghalaya,South Garo Hills,2015,319,140.0,157.38,16.8,55.47,4.61
Meghalaya,South Garo Hills,2016,109,180.68,234.3,35.17,48.39,0.79
Meghalaya,South Garo Hills,2017,249,190.55,111.01,71.92,68.26,4.05
Meghalaya,South Garo Hills,2018,152,128.16,38.38,57.32,22.24,2.22
Meghalaya,South Garo Hills,2019,142,25.66,128.86,16.51,60.1,4.9
Meghalaya,South Garo Hills,2020,269,134.45,105.11,36.96,75.12,2.87
Meghalaya,South Garo Hills,2021,300,120.97,97.04,96.84,17.92,0.62
Meghalaya,South Garo Hills,2022,269,146.79,57.68,96.78,30.31,3.17
Meghalaya,South Garo Hills,2023,296,12.03,159.36,91.04,79.93,4.29
Meghalaya,South Garo Hills,2024,245,113.98,293.82,66.68,13.46,2.04
Meghalaya,South Garo Hills,2025,301,144.97,109.33,86.18,13.4,2.62
Meghalaya,South West Garo Hills,2015,77,60.92,166.68,81.84,11.02,2.48
Meghalaya,South West Garo Hills,2016,195,22.72,70.27,59.1,63.57,2.29
Meghalaya,South West Garo Hills,2017,168,10.82,289.09,110.88,7.14,0.57
Meghalaya,South West Garo Hills,2018,302,28.56,240.04,47.58,76.9,2.78
Meghalaya,South West Garo Hills,2019,112,97.28,230.48,76.85,16.6,3.87
Meghalaya,South West Garo Hills,2020,300,66.99,192.54,14.76,17.47,1.45
Meghalaya,South West Garo Hills,2021,127,150.47,239.79,52.42,44.9,1.02
Meghalaya,South West Garo Hills,2022,105,89.78,247.95,73.82,23.06,2.43
Meghalaya,South West Garo Hills,2023,276,177.2,268.13,69.43,34.7,1.51
Meghalaya,South West Garo Hills,2024,125,176.72,96.38,50.19,69.75,3.0
Meghalaya,South West Garo Hills,2025,184,65.84,80.02,68.23,66.16,3.78
Meghalaya,South West Khasi Hills,2015,147,38.8,41.15,72.3,52.94,3.35
Meghalaya,South West Khasi Hills,2016,159,196.56,65.33,107.52,72.99,1.18
Meghalaya,South West Khasi Hills,2017,97,77.53,278.35,106.92,65.08,0.66
Meghalaya,South West Khasi Hills,2018,179,115.62,55.08,9.42,17.99,1.64
Meghalaya,South West Khasi Hills,2019,42,18.31,244.85,8.85,21.98,0.42
Meghalaya,South West Khasi Hills,2020,224,195.8,218.22,28.35,61.03,4.15
Meghalaya,South West Khasi Hills,2021,308,54.78,133.76,75.41,48.54,3.34
Meghalaya,South West Khasi Hills,2022,172,114.28,223.84,60.85,44.69,0.8
Meghalaya,South West Khasi Hills,2023,230,95.54,62.09,53.81,36.19,0.2
Meghalaya,South West Khasi Hills,2024,264,102.27,77.57,118.0,54.92,2.64
Meghalaya,South West Khasi Hills,2025,127,110.19,95.76,45.42,40.27,3.7
Meghalaya,West Garo Hills,2015,284,58.83,24.03,110.77,78.69,4.78
Meghalaya,West Garo Hills,2016,79,21.22,37.85,92.11,7.07,2.91
Meghalaya,West Garo Hills,2017,328,60.27,168.19,70.71,32.96,3.92
Meghalaya,West Garo Hills,2018,58,20.44,119.77,111.08,62.79,1.51
Meghalaya,West Garo Hills,2019,42,84.47,251.08,54.17,9.71,4.28
Meghalaya,West Garo Hills,2020,265,62.82,294.81,100.45,6.48,1.96
Meghalaya,West Garo Hills,2021,340,199.9,272.94,42.05,18.33,2.68
Meghalaya,West Garo Hills,2022,104,18.38,176.53,63.55,36.31,1.74
Meghalaya,West Garo Hills,2023,294,99.72,123.07,61.74,70.37,0.97
Meghalaya,West Garo Hills,2024,93,154.18,33.47,18.46,40.3,1.68
Meghalaya,West Garo Hills,2025,171,115.25,188.54,61.69,48.62,0.22
Meghalaya,West Jaintia Hills,2015,173,103.31,199.74,21.16,2.99,0.65
Meghalaya,West Jaintia Hills,2016,135,194.04,216.94,11.09,68.29,1.27
Meghalaya,West Jaintia Hills,2017,210,68.84,186.47,103.61,70.6,0.72
Meghalaya,West Jaintia Hills,2018,301,163.99,265.8,38.84,27.47,2.36
Meghalaya,West Jaintia Hills,2019,302,120.62,214.43,102.49,29.95,0.84
Meghalaya,West Jaintia Hills,2020,74,159.81,273.24,9.37,46.4,4.28
Meghalaya,West Jaintia Hills,2021,254,178.6,108.24,94.78,8.15,4.28
Meghalaya,West Jaintia Hills,2022,234,88.08,147.94,79.25,6.14,0.77
Meghalaya,West Jaintia Hills,2023,227,145.14,178.49,20.05,18.69,4.37
Meghalaya,West Jaintia Hills,2024,255,109.04,201.19,98.06,64.81,2.21
Meghalaya,West Jaintia Hills,2025,313,123.02,121.95,51.55,72.09,0.94
Meghalaya,West Khasi Hills,2015,85,61.76,143.44,72.12,12.61,1.65
Meghalaya,West Khasi Hills,2016,217,179.32,66.68,115.41,75.36,4.53
Meghalaya,West Khasi Hills,2017,118,10.5,241.72,19.24,72.67,1.29
Meghalaya,West Khasi Hills,2018,108,126.3,59.9,42.49,33.3,2.59
Meghalaya,West Khasi Hills,2019,169,118.1,271.92,77.49,24.07,4.75
Meghalaya,West Khasi Hills,2020,40,97.89,235.07,71.34,64.02,1.17
Meghalaya,West Khasi Hills,2021,322,141.97,146.21,116.0,27.69,0.74
Meghalaya,West Khasi Hills,2022,174,152.92,126.28,77.82,71.41,3.19
Meghalaya,West Khasi Hills,2023,166,110.21,268.41,78.46,43.75,3.31
Meghalaya,West Khasi Hills,2024,99,158.75,215.41,94.93,38.45,0.6
Meghalaya,West Khasi Hills,2025,297,40.75,140.49,35.94,18.39,2.83
Mizoram,Aizawl,2015,207,96.86,151.67,93.64,57.34,2.42
Mizoram,Aizawl,2016,243,195.54,85.37,17.33,30.6,0.97
Mizoram,Aizawl,2017,103,143.71,153.75,100.29,78.66,1.08
Mizoram,Aizawl,2018,255,11.83,210.7,10.41,78.63,4.0
Mizoram,Aizawl,2019,296,25.41,39.19,113.39,44.6,2.21
Mizoram,Aizawl,2020,287,117.65,202.24,71.81,28.31,4.37
Mizoram,Aizawl,2021,102,32.09,268.35,81.38,58.26,1.63
Mizoram,Aizawl,2022,327,85.67,166.23,115.0,74.24,2.65
Mizoram,Aizawl,2023,228,10.66,132.85,81.18,68.57,2.17
Mizoram,Aizawl,2024,134,22.56,231.04,25.07,10.97,0.25
Mizoram,Aizawl,2025,340,48.92,170.18,66.81,57.16,2.85
Mizoram,Champhai,2015,338,123.2,105.97,82.2,4.01,0.98
Mizoram,Champhai,2016,173,139.86,45.37,53.08,3.07,2.2
Mizoram,Champhai,2017,248,130.57,214.54,48.83,66.01,1.34
Mizoram,Champhai,2018,72,24.51,244.05,119.39,59.57,2.02
Mizoram,Champhai,2019,91,181.6,66.71,108.0,25.1,4.29
Mizoram,Champhai,2020,97,90.01,205.98,55.97,18.9,2.74
Mizoram,Champhai,2021,296,122.97,28.68,94.84,33.4,0.89
Mizoram,Champhai,2022,58,161.51,197.57,27.49,62.04,3.38
Mizoram,Champhai,2023,227,160.16,291.36,40.29,30.99,1.98
Mizoram,Champhai,2024,128,87.71,184.21,55.11,34.52,1.72
Mizoram,Champhai,2025,186,66.16,254.1,116.03,61.55,4.02
Mizoram,Hnahthial,2015,174,166.14,189.27,119.68,66.72,1.25
Mizoram,Hnahthial,2016,262,169.43,62.67,53.58,20.11,0.66
Mizoram,Hnahthial,2017,327,152.75,71.89,118.15,40.78,3.38
Mizoram,Hnahthial,2018,158,154.53,284.74,114.89,31.37,3.0
Mizoram,Hnahthial,2019,147,112.49,91.99,50.06,38.49,1.76
Mizoram,Hnahthial,2020,87,135.59,236.12,112.29,68.65,3.11
Mizoram,Hnahthial,2021,185,186.61,107.55,92.41,62.21,4.36
Mizoram,Hnahthial,2022,220,60.83,150.19,16.01,22.73,0.83
Mizoram,Hnahthial,2023,287,92.41,130.94,26.65,51.29,4.51
Mizoram,Hnahthial,2024,45,87.92,284.32,32.47,33.74,0.38
Mizoram,Hnahthial,2025,131,109.27,214.24,94.62,26.68,3.28
Mizoram,Khawzawl,2015,246,88.03,211.18,103.72,67.98,1.44
Mizoram,Khawzawl,2016,142,41.7,133.08,22.52,13.25,1.91
Mizoram,Khawzawl,2017,305,115.38,67.83,118.54,37.79,2.76
Mizoram,Khawzawl,2018,155,162.47,190.8,72.54,58.68,2.79
Mizoram,Khawzawl,2019,177,67.67,67.31,16.28,61.59,0.65
Mizoram,Khawzawl,2020,236,176.48,167.55,58.01,51.98,4.64
Mizoram,Khawzawl,2021,117,112.48,298.92,46.32,31.61,4.37
Mizoram,Khawzawl,2022,50,81.36,106.34,78.92,17.29,3.4
Mizoram,Khawzawl,2023,346,34.86,263.05,103.52,67.79,4.83
Mizoram,Khawzawl,2024,179,31.86,109.2,64.85,39.94,3.69
Mizoram,Khawzawl,2025,277,146.5,130.86,18.82,58.29,4.9
Mizoram,Kolasib,2015,293,35.98,288.07,94.35,4.87,3.1
Mizoram,Kolasib,2016,294,11.28,144.08,81.22,10.73,2.76
Mizoram,Kolasib,2017,220,181.38,278.1,114.1,7.89,3.26
Mizoram,Kolasib,2018,165,101.07,118.67,46.98,58.19,2.85
Mizoram,Kolasib,2019,313,90.02,70.16,119.0,30.3,4.68
