state,district,year,hospital_beds,doctors,nurses,health_index,life_expectancy,vaccination_rate,disease_cases
Bihar,Sitamarhi,2018,72.09,84.5,76.18,59.51,84.84,45.18,24.98
Arunachal Pradesh,Kra Daadi,2019,46.17,11.77,91.32,20.06,39.74,60.62,78.43
Odisha,Sonepur,2020,25.82,56.0,10.64,37.5,49.03,39.74,99.75
Tamil Nadu,Kanchipuram,2023,94.89,86.91,65.6,10.8,76.61,42.24,67.45
Tripura,North Tripura,2020,33.71,42.85,63.55,56.29,87.32,85.39,93.23
Telangana,Peddapalli,2025,53.16,21.83,36.38,40.89,82.86,12.98,85.33
Punjab,Bathinda,2017,28.91,31.21,37.77,45.53,39.3,25.94,72.67
Nagaland,Wokha,2025,29.48,25.1,88.45,34.05,28.74,79.48,90.71
Chhattisgarh,Narayanpur,2024,31.09,58.82,32.1,99.04,92.95,68.21,74.29
Punjab,Amritsar,2020,73.95,63.25,81.82,46.2,32.25,19.72,93.38
Uttar Pradesh,Gonda,2018,71.95,12.55,40.32,74.07,71.38,51.67,51.27
Bihar,Gaya,2025,81.65,51.49,45.58,26.98,57.88,69.81,33.27
Rajasthan,Bharatpur,2024,26.88,88.86,42.76,74.74,78.24,80.31,61.09
Madhya Pradesh,Tikamgarh,2023,81.47,64.69,68.37,87.05,82.47,96.77,77.42
Assam,Chirang,2015,42.36,85.3,83.5,62.8,18.99,42.02,79.99
Meghalaya,West Garo Hills,2015,97.23,51.51,23.87,98.22,45.59,29.61,98.21
Rajasthan,Jhunjhunu,2018,60.64,47.36,36.6,46.19,27.18,98.8,76.83
Rajasthan,Bharatpur,2021,82.1,35.46,69.21,17.71,63.81,49.35,77.06
Kerala,Malappuram,2023,30.69,17.81,95.16,20.4,54.39,43.22,46.6
Telangana,Rajanna Sircilla,2018,71.28,48.82,96.14,54.29,22.06,28.8,62.24
Rajasthan,Jodhpur,2023,43.44,84.44,88.22,46.66,44.27,10.54,16.33
Kerala,Kozhikode,2023,10.93,16.1,23.94,73.16,42.23,39.36,39.76
Madhya Pradesh,Indore,2023,76.5,49.07,93.78,51.16,55.96,24.68,90.54
Rajasthan,Deeg,2017,84.21,41.28,66.47,49.12,57.61,24.53,98.35
Chhattisgarh,Mungeli,2023,56.29,38.95,14.9,31.81,99.79,52.8,37.06
Madhya Pradesh,Dewas,2016,95.27,12.49,76.57,87.43,89.98,45.62,49.5
Himachal Pradesh,Hamirpur,2025,71.03,60.75,74.01,98.56,11.35,17.38,14.76
Bihar,Supaul,2017,47.68,37.52,54.75,58.0,99.95,43.8,69.01
Jharkhand,West Singhbhum,2017,69.9,41.91,90.98,86.98,12.77,20.23,56.06
Manipur,Tamenglong,2018,58.39,48.8,71.09,68.9,55.04,90.37,56.38
Odisha,Malkangiri,2022,18.8,16.63,53.05,80.46,89.01,10.28,77.85
West Bengal,Jalpaiguri,2022,65.94,63.88,79.89,87.58,26.49,50.65,65.64
Rajasthan,Sri Ganganagar,2018,90.26,53.14,15.89,61.22,59.47,44.05,15.13
Odisha,Kendujhar (Keonjhar),2016,67.34,90.5,36.61,28.52,20.38,83.63,77.51
Maharashtra,Dhule,2015,76.37,49.6,27.29,36.36,40.3,52.1,25.41
Haryana,Yamunanagar,2015,10.45,74.9,65.49,61.18,34.18,35.97,55.9
Mizoram,Khawzawl,2015,71.09,67.75,60.6,18.55,19.14,66.15,66.09
Bihar,Siwan,2015,94.83,19.64,54.3,68.56,56.06,28.94,99.61
Bihar,Saharsa,2017,80.12,59.38,18.11,37.19,26.78,87.5,74.61
Madhya Pradesh,Anuppur,2020,91.57,27.41,80.24,70.39,67.29,48.51,91.3
Mizoram,Saiha,2021,84.49,93.31,84.06,31.7,56.04,23.23,33.14
Uttar Pradesh,Pratapgarh,2025,88.79,32.47,40.58,99.17,100.0,69.27,57.7
Bihar,Aurangabad,2015,67.06,90.85,36.62,59.86,28.89,76.21,59.16
Arunachal Pradesh,Changlang,2025,71.8,49.26,12.4,91.82,15.07,80.9,88.25
Assam,Karbi Anglong,2025,98.28,60.43,12.26,65.78,65.28,70.12,79.35
Punjab,Patiala,2022,67.94,38.45,26.78,96.9,93.97,73.61,18.56
Meghalaya,North Garo Hills,2019,45.74,70.11,64.6,59.93,19.46,25.99,80.72
Andhra Pradesh,YSR Kadapa,2015,84.45,97.78,13.18,43.2,24.14,87.79,96.49
Uttar Pradesh,Mirzapur,2020,24.58,67.83,87.38,66.75,74.94,93.34,49.57
Chhattisgarh,Sakti,2019,12.99,20.6,55.85,84.34,67.09,20.54,80.12
Maharashtra,Ahmednagar,2016,64.65,55.37,21.62,89.67,40.26,38.96,22.32
Arunachal Pradesh,West Kameng,2016,88.19,87.44,91.73,39.02,82.41,32.94,62.16
Telangana,Siddipet,2019,56.71,42.74,31.43,66.96,48.44,14.18,63.95
West Bengal,South 24 Parganas,2022,21.97,28.35,57.49,99.33,98.63,53.86,48.45
Manipur,Tamenglong,2025,57.79,73.21,76.94,39.61,74.65,76.87,89.83
Mizoram,Saiha,2021,23.39,34.09,67.56,14.5,47.47,93.7,22.55
Madhya Pradesh,Rajgarh,2025,24.07,82.03,45.08,41.0,86.98,82.23,89.41
Uttarakhand,Chamoli,2017,82.81,22.44,99.44,18.57,26.47,34.88,91.84
Telangana,Ranga Reddy,2023,34.69,30.06,48.64,69.23,57.93,46.73,59.65
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,2023,23.19,57.25,34.17,82.86,92.62,87.04,24.03
Rajasthan,Tonk,2024,25.99,61.93,69.52,87.07,17.23,58.84,31.2
Uttar Pradesh,Sitapur,2025,67.03,40.29,97.59,32.82,38.27,68.32,82.1
Chhattisgarh,Raigarh,2025,58.78,37.78,18.76,43.22,93.03,81.59,16.3
Jharkhand,Khunti,2022,87.53,80.26,72.62,28.43,68.42,97.73,29.79
Uttar Pradesh,Saharanpur,2022,82.75,51.84,93.12,71.2,90.37,53.42,26.04
Karnataka,Haveri,2019,79.44,15.14,75.72,73.84,16.42,83.31,41.41
Andhra Pradesh,Vizianagaram,2016,19.81,13.56,83.48,24.68,20.67,33.81,22.52
Tamil Nadu,Nagapattinam,2025,59.68,97.1,85.09,37.59,88.34,69.53,61.66
Telangana,Narayanpet,2018,59.75,22.62,57.48,64.88,18.33,91.4,12.66
Telangana,Siddipet,2020,48.23,14.53,64.3,30.98,54.99,56.75,37.32
Chhattisgarh,Balrampur,2022,85.7,73.1,42.53,15.1,13.84,22.25,67.95
Uttar Pradesh,Muzaffarnagar,2023,79.28,10.42,72.33,37.2,67.67,64.78,47.38
Arunachal Pradesh,Lower Dibang Valley,2023,37.19,67.36,99.36,23.33,52.64,17.36,31.54
Jharkhand,Deoghar,2019,41.07,74.15,99.7,10.9,15.09,71.78,98.89
Uttar Pradesh,Amethi,2015,72.01,75.15,62.4,46.8,41.92,45.79,50.96
Gujarat,Dahod,2025,94.86,83.75,66.52,99.94,56.82,23.81,82.23
Mizoram,Saiha,2021,44.91,40.4,36.8,41.36,81.43,53.89,73.65
Uttarakhand,Pauri Garhwal,2023,89.39,60.24,24.15,66.26,86.23,75.94,21.32
Madhya Pradesh,Ratlam,2025,93.42,77.39,47.29,60.27,85.89,18.51,51.08
Rajasthan,Kotputli-Behror,2017,33.14,20.42,20.95,35.52,98.8,68.59,93.35
Madhya Pradesh,Jabalpur,2018,25.29,22.66,28.76,24.42,70.09,14.17,50.56
Maharashtra,Solapur,2024,31.04,87.79,34.83,62.6,91.09,25.75,67.17
West Bengal,Bankura,2016,99.38,77.19,34.81,74.18,39.44,75.85,70.91
Uttarakhand,Pauri Garhwal,2019,46.31,91.76,51.54,62.06,81.58,55.0,97.41
Meghalaya,West Khasi Hills,2025,11.93,90.67,12.16,57.39,92.51,15.71,24.24
Tamil Nadu,Erode,2019,22.44,19.91,92.5,59.62,67.25,71.29,68.44
West Bengal,Alipurduar,2016,96.32,11.58,15.22,47.2,37.06,78.13,62.4
Uttar Pradesh,Siddharthnagar,2024,84.62,74.75,58.33,40.03,87.82,34.48,52.73
Maharashtra,Nandurbar,2021,28.89,46.19,93.39,47.96,89.36,58.78,85.41
Chhattisgarh,Korea,2023,96.0,91.84,22.24,11.41,84.35,75.95,45.76
Himachal Pradesh,Kangra,2015,28.02,99.21,83.54,58.95,90.48,17.3,56.81
Uttar Pradesh,Amroha,2016,67.99,36.41,83.87,34.24,96.6,50.68,99.25
Mizoram,Saitual,2016,34.71,70.62,17.42,73.79,10.5,29.6,69.66
Andhra Pradesh,Nandyal,2017,76.21,51.81,99.41,96.5,86.08,21.55,41.48
Telangana,Komaram Bheem Asifabad,2016,14.75,95.77,89.56,98.63,74.77,57.91,95.77
Gujarat,Gir Somnath,2024,91.75,55.22,30.74,86.94,24.98,69.6,26.48
Nagaland,Mokokchung,2025,93.49,41.38,43.7,67.54,77.61,64.8,17.92
Chhattisgarh,Sarangarh-Bilaigarh,2020,69.95,87.0,99.24,64.54,92.76,59.82,88.05
Arunachal Pradesh,West Kameng,2022,37.68,31.09,10.86,97.11,41.97,29.75,64.69
Telangana,Mahabubabad,2019,29.25,12.97,47.03,91.08,45.99,60.35,57.76
Rajasthan,Deeg,2017,42.1,31.88,15.22,77.02,68.95,34.28,52.63
Maharashtra,Latur,2018,78.16,13.35,94.59,94.08,26.79,91.36,36.58
Jharkhand,Lohardaga,2017,21.76,59.4,98.47,39.31,35.42,70.14,47.02
Andhra Pradesh,Kakinada,2015,91.16,58.6,35.54,29.71,68.11,44.55,11.25
Bihar,Arwal,2018,90.21,16.06,69.32,13.37,66.69,35.28,27.45
Tamil Nadu,Tiruvannamalai,2020,20.33,80.12,61.85,51.69,31.47,22.33,34.99
Rajasthan,Bikaner,2016,96.71,25.3,79.4,41.08,80.59,75.15,45.23
Uttarakhand,Rudraprayag,2016,51.83,29.64,50.26,26.11,83.8,62.32,18.07
Telangana,Hanamkonda,2022,78.37,56.6,39.28,57.56,83.81,42.11,66.87
Punjab,Faridkot,2017,79.3,59.83,97.5,32.11,46.85,89.35,62.13
Arunachal Pradesh,Kamle,2016,80.03,46.92,42.84,72.13,22.89,11.86,55.64
Uttar Pradesh,Jalaun,2025,96.76,74.25,80.0,44.69,26.27,30.94,82.37
Madhya Pradesh,Rewa,2021,19.05,57.09,54.49,65.16,66.44,90.18,15.66
Gujarat,Jamnagar,2015,86.51,26.35,89.89,34.77,11.88,36.9,49.97
Gujarat,Surendranagar,2015,74.78,38.67,15.13,67.76,32.43,74.19,55.28
Telangana,Narayanpet,2022,83.8,67.13,81.75,94.05,33.95,29.24,12.74
Rajasthan,Kotputli-Behror,2023,70.43,23.5,90.45,34.1,60.87,86.82,28.59
Assam,Kamrup Metropolitan,2016,50.22,20.27,48.82,67.83,57.18,87.08,15.82
Madhya Pradesh,Rewa,2015,62.73,16.89,58.36,79.41,83.94,11.01,89.52
Arunachal Pradesh,Kurung Kumey,2024,40.98,68.03,65.82,63.86,61.68,40.47,56.54
Uttar Pradesh,Hapur,2016,89.46,49.86,51.3,67.26,68.12,15.85,65.39
Himachal Pradesh,Solan,2025,75.33,80.71,30.94,94.74,57.44,29.78,49.66
Tamil Nadu,Salem,2022,73.08,37.56,93.06,88.8,39.95,22.28,54.54
Chhattisgarh,Baloda Bazar,2015,38.54,36.5,99.33,71.93,40.45,89.89,61.46
Rajasthan,Sawai Madhopur,2018,80.73,73.02,74.94,63.24,34.72,10.06,48.05
Bihar,Lakhisarai,2015,49.62,38.69,38.65,35.17,20.72,72.97,32.33
Andhra Pradesh,Sri Sathya Sai,2023,77.6,64.53,83.41,72.81,75.99,55.32,15.71
Uttar Pradesh,Jalaun,2017,85.56,36.34,86.47,34.01,25.95,71.14,65.78
Bihar,Nawada,2018,64.04,47.22,93.03,98.87,23.19,39.6,23.57
Assam,Majuli,2017,85.9,62.96,65.57,66.96,14.57,23.54,30.01
Madhya Pradesh,Raisen,2015,75.1,49.97,50.5,60.88,26.58,37.27,92.01
Madhya Pradesh,Khargone,2022,19.47,90.0,76.37,12.74,43.73,36.86,54.83
Gujarat,Dang,2021,81.71,78.13,39.34,76.71,80.4,38.73,45.01
Rajasthan,Kekri,2025,26.88,34.65,85.12,57.1,10.02,43.63,79.3
Gujarat,Banaskantha,2022,96.34,61.68,58.8,96.2,10.21,75.0,47.65
Tripura,Dhalai,2025,26.42,36.5,30.13,17.5,78.06,87.07,68.84
Rajasthan,Jalore,2025,65.57,25.2,81.1,18.02,22.43,11.06,92.96
Odisha,Rayagada,2019,72.61,66.37,57.29,43.02,74.22,19.9,80.18
Karnataka,Mysuru,2020,66.27,32.7,55.08,63.08,42.96,64.2,90.37
Haryana,Rewari,2017,55.16,66.31,59.03,96.46,80.86,81.74,30.36
Kerala,Kasaragod,2022,76.11,83.73,31.16,27.31,89.02,55.33,22.86
Uttar Pradesh,Pratapgarh,2016,62.13,12.04,90.69,30.54,59.61,56.27,77.8
Bihar,Sheikhpura,2016,23.68,98.04,25.04,98.89,47.15,86.38,80.2
Uttar Pradesh,Bhadohi,2022,51.1,55.76,81.2,59.08,54.15,36.13,11.46
Madhya Pradesh,Ratlam,2022,11.81,56.36,59.75,92.71,53.75,60.32,35.63
Rajasthan,Gangapur City,2018,75.35,33.29,54.54,48.14,16.0,13.57,99.3
Haryana,Hisar,2022,47.68,81.68,76.32,92.0,14.16,10.14,82.22
Rajasthan,Kota,2025,12.59,78.57,16.1,43.66,65.67,17.14,54.3
Arunachal Pradesh,Lower Dibang Valley,2021,32.55,80.4,51.26,70.18,89.59,49.66,81.89
Jharkhand,East Singhbhum,2023,86.11,19.38,17.35,13.51,96.36,62.34,78.84
Andhra Pradesh,Nandyal,2020,93.88,20.04,93.26,84.0,82.16,82.25,56.54
Odisha,Sambalpur,2021,44.95,61.32,88.03,89.91,91.42,17.92,31.39
Jharkhand,Chatra,2017,27.35,76.37,70.05,87.64,60.32,82.8,88.23
Uttar Pradesh,Hathras,2017,69.26,95.0,90.15,42.19,38.36,41.0,98.45
Punjab,Faridkot,2020,39.67,11.15,12.61,97.08,89.51,38.29,48.76
Gujarat,Ahmedabad,2019,61.83,83.39,33.05,39.37,32.14,41.07,12.69
Odisha,Jajpur,2023,18.68,52.16,89.28,32.03,82.48,61.81,90.27
Rajasthan,Tonk,2025,78.97,29.93,36.69,84.25,24.67,36.4,44.24
Telangana,Kamareddy,2015,97.23,75.22,46.45,23.54,61.93,82.49,89.59
Uttar Pradesh,Aligarh,2015,55.74,76.94,56.94,60.49,19.7,89.93,37.48
Telangana,Mulugu,2018,21.59,24.98,91.6,66.64,99.99,51.51,65.0
Madhya Pradesh,Agar Malwa,2017,42.37,64.05,54.85,56.94,20.18,36.5,87.17
Uttar Pradesh,Shamli,2023,55.9,96.75,64.03,51.36,11.28,32.2,30.97
Tamil Nadu,Viluppuram,2017,54.18,19.53,56.93,95.13,41.36,38.69,33.67
Maharashtra,Hingoli,2016,55.09,37.34,25.47,90.26,47.49,29.08,83.91
Andhra Pradesh,Alluri Sitharama Raju,2019,91.46,53.25,57.08,48.4,64.22,71.07,96.96
Andhra Pradesh,Kakinada,2019,31.83,22.29,42.02,77.53,74.35,30.6,46.08
Madhya Pradesh,Indore,2019,51.89,27.51,72.69,63.2,40.91,78.35,94.25
Telangana,Khammam,2021,10.11,55.59,30.6,49.75,73.5,90.34,82.0
Telangana,Mahabubabad,2016,20.05,97.59,99.98,23.49,45.57,88.39,26.23
Telangana,Nalgonda,2025,38.82,87.4,44.92,29.25,35.52,41.88,36.41
Bihar,Araria,2020,52.82,27.9,47.18,61.08,93.72,85.73,17.66
Uttar Pradesh,Maharajganj,2017,68.41,84.24,83.57,75.79,84.11,49.8,92.71
Odisha,Deogarh,2024,65.94,53.97,49.73,33.54,33.2,47.55,31.55
Maharashtra,Yavatmal,2023,14.02,25.22,75.09,38.81,92.92,95.52,14.72
Maharashtra,Wardha,2015,83.59,11.05,29.18,56.58,54.1,50.55,17.32
Jharkhand,West Singhbhum,2019,79.07,86.02,80.3,24.1,56.49,87.16,11.55
Karnataka,Haveri,2023,40.62,51.37,92.5,88.58,70.47,27.4,51.26
Chhattisgarh,Kondagaon,2020,24.45,93.81,21.13,36.06,30.66,36.72,62.88
Chhattisgarh,Bijapur,2015,80.94,97.01,92.32,66.23,27.17,38.87,22.6
Haryana,Panipat,2019,45.83,21.21,62.4,26.29,48.24,54.4,93.91
Maharashtra,Mumbai City,2020,84.73,91.3,68.41,59.47,46.73,57.18,75.8
Jharkhand,Gumla,2019,46.18,54.13,78.2,96.93,47.13,75.98,28.77
Haryana,Nuh,2015,73.67,25.94,25.12,56.12,52.39,42.42,31.94
Andhra Pradesh,West Godavari,2025,18.76,54.23,68.32,60.43,55.89,43.4,73.3
Nagaland,Phek,2018,53.72,63.92,68.15,98.54,90.83,32.64,89.28
Andhra Pradesh,Kurnool,2016,55.23,93.49,79.35,90.38,13.43,81.57,29.02
Himachal Pradesh,Kinnaur,2019,60.08,48.38,36.45,54.59,83.53,46.67,86.01
Madhya Pradesh,Damoh,2019,10.18,14.45,23.3,28.16,24.97,66.98,96.41
Karnataka,Belagavi,2017,18.25,67.19,91.97,54.17,38.06,91.2,24.26
Assam,Charaideo,2018,73.72,52.97,84.97,97.6,66.81,47.25,12.1
Tamil Nadu,Thiruvallur,2021,19.51,60.94,97.25,93.7,39.7,35.4,56.59
Gujarat,Dang,2018,18.39,84.1,48.1,76.92,27.1,87.16,27.2
Uttar Pradesh,Mainpuri,2025,85.18,53.59,25.08,30.36,33.7,80.64,33.93
Mizoram,Lunglei,2021,41.53,66.58,34.08,70.12,28.87,92.59,16.79
West Bengal,Howrah,2022,58.59,16.21,57.6,41.86,73.66,92.45,67.76
Himachal Pradesh,Una,2021,33.09,89.08,45.47,88.13,99.31,59.16,98.62
Telangana,Adilabad,2020,75.01,53.83,99.56,14.87,82.7,34.82,31.44
Odisha,Khordha,2018,43.05,23.49,30.23,69.38,34.86,17.57,49.62
Andhra Pradesh,Tirupati,2024,27.01,24.66,55.03,84.05,33.07,31.45,58.79
Tamil Nadu,Perambalur,2024,23.67,57.37,99.76,41.59,46.29,71.86,78.32
Telangana,Hanamkonda,2020,60.58,26.61,50.87,40.65,95.52,99.73,59.88
Assam,Nalbari,2016,65.74,18.24,24.09,29.87,32.1,39.68,61.12
Bihar,Madhubani,2020,78.79,53.22,43.14,70.46,78.38,10.36,56.68
Gujarat,Botad,2017,78.71,82.37,30.11,81.14,83.14,60.85,54.07
Uttar Pradesh,Chitrakoot,2023,99.3,56.67,93.62,95.22,53.1,78.0,38.56
West Bengal,Jhargram,2019,28.29,82.63,99.87,76.07,66.59,89.72,33.49
Maharashtra,Palghar,2022,19.63,75.74,85.19,64.39,28.6,63.56,49.41
Assam,Barpeta,2020,74.38,17.47,32.78,47.61,66.24,30.72,27.9
Haryana,Bhiwani,2022,90.7,54.14,28.3,76.89,42.41,93.4,97.65
Jharkhand,Deoghar,2025,71.57,61.68,12.13,82.27,53.06,67.55,39.92
Haryana,Hisar,2023,58.55,22.29,56.71,73.76,61.63,57.66,54.62
Manipur,Senapati,2018,69.13,54.57,96.69,18.04,41.84,19.05,99.28
Karnataka,Vijayanagara,2023,22.49,31.16,56.87,10.44,80.84,98.99,20.31
Uttar Pradesh,Hapur,2022,38.82,18.52,52.76,64.52,69.58,86.74,81.83
Assam,Chirang,2025,75.79,82.6,96.98,82.66,69.35,97.23,29.6
Gujarat,Mahisagar,2017,43.81,73.49,26.96,70.4,21.54,57.95,77.02
Tamil Nadu,Dharmapuri,2020,49.02,73.98,20.42,10.96,40.22,93.88,72.59
Assam,Nagaon,2017,18.85,89.59,47.13,29.63,93.01,73.21,92.58
Uttar Pradesh,Bareilly,2024,25.56,62.98,98.58,15.09,35.41,58.18,69.08
Rajasthan,Jhunjhunu,2020,66.83,34.24,79.59,32.32,76.01,80.08,16.38
Gujarat,Tapi,2016,56.54,30.22,35.95,78.86,65.14,80.02,78.76
Karnataka,Koppal,2020,76.54,73.57,67.96,10.88,45.96,42.24,75.83
Karnataka,Dharwad,2018,57.62,31.79,20.35,80.97,83.24,77.68,29.67
Uttar Pradesh,Etawah,2020,94.32,28.55,81.77,61.7,76.03,70.27,93.91
Odisha,Dhenkanal,2020,16.32,65.29,11.17,24.95,79.3,17.35,93.28
Meghalaya,North Garo Hills,2016,76.75,38.39,96.15,56.41,86.94,48.89,44.13
Karnataka,Kalaburagi,2018,49.42,18.14,81.13,71.76,97.8,67.9,89.33
Assam,Nalbari,2021,43.45,23.81,58.88,44.41,20.3,63.65,21.84
Madhya Pradesh,Niwari,2024,67.87,58.02,97.3,54.67,41.38,18.23,37.06
Rajasthan,Dausa,2023,61.33,36.65,65.3,76.39,14.49,40.09,38.35
Rajasthan,Rajsamand,2022,96.17,18.57,81.57,56.48,57.44,76.28,80.47
Karnataka,Chitradurga,2023,44.79,87.01,73.29,16.57,58.13,51.85,46.67
Chhattisgarh,Kabirdham,2020,45.7,52.94,72.66,93.59,77.54,77.76,10.19
West Bengal,Paschim Bardhaman,2019,22.0,63.54,42.24,67.81,55.3,43.5,18.6
Rajasthan,Tonk,2024,35.88,88.14,46.76,29.89,58.35,46.41,72.14
Meghalaya,East Garo Hills,2025,66.5,21.06,98.58,56.98,50.03,94.97,80.74
Tamil Nadu,Pudukkottai,2025,17.63,29.42,55.12,41.97,48.88,32.47,74.95
Andhra Pradesh,Parvathipuram Manyam,2017,99.68,73.47,17.59,20.08,71.55,17.8,90.9
West Bengal,Dakshin Dinajpur,2018,12.08,37.68,50.7,89.96,81.76,42.64,30.98
Arunachal Pradesh,Lepa Rada,2015,47.04,18.46,95.04,52.86,79.25,29.54,77.95
Madhya Pradesh,Barwani,2022,59.96,12.61,89.65,69.06,75.88,29.9,89.44
Chhattisgarh,Mahasamund,2015,18.3,34.8,11.59,42.57,78.32,55.02,66.68
Maharashtra,Ratnagiri,2018,17.35,78.68,72.03,29.89,19.38,29.0,83.34
Kerala,Alappuzha,2015,64.32,92.63,21.84,17.19,80.1,82.62,91.49
Mizoram,Aizawl,2019,88.11,14.47,77.24,65.3,73.63,29.31,37.45
Maharashtra,Bhandara,2019,26.75,22.57,56.74,33.49,38.89,46.26,58.01
Madhya Pradesh,Sidhi,2018,97.33,96.35,62.56,16.34,48.45,91.11,16.11
Rajasthan,Jhunjhunu,2018,93.66,31.99,47.87,76.55,80.13,58.75,37.88
Bihar,Darbhanga,2017,41.25,62.82,27.44,68.4,32.96,54.98,92.84
Meghalaya,North Garo Hills,2016,29.03,49.25,13.81,89.53,39.46,74.37,67.77
Madhya Pradesh,Harda,2024,11.63,50.56,37.18,25.4,70.87,53.29,91.13
Chhattisgarh,Surajpur,2024,62.27,25.52,18.62,74.73,23.3,99.76,38.86
West Bengal,Purba Bardhaman,2020,44.73,37.08,40.79,78.39,39.02,64.97,56.72
Himachal Pradesh,Chamba,2025,87.48,86.59,54.3,35.46,58.92,98.55,24.54
Tamil Nadu,Thiruvallur,2021,82.03,69.22,94.52,42.44,26.18,79.21,92.82
Jharkhand,Simdega,2017,26.46,69.81,59.84,88.18,95.4,63.38,99.69
Chhattisgarh,Bastar,2018,77.12,30.43,46.59,40.75,27.53,88.55,70.4
Punjab,Moga,2018,53.22,72.29,41.77,15.19,34.3,98.62,64.6
Bihar,Araria,2021,66.64,54.42,22.56,48.54,89.66,43.42,57.11
Madhya Pradesh,Bhopal,2015,68.68,87.53,80.71,41.11,64.44,16.65,40.82
Punjab,Ferozepur,2024,34.82,62.91,92.99,79.24,63.35,57.54,40.7
Madhya Pradesh,Vidisha,2015,44.29,43.22,96.48,22.11,78.06,53.37,74.27
Uttarakhand,Bageshwar,2020,87.26,47.5,52.65,28.94,66.5,97.08,62.66
Chhattisgarh,Surajpur,2021,18.15,14.27,45.65,87.01,39.15,97.11,48.26
Kerala,Wayanad,2017,51.33,33.42,65.88,94.82,46.0,79.6,64.26
Uttar Pradesh,Kasganj,2017,57.07,45.24,67.84,13.59,67.32,12.41,28.05
Maharashtra,Hingoli,2018,91.63,22.29,32.07,31.29,27.22,92.19,61.36
Telangana,Mahabubabad,2015,76.93,46.28,37.81,14.73,41.56,72.01,27.66
Arunachal Pradesh,East Kameng,2015,49.9,41.67,99.48,80.17,63.8,40.04,73.69
Chhattisgarh,Bilaspur,2021,83.76,85.36,90.19,16.47,43.33,36.9,40.03
Bihar,Madhepura,2025,14.53,99.33,96.59,32.83,87.59,37.37,87.19
Tamil Nadu,Perambalur,2019,79.73,65.03,79.17,96.26,38.93,46.71,88.79
Madhya Pradesh,Rewa,2025,38.59,30.2,26.06,73.41,21.2,95.98,63.11
Madhya Pradesh,Sagar,2024,12.36,99.58,88.02,76.25,85.38,16.94,36.23
Jharkhand,East Singhbhum,2021,50.61,84.91,64.48,77.51,99.76,77.6,59.36
Nagaland,Shamator,2018,44.35,51.41,13.87,31.99,91.81,25.26,44.46
Jharkhand,East Singhbhum,2019,27.8,57.14,19.39,43.02,17.16,34.61,10.63
Madhya Pradesh,Jhabua,2019,85.54,13.77,59.57,96.96,45.58,46.4,12.52
Andhra Pradesh,YSR Kadapa,2022,66.01,13.12,17.93,80.8,46.75,41.42,77.33
Karnataka,Haveri,2015,41.51,57.47,23.77,92.35,71.01,25.14,37.1
Maharashtra,Amravati,2025,15.8,21.83,56.75,95.96,83.19,22.55,54.14
Uttarakhand,Almora,2018,61.88,44.43,17.34,45.78,34.04,37.48,46.15
Meghalaya,South West Garo Hills,2018,35.97,92.58,66.58,53.62,34.54,85.38,41.15
Assam,Baksa,2023,65.45,89.95,58.03,44.87,84.79,78.75,47.13
Gujarat,Chhota Udepur,2017,19.42,12.67,75.49,94.54,91.05,45.21,10.74
West Bengal,Nadia,2024,45.68,19.48,95.85,95.65,74.31,14.49,87.43
Madhya Pradesh,Rajgarh,2019,58.22,18.07,23.74,24.73,44.04,54.62,85.16
Haryana,Fatehabad,2015,98.28,26.59,44.7,69.5,60.06,99.85,14.8
Himachal Pradesh,Kangra,2022,35.87,55.78,32.72,26.6,56.42,47.5,31.72
Gujarat,Mehsana,2024,75.08,82.57,95.89,69.73,22.82,72.64,49.63
Rajasthan,Jhunjhunu,2015,95.1,73.35,16.13,17.67,79.76,62.36,54.44
Tamil Nadu,Pudukkottai,2020,60.39,13.68,58.08,32.74,53.35,59.38,48.94
Assam,Barpeta,2018,17.11,78.62,36.63,95.82,41.9,46.27,14.84
Bihar,Saran,2016,85.62,25.77,23.74,31.01,39.64,65.02,50.26
Maharashtra,Gondia,2024,83.24,79.84,65.17,18.78,65.91,97.44,30.52
Rajasthan,Sikar,2025,35.82,94.77,72.87,74.3,72.02,47.93,25.52
Maharashtra,Sangli,2025,13.49,57.54,77.28,84.28,40.83,13.24,77.26
Punjab,Shaheed Bhagat Singh Nagar (Nawanshahr),2024,26.08,62.91,80.55,42.77,20.6,37.9,15.35
Gujarat,Gandhinagar,2020,93.2,13.8,83.35,19.73,35.02,30.75,92.76
Tamil Nadu,Ariyalur,2017,51.61,97.07,20.5,98.43,28.65,16.33,89.69
Andhra Pradesh,Vizianagaram,2016,33.57,45.35,41.11,17.56,91.93,72.18,51.22
Tamil Nadu,Kallakurichi,2016,63.64,20.69,69.42,57.78,21.73,45.56,95.98
Madhya Pradesh,Katni,2024,91.46,57.15,25.98,74.6,65.09,26.72,97.47
Tamil Nadu,Tirunelveli,2018,11.93,33.42,70.93,71.16,61.38,88.05,62.8
Haryana,Yamunanagar,2022,99.44,49.92,53.28,87.45,19.09,35.25,17.53
Kerala,Ernakulam,2015,58.42,85.3,59.37,41.07,94.65,94.11,77.98
West Bengal,Uttar Dinajpur,2023,26.7,31.16,75.48,44.8,19.18,22.77,67.19
Maharashtra,Chandrapur,2015,90.35,55.12,87.07,98.2,57.55,31.45,96.39
