state,district,year,it_companies,tech_startups,internet_users,mobile_users,data_centers
Maharashtra,Chandrapur,2019,1088,582,816035,2328455,6
Maharashtra,Chandrapur,2020,1453,99,1028384,2481281,4
Maharashtra,Chandrapur,2021,1776,431,823043,1871508,15
Maharashtra,Chandrapur,2022,1138,477,623374,1731185,12
Maharashtra,Chandrapur,2023,741,452,372773,2406629,5
Maharashtra,Chandrapur,2024,1915,65,1631073,2055402,14
Maharashtra,Chandrapur,2025,955,429,1506432,482994,4
Maharashtra,Dhule,2015,1486,516,1761140,574091,8
Maharashtra,Dhule,2016,1192,422,1147818,2836832,6
Maharashtra,Dhule,2017,1659,147,381454,1013855,8
Maharashtra,Dhule,2018,917,523,394434,1001705,11
Maharashtra,Dhule,2019,278,987,1721018,314205,3
Maharashtra,Dhule,2020,38,119,1453296,526244,10
Maharashtra,Dhule,2021,381,501,1510797,1695430,2
Maharashtra,Dhule,2022,343,191,257732,2916221,7
Maharashtra,Dhule,2023,1388,569,396597,312685,18
Maharashtra,Dhule,2024,1039,232,724639,1358457,2
Maharashtra,Dhule,2025,1196,135,1281518,2173684,3
Maharashtra,Gadchiroli,2015,1591,109,1065376,1539470,2
Maharashtra,Gadchiroli,2016,1078,118,1939222,705464,10
Maharashtra,Gadchiroli,2017,1398,710,326119,2599521,18
Maharashtra,Gadchiroli,2018,669,199,97624,2174662,19
Maharashtra,Gadchiroli,2019,1053,778,908821,1473161,16
Maharashtra,Gadchiroli,2020,1820,697,226772,2647899,5
Maharashtra,Gadchiroli,2021,1817,642,699233,1982983,20
Maharashtra,Gadchiroli,2022,1927,547,1626522,2620894,17
Maharashtra,Gadchiroli,2023,527,914,1100192,2742289,6
Maharashtra,Gadchiroli,2024,501,452,789280,744653,16
Maharashtra,Gadchiroli,2025,1527,751,479273,1116324,8
Maharashtra,Gondia,2015,453,833,1232245,635129,16
Maharashtra,Gondia,2016,1130,107,1182894,381755,18
Maharashtra,Gondia,2017,1284,162,1541517,1199976,3
Maharashtra,Gondia,2018,1497,326,595125,2122796,10
Maharashtra,Gondia,2019,129,731,1014599,524609,1
Maharashtra,Gondia,2020,1827,330,1733948,2490185,7
Maharashtra,Gondia,2021,391,871,1119574,334612,4
Maharashtra,Gondia,2022,1537,632,303506,1576586,2
Maharashtra,Gondia,2023,236,908,1835596,502845,16
Maharashtra,Gondia,2024,1851,405,625095,1326484,20
Maharashtra,Gondia,2025,279,752,574347,2877615,15
Maharashtra,Hingoli,2015,42,92,1484230,1611411,14
Maharashtra,Hingoli,2016,212,727,922122,817576,4
Maharashtra,Hingoli,2017,1672,978,808656,2772925,15
Maharashtra,Hingoli,2018,1707,137,285742,2427684,13
Maharashtra,Hingoli,2019,1905,962,908460,1254616,4
Maharashtra,Hingoli,2020,84,50,1382819,1904586,3
Maharashtra,Hingoli,2021,108,932,921651,2861119,12
Maharashtra,Hingoli,2022,1258,226,389268,433138,5
Maharashtra,Hingoli,2023,86,478,420867,2691760,17
Maharashtra,Hingoli,2024,276,726,455159,1953934,16
Maharashtra,Hingoli,2025,656,999,884083,509303,20
Maharashtra,Jalgaon,2015,792,796,1720538,292342,20
Maharashtra,Jalgaon,2016,341,1000,1564010,1561189,15
Maharashtra,Jalgaon,2017,314,946,1418845,1275906,2
Maharashtra,Jalgaon,2018,347,442,995382,712840,19
Maharashtra,Jalgaon,2019,794,108,1312978,2386430,5
Maharashtra,Jalgaon,2020,1316,235,155520,1988551,3
Maharashtra,Jalgaon,2021,770,322,1868431,2646212,20
Maharashtra,Jalgaon,2022,844,139,180575,2704027,19
Maharashtra,Jalgaon,2023,1176,170,1246827,2326290,8
Maharashtra,Jalgaon,2024,8,182,412468,170063,4
Maharashtra,Jalgaon,2025,55,176,1532449,2926623,0
Maharashtra,Jalna,2015,326,688,649864,2110614,5
Maharashtra,Jalna,2016,1844,161,35012,2955082,7
Maharashtra,Jalna,2017,996,947,875627,1354437,17
Maharashtra,Jalna,2018,1601,937,1321354,2741558,6
Maharashtra,Jalna,2019,940,142,1510640,796694,19
Maharashtra,Jalna,2020,1253,438,1523944,173223,2
Maharashtra,Jalna,2021,580,575,1847966,270294,20
Maharashtra,Jalna,2022,1332,739,170970,2401117,7
Maharashtra,Jalna,2023,1582,381,323658,1145604,17
Maharashtra,Jalna,2024,1219,105,1144929,822407,13
Maharashtra,Jalna,2025,1370,902,1997694,1415950,15
Maharashtra,Kolhapur,2015,1479,427,1454918,566900,16
Maharashtra,Kolhapur,2016,1465,791,1804943,268997,0
Maharashtra,Kolhapur,2017,434,903,614830,250262,14
Maharashtra,Kolhapur,2018,1331,648,1343995,2844000,17
Maharashtra,Kolhapur,2019,1581,188,375912,287179,10
Maharashtra,Kolhapur,2020,1870,431,1050254,2699589,12
Maharashtra,Kolhapur,2021,441,602,955214,214169,20
Maharashtra,Kolhapur,2022,1601,442,1008127,2649391,6
Maharashtra,Kolhapur,2023,657,700,1160306,170934,19
Maharashtra,Kolhapur,2024,618,551,1869368,722692,16
Maharashtra,Kolhapur,2025,1907,979,1164592,481257,6
Maharashtra,Latur,2015,267,549,698941,2881337,20
Maharashtra,Latur,2016,1400,872,1942133,2018224,8
Maharashtra,Latur,2017,72,154,1496459,1075272,15
Maharashtra,Latur,2018,892,326,924337,458224,9
Maharashtra,Latur,2019,938,946,1939088,2688523,8
Maharashtra,Latur,2020,1396,378,485065,1513024,3
Maharashtra,Latur,2021,433,755,1146362,933052,16
Maharashtra,Latur,2022,1222,203,226436,1756751,1
Maharashtra,Latur,2023,612,352,1070720,546496,12
Maharashtra,Latur,2024,566,387,264251,352438,1
Maharashtra,Latur,2025,1692,295,1391911,1522614,20
Maharashtra,Mumbai City,2015,508,305,110501,999246,17
Maharashtra,Mumbai City,2016,1699,472,1370639,2811753,14
Maharashtra,Mumbai City,2017,1743,118,1523541,1082263,1
Maharashtra,Mumbai City,2018,929,340,1423195,326655,20
Maharashtra,Mumbai City,2019,1683,522,1252404,2939647,12
Maharashtra,Mumbai City,2020,934,629,178354,2529717,19
Maharashtra,Mumbai City,2021,1049,521,1145612,1447647,20
Maharashtra,Mumbai City,2022,139,252,1894723,250876,1
Maharashtra,Mumbai City,2023,1006,710,710080,1241378,6
Maharashtra,Mumbai City,2024,1849,954,1649301,2215199,5
Maharashtra,Mumbai City,2025,689,529,1083238,2022923,4
Maharashtra,Mumbai Suburban,2015,569,439,230357,24603,14
Maharashtra,Mumbai Suburban,2016,1987,565,1024102,2770960,9
Maharashtra,Mumbai Suburban,2017,1497,41,1150773,2538906,1
Maharashtra,Mumbai Suburban,2018,636,534,1639910,255811,15
Maharashtra,Mumbai Suburban,2019,1627,160,402603,2064432,15
Maharashtra,Mumbai Suburban,2020,723,351,1015843,685449,0
Maharashtra,Mumbai Suburban,2021,1240,795,344678,2942376,3
Maharashtra,Mumbai Suburban,2022,861,412,1482375,779396,8
Maharashtra,Mumbai Suburban,2023,1311,743,321546,156199,0
Maharashtra,Mumbai Suburban,2024,1997,606,648197,2623256,20
Maharashtra,Mumbai Suburban,2025,754,66,1005758,2820647,15
Maharashtra,Nagpur,2015,905,592,884153,1010316,17
Maharashtra,Nagpur,2016,405,353,1174995,541338,3
Maharashtra,Nagpur,2017,717,720,557427,2928133,4
Maharashtra,Nagpur,2018,961,207,1149073,2774108,7
Maharashtra,Nagpur,2019,1117,832,303189,700357,3
Maharashtra,Nagpur,2020,793,788,1604732,1130223,11
Maharashtra,Nagpur,2021,1109,24,207545,1175631,0
Maharashtra,Nagpur,2022,1352,231,408040,1623683,3
Maharashtra,Nagpur,2023,804,764,859207,1874285,15
Maharashtra,Nagpur,2024,1138,483,1358079,500850,12
Maharashtra,Nagpur,2025,164,134,705123,1622173,6
Maharashtra,Nanded,2015,1185,319,1100575,2693557,17
Maharashtra,Nanded,2016,1126,559,1414842,2442540,18
Maharashtra,Nanded,2017,518,239,1981050,84557,15
Maharashtra,Nanded,2018,1483,403,228964,1783876,14
Maharashtra,Nanded,2019,1096,76,1242721,1595117,2
Maharashtra,Nanded,2020,440,584,1000805,1986651,11
Maharashtra,Nanded,2021,701,288,1904300,2279170,3
Maharashtra,Nanded,2022,1258,716,1700553,704757,3
Maharashtra,Nanded,2023,793,24,630043,264242,14
Maharashtra,Nanded,2024,186,958,1637983,429215,1
Maharashtra,Nanded,2025,1979,856,1890218,2536605,19
Maharashtra,Nandurbar,2015,358,187,898464,318488,20
Maharashtra,Nandurbar,2016,677,374,146051,749017,14
Maharashtra,Nandurbar,2017,684,462,64610,2231868,19
Maharashtra,Nandurbar,2018,1901,999,1853896,586469,4
Maharashtra,Nandurbar,2019,1715,822,758518,816908,1
Maharashtra,Nandurbar,2020,274,981,1736450,825817,6
Maharashtra,Nandurbar,2021,233,170,1068064,339495,19
Maharashtra,Nandurbar,2022,1710,186,1602276,1130119,4
Maharashtra,Nandurbar,2023,434,937,1806396,267937,18
Maharashtra,Nandurbar,2024,99,967,1046967,377965,11
Maharashtra,Nandurbar,2025,1740,956,1292812,2826722,5
Maharashtra,Nashik,2015,1168,696,802098,185118,5
Maharashtra,Nashik,2016,1829,10,1062891,2764978,11
Maharashtra,Nashik,2017,845,372,1417566,2311850,17
Maharashtra,Nashik,2018,1574,70,84578,287318,6
Maharashtra,Nashik,2019,826,299,1217671,2854478,20
Maharashtra,Nashik,2020,86,211,1716063,2159545,19
Maharashtra,Nashik,2021,1749,807,298750,1796103,0
Maharashtra,Nashik,2022,1495,809,809547,1019789,7
Maharashtra,Nashik,2023,1857,80,1695364,2435543,16
Maharashtra,Nashik,2024,1910,153,224646,1989428,6
Maharashtra,Nashik,2025,855,517,1181273,638812,15
Maharashtra,Osmanabad (Dharashiv),2015,1638,583,451939,2676558,14
Maharashtra,Osmanabad (Dharashiv),2016,1620,95,268052,145841,10
Maharashtra,Osmanabad (Dharashiv),2017,649,425,1810002,2024556,12
Maharashtra,Osmanabad (Dharashiv),2018,1014,745,143754,27602,16
Maharashtra,Osmanabad (Dharashiv),2019,928,19,1919705,91504,20
Maharashtra,Osmanabad (Dharashiv),2020,1696,33,1555088,1532967,6
Maharashtra,Osmanabad (Dharashiv),2021,1149,273,631831,2156562,2
Maharashtra,Osmanabad (Dharashiv),2022,300,133,863865,1831014,17
Maharashtra,Osmanabad (Dharashiv),2023,1377,232,878914,2389960,11
Maharashtra,Osmanabad (Dharashiv),2024,1118,106,321025,773011,20
Maharashtra,Osmanabad (Dharashiv),2025,624,152,1814230,34860,2
Maharashtra,Palghar,2015,1651,615,659346,1589555,11
Maharashtra,Palghar,2016,332,111,570899,1830973,4
Maharashtra,Palghar,2017,327,398,501751,550748,13
Maharashtra,Palghar,2018,1039,776,1114941,1631889,18
Maharashtra,Palghar,2019,105,404,1422084,416882,7
Maharashtra,Palghar,2020,176,620,1960267,1053123,1
Maharashtra,Palghar,2021,756,773,343484,2726325,17
Maharashtra,Palghar,2022,56,312,390801,550956,10
Maharashtra,Palghar,2023,297,528,1467048,2831197,19
Maharashtra,Palghar,2024,1225,12,553372,2316261,10
Maharashtra,Palghar,2025,564,508,1079287,1283162,4
Maharashtra,Parbhani,2015,490,129,1813954,2806774,1
Maharashtra,Parbhani,2016,1515,425,1506459,398302,19
Maharashtra,Parbhani,2017,78,582,615287,853376,2
Maharashtra,Parbhani,2018,1238,156,191845,2206677,10
Maharashtra,Parbhani,2019,1479,405,994904,1837578,13
Maharashtra,Parbhani,2020,1254,944,1903365,1840363,5
Maharashtra,Parbhani,2021,749,26,1283818,2401641,1
Maharashtra,Parbhani,2022,881,523,1019738,1866249,1
Maharashtra,Parbhani,2023,604,587,873786,2611155,8
Maharashtra,Parbhani,2024,1844,419,155584,496999,2
Maharashtra,Parbhani,2025,232,73,1420441,2201457,11
Maharashtra,Pune,2015,1368,543,67141,1236602,15
Maharashtra,Pune,2016,338,545,332263,125356,15
Maharashtra,Pune,2017,571,706,1161261,1247126,2
Maharashtra,Pune,2018,1649,457,1512313,1304654,9
Maharashtra,Pune,2019,1080,128,1863229,400480,12
Maharashtra,Pune,2020,493,226,647533,2822307,16
Maharashtra,Pune,2021,1739,141,1996419,2975383,0
Maharashtra,Pune,2022,1726,586,904156,2416955,1
Maharashtra,Pune,2023,1471,700,85838,809029,18
Maharashtra,Pune,2024,1728,676,1919567,639874,18
Maharashtra,Pune,2025,199,218,1413253,2485685,14
Maharashtra,Raigad,2015,344,400,394810,2247997,14
Maharashtra,Raigad,2016,1436,437,638314,2296781,2
Maharashtra,Raigad,2017,1921,763,137201,1539997,9
Maharashtra,Raigad,2018,1150,928,1588885,1213729,20
Maharashtra,Raigad,2019,1010,641,1952385,1068977,12
Maharashtra,Raigad,2020,1089,753,1662015,2563872,16
Maharashtra,Raigad,2021,1139,681,844541,1361845,11
Maharashtra,Raigad,2022,185,129,1118845,915180,5
Maharashtra,Raigad,2023,1347,896,664802,405129,19
Maharashtra,Raigad,2024,1583,920,952455,2546951,14
Maharashtra,Raigad,2025,574,865,871228,1020353,18
Maharashtra,Ratnagiri,2015,56,669,1050335,96237,2
Maharashtra,Ratnagiri,2016,492,446,1565468,508452,16
Maharashtra,Ratnagiri,2017,1894,995,253279,784398,11
Maharashtra,Ratnagiri,2018,1626,388,434355,78414,18
Maharashtra,Ratnagiri,2019,623,660,1384790,368860,3
Maharashtra,Ratnagiri,2020,1025,83,1236573,1435902,9
Maharashtra,Ratnagiri,2021,1575,912,1501289,2904832,0
Maharashtra,Ratnagiri,2022,990,946,702520,1424262,1
Maharashtra,Ratnagiri,2023,1798,985,511769,104894,15
Maharashtra,Ratnagiri,2024,723,944,79660,2388924,1
Maharashtra,Ratnagiri,2025,1787,259,1446307,47579,18
Maharashtra,Sangli,2015,492,324,848271,775789,9
Maharashtra,Sangli,2016,299,584,1450530,2866130,8
Maharashtra,Sangli,2017,472,538,1087175,1180343,9
Maharashtra,Sangli,2018,1166,445,1066436,780070,7
Maharashtra,Sangli,2019,252,225,149575,2535106,9
Maharashtra,Sangli,2020,1992,830,1780164,1120904,13
Maharashtra,Sangli,2021,1395,382,1932678,1908935,16
Maharashtra,Sangli,2022,1671,198,178849,2286589,2
Maharashtra,Sangli,2023,887,262,952351,2275847,19
Maharashtra,Sangli,2024,600,189,1155153,1127443,9
Maharashtra,Sangli,2025,1514,83,1916604,1728399,11
Maharashtra,Satara,2015,1256,185,340265,2186780,6
Maharashtra,Satara,2016,874,832,1105460,921694,0
Maharashtra,Satara,2017,84,780,650550,768792,9
Maharashtra,Satara,2018,1526,490,1181974,1257306,2
Maharashtra,Satara,2019,1402,268,821159,1217425,10
Maharashtra,Satara,2020,489,968,1359878,850615,13
Maharashtra,Satara,2021,1091,114,1655867,1409571,1
Maharashtra,Satara,2022,345,284,1618751,2031353,20
Maharashtra,Satara,2023,1870,755,564433,1558347,5
Maharashtra,Satara,2024,670,365,1167857,710599,4
Maharashtra,Satara,2025,1344,343,518945,587145,19
Maharashtra,Sindhudurg,2015,870,615,1408048,2115003,13
Maharashtra,Sindhudurg,2016,399,458,144025,641990,7
Maharashtra,Sindhudurg,2017,1126,29,1170031,2859464,1
Maharashtra,Sindhudurg,2018,787,651,1707566,370487,4
Maharashtra,Sindhudurg,2019,1193,592,1101611,742152,4
Maharashtra,Sindhudurg,2020,1524,747,310057,1851501,3
Maharashtra,Sindhudurg,2021,742,749,892005,1775487,10
Maharashtra,Sindhudurg,2022,799,996,303473,2585951,2
Maharashtra,Sindhudurg,2023,522,293,200726,2721462,20
Maharashtra,Sindhudurg,2024,1581,707,1327083,700829,15
Maharashtra,Sindhudurg,2025,1885,17,1486873,1428048,18
Maharashtra,Solapur,2015,1184,908,1998429,1792622,20
Maharashtra,Solapur,2016,1009,462,669315,2612265,19
Maharashtra,Solapur,2017,793,711,1588782,2364082,16
Maharashtra,Solapur,2018,709,353,1363871,553936,3
Maharashtra,Solapur,2019,1052,804,1207824,986550,3
Maharashtra,Solapur,2020,504,743,1231665,1637246,14
Maharashtra,Solapur,2021,1874,559,1667311,1601388,9
Maharashtra,Solapur,2022,547,178,173746,914010,12
Maharashtra,Solapur,2023,744,898,933502,564592,19
Maharashtra,Solapur,2024,1963,477,1833895,880501,4
Maharashtra,Solapur,2025,418,21,325945,142834,20
Maharashtra,Thane,2015,1681,715,873570,837430,19
Maharashtra,Thane,2016,837,795,1261493,1326804,5
Maharashtra,Thane,2017,1044,85,1854914,829635,7
Maharashtra,Thane,2018,1339,482,1135168,1691641,18
Maharashtra,Thane,2019,1073,743,675474,1563479,3
Maharashtra,Thane,2020,1933,300,673505,474996,16
Maharashtra,Thane,2021,1856,900,717949,1076706,15
Maharashtra,Thane,2022,1509,675,554834,1303704,10
Maharashtra,Thane,2023,1052,528,922161,1538438,5
Maharashtra,Thane,2024,1066,627,1603705,2673581,17
Maharashtra,Thane,2025,1796,492,1168089,1360520,19
Maharashtra,Wardha,2015,1619,579,1014802,2261939,6
Maharashtra,Wardha,2016,1785,243,545045,2990713,7
Maharashtra,Wardha,2017,453,478,253206,2950838,13
Maharashtra,Wardha,2018,552,908,519815,2347152,3
Maharashtra,Wardha,2019,1671,521,80011,1189315,6
Maharashtra,Wardha,2020,1252,429,268956,1266888,15
Maharashtra,Wardha,2021,744,238,1472959,2518309,15
Maharashtra,Wardha,2022,1109,654,707436,2925326,11
Maharashtra,Wardha,2023,1314,543,752198,700326,20
Maharashtra,Wardha,2024,1104,757,1316667,475127,15
Maharashtra,Wardha,2025,331,996,985369,2321926,14
Maharashtra,Washim,2015,1745,238,1005861,257839,9
Maharashtra,Washim,2016,1305,728,1432712,742892,15
Maharashtra,Washim,2017,60,759,314372,1698511,20
Maharashtra,Washim,2018,242,335,1755583,2454859,11
Maharashtra,Washim,2019,892,298,1830549,139467,20
Maharashtra,Washim,2020,222,215,991048,2426087,6
Maharashtra,Washim,2021,309,467,1933905,33315,18
Maharashtra,Washim,2022,1583,659,1517286,2513369,14
Maharashtra,Washim,2023,1393,560,1473962,1314220,11
Maharashtra,Washim,2024,1539,227,982231,1745336,10
Maharashtra,Washim,2025,1352,261,1149350,2262355,20
Maharashtra,Yavatmal,2015,353,621,1057027,2716168,18
Maharashtra,Yavatmal,2016,1465,793,88440,2007954,11
Maharashtra,Yavatmal,2017,1955,812,552395,1950945,11
Maharashtra,Yavatmal,2018,1675,751,19394,769479,14
Maharashtra,Yavatmal,2019,1295,998,1786091,2858263,14
Maharashtra,Yavatmal,2020,1987,993,1262781,1537487,14
Maharashtra,Yavatmal,2021,1644,22,1665404,1475341,15
Maharashtra,Yavatmal,2022,259,872,1796863,2060776,14
Maharashtra,Yavatmal,2023,784,564,388065,1066171,20
Maharashtra,Yavatmal,2024,865,610,124942,122460,19
Maharashtra,Yavatmal,2025,764,469,1397508,1047259,8
Manipur,Bishnupur,2015,478,267,1566876,1430323,13
Manipur,Bishnupur,2016,609,691,1296803,2000286,8
Manipur,Bishnupur,2017,1524,232,577533,1433992,6
Manipur,Bishnupur,2018,563,608,862180,2510912,19
Manipur,Bishnupur,2019,1144,795,1614319,1492666,8
Manipur,Bishnupur,2020,1857,313,1286825,857686,11
Manipur,Bishnupur,2021,612,571,1791010,2488105,18
Manipur,Bishnupur,2022,1532,538,1909961,151863,2
Manipur,Bishnupur,2023,49,601,1416189,50054,7
Manipur,Bishnupur,2024,1119,954,1242344,922274,8
Manipur,Bishnupur,2025,1174,982,864191,466835,20
Manipur,Chandel,2015,386,415,1357440,38609,10
Manipur,Chandel,2016,1555,557,858398,267527,3
Manipur,Chandel,2017,60,600,1677571,332599,1
Manipur,Chandel,2018,113,711,473505,1268728,16
Manipur,Chandel,2019,1110,859,738586,1338427,19
Manipur,Chandel,2020,1378,812,1337196,1829544,16
Manipur,Chandel,2021,1053,975,687254,1375941,4
Manipur,Chandel,2022,725,328,916753,1303191,20
Manipur,Chandel,2023,1687,603,1988230,2434874,9
Manipur,Chandel,2024,1293,596,1140004,630892,19
Manipur,Chandel,2025,1036,45,709887,1041871,14
Manipur,Churachandpur,2015,1428,592,1256551,1621454,14
Manipur,Churachandpur,2016,1630,927,786830,1609795,3
Manipur,Churachandpur,2017,1837,110,1233606,377382,16
Manipur,Churachandpur,2018,36,949,722529,1406820,15
Manipur,Churachandpur,2019,628,430,1891194,1789134,14
Manipur,Churachandpur,2020,1010,945,894162,944542,20
Manipur,Churachandpur,2021,559,832,1450992,2190156,0
Manipur,Churachandpur,2022,619,118,250592,576505,14
Manipur,Churachandpur,2023,178,540,1801682,160413,20
Manipur,Churachandpur,2024,1757,413,1327599,581141,7
Manipur,Churachandpur,2025,1531,160,159523,1997187,4
Manipur,Imphal East,2015,307,118,349609,1639107,20
Manipur,Imphal East,2016,851,346,1035295,2672936,5
Manipur,Imphal East,2017,1817,245,676107,2834012,2
Manipur,Imphal East,2018,764,9,1520109,648100,5
Manipur,Imphal East,2019,1262,232,1252743,1188788,3
Manipur,Imphal East,2020,1955,707,1074174,661785,0
Manipur,Imphal East,2021,1693,3,1925632,2907866,10
Manipur,Imphal East,2022,1687,226,1735972,2801470,8
Manipur,Imphal East,2023,1206,747,1351614,1266502,4
Manipur,Imphal East,2024,478,459,560238,719866,7
Manipur,Imphal East,2025,818,889,151029,2496736,13
Manipur,Imphal West,2015,1513,860,521567,2872907,7
Manipur,Imphal West,2016,1759,593,334179,1498085,4
Manipur,Imphal West,2017,1611,532,1461226,1045085,3
Manipur,Imphal West,2018,1918,761,1211789,339532,16
Manipur,Imphal West,2019,455,849,1984996,1285217,11
Manipur,Imphal West,2020,1044,686,509047,1328106,18
Manipur,Imphal West,2021,137,5,1552747,2668253,2
Manipur,Imphal West,2022,1019,931,704872,281880,1
Manipur,Imphal West,2023,1523,425,1277895,2163768,6
Manipur,Imphal West,2024,982,573,1687912,1184587,11
Manipur,Imphal West,2025,1293,357,1618858,993452,11
Manipur,Jiribam,2015,1235,848,1754249,2775219,12
Manipur,Jiribam,2016,946,249,559668,2883441,18
Manipur,Jiribam,2017,20,247,1319270,1392330,14
Manipur,Jiribam,2018,1963,651,764647,1877156,3
Manipur,Jiribam,2019,267,133,413811,140260,2
Manipur,Jiribam,2020,774,523,424655,672765,11
Manipur,Jiribam,2021,292,589,1235688,807784,6
Manipur,Jiribam,2022,1314,456,1347029,1146482,0
Manipur,Jiribam,2023,1879,576,1882946,343840,10
Manipur,Jiribam,2024,829,347,1625028,49318,7
Manipur,Jiribam,2025,69,194,1421339,1687404,18
Manipur,Kakching,2015,1668,215,1666295,2375732,5
Manipur,Kakching,2016,1712,348,1673023,825246,9
Manipur,Kakching,2017,357,346,825933,1649971,4
Manipur,Kakching,2018,1214,999,1468333,863020,8
Manipur,Kakching,2019,400,293,723255,1857095,1
Manipur,Kakching,2020,1375,400,1117083,443688,16
Manipur,Kakching,2021,786,839,1532107,2624961,2
Manipur,Kakching,2022,262,381,1277368,1447841,13
Manipur,Kakching,2023,1073,322,486124,2563262,9
Manipur,Kakching,2024,716,25,343353,1580895,3
Manipur,Kakching,2025,812,33,140989,1285377,18
Manipur,Kamjong,2015,1323,125,962677,1805160,17
Manipur,Kamjong,2016,1090,653,1849383,2542907,6
Manipur,Kamjong,2017,876,27,1071994,2276953,0
Manipur,Kamjong,2018,112,669,533458,548724,10
Manipur,Kamjong,2019,200,783,1129196,1970429,5
Manipur,Kamjong,2020,306,320,1607015,952483,2
Manipur,Kamjong,2021,1199,342,320271,623239,2
Manipur,Kamjong,2022,909,90,932370,1295567,6
Manipur,Kamjong,2023,706,310,563538,192223,10
Manipur,Kamjong,2024,1078,777,11726,2334009,13
Manipur,Kamjong,2025,1406,482,892524,2239987,16
Manipur,Kangpokpi,2015,1626,279,750537,900883,18
Manipur,Kangpokpi,2016,1171,77,1683304,2388271,8
Manipur,Kangpokpi,2017,1036,766,1309767,2152657,1
Manipur,Kangpokpi,2018,1185,461,224993,2814971,16
Manipur,Kangpokpi,2019,776,192,358293,2314863,4
Manipur,Kangpokpi,2020,255,421,1278951,358419,10
Manipur,Kangpokpi,2021,812,711,1799907,1848547,3
Manipur,Kangpokpi,2022,757,355,1048306,2331785,8
Manipur,Kangpokpi,2023,43,811,40046,1301186,2
Manipur,Kangpokpi,2024,305,710,637065,2419332,9
Manipur,Kangpokpi,2025,1259,991,931175,449733,3
Manipur,Noney,2015,801,206,1706113,945338,4
Manipur,Noney,2016,1643,607,56255,2938821,12
Manipur,Noney,2017,1219,186,448216,2677655,6
Manipur,Noney,2018,1173,777,1155945,453238,2
Manipur,Noney,2019,1674,757,790319,2734543,18
Manipur,Noney,2020,425,764,1070807,344307,13
Manipur,Noney,2021,1613,760,847050,2905576,13
Manipur,Noney,2022,311,584,1013222,451613,15
Manipur,Noney,2023,1076,192,772637,711729,20
Manipur,Noney,2024,1673,942,510026,2015062,13
Manipur,Noney,2025,8,478,1182885,1351424,7
Manipur,Pherzawl,2015,1043,392,172717,983679,7
Manipur,Pherzawl,2016,501,958,1116406,2904196,19
Manipur,Pherzawl,2017,1661,587,1988805,2606458,11
Manipur,Pherzawl,2018,247,282,1476555,1740674,5
Manipur,Pherzawl,2019,490,907,633936,1082151,0
Manipur,Pherzawl,2020,1143,19,468650,784744,15
Manipur,Pherzawl,2021,726,591,1162423,1027820,2
Manipur,Pherzawl,2022,1276,223,724730,544477,13
Manipur,Pherzawl,2023,1285,141,13892,234133,3
Manipur,Pherzawl,2024,586,769,1301160,1635346,5
Manipur,Pherzawl,2025,638,354,649654,2272534,11
Manipur,Senapati,2015,237,746,1029694,460711,0
Manipur,Senapati,2016,1413,101,910744,1390173,3
Manipur,Senapati,2017,1133,51,1756225,302560,4
Manipur,Senapati,2018,498,651,1285506,2873510,3
Manipur,Senapati,2019,1172,783,655739,2477445,6
Manipur,Senapati,2020,1848,926,957134,518268,16
Manipur,Senapati,2021,1952,654,346554,341558,8
Manipur,Senapati,2022,1595,316,33942,2536605,13
Manipur,Senapati,2023,901,35,370488,1272142,3
Manipur,Senapati,2024,1599,598,82058,555815,9
Manipur,Senapati,2025,68,989,1151429,1274837,17
Manipur,Tamenglong,2015,51,578,206575,480260,1
Manipur,Tamenglong,2016,423,926,342196,426022,3
Manipur,Tamenglong,2017,915,519,78148,2156321,14
Manipur,Tamenglong,2018,1526,758,120528,2509722,17
Manipur,Tamenglong,2019,105,825,525716,2775652,12
Manipur,Tamenglong,2020,1947,477,1475162,1296388,15
Manipur,Tamenglong,2021,1712,291,802014,576936,18
Manipur,Tamenglong,2022,8,993,1743448,1281644,18
Manipur,Tamenglong,2023,768,225,945792,1560518,16
Manipur,Tamenglong,2024,1025,286,234889,1552203,18
Manipur,Tamenglong,2025,289,798,220860,2382146,12
Manipur,Tengnoupal,2015,1263,126,614380,1465021,0
Manipur,Tengnoupal,2016,104,163,28710,567160,0
Manipur,Tengnoupal,2017,1467,738,1176588,697182,18
Manipur,Tengnoupal,2018,505,346,471584,544165,14
Manipur,Tengnoupal,2019,1888,209,895339,2727148,20
Manipur,Tengnoupal,2020,1320,158,894227,2824255,1
Manipur,Tengnoupal,2021,47,313,1959415,2623859,16
Manipur,Tengnoupal,2022,1755,785,1318963,606112,19
Manipur,Tengnoupal,2023,742,233,1196945,125079,15
Manipur,Tengnoupal,2024,1941,614,1994059,1539011,3
Manipur,Tengnoupal,2025,84,888,757994,1699671,7
Manipur,Thoubal,2015,937,390,1412289,2613255,12
Manipur,Thoubal,2016,1450,215,523305,512763,17
Manipur,Thoubal,2017,1833,438,219340,643143,6
Manipur,Thoubal,2018,1350,759,108283,1214811,9
Manipur,Thoubal,2019,263,521,51417,1997963,6
Manipur,Thoubal,2020,1603,288,1050701,199917,16
Manipur,Thoubal,2021,607,587,457237,2594142,20
Manipur,Thoubal,2022,252,774,1829299,321441,9
Manipur,Thoubal,2023,1028,363,585127,1020065,15
Manipur,Thoubal,2024,1777,279,1898500,851750,9
