state,district,year,district_gdp,per_capita_income,industrial_output,agriculture_output,service_sector_output
Manipur,Bishnupur,2017,157326,192831,49849,47351,85775
Manipur,Bishnupur,2018,167139,184105,41158,23883,85562
Manipur,Bishnupur,2019,129968,218004,35243,53621,61817
Manipur,Bishnupur,2020,96484,213808,70414,22730,11573
Manipur,Bishnupur,2021,170740,183651,73928,41748,89614
Manipur,Bishnupur,2022,48677,165641,12008,5443,50612
Manipur,Bishnupur,2023,95020,244892,14727,33988,24540
Manipur,Bishnupur,2024,70379,160790,29864,27174,56445
Manipur,Bishnupur,2025,31918,267954,56180,43214,50103
Manipur,Chandel,2015,126629,194799,22113,53483,25624
Manipur,Chandel,2016,149636,236726,73049,21021,57529
Manipur,Chandel,2017,68601,296149,18930,5615,50474
Manipur,Chandel,2018,18248,108729,68193,38028,87025
Manipur,Chandel,2019,91497,93613,74887,39082,9185
Manipur,Chandel,2020,141269,136126,73664,25227,27534
Manipur,Chandel,2021,92941,251400,46917,59628,26272
Manipur,Chandel,2022,199003,292349,70156,49363,28769
Manipur,Chandel,2023,25968,115871,78664,53784,20662
Manipur,Chandel,2024,87890,267794,57584,45831,37234
Manipur,Chandel,2025,103487,61700,38860,36980,8904
Manipur,Churachandpur,2015,188596,118997,30663,35547,69595
Manipur,Churachandpur,2016,24021,171305,11904,41856,34716
Manipur,Churachandpur,2017,187653,178720,11779,13854,2792
Manipur,Churachandpur,2018,70652,217937,23166,40659,53948
Manipur,Churachandpur,2019,181815,56705,39288,50576,67543
Manipur,Churachandpur,2020,33023,180912,14930,1797,4709
Manipur,Churachandpur,2021,188521,74849,32180,41288,65015
Manipur,Churachandpur,2022,66802,83172,34531,28688,11784
Manipur,Churachandpur,2023,175115,94920,9505,37343,73986
Manipur,Churachandpur,2024,183264,221340,41090,10976,59069
Manipur,Churachandpur,2025,151454,204936,68635,40932,28003
Manipur,Imphal East,2015,50059,110757,35830,50169,85639
Manipur,Imphal East,2016,176127,87737,76463,35997,72771
Manipur,Imphal East,2017,78791,114251,39938,51508,59119
Manipur,Imphal East,2018,125486,282640,71742,9131,3400
Manipur,Imphal East,2019,103517,220855,75015,26571,46681
Manipur,Imphal East,2020,74596,162761,30596,5478,53440
Manipur,Imphal East,2021,152505,195172,26339,59877,44126
Manipur,Imphal East,2022,171038,77377,34671,38692,14392
Manipur,Imphal East,2023,41312,57533,63294,48043,43429
Manipur,Imphal East,2024,62926,116194,4380,32013,41461
Manipur,Imphal East,2025,124873,121768,23413,59052,71999
Manipur,Imphal West,2015,190713,187360,51250,41048,55969
Manipur,Imphal West,2016,175909,246930,75538,50454,57506
Manipur,Imphal West,2017,133973,262178,16578,24364,62069
Manipur,Imphal West,2018,154626,66091,41395,54872,64747
Manipur,Imphal West,2019,133601,190630,50627,58424,6360
Manipur,Imphal West,2020,129060,234872,76472,44193,69469
Manipur,Imphal West,2021,7665,254234,75860,15756,89588
Manipur,Imphal West,2022,55381,206688,79296,52992,48520
Manipur,Imphal West,2023,26422,71176,29408,5016,35504
Manipur,Imphal West,2024,196875,152438,34837,17357,8770
Manipur,Imphal West,2025,50311,199348,22910,36224,69676
Manipur,Jiribam,2015,164542,162203,24412,28391,70873
Manipur,Jiribam,2016,36557,169687,73981,57535,74819
Manipur,Jiribam,2017,90993,209176,64839,22021,34142
Manipur,Jiribam,2018,44436,99252,72560,33111,16868
Manipur,Jiribam,2019,185362,250567,61348,5578,54770
Manipur,Jiribam,2020,40232,254602,16427,33593,84163
Manipur,Jiribam,2021,69214,106625,62719,30794,72818
Manipur,Jiribam,2022,161414,211267,63532,41442,51995
Manipur,Jiribam,2023,38443,137745,65130,46451,77240
Manipur,Jiribam,2024,163277,50431,69362,4198,17272
Manipur,Jiribam,2025,170367,78459,24447,50130,58820
Manipur,Kakching,2015,170997,258448,42832,31737,51695
Manipur,Kakching,2016,141778,218438,42329,40123,14174
Manipur,Kakching,2017,60227,154182,41364,33294,40552
Manipur,Kakching,2018,39394,259859,46642,22222,76491
Manipur,Kakching,2019,177399,130263,26669,29131,80759
Manipur,Kakching,2020,18214,134996,51475,29116,36620
Manipur,Kakching,2021,191216,187036,61031,22932,2377
Manipur,Kakching,2022,197942,101214,69562,35517,12535
Manipur,Kakching,2023,29858,264322,2069,52489,36680
Manipur,Kakching,2024,138631,56857,74132,1658,59244
Manipur,Kakching,2025,129354,64358,62738,5599,80694
Manipur,Kamjong,2015,192029,164671,46542,42033,27372
Manipur,Kamjong,2016,114294,104303,70557,49204,66243
Manipur,Kamjong,2017,120601,137128,36208,37185,17016
Manipur,Kamjong,2018,180436,227422,42025,55669,54552
Manipur,Kamjong,2019,136691,51167,50793,56541,53532
Manipur,Kamjong,2020,134698,210549,14939,6828,82105
Manipur,Kamjong,2021,151501,88599,60146,5101,66040
Manipur,Kamjong,2022,7110,81141,7224,7199,61902
Manipur,Kamjong,2023,52508,235551,30598,22835,19181
Manipur,Kamjong,2024,74610,156564,21466,18419,74258
Manipur,Kamjong,2025,74008,287211,13723,28613,29802
Manipur,Kangpokpi,2015,147623,113407,52427,31338,13651
Manipur,Kangpokpi,2016,62456,109655,67641,30464,34833
Manipur,Kangpokpi,2017,86935,276420,6118,39454,6567
Manipur,Kangpokpi,2018,135384,277318,13115,17191,44898
Manipur,Kangpokpi,2019,140101,255893,67942,54277,61962
Manipur,Kangpokpi,2020,159119,82265,68290,39185,88960
Manipur,Kangpokpi,2021,57547,241727,24476,23851,31634
Manipur,Kangpokpi,2022,142764,175805,68331,46810,7147
Manipur,Kangpokpi,2023,84114,196956,50931,27587,67934
Manipur,Kangpokpi,2024,177535,136187,35973,10366,21790
Manipur,Kangpokpi,2025,83087,277211,31179,20903,46008
Manipur,Noney,2015,53591,133866,40012,50334,31097
Manipur,Noney,2016,48864,226949,64062,31941,19082
Manipur,Noney,2017,176605,172140,50647,39991,10417
Manipur,Noney,2018,56620,110523,10974,51777,3416
Manipur,Noney,2019,71900,240586,61172,42594,59350
Manipur,Noney,2020,183549,197310,68070,50062,86648
Manipur,Noney,2021,190346,272539,63569,1524,59781
Manipur,Noney,2022,47338,152294,69116,8193,53102
Manipur,Noney,2023,39707,201854,19695,5106,20617
Manipur,Noney,2024,98066,54059,25683,19274,43830
Manipur,Noney,2025,126167,190478,32265,54976,56790
Manipur,Pherzawl,2015,16693,260030,21001,34604,57540
Manipur,Pherzawl,2016,172608,114540,49043,30567,3730
Manipur,Pherzawl,2017,74731,210578,25467,30688,18749
Manipur,Pherzawl,2018,16125,77306,52037,55097,67128
Manipur,Pherzawl,2019,155677,160901,52467,14832,26939
Manipur,Pherzawl,2020,68099,285137,43340,53212,54755
Manipur,Pherzawl,2021,37941,243332,31643,27947,31588
Manipur,Pherzawl,2022,83094,75779,40217,29234,23050
Manipur,Pherzawl,2023,146369,268392,37850,13174,55504
Manipur,Pherzawl,2024,140665,90650,43371,56289,45342
Manipur,Pherzawl,2025,128868,165550,39116,52148,22053
Manipur,Senapati,2015,134748,236426,38712,4308,25085
Manipur,Senapati,2016,53730,222365,8878,8023,62805
Manipur,Senapati,2017,36885,169730,79863,5988,48357
Manipur,Senapati,2018,136889,88102,26664,27316,45668
Manipur,Senapati,2019,128067,55361,70500,54604,36780
Manipur,Senapati,2020,25298,280695,79080,38427,32337
Manipur,Senapati,2021,174903,250243,56138,55499,32418
Manipur,Senapati,2022,143303,55287,22133,22056,71296
Manipur,Senapati,2023,82277,197590,23083,51825,76359
Manipur,Senapati,2024,129415,273867,43154,46573,10115
Manipur,Senapati,2025,146500,188143,23233,8698,87849
Manipur,Tamenglong,2015,186394,210438,32403,6068,76471
Manipur,Tamenglong,2016,47807,292891,52587,46595,65305
Manipur,Tamenglong,2017,60551,117340,23647,1698,45810
Manipur,Tamenglong,2018,141281,294296,6597,41647,26209
Manipur,Tamenglong,2019,5177,117763,18661,46235,44065
Manipur,Tamenglong,2020,20267,134061,6673,44978,64070
Manipur,Tamenglong,2021,13292,283601,35988,34781,87489
Manipur,Tamenglong,2022,49717,233139,2266,42845,47873
Manipur,Tamenglong,2023,134311,253831,11965,45025,62910
Manipur,Tamenglong,2024,121356,127522,50446,12029,18287
Manipur,Tamenglong,2025,187297,206300,10327,44948,65504
Manipur,Tengnoupal,2015,167858,234438,45374,46293,70254
Manipur,Tengnoupal,2016,129198,156418,53953,1154,5297
Manipur,Tengnoupal,2017,74164,150704,34267,42836,28849
Manipur,Tengnoupal,2018,41652,152118,22510,53332,52872
Manipur,Tengnoupal,2019,35946,203088,44655,3867,56183
Manipur,Tengnoupal,2020,178743,136622,25053,44491,89252
Manipur,Tengnoupal,2021,35294,122205,66645,52206,27797
Manipur,Tengnoupal,2022,38312,191366,8187,54188,68072
Manipur,Tengnoupal,2023,23979,90346,44009,54900,73351
Manipur,Tengnoupal,2024,16260,159920,19682,27800,72136
Manipur,Tengnoupal,2025,191133,78654,51672,5822,37668
Manipur,Thoubal,2015,17122,55834,42465,8895,88377
Manipur,Thoubal,2016,146351,124001,57248,23067,5775
Manipur,Thoubal,2017,82440,199475,73686,49382,2230
Manipur,Thoubal,2018,111926,269294,71271,48262,76924
Manipur,Thoubal,2019,115591,91003,63425,26241,5439
Manipur,Thoubal,2020,172277,129337,7295,22328,55191
Manipur,Thoubal,2021,151171,152093,24772,7697,14436
Manipur,Thoubal,2022,54785,106200,58221,40079,5742
Manipur,Thoubal,2023,63339,146179,45887,39024,72899
Manipur,Thoubal,2024,109483,120025,6803,19333,15955
Manipur,Thoubal,2025,164487,194811,49022,42891,15774
Manipur,Ukhrul,2015,107365,52905,6331,20732,17263
Manipur,Ukhrul,2016,137755,232832,10117,5549,81724
Manipur,Ukhrul,2017,67108,195019,45192,9873,17254
Manipur,Ukhrul,2018,41084,261715,44736,25961,36807
Manipur,Ukhrul,2019,105839,128200,2412,41644,56422
Manipur,Ukhrul,2020,144386,233814,6984,21690,67197
Manipur,Ukhrul,2021,142585,228384,36954,14371,82702
Manipur,Ukhrul,2022,30546,274443,38241,22194,36595
Manipur,Ukhrul,2023,90654,196734,9705,48836,37420
Manipur,Ukhrul,2024,121594,134583,39571,46105,37340
Manipur,Ukhrul,2025,114233,217481,59305,17904,80035
Meghalaya,East Garo Hills,2015,158286,192899,24934,54510,38380
Meghalaya,East Garo Hills,2016,61821,238731,34001,44063,84554
Meghalaya,East Garo Hills,2017,44284,123144,71400,30404,53013
Meghalaya,East Garo Hills,2018,168978,155124,9091,43450,43620
Meghalaya,East Garo Hills,2019,33770,222965,50465,37062,67827
Meghalaya,East Garo Hills,2020,27892,264630,31050,10531,3966
Meghalaya,East Garo Hills,2021,157465,88729,61209,59697,82713
Meghalaya,East Garo Hills,2022,76984,271946,71207,28691,25009
Meghalaya,East Garo Hills,2023,66760,68133,40458,48440,8006
Meghalaya,East Garo Hills,2024,194691,204676,27901,51434,12704
Meghalaya,East Garo Hills,2025,178756,272029,43819,45552,74318
Meghalaya,East Jaintia Hills,2015,62776,115911,47437,48576,9711
Meghalaya,East Jaintia Hills,2016,126747,227558,55685,6620,44584
Meghalaya,East Jaintia Hills,2017,168781,73502,18788,38687,31664
Meghalaya,East Jaintia Hills,2018,142722,99967,28286,33869,12579
Meghalaya,East Jaintia Hills,2019,197569,161161,24536,40545,41543
Meghalaya,East Jaintia Hills,2020,153126,156431,64383,15771,81425
Meghalaya,East Jaintia Hills,2021,158288,79076,78337,46813,75624
Meghalaya,East Jaintia Hills,2022,75091,159642,17747,47297,65599
Meghalaya,East Jaintia Hills,2023,135561,288469,67546,49730,62367
Meghalaya,East Jaintia Hills,2024,199965,283304,66048,19386,10995
Meghalaya,East Jaintia Hills,2025,162814,277257,11020,57697,63054
Meghalaya,East Khasi Hills,2015,158360,77141,33526,40683,81301
Meghalaya,East Khasi Hills,2016,15579,141462,63086,14212,37829
Meghalaya,East Khasi Hills,2017,170081,187226,63617,14869,81074
Meghalaya,East Khasi Hills,2018,96381,215715,70358,13464,17041
Meghalaya,East Khasi Hills,2019,183317,130194,33203,24092,38889
Meghalaya,East Khasi Hills,2020,191472,137143,3443,36912,27558
Meghalaya,East Khasi Hills,2021,73651,66992,27228,11118,72396
Meghalaya,East Khasi Hills,2022,199607,142350,23240,35273,10178
Meghalaya,East Khasi Hills,2023,18851,192554,67532,47529,23141
Meghalaya,East Khasi Hills,2024,117827,67224,17977,33105,44329
Meghalaya,East Khasi Hills,2025,76742,106353,22357,14074,24559
Meghalaya,North Garo Hills,2015,130760,91976,11418,37323,80779
Meghalaya,North Garo Hills,2016,162543,299538,57509,54810,49085
Meghalaya,North Garo Hills,2017,123389,55134,73356,49662,34329
Meghalaya,North Garo Hills,2018,75822,79613,21369,14102,77246
Meghalaya,North Garo Hills,2019,150014,285134,41500,40941,7057
Meghalaya,North Garo Hills,2020,121820,80584,11884,18977,73219
Meghalaya,North Garo Hills,2021,191382,264047,8188,20536,88449
Meghalaya,North Garo Hills,2022,73852,284309,6245,54816,56096
Meghalaya,North Garo Hills,2023,47600,164843,76921,25506,8663
Meghalaya,North Garo Hills,2024,155370,271326,48453,13387,53065
Meghalaya,North Garo Hills,2025,142580,165812,64450,43938,21915
Meghalaya,Ri Bhoi,2015,149212,190537,8553,35049,56032
Meghalaya,Ri Bhoi,2016,43214,196252,43018,23414,72822
Meghalaya,Ri Bhoi,2017,50415,93923,72257,42127,49731
Meghalaya,Ri Bhoi,2018,179841,109007,12621,13050,72836
Meghalaya,Ri Bhoi,2019,164213,285386,32230,46386,56767
Meghalaya,Ri Bhoi,2020,116819,70789,53871,51614,37774
Meghalaya,Ri Bhoi,2021,148125,285520,22404,18278,78294
Meghalaya,Ri Bhoi,2022,139271,98285,79290,50500,60796
Meghalaya,Ri Bhoi,2023,61083,160224,29253,53061,37215
Meghalaya,Ri Bhoi,2024,46595,148747,37452,24896,67945
Meghalaya,Ri Bhoi,2025,64781,96901,22027,47406,18400
Meghalaya,South Garo Hills,2015,63388,84091,5113,21316,33261
Meghalaya,South Garo Hills,2016,115194,199544,57248,26107,30074
Meghalaya,South Garo Hills,2017,142964,278263,16893,25558,52374
Meghalaya,South Garo Hills,2018,33317,95451,53617,24065,74967
Meghalaya,South Garo Hills,2019,71015,160698,12453,41981,6059
Meghalaya,South Garo Hills,2020,71127,247191,37655,58296,46162
Meghalaya,South Garo Hills,2021,144411,152446,47588,37793,61702
Meghalaya,South Garo Hills,2022,143397,97999,7017,34596,34549
Meghalaya,South Garo Hills,2023,5257,282860,52658,35051,30838
Meghalaya,South Garo Hills,2024,19936,252769,2200,43193,28864
Meghalaya,South Garo Hills,2025,133707,216284,56015,24438,85877
Meghalaya,South West Garo Hills,2015,142864,99622,61459,33957,44479
Meghalaya,South West Garo Hills,2016,86632,73727,58085,22643,83140
Meghalaya,South West Garo Hills,2017,173266,246217,26068,25725,71877
Meghalaya,South West Garo Hills,2018,85663,78325,48135,9257,31902
Meghalaya,South West Garo Hills,2019,152418,107899,34154,24905,80080
Meghalaya,South West Garo Hills,2020,14316,92427,57057,20485,3497
Meghalaya,South West Garo Hills,2021,149127,297324,35743,53175,66415
Meghalaya,South West Garo Hills,2022,65868,253353,59219,43484,18274
Meghalaya,South West Garo Hills,2023,197296,90897,25740,19016,25374
Meghalaya,South West Garo Hills,2024,93660,159054,40006,20371,22504
Meghalaya,South West Garo Hills,2025,85183,69078,46863,5051,73919
Meghalaya,South West Khasi Hills,2015,28229,54497,35860,13194,43674
Meghalaya,South West Khasi Hills,2016,14300,249745,38018,57929,29514
Meghalaya,South West Khasi Hills,2017,68466,160453,41792,46846,52534
Meghalaya,South West Khasi Hills,2018,139786,123621,14101,7309,68334
Meghalaya,South West Khasi Hills,2019,121534,252926,38510,4660,55681
Meghalaya,South West Khasi Hills,2020,136582,247998,56712,20629,3656
Meghalaya,South West Khasi Hills,2021,5520,125677,37076,30836,26773
Meghalaya,South West Khasi Hills,2022,14281,170252,8332,37940,79705
Meghalaya,South West Khasi Hills,2023,188863,132029,59985,20665,24576
Meghalaya,South West Khasi Hills,2024,103518,224051,1699,1988,47902
Meghalaya,South West Khasi Hills,2025,128406,282165,36314,44046,75672
Meghalaya,West Garo Hills,2015,6607,58005,43501,38559,9234
Meghalaya,West Garo Hills,2016,71915,254395,65125,41075,28825
Meghalaya,West Garo Hills,2017,192077,156332,19834,29130,83489
Meghalaya,West Garo Hills,2018,172358,85729,36886,34330,3758
Meghalaya,West Garo Hills,2019,52509,190000,12352,52385,48134
Meghalaya,West Garo Hills,2020,57302,155198,48672,58968,86075
Meghalaya,West Garo Hills,2021,154582,95453,73766,31443,71804
Meghalaya,West Garo Hills,2022,35624,294402,48642,49753,38593
Meghalaya,West Garo Hills,2023,192005,115741,58078,52844,7530
Meghalaya,West Garo Hills,2024,179072,107483,36893,14060,40170
Meghalaya,West Garo Hills,2025,177109,248884,25424,35173,78191
Meghalaya,West Jaintia Hills,2015,52090,111301,23612,12397,41216
Meghalaya,West Jaintia Hills,2016,103509,66946,69512,25455,86594
Meghalaya,West Jaintia Hills,2017,115762,150990,20370,17687,45992
Meghalaya,West Jaintia Hills,2018,110824,248743,31529,45905,38015
Meghalaya,West Jaintia Hills,2019,72819,69008,60748,54696,80241
Meghalaya,West Jaintia Hills,2020,123773,210576,77560,55395,18391
Meghalaya,West Jaintia Hills,2021,136743,182263,28882,12306,27284
Meghalaya,West Jaintia Hills,2022,146538,226864,23285,52408,24296
Meghalaya,West Jaintia Hills,2023,166032,170298,17781,57369,28080
Meghalaya,West Jaintia Hills,2024,144601,209888,12353,6260,76008
Meghalaya,West Jaintia Hills,2025,36661,160509,62343,25146,29041
Meghalaya,West Khasi Hills,2015,114253,112274,16557,26855,70151
Meghalaya,West Khasi Hills,2016,181787,239283,4395,52041,85881
Meghalaya,West Khasi Hills,2017,36167,244314,58106,38226,64518
Meghalaya,West Khasi Hills,2018,84975,158493,78398,43591,79986
Meghalaya,West Khasi Hills,2019,99245,273687,48499,6232,20233
Meghalaya,West Khasi Hills,2020,135480,137008,70973,14778,74809
Meghalaya,West Khasi Hills,2021,29202,239771,28254,46746,31737
Meghalaya,West Khasi Hills,2022,191905,68517,70066,44817,6114
Meghalaya,West Khasi Hills,2023,47029,66428,78304,9972,41203
Meghalaya,West Khasi Hills,2024,100711,254782,58913,29708,18857
Meghalaya,West Khasi Hills,2025,131901,150389,30651,40504,69427
Mizoram,Aizawl,2015,38092,299215,76360,24429,35744
Mizoram,Aizawl,2016,76815,294072,18496,23038,61953
Mizoram,Aizawl,2017,126832,53920,76803,49314,43089
Mizoram,Aizawl,2018,24899,189352,46979,43675,69075
Mizoram,Aizawl,2019,146892,185956,75603,11157,3434
Mizoram,Aizawl,2020,102445,228398,65759,6838,72266
Mizoram,Aizawl,2021,98154,155915,42656,11186,54222
Mizoram,Aizawl,2022,56920,146959,64732,36432,35361
Mizoram,Aizawl,2023,96394,77121,44801,19619,81051
Mizoram,Aizawl,2024,104068,72503,32338,30973,43028
Mizoram,Aizawl,2025,61839,159192,25264,31189,37067
Mizoram,Champhai,2015,190006,264649,33362,3940,39470
Mizoram,Champhai,2016,47531,258797,3668,21125,16495
Mizoram,Champhai,2017,95644,182421,73086,35292,4083
Mizoram,Champhai,2018,18740,66776,33155,18365,18043
Mizoram,Champhai,2019,55054,139181,65369,25942,38684
Mizoram,Champhai,2020,124872,65367,56918,15045,2774
Mizoram,Champhai,2021,96096,57051,53736,27689,36175
Mizoram,Champhai,2022,145853,231856,11295,10017,85668
Mizoram,Champhai,2023,123647,68511,69469,27263,43002
Mizoram,Champhai,2024,42313,127516,24722,37497,36879
Mizoram,Champhai,2025,44775,268342,42158,31817,27532
Mizoram,Hnahthial,2015,30834,106055,31961,14513,37996
Mizoram,Hnahthial,2016,67451,133131,44875,43745,79361
Mizoram,Hnahthial,2017,164224,195198,35474,39062,81159
Mizoram,Hnahthial,2018,125281,73161,9776,6384,39221
Mizoram,Hnahthial,2019,67905,112620,74601,10330,57749
Mizoram,Hnahthial,2020,88277,274192,46523,52685,38946
Mizoram,Hnahthial,2021,135407,97863,31477,54132,6519
Mizoram,Hnahthial,2022,191279,202230,57216,36602,45754
Mizoram,Hnahthial,2023,18960,292315,24203,32509,31718
Mizoram,Hnahthial,2024,43875,257527,20334,16085,18306
Mizoram,Hnahthial,2025,83810,250626,32750,51916,52590
Mizoram,Khawzawl,2015,131657,242263,64198,9342,39620
Mizoram,Khawzawl,2016,101332,178361,40035,33940,56783
Mizoram,Khawzawl,2017,102402,246733,26610,54683,30941
Mizoram,Khawzawl,2018,55742,131722,43584,30281,45424
Mizoram,Khawzawl,2019,127214,294717,57065,55196,64249
Mizoram,Khawzawl,2020,72607,184092,56148,21556,43232
Mizoram,Khawzawl,2021,153761,268969,76185,16593,6516
Mizoram,Khawzawl,2022,191167,177588,40304,18364,33281
Mizoram,Khawzawl,2023,60798,61249,3125,32154,10962
Mizoram,Khawzawl,2024,26266,298392,22362,21588,82037
Mizoram,Khawzawl,2025,77241,85378,37528,9160,83126
Mizoram,Kolasib,2015,45223,110336,14983,13429,80709
Mizoram,Kolasib,2016,87718,233313,1967,33645,58507
Mizoram,Kolasib,2017,74588,246555,3671,1250,7451
Mizoram,Kolasib,2018,61250,92419,55198,20251,29871
Mizoram,Kolasib,2019,110071,78624,32318,45447,86208
Mizoram,Kolasib,2020,100274,183595,3476,11538,53778
Mizoram,Kolasib,2021,94756,225839,61886,56263,85559
Mizoram,Kolasib,2022,29157,285556,46433,18078,85229
Mizoram,Kolasib,2023,55552,284466,24141,4208,23605
Mizoram,Kolasib,2024,50035,109257,14473,5923,18299
Mizoram,Kolasib,2025,136115,188860,77623,49342,52061
Mizoram,Lawngtlai,2015,47212,131314,67356,33404,51711
Mizoram,Lawngtlai,2016,172475,83669,70099,26876,38223
Mizoram,Lawngtlai,2017,22344,220082,26151,34659,60765
Mizoram,Lawngtlai,2018,115177,196964,42310,6838,2190
Mizoram,Lawngtlai,2019,44977,168740,27836,34147,31376
Mizoram,Lawngtlai,2020,164788,138191,45332,26195,74799
Mizoram,Lawngtlai,2021,141922,263484,62373,29121,51219
Mizoram,Lawngtlai,2022,188526,264179,58127,38574,42858
Mizoram,Lawngtlai,2023,112015,124100,59853,53380,52005
Mizoram,Lawngtlai,2024,71852,208609,3591,7121,69708
Mizoram,Lawngtlai,2025,64604,248236,47014,6780,72985
Mizoram,Lunglei,2015,183422,202420,69458,51352,26315
Mizoram,Lunglei,2016,87784,171141,12518,2371,88884
Mizoram,Lunglei,2017,15829,178276,20320,8592,36413
Mizoram,Lunglei,2018,101542,90179,1278,35905,73370
Mizoram,Lunglei,2019,164158,64786,29263,21954,30975
Mizoram,Lunglei,2020,91913,250017,65277,36441,22062
Mizoram,Lunglei,2021,108506,187688,8601,6368,51226
Mizoram,Lunglei,2022,131289,225748,49271,15110,76086
Mizoram,Lunglei,2023,116073,220657,18139,12630,26610
Mizoram,Lunglei,2024,139732,192430,47866,45286,13389
Mizoram,Lunglei,2025,112551,266144,21373,6059,82532
Mizoram,Mamit,2015,155889,213773,69644,1841,2202
Mizoram,Mamit,2016,189987,216978,41876,3172,7184
Mizoram,Mamit,2017,47517,295473,72745,20345,26575
Mizoram,Mamit,2018,42857,167780,3220,36223,34458
Mizoram,Mamit,2019,20547,92568,32600,25755,8684
Mizoram,Mamit,2020,161554,209276,15454,21107,22447
Mizoram,Mamit,2021,42833,51669,76816,46121,11294
Mizoram,Mamit,2022,78699,176108,17274,51062,63320
Mizoram,Mamit,2023,50291,126989,79964,57574,64288
Mizoram,Mamit,2024,132169,164137,41204,40255,39142
Mizoram,Mamit,2025,49909,86545,51733,48509,78414
Mizoram,Saiha,2015,93984,98285,3459,1949,65907
Mizoram,Saiha,2016,84393,272066,33156,17436,80079
Mizoram,Saiha,2017,115436,145966,26034,12641,15447
Mizoram,Saiha,2018,152376,78087,37646,33727,36517
Mizoram,Saiha,2019,39085,208200,69695,7938,28336
Mizoram,Saiha,2020,94367,130995,56162,52857,12282
Mizoram,Saiha,2021,144811,285775,6281,41343,87273
Mizoram,Saiha,2022,197614,174236,64549,22490,60891
Mizoram,Saiha,2023,60519,184173,51729,38999,30348
Mizoram,Saiha,2024,18434,142046,27917,17316,75095
Mizoram,Saiha,2025,145477,299782,29240,32815,47084
Mizoram,Saitual,2015,172939,273666,32442,46206,51540
Mizoram,Saitual,2016,162836,259753,59713,45958,6137
Mizoram,Saitual,2017,197155,267175,6641,11659,61353
Mizoram,Saitual,2018,133457,59525,41003,48967,86942
Mizoram,Saitual,2019,23272,223079,27695,6305,43090
Mizoram,Saitual,2020,142133,169985,61547,18804,6435
Mizoram,Saitual,2021,196976,122448,70408,8467,88619
Mizoram,Saitual,2022,197711,147717,77362,17272,40990
Mizoram,Saitual,2023,57183,168173,55213,48343,30725
Mizoram,Saitual,2024,47532,242957,39411,15679,21298
Mizoram,Saitual,2025,132109,131172,14462,2605,49729
Mizoram,Serchhip,2015,25031,248675,21343,9425,36739
Mizoram,Serchhip,2016,122931,260377,28744,44708,76072
Mizoram,Serchhip,2017,110956,53690,7620,50735,24869
Mizoram,Serchhip,2018,177558,187171,78409,24387,72714
Mizoram,Serchhip,2019,67875,117096,42920,15573,22696
Mizoram,Serchhip,2020,28261,195235,78496,53967,44462
Mizoram,Serchhip,2021,30723,103654,33810,16322,81279
Mizoram,Serchhip,2022,140858,88993,45263,34244,42305
Mizoram,Serchhip,2023,164578,218191,22718,12829,78444
Mizoram,Serchhip,2024,160341,293642,50495,38441,23134
Mizoram,Serchhip,2025,67950,286771,53704,24803,51468
Nagaland,Chümoukedima,2015,164281,228945,41817,4237,37525
Nagaland,Chümoukedima,2016,141842,156672,44334,42812,18280
Nagaland,Chümoukedima,2017,176301,153909,39008,47686,20833
Nagaland,Chümoukedima,2018,31494,287217,26493,52016,71663
Nagaland,Chümoukedima,2019,183224,84160,45994,33939,10394
Nagaland,Chümoukedima,2020,158575,230316,24036,29548,23255
Nagaland,Chümoukedima,2021,176952,288866,8029,5298,27100
Nagaland,Chümoukedima,2022,131129,201759,44509,36716,72167
Nagaland,Chümoukedima,2023,31880,114272,21418,34228,56467
Nagaland,Chümoukedima,2024,99951,152975,9551,33926,40825
Nagaland,Chümoukedima,2025,86740,138704,51846,30097,26199
Nagaland,Dimapur,2015,95758,67716,76473,49081,57600
Nagaland,Dimapur,2016,185284,261690,55656,57535,80317
Nagaland,Dimapur,2017,89310,56061,15498,25688,65248
Nagaland,Dimapur,2018,138820,160337,71001,38490,43795
Nagaland,Dimapur,2019,156451,85415,39363,55112,50171
Nagaland,Dimapur,2020,9506,259486,12896,30041,63876
Nagaland,Dimapur,2021,147015,207809,40336,40699,71478
Nagaland,Dimapur,2022,184005,129548,57419,36435,78198
Nagaland,Dimapur,2023,48482,193610,5430,11744,75402
Nagaland,Dimapur,2024,184818,98589,45945,32906,19995
Nagaland,Dimapur,2025,22647,68963,61698,21931,20917
Nagaland,Kiphire,2015,31078,230818,30299,59452,59322
Nagaland,Kiphire,2016,52572,117991,24918,56948,70658
Nagaland,Kiphire,2017,159387,158849,10318,17637,9690
Nagaland,Kiphire,2018,130824,250305,26899,39766,66297
Nagaland,Kiphire,2019,141689,237664,52589,23293,47663
Nagaland,Kiphire,2020,149783,91483,3790,53671,35982
Nagaland,Kiphire,2021,72619,184401,32490,15880,78057
Nagaland,Kiphire,2022,131907,152951,40710,10430,24570
Nagaland,Kiphire,2023,140216,241480,57622,24423,23462
Nagaland,Kiphire,2024,89421,68381,11375,21665,36790
Nagaland,Kiphire,2025,198996,72525,62028,32944,66611
Nagaland,Kohima,2015,38990,147002,60721,58251,81572
Nagaland,Kohima,2016,122461,63786,5594,57177,44378
Nagaland,Kohima,2017,52184,106725,21412,8048,77441
Nagaland,Kohima,2018,11355,57260,58165,38857,48155
