state,district,year,total_crimes,theft_cases,assault_cases,cyber_crime,fraud_cases
Manipur,Kamjong,2018,6334,337,922,317,285
Manipur,Kamjong,2019,3156,804,898,73,368
Manipur,Kamjong,2020,2853,1508,122,365,308
Manipur,Kamjong,2021,2562,2825,755,314,993
Manipur,Kamjong,2022,3045,2936,558,321,39
Manipur,Kamjong,2023,4747,2300,1210,140,378
Manipur,Kamjong,2024,3906,2244,1168,125,147
Manipur,Kamjong,2025,6168,1068,758,343,721
Manipur,Kangpokpi,2015,7264,1780,1061,273,928
Manipur,Kangpokpi,2016,9193,2627,993,263,616
Manipur,Kangpokpi,2017,9440,2772,443,360,808
Manipur,Kangpokpi,2018,1722,2244,1720,433,834
Manipur,Kangpokpi,2019,5874,527,1352,269,704
Manipur,Kangpokpi,2020,8415,2455,30,104,757
Manipur,Kangpokpi,2021,1993,450,1013,182,660
Manipur,Kangpokpi,2022,185,1746,148,173,995
Manipur,Kangpokpi,2023,7714,519,416,223,958
Manipur,Kangpokpi,2024,8932,177,1458,126,141
Manipur,Kangpokpi,2025,947,590,1367,140,92
Manipur,Noney,2015,8480,1703,183,369,780
Manipur,Noney,2016,9001,1382,1230,279,305
Manipur,Noney,2017,6426,1518,1715,257,984
Manipur,Noney,2018,8350,1853,649,52,152
Manipur,Noney,2019,580,931,101,331,115
Manipur,Noney,2020,2690,376,47,390,45
Manipur,Noney,2021,6220,1586,1845,210,228
Manipur,Noney,2022,3270,712,669,189,932
Manipur,Noney,2023,6834,1114,815,390,278
Manipur,Noney,2024,5195,2235,952,439,212
Manipur,Noney,2025,1737,1289,1310,446,775
Manipur,Pherzawl,2015,9294,1326,1690,340,286
Manipur,Pherzawl,2016,6811,2195,247,332,724
Manipur,Pherzawl,2017,2379,962,1356,284,783
Manipur,Pherzawl,2018,6351,1405,306,386,856
Manipur,Pherzawl,2019,3096,1234,842,183,615
Manipur,Pherzawl,2020,8331,1786,1692,202,428
Manipur,Pherzawl,2021,4326,2420,577,127,897
Manipur,Pherzawl,2022,259,70,1036,143,990
Manipur,Pherzawl,2023,7172,203,1942,426,23
Manipur,Pherzawl,2024,3509,406,1673,408,59
Manipur,Pherzawl,2025,3047,690,848,241,780
Manipur,Senapati,2015,1082,1405,965,197,167
Manipur,Senapati,2016,3267,1378,1512,431,179
Manipur,Senapati,2017,2098,626,1192,317,341
Manipur,Senapati,2018,2247,2160,1351,304,716
Manipur,Senapati,2019,6315,369,931,306,111
Manipur,Senapati,2020,7860,858,613,392,369
Manipur,Senapati,2021,5566,1496,1424,51,214
Manipur,Senapati,2022,8760,1064,365,10,836
Manipur,Senapati,2023,9962,1858,906,199,429
Manipur,Senapati,2024,769,1964,820,263,344
Manipur,Senapati,2025,2085,449,684,299,243
Manipur,Tamenglong,2015,1043,1675,1251,461,265
Manipur,Tamenglong,2016,3208,2591,887,280,335
Manipur,Tamenglong,2017,5565,2757,986,198,903
Manipur,Tamenglong,2018,3160,1618,1346,407,332
Manipur,Tamenglong,2019,6058,1721,1348,304,553
Manipur,Tamenglong,2020,7704,547,1328,425,423
Manipur,Tamenglong,2021,1725,2109,1258,444,531
Manipur,Tamenglong,2022,2944,904,988,91,102
Manipur,Tamenglong,2023,7747,950,670,494,212
Manipur,Tamenglong,2024,4767,2888,380,375,675
Manipur,Tamenglong,2025,6623,855,1654,29,920
Manipur,Tengnoupal,2015,8400,856,1181,358,935
Manipur,Tengnoupal,2016,4640,124,283,484,770
Manipur,Tengnoupal,2017,3620,1103,1041,309,195
Manipur,Tengnoupal,2018,5972,324,1430,225,24
Manipur,Tengnoupal,2019,9030,2403,1183,269,641
Manipur,Tengnoupal,2020,5983,176,1341,418,301
Manipur,Tengnoupal,2021,2039,1745,1571,29,525
Manipur,Tengnoupal,2022,4409,2476,605,207,530
Manipur,Tengnoupal,2023,9294,575,1947,487,773
Manipur,Tengnoupal,2024,5910,2161,1063,310,147
Manipur,Tengnoupal,2025,345,1819,320,167,992
Manipur,Thoubal,2015,6044,914,618,283,581
Manipur,Thoubal,2016,1451,2834,1416,19,395
Manipur,Thoubal,2017,9250,1888,1391,122,117
Manipur,Thoubal,2018,9791,720,514,39,87
Manipur,Thoubal,2019,8854,38,1045,462,605
Manipur,Thoubal,2020,6902,597,1977,44,93
Manipur,Thoubal,2021,8103,493,1897,204,407
Manipur,Thoubal,2022,4566,1759,1293,336,475
Manipur,Thoubal,2023,3756,1601,334,283,973
Manipur,Thoubal,2024,6586,1548,1270,335,543
Manipur,Thoubal,2025,8752,2554,595,490,402
Manipur,Ukhrul,2015,9474,2625,231,33,899
Manipur,Ukhrul,2016,3665,2799,1583,241,614
Manipur,Ukhrul,2017,7063,950,1891,462,911
Manipur,Ukhrul,2018,3111,2646,914,251,746
Manipur,Ukhrul,2019,7238,191,432,289,659
Manipur,Ukhrul,2020,3711,1787,1990,490,388
Manipur,Ukhrul,2021,6873,1507,1580,34,680
Manipur,Ukhrul,2022,589,1709,1424,449,676
Manipur,Ukhrul,2023,7620,2581,1042,93,765
Manipur,Ukhrul,2024,8765,36,553,70,573
Manipur,Ukhrul,2025,7115,2233,18,98,652
Meghalaya,East Garo Hills,2015,4946,1084,1139,81,238
Meghalaya,East Garo Hills,2016,1482,1812,1116,274,346
Meghalaya,East Garo Hills,2017,5839,470,558,108,330
Meghalaya,East Garo Hills,2018,5177,1501,1866,216,154
Meghalaya,East Garo Hills,2019,7089,610,1607,26,534
Meghalaya,East Garo Hills,2020,972,2243,1525,376,936
Meghalaya,East Garo Hills,2021,7275,1008,98,79,325
Meghalaya,East Garo Hills,2022,3775,2776,143,130,894
Meghalaya,East Garo Hills,2023,4075,2403,814,97,621
Meghalaya,East Garo Hills,2024,4777,1576,421,30,68
Meghalaya,East Garo Hills,2025,8849,1917,808,323,252
Meghalaya,East Jaintia Hills,2015,9920,1138,208,21,373
Meghalaya,East Jaintia Hills,2016,3024,666,974,388,666
Meghalaya,East Jaintia Hills,2017,1484,615,353,398,854
Meghalaya,East Jaintia Hills,2018,5171,1904,1151,335,724
Meghalaya,East Jaintia Hills,2019,4994,800,1894,447,952
Meghalaya,East Jaintia Hills,2020,2847,1326,676,248,445
Meghalaya,East Jaintia Hills,2021,9825,2083,1445,90,658
Meghalaya,East Jaintia Hills,2022,3999,1678,249,73,226
Meghalaya,East Jaintia Hills,2023,6050,2908,566,499,109
Meghalaya,East Jaintia Hills,2024,8255,599,380,342,234
Meghalaya,East Jaintia Hills,2025,8936,1531,928,223,501
Meghalaya,East Khasi Hills,2015,9270,1738,131,356,121
Meghalaya,East Khasi Hills,2016,9684,138,170,108,899
Meghalaya,East Khasi Hills,2017,3429,2175,1079,236,807
Meghalaya,East Khasi Hills,2018,6990,1548,279,26,637
Meghalaya,East Khasi Hills,2019,1495,2566,1425,377,862
Meghalaya,East Khasi Hills,2020,7084,2149,563,25,578
Meghalaya,East Khasi Hills,2021,1172,2654,932,86,179
Meghalaya,East Khasi Hills,2022,5628,2681,928,186,833
Meghalaya,East Khasi Hills,2023,2081,2794,1240,135,485
Meghalaya,East Khasi Hills,2024,5505,231,1841,465,641
Meghalaya,East Khasi Hills,2025,6880,688,276,92,737
Meghalaya,North Garo Hills,2015,9599,632,1809,412,162
Meghalaya,North Garo Hills,2016,7842,1235,1470,445,867
Meghalaya,North Garo Hills,2017,2073,2573,1748,157,139
Meghalaya,North Garo Hills,2018,9889,2695,1427,459,487
Meghalaya,North Garo Hills,2019,5705,2526,715,313,120
Meghalaya,North Garo Hills,2020,3875,901,36,119,922
Meghalaya,North Garo Hills,2021,437,2889,58,350,818
Meghalaya,North Garo Hills,2022,5764,2411,1716,233,928
Meghalaya,North Garo Hills,2023,8653,1797,460,492,827
Meghalaya,North Garo Hills,2024,761,412,74,210,689
Meghalaya,North Garo Hills,2025,707,2057,470,487,509
Meghalaya,Ri Bhoi,2015,4966,1387,1595,137,812
Meghalaya,Ri Bhoi,2016,6610,844,394,207,941
Meghalaya,Ri Bhoi,2017,158,2656,525,233,247
Meghalaya,Ri Bhoi,2018,6067,212,1193,94,448
Meghalaya,Ri Bhoi,2019,1751,738,900,39,974
Meghalaya,Ri Bhoi,2020,1640,316,756,372,827
Meghalaya,Ri Bhoi,2021,9325,74,1662,396,511
Meghalaya,Ri Bhoi,2022,5621,289,1027,48,819
Meghalaya,Ri Bhoi,2023,8849,715,1362,236,968
Meghalaya,Ri Bhoi,2024,3898,2653,1566,487,74
Meghalaya,Ri Bhoi,2025,3690,2473,145,37,576
Meghalaya,South Garo Hills,2015,2836,2458,179,408,552
Meghalaya,South Garo Hills,2016,2991,995,967,348,394
Meghalaya,South Garo Hills,2017,306,650,849,237,92
Meghalaya,South Garo Hills,2018,2191,1834,1368,278,95
Meghalaya,South Garo Hills,2019,1800,583,184,308,411
Meghalaya,South Garo Hills,2020,3490,2667,548,496,998
Meghalaya,South Garo Hills,2021,1051,2024,389,38,817
Meghalaya,South Garo Hills,2022,6314,1724,73,254,48
Meghalaya,South Garo Hills,2023,2190,158,1587,41,50
Meghalaya,South Garo Hills,2024,3873,2682,1585,257,586
Meghalaya,South Garo Hills,2025,2658,2263,182,496,562
Meghalaya,South West Garo Hills,2015,6489,936,600,406,81
Meghalaya,South West Garo Hills,2016,2192,1021,986,209,174
Meghalaya,South West Garo Hills,2017,7335,211,1572,476,843
Meghalaya,South West Garo Hills,2018,476,1095,1234,235,666
Meghalaya,South West Garo Hills,2019,833,2070,833,437,460
Meghalaya,South West Garo Hills,2020,5244,2336,571,49,54
Meghalaya,South West Garo Hills,2021,2227,2250,1075,444,854
Meghalaya,South West Garo Hills,2022,6232,2433,1122,472,382
Meghalaya,South West Garo Hills,2023,9574,920,97,331,325
Meghalaya,South West Garo Hills,2024,6359,1372,1248,398,55
Meghalaya,South West Garo Hills,2025,1460,818,93,350,213
Meghalaya,South West Khasi Hills,2015,2428,117,842,94,788
Meghalaya,South West Khasi Hills,2016,4217,1190,1489,332,258
Meghalaya,South West Khasi Hills,2017,7072,382,1207,208,886
Meghalaya,South West Khasi Hills,2018,976,2020,1204,219,332
Meghalaya,South West Khasi Hills,2019,6824,955,361,104,235
Meghalaya,South West Khasi Hills,2020,7633,2624,369,68,889
Meghalaya,South West Khasi Hills,2021,1309,734,532,349,438
Meghalaya,South West Khasi Hills,2022,1122,1197,1908,347,562
Meghalaya,South West Khasi Hills,2023,8178,154,1871,380,691
Meghalaya,South West Khasi Hills,2024,481,2209,1047,460,347
Meghalaya,South West Khasi Hills,2025,5145,438,763,140,742
Meghalaya,West Garo Hills,2015,1739,2192,1941,88,794
Meghalaya,West Garo Hills,2016,4383,2736,1820,265,667
Meghalaya,West Garo Hills,2017,1342,2652,1201,241,238
Meghalaya,West Garo Hills,2018,5924,1976,976,129,88
Meghalaya,West Garo Hills,2019,8258,2307,109,188,18
Meghalaya,West Garo Hills,2020,247,1856,1596,449,65
Meghalaya,West Garo Hills,2021,3751,548,1900,400,760
Meghalaya,West Garo Hills,2022,4157,627,70,234,666
Meghalaya,West Garo Hills,2023,6200,2909,294,474,719
Meghalaya,West Garo Hills,2024,9835,1458,1124,336,523
Meghalaya,West Garo Hills,2025,6529,2504,1325,161,785
Meghalaya,West Jaintia Hills,2015,8590,2952,1478,208,294
Meghalaya,West Jaintia Hills,2016,4911,685,147,305,814
Meghalaya,West Jaintia Hills,2017,9251,2946,1361,105,138
Meghalaya,West Jaintia Hills,2018,6293,1827,1812,494,204
Meghalaya,West Jaintia Hills,2019,6939,659,687,307,767
Meghalaya,West Jaintia Hills,2020,8983,189,443,15,371
Meghalaya,West Jaintia Hills,2021,4053,1609,1413,12,112
Meghalaya,West Jaintia Hills,2022,2670,876,767,496,694
Meghalaya,West Jaintia Hills,2023,2707,822,150,259,790
Meghalaya,West Jaintia Hills,2024,2017,684,569,119,976
Meghalaya,West Jaintia Hills,2025,929,2519,1983,372,984
Meghalaya,West Khasi Hills,2015,6101,1505,1079,427,659
Meghalaya,West Khasi Hills,2016,5875,397,1783,171,917
Meghalaya,West Khasi Hills,2017,7284,1489,766,348,771
Meghalaya,West Khasi Hills,2018,2668,2770,149,285,767
Meghalaya,West Khasi Hills,2019,6799,1727,1963,407,835
Meghalaya,West Khasi Hills,2020,1293,523,1377,47,140
Meghalaya,West Khasi Hills,2021,9777,2137,1199,433,118
Meghalaya,West Khasi Hills,2022,8755,409,1699,328,649
Meghalaya,West Khasi Hills,2023,9071,994,796,198,78
Meghalaya,West Khasi Hills,2024,5490,360,386,160,277
Meghalaya,West Khasi Hills,2025,6924,2519,1119,123,897
Mizoram,Aizawl,2015,2294,2534,362,183,318
Mizoram,Aizawl,2016,2316,121,667,221,241
Mizoram,Aizawl,2017,4688,516,702,35,874
Mizoram,Aizawl,2018,8057,519,338,176,572
Mizoram,Aizawl,2019,7806,192,61,115,710
Mizoram,Aizawl,2020,2540,411,807,66,656
Mizoram,Aizawl,2021,2811,833,128,257,84
Mizoram,Aizawl,2022,6625,269,60,27,514
Mizoram,Aizawl,2023,8616,1250,118,45,877
Mizoram,Aizawl,2024,9033,1615,1373,234,903
Mizoram,Aizawl,2025,2221,2906,982,455,292
Mizoram,Champhai,2015,2446,764,171,139,937
Mizoram,Champhai,2016,3441,1039,51,249,963
Mizoram,Champhai,2017,6889,495,1612,308,779
Mizoram,Champhai,2018,2348,2856,1250,161,432
Mizoram,Champhai,2019,3447,871,82,250,625
Mizoram,Champhai,2020,499,1138,626,428,656
Mizoram,Champhai,2021,1571,61,427,36,153
Mizoram,Champhai,2022,5021,428,725,182,51
Mizoram,Champhai,2023,1027,700,1409,446,948
Mizoram,Champhai,2024,5073,1763,1099,138,235
Mizoram,Champhai,2025,6546,2118,974,296,604
Mizoram,Hnahthial,2015,3678,367,215,39,899
Mizoram,Hnahthial,2016,6613,2258,454,435,742
Mizoram,Hnahthial,2017,7867,1084,427,119,462
Mizoram,Hnahthial,2018,9782,52,1203,415,651
Mizoram,Hnahthial,2019,3642,2880,1452,441,808
Mizoram,Hnahthial,2020,4044,1435,141,420,679
Mizoram,Hnahthial,2021,8896,2693,784,133,756
Mizoram,Hnahthial,2022,8128,1801,368,381,793
Mizoram,Hnahthial,2023,8603,1589,707,419,343
Mizoram,Hnahthial,2024,8803,2252,1173,422,656
Mizoram,Hnahthial,2025,2313,103,1619,132,628
Mizoram,Khawzawl,2015,5833,2469,133,149,551
Mizoram,Khawzawl,2016,5311,289,1385,439,750
Mizoram,Khawzawl,2017,240,2890,1496,143,903
Mizoram,Khawzawl,2018,4148,105,819,433,651
Mizoram,Khawzawl,2019,2412,1792,1605,500,22
Mizoram,Khawzawl,2020,9537,2837,474,57,872
Mizoram,Khawzawl,2021,5395,1374,471,483,840
Mizoram,Khawzawl,2022,2028,1796,838,389,852
Mizoram,Khawzawl,2023,5981,1462,1182,251,416
Mizoram,Khawzawl,2024,2993,1849,1237,18,12
Mizoram,Khawzawl,2025,1582,1356,1263,273,24
Mizoram,Kolasib,2015,8595,753,1559,35,704
Mizoram,Kolasib,2016,8421,2966,1899,75,569
Mizoram,Kolasib,2017,7972,2037,1484,145,575
Mizoram,Kolasib,2018,3213,1492,801,181,524
Mizoram,Kolasib,2019,1545,1529,949,499,16
Mizoram,Kolasib,2020,5684,2528,1567,61,471
Mizoram,Kolasib,2021,9719,2728,1651,500,893
Mizoram,Kolasib,2022,3872,2891,446,281,53
Mizoram,Kolasib,2023,764,1262,482,391,270
Mizoram,Kolasib,2024,1178,143,308,355,878
Mizoram,Kolasib,2025,3478,1674,1167,42,501
Mizoram,Lawngtlai,2015,5217,976,860,168,783
Mizoram,Lawngtlai,2016,9605,23,1741,165,98
Mizoram,Lawngtlai,2017,5730,1793,398,269,593
Mizoram,Lawngtlai,2018,6302,1391,1197,32,690
Mizoram,Lawngtlai,2019,6254,1287,21,143,963
Mizoram,Lawngtlai,2020,6397,1851,185,388,149
Mizoram,Lawngtlai,2021,4373,186,1430,241,671
Mizoram,Lawngtlai,2022,3187,2922,759,178,962
Mizoram,Lawngtlai,2023,8189,113,442,431,802
Mizoram,Lawngtlai,2024,1479,74,143,283,739
Mizoram,Lawngtlai,2025,7078,943,1548,284,923
Mizoram,Lunglei,2015,3332,149,475,262,212
Mizoram,Lunglei,2016,8665,773,1743,395,887
Mizoram,Lunglei,2017,2682,848,1386,175,307
Mizoram,Lunglei,2018,9644,133,907,289,327
Mizoram,Lunglei,2019,8315,710,610,458,771
Mizoram,Lunglei,2020,8378,333,561,122,337
Mizoram,Lunglei,2021,4415,2174,1790,180,385
Mizoram,Lunglei,2022,9075,2116,624,382,371
Mizoram,Lunglei,2023,7452,1744,1009,306,397
Mizoram,Lunglei,2024,175,1639,1461,231,202
Mizoram,Lunglei,2025,8654,1849,1955,74,538
Mizoram,Mamit,2015,3775,1041,1269,284,150
Mizoram,Mamit,2016,1614,1757,641,166,77
Mizoram,Mamit,2017,390,1254,1924,308,903
Mizoram,Mamit,2018,3560,1087,1147,29,213
Mizoram,Mamit,2019,6038,1240,1567,179,697
Mizoram,Mamit,2020,657,1134,68,307,368
Mizoram,Mamit,2021,7031,671,30,362,837
Mizoram,Mamit,2022,8991,2161,38,5,948
Mizoram,Mamit,2023,1963,55,1463,26,954
Mizoram,Mamit,2024,5104,2091,1384,40,678
Mizoram,Mamit,2025,9815,2782,1642,187,65
Mizoram,Saiha,2015,2403,259,528,67,293
Mizoram,Saiha,2016,6798,1037,1544,92,828
Mizoram,Saiha,2017,6958,2235,784,158,791
Mizoram,Saiha,2018,1610,135,1045,370,109
Mizoram,Saiha,2019,6878,1188,1690,243,167
Mizoram,Saiha,2020,528,1668,1138,97,960
Mizoram,Saiha,2021,4085,296,1691,483,771
Mizoram,Saiha,2022,5642,2467,918,324,605
Mizoram,Saiha,2023,9410,1661,1982,486,142
Mizoram,Saiha,2024,5800,757,387,139,190
Mizoram,Saiha,2025,2582,2980,1665,311,336
Mizoram,Saitual,2015,8019,2909,1465,12,930
Mizoram,Saitual,2016,3192,2581,342,79,195
Mizoram,Saitual,2017,1530,1889,1084,166,969
Mizoram,Saitual,2018,6054,563,568,453,555
Mizoram,Saitual,2019,6514,804,1796,263,59
Mizoram,Saitual,2020,5714,2258,1646,95,834
Mizoram,Saitual,2021,7313,2782,649,116,884
Mizoram,Saitual,2022,222,2694,1365,320,249
Mizoram,Saitual,2023,8098,1092,1065,68,387
Mizoram,Saitual,2024,7276,1234,1556,478,983
Mizoram,Saitual,2025,3121,2946,1398,94,194
Mizoram,Serchhip,2015,7064,2958,1572,475,864
Mizoram,Serchhip,2016,5603,2754,389,23,424
Mizoram,Serchhip,2017,4961,2622,1667,319,558
Mizoram,Serchhip,2018,6178,1431,1102,11,942
Mizoram,Serchhip,2019,4035,438,105,153,235
Mizoram,Serchhip,2020,8429,2777,398,471,722
Mizoram,Serchhip,2021,3740,1961,1330,139,891
Mizoram,Serchhip,2022,7495,200,685,316,803
Mizoram,Serchhip,2023,9533,484,1162,197,765
Mizoram,Serchhip,2024,5829,2970,422,440,314
Mizoram,Serchhip,2025,1939,615,641,469,920
Nagaland,Chümoukedima,2015,2470,151,195,349,702
Nagaland,Chümoukedima,2016,9132,2226,126,131,455
Nagaland,Chümoukedima,2017,9532,2179,1342,88,665
Nagaland,Chümoukedima,2018,9647,950,1016,82,730
Nagaland,Chümoukedima,2019,6718,123,1814,37,753
Nagaland,Chümoukedima,2020,1029,2027,1016,370,378
Nagaland,Chümoukedima,2021,4357,939,637,63,426
Nagaland,Chümoukedima,2022,5087,546,1218,65,894
Nagaland,Chümoukedima,2023,8858,2542,740,24,982
Nagaland,Chümoukedima,2024,5537,783,1645,414,997
Nagaland,Chümoukedima,2025,8248,585,1281,387,462
Nagaland,Dimapur,2015,1966,2045,1227,108,54
Nagaland,Dimapur,2016,9174,408,1257,494,126
Nagaland,Dimapur,2017,873,1133,1632,303,885
Nagaland,Dimapur,2018,3731,2004,1507,221,41
Nagaland,Dimapur,2019,7344,427,127,92,186
Nagaland,Dimapur,2020,4324,455,1444,111,274
Nagaland,Dimapur,2021,5485,454,1874,454,28
Nagaland,Dimapur,2022,8169,1075,548,246,251
Nagaland,Dimapur,2023,7174,1737,1491,486,91
Nagaland,Dimapur,2024,3346,2641,1526,495,570
Nagaland,Dimapur,2025,2022,2825,1615,205,767
Nagaland,Kiphire,2015,4116,2794,371,374,883
Nagaland,Kiphire,2016,5499,1447,547,252,186
Nagaland,Kiphire,2017,9879,2046,1027,78,532
Nagaland,Kiphire,2018,3928,189,393,57,151
Nagaland,Kiphire,2019,6276,343,1548,109,939
Nagaland,Kiphire,2020,2524,1175,795,199,535
Nagaland,Kiphire,2021,3170,30,100,136,389
Nagaland,Kiphire,2022,6625,161,261,236,188
Nagaland,Kiphire,2023,3490,1878,194,229,175
Nagaland,Kiphire,2024,5663,702,119,135,346
Nagaland,Kiphire,2025,2434,1993,821,304,784
Nagaland,Kohima,2015,9185,1537,815,323,996
Nagaland,Kohima,2016,8481,1663,1249,41,319
Nagaland,Kohima,2017,2837,1920,654,499,927
Nagaland,Kohima,2018,5992,1899,1075,469,333
Nagaland,Kohima,2019,6686,2709,1708,228,455
Nagaland,Kohima,2020,9485,1761,475,226,491
Nagaland,Kohima,2021,7430,2926,194,363,691
Nagaland,Kohima,2022,5501,1324,1446,144,217
Nagaland,Kohima,2023,5083,1130,929,186,356
Nagaland,Kohima,2024,5068,958,262,368,361
Nagaland,Kohima,2025,8546,1329,25,121,499
Nagaland,Longleng,2015,3573,1450,354,142,779
Nagaland,Longleng,2016,5371,24,354,459,819
Nagaland,Longleng,2017,8882,1935,1267,219,274
Nagaland,Longleng,2018,4518,1779,651,163,544
Nagaland,Longleng,2019,2557,1814,600,110,935
Nagaland,Longleng,2020,9126,793,2000,495,957
Nagaland,Longleng,2021,9427,1665,796,178,665
Nagaland,Longleng,2022,8821,2308,507,303,679
Nagaland,Longleng,2023,5316,1590,664,5,715
Nagaland,Longleng,2024,3997,2171,1432,437,921
Nagaland,Longleng,2025,9370,1899,913,428,98
Nagaland,Mokokchung,2015,8005,2897,1246,376,180
Nagaland,Mokokchung,2016,1930,1000,1018,382,480
Nagaland,Mokokchung,2017,9644,1612,1851,92,729
Nagaland,Mokokchung,2018,6662,2280,102,187,425
Nagaland,Mokokchung,2019,2478,438,992,230,504
Nagaland,Mokokchung,2020,7659,165,46,188,898
Nagaland,Mokokchung,2021,120,1523,553,72,641
Nagaland,Mokokchung,2022,8208,1929,1557,118,640
Nagaland,Mokokchung,2023,3921,2453,179,328,157
Nagaland,Mokokchung,2024,6358,1839,911,460,464
Nagaland,Mokokchung,2025,3006,1959,232,398,893
Nagaland,Mon,2015,5282,2357,922,236,513
Nagaland,Mon,2016,9869,2343,290,126,611
Nagaland,Mon,2017,9408,952,1095,241,305
Nagaland,Mon,2018,711,1118,115,204,702
Nagaland,Mon,2019,3529,967,830,80,867
Nagaland,Mon,2020,1138,1343,498,73,886
Nagaland,Mon,2021,1389,2004,1370,399,783
Nagaland,Mon,2022,3058,1048,527,339,85
Nagaland,Mon,2023,1463,1897,1641,361,518
Nagaland,Mon,2024,2212,2957,290,52,250
Nagaland,Mon,2025,8489,1633,1144,256,183
Nagaland,Noklak,2015,945,1061,831,207,737
Nagaland,Noklak,2016,9826,2044,1013,273,446
Nagaland,Noklak,2017,4497,1027,1930,25,470
Nagaland,Noklak,2018,6276,2414,1996,63,225
Nagaland,Noklak,2019,6699,2984,284,495,153
Nagaland,Noklak,2020,4381,2951,1028,99,79
Nagaland,Noklak,2021,216,1188,1556,433,49
Nagaland,Noklak,2022,6573,2500,1235,145,978
Nagaland,Noklak,2023,4604,999,562,396,562
Nagaland,Noklak,2024,4386,947,831,321,221
Nagaland,Noklak,2025,9171,712,480,474,787
Nagaland,Peren,2015,2585,880,603,326,716
Nagaland,Peren,2016,2466,1589,370,209,422
Nagaland,Peren,2017,1984,295,995,418,404
Nagaland,Peren,2018,9995,764,874,354,923
Nagaland,Peren,2019,8327,1328,1753,85,572
Nagaland,Peren,2020,8487,2813,424,40,234
Nagaland,Peren,2021,2406,146,1197,248,282
Nagaland,Peren,2022,4733,1253,615,120,646
Nagaland,Peren,2023,5671,2072,782,449,646
Nagaland,Peren,2024,7708,1552,1990,108,515
Nagaland,Peren,2025,4511,513,1583,358,240
Nagaland,Phek,2015,1259,1395,819,293,329
Nagaland,Phek,2016,1102,2001,1203,375,795
Nagaland,Phek,2017,3959,2685,473,434,505
Nagaland,Phek,2018,4153,1215,94,470,137
Nagaland,Phek,2019,6757,152,497,120,246
Nagaland,Phek,2020,9635,2519,1118,413,238
Nagaland,Phek,2021,7628,630,920,375,134
Nagaland,Phek,2022,3086,1575,324,188,385
Nagaland,Phek,2023,3901,1398,1793,440,505
Nagaland,Phek,2024,7676,1350,1685,475,779
Nagaland,Phek,2025,4478,1346,865,323,378
Nagaland,Shamator,2015,1667,1830,1148,178,775
Nagaland,Shamator,2016,2717,2326,304,310,760
Nagaland,Shamator,2017,7107,1381,1254,21,782
Nagaland,Shamator,2018,8351,2931,235,372,613
Nagaland,Shamator,2019,5506,1879,1851,100,246
Nagaland,Shamator,2020,5088,1777,611,356,870
Nagaland,Shamator,2021,9771,545,1907,109,46
Nagaland,Shamator,2022,9346,1066,877,396,943
Nagaland,Shamator,2023,9088,2150,911,90,930
Nagaland,Shamator,2024,433,2213,19,28,779
Nagaland,Shamator,2025,5723,1516,728,434,726
Nagaland,Tuensang,2015,5973,1988,127,468,60
Nagaland,Tuensang,2016,6800,1145,1870,49,358
Nagaland,Tuensang,2017,1790,2531,780,492,133
Nagaland,Tuensang,2018,4427,2177,125,15,639
Nagaland,Tuensang,2019,9993,304,436,339,701
Nagaland,Tuensang,2020,3581,100,495,181,776
Nagaland,Tuensang,2021,5350,2466,169,179,519
Nagaland,Tuensang,2022,262,1432,440,105,257
Nagaland,Tuensang,2023,4630,119,203,467,79
Nagaland,Tuensang,2024,8174,2938,912,251,37
Nagaland,Tuensang,2025,574,1632,606,13,650
Nagaland,Tseminyu,2015,7910,633,1821,418,66
Nagaland,Tseminyu,2016,6465,867,1827,146,301
Nagaland,Tseminyu,2017,2494,2673,1062,90,532
Nagaland,Tseminyu,2018,782,2459,1875,274,974
Nagaland,Tseminyu,2019,8018,1827,1205,69,545
Nagaland,Tseminyu,2020,5932,1878,702,467,275
Nagaland,Tseminyu,2021,8011,1530,1703,148,556
Nagaland,Tseminyu,2022,9968,1136,841,282,400
Nagaland,Tseminyu,2023,520,357,1286,169,395
Nagaland,Tseminyu,2024,8337,1357,960,30,733
Nagaland,Tseminyu,2025,3894,1543,1807,133,837
Nagaland,Wokha,2015,1971,756,481,44,981
Nagaland,Wokha,2016,8658,482,81,342,379
Nagaland,Wokha,2017,884,2824,208,222,40
Nagaland,Wokha,2018,5879,116,639,361,202
Nagaland,Wokha,2019,8506,175,254,201,265
Nagaland,Wokha,2020,1359,1281,1056,262,405
Nagaland,Wokha,2021,2567,2920,363,273,141
Nagaland,Wokha,2022,7765,1657,359,431,141
Nagaland,Wokha,2023,7562,747,1070,96,828
Nagaland,Wokha,2024,5206,1118,145,495,377
Nagaland,Wokha,2025,133,1875,1471,345,176
Nagaland,Zunheboto,2015,2793,1913,857,85,428
Nagaland,Zunheboto,2016,9028,925,394,22,219
Nagaland,Zunheboto,2017,6387,459,1813,225,147
Nagaland,Zunheboto,2018,2628,575,178,346,751
Nagaland,Zunheboto,2019,581,818,1273,321,485
Nagaland,Zunheboto,2020,3832,1631,714,394,384
Nagaland,Zunheboto,2021,7042,2246,1940,181,133
Nagaland,Zunheboto,2022,393,160,1149,284,120
Nagaland,Zunheboto,2023,8800,903,1597,499,514
Nagaland,Zunheboto,2024,5995,354,1861,295,590
Nagaland,Zunheboto,2025,3095,256,1200,316,489
