state,district,year,houses_built,smart_city_projects,water_supply_coverage,internet_penetration_percent,public_transport_projects
Nagaland,Mon,2015,194611,38,73.45,76.6,28
Nagaland,Mon,2016,146346,21,67.65,74.06,11
Nagaland,Mon,2017,185358,17,93.78,86.5,11
Nagaland,Mon,2018,72769,25,99.02,71.52,15
Nagaland,Mon,2019,112116,5,99.19,81.73,5
Nagaland,Mon,2020,41246,36,88.16,47.85,15
Nagaland,Mon,2021,195303,3,90.58,71.84,30
Nagaland,Mon,2022,65467,23,50.81,82.49,26
Nagaland,Mon,2023,28154,40,90.19,93.07,30
Nagaland,Mon,2024,54844,23,76.14,82.88,8
Nagaland,Mon,2025,57231,37,88.77,51.63,30
Nagaland,Noklak,2015,184919,9,65.54,71.5,5
Nagaland,Noklak,2016,17347,20,77.9,59.61,25
Nagaland,Noklak,2017,4869,21,46.14,63.37,16
Nagaland,Noklak,2018,99944,13,85.61,66.24,20
Nagaland,Noklak,2019,95357,20,73.74,66.4,6
Nagaland,Noklak,2020,29986,43,83.84,76.06,5
Nagaland,Noklak,2021,44536,40,83.45,74.69,8
Nagaland,Noklak,2022,36275,32,73.97,82.94,10
Nagaland,Noklak,2023,35914,9,99.65,57.12,3
Nagaland,Noklak,2024,130933,36,70.76,39.95,27
Nagaland,Noklak,2025,166063,41,57.72,67.91,25
Nagaland,Peren,2015,123898,49,46.59,39.43,29
Nagaland,Peren,2016,43242,32,53.18,89.18,15
Nagaland,Peren,2017,185993,7,41.4,52.39,13
Nagaland,Peren,2018,89431,13,43.21,62.67,1
Nagaland,Peren,2019,179410,1,40.37,69.67,18
Nagaland,Peren,2020,57223,46,54.95,44.18,7
Nagaland,Peren,2021,34666,14,74.42,66.29,26
Nagaland,Peren,2022,188869,40,70.58,68.08,1
Nagaland,Peren,2023,133405,36,66.11,71.68,0
Nagaland,Peren,2024,116897,49,93.88,84.5,22
Nagaland,Peren,2025,35646,25,82.64,92.48,6
Nagaland,Phek,2015,179462,40,67.84,72.05,5
Nagaland,Phek,2016,189707,35,99.66,79.03,30
Nagaland,Phek,2017,101634,7,40.97,86.49,24
Nagaland,Phek,2018,60671,17,89.4,79.99,17
Nagaland,Phek,2019,178196,45,41.13,37.95,29
Nagaland,Phek,2020,4855,18,91.33,68.65,15
Nagaland,Phek,2021,37565,7,82.35,53.8,4
Nagaland,Phek,2022,19072,13,99.41,70.76,8
Nagaland,Phek,2023,28666,24,65.43,59.77,23
Nagaland,Phek,2024,145159,12,59.83,81.93,7
Nagaland,Phek,2025,180715,22,52.32,88.77,10
Nagaland,Shamator,2015,189642,50,48.89,30.17,9
Nagaland,Shamator,2016,29829,8,65.86,70.74,9
Nagaland,Shamator,2017,37343,24,56.98,72.84,11
Nagaland,Shamator,2018,14498,47,49.16,85.29,14
Nagaland,Shamator,2019,138751,43,78.0,90.02,5
Nagaland,Shamator,2020,12625,15,65.18,70.79,1
Nagaland,Shamator,2021,7120,14,83.9,49.75,8
Nagaland,Shamator,2022,117160,37,68.85,80.46,5
Nagaland,Shamator,2023,26718,12,72.37,61.75,2
Nagaland,Shamator,2024,164239,45,69.48,70.42,6
Nagaland,Shamator,2025,116732,0,90.67,43.57,25
Nagaland,Tuensang,2015,154699,23,51.07,67.6,19
Nagaland,Tuensang,2016,29519,35,89.25,52.14,6
Nagaland,Tuensang,2017,184347,4,95.93,58.76,17
Nagaland,Tuensang,2018,11839,50,91.57,50.02,30
Nagaland,Tuensang,2019,145245,29,61.48,39.35,12
Nagaland,Tuensang,2020,80272,42,72.4,74.66,11
Nagaland,Tuensang,2021,95377,4,92.26,90.23,18
Nagaland,Tuensang,2022,191959,36,92.55,39.26,7
Nagaland,Tuensang,2023,194676,24,48.89,36.31,13
Nagaland,Tuensang,2024,23498,26,76.59,89.71,16
Nagaland,Tuensang,2025,34764,18,76.4,63.18,29
Nagaland,Tseminyu,2015,126776,23,81.76,58.35,28
Nagaland,Tseminyu,2016,38927,41,40.59,77.18,6
Nagaland,Tseminyu,2017,183509,16,45.26,72.8,5
Nagaland,Tseminyu,2018,159783,16,71.29,37.56,18
Nagaland,Tseminyu,2019,25840,29,53.39,42.65,8
Nagaland,Tseminyu,2020,178470,44,60.54,61.34,19
Nagaland,Tseminyu,2021,139584,33,79.97,72.36,6
Nagaland,Tseminyu,2022,22747,38,74.69,43.98,29
Nagaland,Tseminyu,2023,129149,41,49.36,87.01,0
Nagaland,Tseminyu,2024,78860,41,81.37,47.41,21
Nagaland,Tseminyu,2025,40169,35,43.42,51.57,15
Nagaland,Wokha,2015,122638,22,75.56,64.56,8
Nagaland,Wokha,2016,89875,26,93.13,83.4,4
Nagaland,Wokha,2017,72913,41,85.22,89.67,22
Nagaland,Wokha,2018,150871,39,88.2,48.57,24
Nagaland,Wokha,2019,169953,2,85.21,56.25,16
Nagaland,Wokha,2020,41697,39,83.72,31.83,30
Nagaland,Wokha,2021,73926,12,87.65,70.47,20
Nagaland,Wokha,2022,60463,31,56.83,94.66,29
Nagaland,Wokha,2023,43733,23,76.21,83.58,12
Nagaland,Wokha,2024,44975,14,69.35,71.19,18
Nagaland,Wokha,2025,87644,7,84.67,43.82,3
Nagaland,Zunheboto,2015,72697,35,56.53,32.08,4
Nagaland,Zunheboto,2016,40306,17,95.11,89.65,24
Nagaland,Zunheboto,2017,78420,14,83.77,34.15,17
Nagaland,Zunheboto,2018,145390,37,93.17,61.72,22
Nagaland,Zunheboto,2019,163148,28,52.94,68.44,28
Nagaland,Zunheboto,2020,79582,43,56.3,51.31,1
Nagaland,Zunheboto,2021,54009,12,41.83,44.51,28
Nagaland,Zunheboto,2022,55503,2,59.88,49.27,10
Nagaland,Zunheboto,2023,128734,22,43.59,74.16,25
Nagaland,Zunheboto,2024,14207,42,94.92,54.88,1
Nagaland,Zunheboto,2025,102410,46,89.09,70.9,7
Odisha,Angul,2015,79497,8,94.35,42.52,15
Odisha,Angul,2016,48789,5,98.87,85.32,4
Odisha,Angul,2017,165825,18,74.95,56.63,8
Odisha,Angul,2018,5182,33,71.73,64.36,15
Odisha,Angul,2019,28593,10,40.95,31.47,26
Odisha,Angul,2020,12864,16,52.02,38.8,2
Odisha,Angul,2021,99301,12,78.68,63.33,21
Odisha,Angul,2022,126009,11,51.32,33.6,14
Odisha,Angul,2023,35958,30,97.57,94.34,25
Odisha,Angul,2024,184937,7,75.84,75.02,30
Odisha,Angul,2025,120650,34,46.87,62.26,15
Odisha,Balangir,2015,66763,40,63.69,50.97,7
Odisha,Balangir,2016,26911,6,84.16,38.79,10
Odisha,Balangir,2017,80979,1,83.31,57.61,0
Odisha,Balangir,2018,116814,34,56.51,67.06,12
Odisha,Balangir,2019,72590,49,74.2,84.88,24
Odisha,Balangir,2020,54405,18,77.98,72.19,19
Odisha,Balangir,2021,191967,43,41.87,58.41,12
Odisha,Balangir,2022,126461,8,98.54,32.0,27
Odisha,Balangir,2023,198731,11,99.04,77.95,17
Odisha,Balangir,2024,160041,12,67.22,49.81,1
Odisha,Balangir,2025,116880,49,55.13,51.55,10
Odisha,Balasore,2015,11390,47,51.17,35.72,8
Odisha,Balasore,2016,74786,20,89.3,34.69,16
Odisha,Balasore,2017,143686,2,75.17,94.54,10
Odisha,Balasore,2018,188458,3,53.76,42.73,1
Odisha,Balasore,2019,189864,32,75.62,82.31,21
Odisha,Balasore,2020,135541,44,48.35,84.76,17
Odisha,Balasore,2021,35657,23,51.77,35.34,10
Odisha,Balasore,2022,41014,29,64.28,88.57,23
Odisha,Balasore,2023,134827,41,79.81,78.23,8
Odisha,Balasore,2024,29386,49,59.89,67.03,21
Odisha,Balasore,2025,83854,17,45.32,60.75,19
Odisha,Bargarh,2015,157196,22,45.87,79.8,20
Odisha,Bargarh,2016,191685,3,70.55,63.37,17
Odisha,Bargarh,2017,39622,0,67.09,75.19,6
Odisha,Bargarh,2018,172595,48,59.61,56.84,13
Odisha,Bargarh,2019,42503,22,94.1,53.2,18
Odisha,Bargarh,2020,183135,5,88.65,76.0,20
Odisha,Bargarh,2021,77264,11,46.44,32.94,28
Odisha,Bargarh,2022,122918,32,43.16,83.84,1
Odisha,Bargarh,2023,148225,32,84.11,93.91,9
Odisha,Bargarh,2024,29669,46,98.7,78.81,11
Odisha,Bargarh,2025,49838,19,58.77,89.13,0
Odisha,Bhadrak,2015,26120,7,72.89,46.52,7
Odisha,Bhadrak,2016,19761,42,87.64,37.92,0
Odisha,Bhadrak,2017,154916,37,61.93,36.65,8
Odisha,Bhadrak,2018,27205,9,71.29,70.28,30
Odisha,Bhadrak,2019,111645,23,78.42,71.56,26
Odisha,Bhadrak,2020,10074,32,85.02,34.97,10
Odisha,Bhadrak,2021,133188,42,59.13,57.69,18
Odisha,Bhadrak,2022,117442,14,94.68,44.65,1
Odisha,Bhadrak,2023,9062,31,63.99,64.5,21
Odisha,Bhadrak,2024,718,4,50.67,57.16,3
Odisha,Bhadrak,2025,75899,39,99.37,77.4,12
Odisha,Boudh,2015,126235,6,79.03,91.32,11
Odisha,Boudh,2016,20964,45,54.93,43.09,13
Odisha,Boudh,2017,140032,6,65.03,37.55,30
Odisha,Boudh,2018,38519,20,88.52,91.81,21
Odisha,Boudh,2019,12421,18,56.37,78.37,14
Odisha,Boudh,2020,47517,6,75.49,82.43,5
Odisha,Boudh,2021,113217,23,71.37,47.73,19
Odisha,Boudh,2022,150788,16,50.92,43.1,22
Odisha,Boudh,2023,73095,38,89.85,56.66,28
Odisha,Boudh,2024,49990,1,67.52,45.64,0
Odisha,Boudh,2025,60592,10,64.82,50.22,13
Odisha,Cuttack,2015,182733,23,41.0,56.63,8
Odisha,Cuttack,2016,64780,6,86.51,57.73,10
Odisha,Cuttack,2017,169585,35,58.96,41.72,15
Odisha,Cuttack,2018,124241,34,52.83,71.17,7
Odisha,Cuttack,2019,118853,40,59.66,69.71,19
Odisha,Cuttack,2020,156040,27,52.21,45.71,22
Odisha,Cuttack,2021,146215,16,78.79,36.62,11
Odisha,Cuttack,2022,183799,5,79.84,41.59,16
Odisha,Cuttack,2023,129382,44,49.6,82.61,15
Odisha,Cuttack,2024,99661,38,59.51,39.25,2
Odisha,Cuttack,2025,36179,33,89.92,80.56,26
Odisha,Deogarh,2015,159147,22,99.57,43.53,25
Odisha,Deogarh,2016,155532,1,96.23,68.09,22
Odisha,Deogarh,2017,26228,30,43.47,44.25,6
Odisha,Deogarh,2018,92497,9,50.59,60.25,27
Odisha,Deogarh,2019,140986,35,77.06,55.17,11
Odisha,Deogarh,2020,83790,24,54.08,41.68,18
Odisha,Deogarh,2021,116910,27,45.95,42.08,27
Odisha,Deogarh,2022,140528,10,49.36,92.91,24
Odisha,Deogarh,2023,96785,16,41.93,66.04,4
Odisha,Deogarh,2024,3934,11,71.62,51.85,1
Odisha,Deogarh,2025,114280,36,68.07,42.47,16
Odisha,Dhenkanal,2015,54029,13,65.57,70.76,23
Odisha,Dhenkanal,2016,12164,17,75.52,55.82,1
Odisha,Dhenkanal,2017,80905,30,86.5,31.7,2
Odisha,Dhenkanal,2018,184061,50,92.98,33.04,27
Odisha,Dhenkanal,2019,55445,27,60.22,89.17,4
Odisha,Dhenkanal,2020,78361,48,95.41,65.54,2
Odisha,Dhenkanal,2021,36012,12,68.91,69.0,16
Odisha,Dhenkanal,2022,192741,35,60.39,36.34,7
Odisha,Dhenkanal,2023,120269,50,96.05,87.9,7
Odisha,Dhenkanal,2024,7874,35,42.28,44.7,4
Odisha,Dhenkanal,2025,104417,26,40.38,57.63,8
Odisha,Gajapati,2015,113949,47,64.54,91.58,5
Odisha,Gajapati,2016,178435,35,57.96,53.64,11
Odisha,Gajapati,2017,22623,40,90.4,62.41,21
Odisha,Gajapati,2018,131566,42,40.67,47.17,10
Odisha,Gajapati,2019,139365,49,83.66,30.48,3
Odisha,Gajapati,2020,57181,39,55.01,76.28,25
Odisha,Gajapati,2021,8961,14,51.2,53.01,18
Odisha,Gajapati,2022,16248,17,62.06,52.63,24
Odisha,Gajapati,2023,125651,28,49.28,35.13,12
Odisha,Gajapati,2024,10759,28,51.38,66.28,1
Odisha,Gajapati,2025,117299,19,52.99,47.41,3
Odisha,Ganjam,2015,14735,13,70.7,39.7,5
Odisha,Ganjam,2016,4186,0,58.54,51.08,4
Odisha,Ganjam,2017,6362,14,44.23,74.16,27
Odisha,Ganjam,2018,16085,39,93.46,84.82,5
Odisha,Ganjam,2019,121923,26,65.5,43.42,15
Odisha,Ganjam,2020,92668,48,63.54,60.78,13
Odisha,Ganjam,2021,110765,25,99.25,86.72,23
Odisha,Ganjam,2022,159568,24,45.25,34.93,22
Odisha,Ganjam,2023,82938,44,52.48,72.48,14
Odisha,Ganjam,2024,33545,31,65.16,69.88,9
Odisha,Ganjam,2025,1031,30,71.21,41.87,14
Odisha,Jagatsinghpur,2015,37448,33,78.97,41.05,7
Odisha,Jagatsinghpur,2016,168859,44,99.58,94.53,5
Odisha,Jagatsinghpur,2017,91597,35,91.95,48.52,4
Odisha,Jagatsinghpur,2018,119296,1,41.63,41.73,9
Odisha,Jagatsinghpur,2019,153131,36,50.0,54.0,21
Odisha,Jagatsinghpur,2020,78551,45,45.36,67.92,26
Odisha,Jagatsinghpur,2021,137918,8,62.47,57.73,0
Odisha,Jagatsinghpur,2022,12126,33,80.4,37.05,2
Odisha,Jagatsinghpur,2023,64117,22,56.0,31.92,4
Odisha,Jagatsinghpur,2024,53124,9,53.89,48.22,18
Odisha,Jagatsinghpur,2025,41860,1,85.2,78.48,28
Odisha,Jajpur,2015,166644,37,92.16,38.67,19
Odisha,Jajpur,2016,36678,13,78.43,39.27,8
Odisha,Jajpur,2017,122328,31,58.31,89.36,13
Odisha,Jajpur,2018,182072,4,63.23,56.31,2
Odisha,Jajpur,2019,138001,16,43.14,35.78,22
Odisha,Jajpur,2020,35799,39,45.34,71.44,26
Odisha,Jajpur,2021,6789,1,44.13,43.29,18
Odisha,Jajpur,2022,159418,16,63.7,77.48,23
Odisha,Jajpur,2023,175784,23,97.18,55.51,17
Odisha,Jajpur,2024,170899,44,45.05,33.07,27
Odisha,Jajpur,2025,127535,13,64.66,35.69,19
Odisha,Jharsuguda,2015,31473,34,75.28,30.42,22
Odisha,Jharsuguda,2016,17548,9,98.05,51.49,12
Odisha,Jharsuguda,2017,11472,18,84.08,80.75,23
Odisha,Jharsuguda,2018,157256,46,43.08,50.61,9
Odisha,Jharsuguda,2019,72526,34,82.35,52.8,26
Odisha,Jharsuguda,2020,70169,32,93.51,48.45,1
Odisha,Jharsuguda,2021,11519,11,40.12,76.18,1
Odisha,Jharsuguda,2022,52526,18,68.3,74.84,26
Odisha,Jharsuguda,2023,190569,19,97.6,36.1,13
Odisha,Jharsuguda,2024,158333,22,87.51,62.64,29
Odisha,Jharsuguda,2025,155472,38,89.98,35.85,29
Odisha,Kalahandi,2015,66236,10,69.22,38.59,3
Odisha,Kalahandi,2016,48276,8,42.36,75.12,24
Odisha,Kalahandi,2017,27704,19,96.87,62.05,14
Odisha,Kalahandi,2018,188319,18,55.34,81.0,13
Odisha,Kalahandi,2019,65528,5,71.39,86.97,30
Odisha,Kalahandi,2020,199894,0,90.38,34.48,7
Odisha,Kalahandi,2021,139314,8,84.59,91.2,10
Odisha,Kalahandi,2022,28088,38,50.58,72.7,22
Odisha,Kalahandi,2023,30448,48,48.52,45.06,27
Odisha,Kalahandi,2024,163226,10,53.44,82.23,23
Odisha,Kalahandi,2025,173498,46,60.65,31.29,28
Odisha,Kandhamal,2015,154005,43,92.06,93.75,15
Odisha,Kandhamal,2016,177342,6,86.68,65.06,27
Odisha,Kandhamal,2017,132869,42,82.4,67.33,18
Odisha,Kandhamal,2018,50853,37,92.58,91.14,26
Odisha,Kandhamal,2019,23226,3,80.93,42.5,3
Odisha,Kandhamal,2020,172537,20,75.27,86.68,15
Odisha,Kandhamal,2021,95201,46,57.98,88.95,30
Odisha,Kandhamal,2022,35633,3,59.95,63.54,13
Odisha,Kandhamal,2023,18163,25,71.96,45.03,16
Odisha,Kandhamal,2024,132459,38,65.02,49.88,26
Odisha,Kandhamal,2025,120847,46,54.06,90.47,20
Odisha,Kendrapara,2015,49132,43,87.3,57.78,27
Odisha,Kendrapara,2016,106179,50,54.14,76.15,12
Odisha,Kendrapara,2017,157732,9,96.4,55.5,3
Odisha,Kendrapara,2018,176659,20,50.78,87.02,29
Odisha,Kendrapara,2019,125437,9,96.28,91.14,17
Odisha,Kendrapara,2020,10859,3,99.01,47.45,7
Odisha,Kendrapara,2021,142581,22,64.45,89.72,20
Odisha,Kendrapara,2022,188536,43,42.11,77.37,28
Odisha,Kendrapara,2023,12977,29,85.94,86.93,19
Odisha,Kendrapara,2024,22858,47,91.44,86.88,4
Odisha,Kendrapara,2025,136906,28,59.05,65.69,29
Odisha,Kendujhar (Keonjhar),2015,183938,35,62.92,73.85,26
Odisha,Kendujhar (Keonjhar),2016,83375,4,76.26,52.27,26
Odisha,Kendujhar (Keonjhar),2017,114799,24,66.6,62.86,11
Odisha,Kendujhar (Keonjhar),2018,27176,48,53.93,73.4,0
Odisha,Kendujhar (Keonjhar),2019,51771,1,73.75,74.06,26
Odisha,Kendujhar (Keonjhar),2020,78230,2,55.94,69.2,15
Odisha,Kendujhar (Keonjhar),2021,186557,10,96.69,69.6,25
Odisha,Kendujhar (Keonjhar),2022,74573,9,96.2,74.29,2
Odisha,Kendujhar (Keonjhar),2023,35503,31,88.36,34.78,24
Odisha,Kendujhar (Keonjhar),2024,88836,43,66.63,71.35,24
Odisha,Kendujhar (Keonjhar),2025,77256,33,73.91,83.82,19
Odisha,Khordha,2015,170685,20,46.77,43.81,6
Odisha,Khordha,2016,136500,24,55.41,80.14,2
Odisha,Khordha,2017,187498,34,86.52,38.54,5
Odisha,Khordha,2018,119605,22,67.77,76.11,6
Odisha,Khordha,2019,65814,43,59.95,44.35,5
Odisha,Khordha,2020,142118,36,99.0,75.57,25
Odisha,Khordha,2021,37266,41,61.08,72.19,26
Odisha,Khordha,2022,192260,38,45.03,72.35,3
Odisha,Khordha,2023,47197,33,43.62,42.11,27
Odisha,Khordha,2024,47710,45,60.19,76.0,16
Odisha,Khordha,2025,10729,19,45.38,36.03,18
Odisha,Koraput,2015,177776,13,64.05,69.43,22
Odisha,Koraput,2016,133100,0,79.44,89.33,21
Odisha,Koraput,2017,31617,6,79.34,30.24,14
Odisha,Koraput,2018,153392,45,92.84,91.74,7
Odisha,Koraput,2019,162663,12,61.93,50.42,15
Odisha,Koraput,2020,148859,15,75.77,91.0,29
Odisha,Koraput,2021,181397,11,41.96,59.96,15
Odisha,Koraput,2022,12039,6,68.56,33.07,8
Odisha,Koraput,2023,66751,7,66.38,61.72,16
Odisha,Koraput,2024,149677,34,45.03,36.52,1
Odisha,Koraput,2025,151702,7,76.61,32.07,24
Odisha,Malkangiri,2015,150891,34,59.03,37.08,12
Odisha,Malkangiri,2016,137274,14,74.99,38.26,28
Odisha,Malkangiri,2017,161058,7,91.86,33.47,27
Odisha,Malkangiri,2018,46247,26,80.76,70.92,12
Odisha,Malkangiri,2019,150905,41,66.0,78.94,24
Odisha,Malkangiri,2020,90685,11,96.18,37.72,19
Odisha,Malkangiri,2021,62076,45,52.24,41.71,16
Odisha,Malkangiri,2022,87360,10,67.71,79.89,16
Odisha,Malkangiri,2023,105618,47,51.75,30.93,13
Odisha,Malkangiri,2024,13724,40,88.09,61.7,10
Odisha,Malkangiri,2025,41915,6,48.07,92.08,14
Odisha,Mayurbhanj,2015,16331,26,56.6,91.87,19
Odisha,Mayurbhanj,2016,123797,35,68.74,38.88,16
Odisha,Mayurbhanj,2017,36927,33,69.58,93.6,20
Odisha,Mayurbhanj,2018,81047,34,64.53,46.82,1
Odisha,Mayurbhanj,2019,87655,31,96.45,63.13,6
Odisha,Mayurbhanj,2020,61388,6,69.66,88.91,8
Odisha,Mayurbhanj,2021,51737,42,59.95,47.04,26
Odisha,Mayurbhanj,2022,119032,38,76.08,80.56,29
Odisha,Mayurbhanj,2023,119295,16,67.87,33.67,10
Odisha,Mayurbhanj,2024,69681,41,95.67,56.91,28
Odisha,Mayurbhanj,2025,89411,14,65.78,80.39,30
Odisha,Nabarangpur,2015,4936,35,53.01,32.05,26
Odisha,Nabarangpur,2016,157457,23,72.63,61.26,11
Odisha,Nabarangpur,2017,5870,29,79.52,69.94,7
Odisha,Nabarangpur,2018,100359,26,81.17,55.67,0
Odisha,Nabarangpur,2019,33260,32,98.47,37.11,23
Odisha,Nabarangpur,2020,140098,12,56.41,38.86,19
Odisha,Nabarangpur,2021,138279,49,77.64,56.92,8
Odisha,Nabarangpur,2022,162456,31,45.0,56.27,25
Odisha,Nabarangpur,2023,38822,4,41.11,66.28,3
Odisha,Nabarangpur,2024,108082,31,93.43,48.34,27
Odisha,Nabarangpur,2025,39828,29,54.49,34.95,7
Odisha,Nayagarh,2015,178222,47,80.8,89.56,20
Odisha,Nayagarh,2016,38300,44,82.99,74.7,28
Odisha,Nayagarh,2017,66035,10,40.38,94.51,22
Odisha,Nayagarh,2018,181106,13,97.76,49.31,10
Odisha,Nayagarh,2019,33244,29,48.38,69.62,15
Odisha,Nayagarh,2020,187546,19,97.31,52.74,1
Odisha,Nayagarh,2021,70620,46,44.22,38.85,1
Odisha,Nayagarh,2022,15806,42,51.62,73.54,0
Odisha,Nayagarh,2023,4475,2,66.76,80.32,15
Odisha,Nayagarh,2024,46438,18,87.59,30.64,30
Odisha,Nayagarh,2025,138532,11,77.98,68.26,0
Odisha,Nuapada,2015,86816,39,75.23,58.58,8
Odisha,Nuapada,2016,46848,30,92.98,43.58,30
Odisha,Nuapada,2017,185844,25,54.69,47.93,8
Odisha,Nuapada,2018,162028,46,77.53,91.23,1
Odisha,Nuapada,2019,164849,8,86.7,30.16,14
Odisha,Nuapada,2020,132146,9,42.62,58.4,30
Odisha,Nuapada,2021,117372,16,70.0,81.89,1
Odisha,Nuapada,2022,181921,8,94.17,71.43,10
Odisha,Nuapada,2023,180569,43,79.09,88.86,11
Odisha,Nuapada,2024,96683,9,56.2,31.23,8
Odisha,Nuapada,2025,167409,6,87.1,67.06,13
Odisha,Puri,2015,42218,0,44.04,41.54,21
Odisha,Puri,2016,136059,24,60.29,61.5,12
Odisha,Puri,2017,20310,40,89.98,63.48,8
Odisha,Puri,2018,127166,25,58.83,79.58,2
Odisha,Puri,2019,150994,17,62.52,88.88,6
Odisha,Puri,2020,43877,33,61.77,85.96,7
Odisha,Puri,2021,101578,30,73.49,88.09,9
Odisha,Puri,2022,61112,47,45.53,88.55,25
Odisha,Puri,2023,171561,3,99.86,51.46,3
Odisha,Puri,2024,164822,6,84.09,87.74,21
Odisha,Puri,2025,161958,23,71.91,86.29,22
Odisha,Rayagada,2015,99023,8,87.52,86.67,15
Odisha,Rayagada,2016,9277,38,78.0,48.12,18
Odisha,Rayagada,2017,57744,8,84.93,76.87,29
Odisha,Rayagada,2018,168309,12,79.81,47.24,13
Odisha,Rayagada,2019,49522,0,90.57,89.29,15
Odisha,Rayagada,2020,102706,18,73.79,93.86,17
Odisha,Rayagada,2021,77544,41,77.79,41.85,4
Odisha,Rayagada,2022,102912,2,53.1,94.52,2
Odisha,Rayagada,2023,166843,41,43.23,89.52,13
Odisha,Rayagada,2024,191091,34,57.02,63.11,8
Odisha,Rayagada,2025,90717,20,84.87,71.23,0
Odisha,Sambalpur,2015,68680,33,44.59,46.87,5
Odisha,Sambalpur,2016,2846,44,47.72,63.51,17
Odisha,Sambalpur,2017,136615,33,86.01,74.33,23
Odisha,Sambalpur,2018,78951,33,82.6,83.22,23
Odisha,Sambalpur,2019,193179,30,93.17,76.67,19
Odisha,Sambalpur,2020,108080,9,55.08,42.68,27
Odisha,Sambalpur,2021,143105,47,80.36,37.07,7
Odisha,Sambalpur,2022,14203,27,53.32,74.74,1
Odisha,Sambalpur,2023,172828,37,60.34,40.25,8
Odisha,Sambalpur,2024,97560,17,54.56,79.53,12
Odisha,Sambalpur,2025,144801,22,55.8,58.89,2
Odisha,Sonepur,2015,62393,10,48.2,32.38,13
Odisha,Sonepur,2016,39244,18,71.27,79.5,17
Odisha,Sonepur,2017,130893,50,70.96,75.67,2
Odisha,Sonepur,2018,134408,46,91.81,56.61,8
Odisha,Sonepur,2019,8661,0,65.39,39.63,26
Odisha,Sonepur,2020,54741,6,68.32,58.42,9
Odisha,Sonepur,2021,73992,23,50.25,91.41,7
Odisha,Sonepur,2022,20784,47,99.98,86.67,21
Odisha,Sonepur,2023,13444,8,78.75,45.41,16
Odisha,Sonepur,2024,183124,31,87.37,46.45,17
Odisha,Sonepur,2025,35131,30,55.48,38.3,4
Odisha,Sundargarh,2015,96460,49,61.91,64.73,2
Odisha,Sundargarh,2016,112950,48,41.11,60.1,3
Odisha,Sundargarh,2017,90597,13,95.27,39.45,25
Odisha,Sundargarh,2018,179274,28,56.81,78.64,27
Odisha,Sundargarh,2019,193769,38,93.49,42.07,20
Odisha,Sundargarh,2020,29591,24,43.73,62.77,12
Odisha,Sundargarh,2021,10160,45,42.82,40.2,20
Odisha,Sundargarh,2022,41175,40,61.43,41.95,15
Odisha,Sundargarh,2023,193745,30,74.73,69.28,13
Odisha,Sundargarh,2024,21297,0,88.26,42.3,30
Odisha,Sundargarh,2025,3955,23,93.86,36.05,3
Punjab,Amritsar,2015,92979,17,53.75,38.27,26
Punjab,Amritsar,2016,42363,38,94.42,40.48,17
Punjab,Amritsar,2017,178784,0,70.77,91.94,25
Punjab,Amritsar,2018,8372,31,71.02,57.63,0
Punjab,Amritsar,2019,177917,43,88.76,89.53,12
Punjab,Amritsar,2020,57478,31,86.62,40.6,23
Punjab,Amritsar,2021,15641,49,88.86,36.35,11
Punjab,Amritsar,2022,148519,17,67.06,93.72,3
Punjab,Amritsar,2023,88703,34,61.37,49.66,26
Punjab,Amritsar,2024,69286,17,48.52,90.18,9
Punjab,Amritsar,2025,40822,9,99.9,49.83,8
Punjab,Barnala,2015,161612,7,42.77,67.02,19
Punjab,Barnala,2016,19630,37,74.19,42.34,7
Punjab,Barnala,2017,157143,22,63.28,53.32,19
Punjab,Barnala,2018,11313,32,49.3,68.44,27
Punjab,Barnala,2019,73336,4,43.24,60.04,16
Punjab,Barnala,2020,169259,39,78.11,43.31,13
Punjab,Barnala,2021,49730,36,68.74,31.84,25
Punjab,Barnala,2022,154682,27,76.1,36.57,5
Punjab,Barnala,2023,85824,26,95.15,49.83,3
Punjab,Barnala,2024,88925,35,56.25,40.42,20
Punjab,Barnala,2025,187963,42,92.67,46.17,10
Punjab,Bathinda,2015,113139,17,90.24,79.7,1
Punjab,Bathinda,2016,66366,21,68.5,77.98,23
Punjab,Bathinda,2017,96250,6,83.85,43.0,11
Punjab,Bathinda,2018,139624,22,89.29,49.29,11
Punjab,Bathinda,2019,86213,30,68.06,84.25,8
Punjab,Bathinda,2020,7764,22,78.61,81.99,11
Punjab,Bathinda,2021,76247,17,58.65,45.77,22
Punjab,Bathinda,2022,99150,7,54.29,84.3,29
Punjab,Bathinda,2023,180162,2,50.81,48.47,18
Punjab,Bathinda,2024,80713,1,90.64,48.84,25
Punjab,Bathinda,2025,12958,40,68.87,42.82,3
Punjab,Faridkot,2015,114294,45,85.11,35.14,21
Punjab,Faridkot,2016,7105,4,61.1,42.13,19
Punjab,Faridkot,2017,133218,38,44.8,67.76,24
Punjab,Faridkot,2018,89217,48,76.09,42.27,10
Punjab,Faridkot,2019,99645,39,47.1,82.87,2
Punjab,Faridkot,2020,32669,20,88.99,30.73,22
Punjab,Faridkot,2021,33609,33,46.31,75.53,12
Punjab,Faridkot,2022,191259,34,57.22,84.75,29
Punjab,Faridkot,2023,88853,9,49.13,70.43,13
Punjab,Faridkot,2024,2314,15,89.11,85.28,3
Punjab,Faridkot,2025,37099,50,75.21,78.15,10
