state,district,year,crop_production_tons,cultivated_area_hectares,rice_production,wheat_production,maize_production,fertilizer_usage_tons,irrigated_area_hectares
Meghalaya,East Garo Hills,2021,362109,192832,119530,56200,37834,3104,39219
Meghalaya,East Garo Hills,2022,497996,78656,15824,33501,37123,13951,39246
Meghalaya,East Garo Hills,2023,67168,133503,113974,123016,8610,14966,73540
Meghalaya,East Garo Hills,2024,144427,9944,23998,24473,45883,1082,17507
Meghalaya,East Garo Hills,2025,351684,174141,52122,139611,29310,18599,7214
Meghalaya,East Jaintia Hills,2015,47639,100891,10239,8340,9698,12993,22126
Meghalaya,East Jaintia Hills,2016,470613,49658,12862,100564,16215,16135,16936
Meghalaya,East Jaintia Hills,2017,199992,159527,148131,30808,78694,9945,62618
Meghalaya,East Jaintia Hills,2018,131266,67888,99162,98681,34751,6251,35566
Meghalaya,East Jaintia Hills,2019,284690,74502,75284,67492,28243,4669,44465
Meghalaya,East Jaintia Hills,2020,231352,66238,145232,134573,15219,10022,73910
Meghalaya,East Jaintia Hills,2021,478475,88198,132974,41198,72240,8558,25726
Meghalaya,East Jaintia Hills,2022,317732,180988,112587,25013,28077,13771,90591
Meghalaya,East Jaintia Hills,2023,5237,110199,140112,2248,46011,2602,68059
Meghalaya,East Jaintia Hills,2024,299851,36372,142781,127858,17802,1359,74630
Meghalaya,East Jaintia Hills,2025,382661,23160,129750,104851,67686,2583,29784
Meghalaya,East Khasi Hills,2015,389342,128295,78123,22362,24114,11168,37501
Meghalaya,East Khasi Hills,2016,321085,175451,90078,127728,704,13579,33200
Meghalaya,East Khasi Hills,2017,334229,72814,142898,91602,60963,204,69876
Meghalaya,East Khasi Hills,2018,272562,15393,58248,23979,55430,8684,13656
Meghalaya,East Khasi Hills,2019,487736,193158,40484,97016,68830,1488,27015
Meghalaya,East Khasi Hills,2020,307716,48065,98043,34823,53586,17425,59886
Meghalaya,East Khasi Hills,2021,307271,186451,122316,35190,7720,8496,57741
Meghalaya,East Khasi Hills,2022,94290,91738,13476,84642,20392,1327,15726
Meghalaya,East Khasi Hills,2023,255367,154108,26579,88233,67147,6103,7920
Meghalaya,East Khasi Hills,2024,224833,176161,65832,23708,24189,1992,31602
Meghalaya,East Khasi Hills,2025,179289,148070,40834,37669,2036,15588,42796
Meghalaya,North Garo Hills,2015,358138,83505,131937,10319,62360,19956,54104
Meghalaya,North Garo Hills,2016,184009,192812,82095,13293,40416,19666,49625
Meghalaya,North Garo Hills,2017,292887,111350,58398,18656,73618,911,68641
Meghalaya,North Garo Hills,2018,333279,141186,97121,129075,58890,3510,57009
Meghalaya,North Garo Hills,2019,13270,34687,99317,143449,70174,6832,43872
Meghalaya,North Garo Hills,2020,70196,53404,60581,86396,51652,14839,10162
Meghalaya,North Garo Hills,2021,86247,118767,101636,121643,49294,14897,36950
Meghalaya,North Garo Hills,2022,89486,183180,128042,119004,59767,16034,58905
Meghalaya,North Garo Hills,2023,227808,113502,18625,135323,4890,8758,35164
Meghalaya,North Garo Hills,2024,22235,55987,97798,4978,47613,13054,7593
Meghalaya,North Garo Hills,2025,251870,29683,142326,101123,55575,1044,59440
Meghalaya,Ri Bhoi,2015,392689,135738,100862,59999,41672,10475,81760
Meghalaya,Ri Bhoi,2016,489344,8156,111129,97959,21609,17415,25586
Meghalaya,Ri Bhoi,2017,269068,76041,70161,40138,59609,8159,33122
Meghalaya,Ri Bhoi,2018,275896,170090,5399,1983,54709,2653,53280
Meghalaya,Ri Bhoi,2019,47868,27455,89607,116083,40879,18163,85541
Meghalaya,Ri Bhoi,2020,397865,128131,135007,33703,17114,17193,84572
Meghalaya,Ri Bhoi,2021,479516,151742,22122,132831,74642,10482,14406
Meghalaya,Ri Bhoi,2022,354540,10607,38288,144059,13289,5590,74287
Meghalaya,Ri Bhoi,2023,284714,40743,66335,144930,22547,17431,66095
Meghalaya,Ri Bhoi,2024,417634,50372,124128,13576,3026,8585,98493
Meghalaya,Ri Bhoi,2025,154161,172776,110300,128696,78466,3350,60794
Meghalaya,South Garo Hills,2015,283414,107527,46830,141994,14309,1839,50230
Meghalaya,South Garo Hills,2016,273549,139071,44296,40197,31971,809,69209
Meghalaya,South Garo Hills,2017,211383,172591,16408,15275,55337,5579,50288
Meghalaya,South Garo Hills,2018,230470,141099,71196,136783,72399,14164,87879
Meghalaya,South Garo Hills,2019,236747,170687,44700,55203,38965,818,92215
Meghalaya,South Garo Hills,2020,248214,114829,131063,135382,75864,8030,6198
Meghalaya,South Garo Hills,2021,43402,180374,75055,15759,79508,202,24561
Meghalaya,South Garo Hills,2022,254590,35580,43983,130465,4177,12180,74645
Meghalaya,South Garo Hills,2023,472494,43314,118060,72281,77831,4744,4097
Meghalaya,South Garo Hills,2024,238959,124088,36966,123681,49255,358,6733
Meghalaya,South Garo Hills,2025,202451,139855,90142,104119,25504,8604,45426
Meghalaya,South West Garo Hills,2015,191837,169729,80616,72892,31321,17655,86096
Meghalaya,South West Garo Hills,2016,484688,3641,108240,8308,41440,17577,11593
Meghalaya,South West Garo Hills,2017,277856,136356,38367,44173,38946,3324,7400
Meghalaya,South West Garo Hills,2018,130905,82585,132468,20229,31597,13219,11174
Meghalaya,South West Garo Hills,2019,202548,139214,49112,89107,57165,14201,12379
Meghalaya,South West Garo Hills,2020,219064,163788,22155,3612,31039,16859,60633
Meghalaya,South West Garo Hills,2021,144610,59971,46206,140125,41859,11801,86378
Meghalaya,South West Garo Hills,2022,452463,20806,104389,28215,46208,14101,47682
Meghalaya,South West Garo Hills,2023,65330,30130,28801,147496,75289,7955,49430
Meghalaya,South West Garo Hills,2024,224183,102215,3854,7689,22870,7855,61047
Meghalaya,South West Garo Hills,2025,75189,194197,90346,37710,63857,12869,17689
Meghalaya,South West Khasi Hills,2015,170526,33778,27722,12556,8317,6832,96966
Meghalaya,South West Khasi Hills,2016,194125,186107,75857,39917,60640,11842,72439
Meghalaya,South West Khasi Hills,2017,154029,183028,35464,101525,23237,12405,5227
Meghalaya,South West Khasi Hills,2018,98548,187862,118092,134555,32978,14405,22709
Meghalaya,South West Khasi Hills,2019,358745,122380,2973,93697,6150,17679,9962
Meghalaya,South West Khasi Hills,2020,442489,60701,79536,6300,19061,1245,35011
Meghalaya,South West Khasi Hills,2021,183788,42271,127380,60709,55826,5086,41748
Meghalaya,South West Khasi Hills,2022,468918,3500,140527,29257,62042,7003,89130
Meghalaya,South West Khasi Hills,2023,295729,68771,6569,84293,14743,5072,33790
Meghalaya,South West Khasi Hills,2024,259799,134847,81561,66127,15926,12038,7441
Meghalaya,South West Khasi Hills,2025,82541,14772,124732,91142,24537,17395,94714
Meghalaya,West Garo Hills,2015,190645,189867,7686,128923,4197,12907,93658
Meghalaya,West Garo Hills,2016,229238,50860,124117,53571,76034,16554,43703
Meghalaya,West Garo Hills,2017,329470,7102,82731,82463,37875,8371,93358
Meghalaya,West Garo Hills,2018,296402,126426,26577,141653,60667,12229,7979
Meghalaya,West Garo Hills,2019,491262,76404,74771,115582,19319,16268,81310
Meghalaya,West Garo Hills,2020,98785,180925,137496,127662,79967,19413,85485
Meghalaya,West Garo Hills,2021,460014,119575,100656,55360,49342,14428,14933
Meghalaya,West Garo Hills,2022,371590,176910,9369,149376,68192,6096,62817
Meghalaya,West Garo Hills,2023,257788,189280,9571,60401,70230,6637,21285
Meghalaya,West Garo Hills,2024,311166,194847,7156,83041,24752,775,89360
Meghalaya,West Garo Hills,2025,308035,19925,143697,15289,15166,3749,87097
Meghalaya,West Jaintia Hills,2015,44192,54612,52604,50770,9091,10526,93009
Meghalaya,West Jaintia Hills,2016,415438,32718,50610,9395,6110,14790,15093
Meghalaya,West Jaintia Hills,2017,381332,147910,58645,7108,57141,4733,35931
Meghalaya,West Jaintia Hills,2018,181623,146621,140827,98523,30814,1943,15941
Meghalaya,West Jaintia Hills,2019,385378,55627,116170,80352,73895,8075,10761
Meghalaya,West Jaintia Hills,2020,251328,182277,61481,57621,26613,14409,36379
Meghalaya,West Jaintia Hills,2021,362842,33415,56229,61543,51877,1975,48318
Meghalaya,West Jaintia Hills,2022,370197,30708,118959,116438,45993,1744,87018
Meghalaya,West Jaintia Hills,2023,201971,137698,125267,138418,69417,7121,71512
Meghalaya,West Jaintia Hills,2024,31551,186326,61924,38797,28397,17443,22292
Meghalaya,West Jaintia Hills,2025,459999,178961,28632,4772,71548,10715,36649
Meghalaya,West Khasi Hills,2015,21323,2339,135651,48008,64730,5339,51834
Meghalaya,West Khasi Hills,2016,132775,70241,50685,38789,33638,2058,78956
Meghalaya,West Khasi Hills,2017,50097,18568,30669,49182,7798,10248,44935
Meghalaya,West Khasi Hills,2018,391482,28547,33755,108387,74032,11536,90725
Meghalaya,West Khasi Hills,2019,40074,182617,115335,70800,63650,6977,14979
Meghalaya,West Khasi Hills,2020,321120,69818,148712,44833,10310,9063,61767
Meghalaya,West Khasi Hills,2021,17131,118118,64634,109774,30745,4769,61950
Meghalaya,West Khasi Hills,2022,63932,39877,86942,94919,27953,15674,49958
Meghalaya,West Khasi Hills,2023,432548,74792,43262,140087,28328,18433,81187
Meghalaya,West Khasi Hills,2024,109376,83556,108559,90827,16416,2718,26545
Meghalaya,West Khasi Hills,2025,70174,185550,137811,71172,72289,9045,35369
Mizoram,Aizawl,2015,323955,71355,52874,74342,79843,4766,84560
Mizoram,Aizawl,2016,363932,14179,85983,31166,74526,7770,98919
Mizoram,Aizawl,2017,188701,16587,13159,122489,17098,13924,96870
Mizoram,Aizawl,2018,20085,169412,80771,12335,15621,3027,96667
Mizoram,Aizawl,2019,295341,22063,142435,90292,43938,16064,26646
Mizoram,Aizawl,2020,157789,85687,24399,134496,74855,11091,47378
Mizoram,Aizawl,2021,61810,118117,1136,101728,32477,11338,18742
Mizoram,Aizawl,2022,48843,178471,88573,105005,75954,676,95460
Mizoram,Aizawl,2023,142025,62540,128008,104519,32652,17460,3812
Mizoram,Aizawl,2024,264112,109942,146035,51747,54366,12028,35110
Mizoram,Aizawl,2025,353052,18362,56797,42220,35952,17075,37931
Mizoram,Champhai,2015,495739,61033,7777,44583,68230,19318,12672
Mizoram,Champhai,2016,142047,144395,55636,101348,9887,8820,27330
Mizoram,Champhai,2017,418848,140487,82440,118442,29563,14245,33641
Mizoram,Champhai,2018,483650,168264,105447,144888,22117,2824,98007
Mizoram,Champhai,2019,128592,174705,49001,118503,38325,826,13158
Mizoram,Champhai,2020,275910,155325,75389,99349,50816,596,4710
Mizoram,Champhai,2021,270726,177601,116574,104143,72753,12308,27852
Mizoram,Champhai,2022,77458,49299,132572,62815,63277,18734,48878
Mizoram,Champhai,2023,179997,91635,7722,83120,14720,5479,34829
Mizoram,Champhai,2024,295868,118715,104720,100053,66982,18894,99796
Mizoram,Champhai,2025,250525,16881,107488,114609,41567,6304,25235
Mizoram,Hnahthial,2015,200149,39306,100713,14816,70548,15831,47377
Mizoram,Hnahthial,2016,300984,107662,15890,97830,67142,6232,66124
Mizoram,Hnahthial,2017,375792,76201,139668,13577,32131,10287,84030
Mizoram,Hnahthial,2018,68277,148028,72156,108974,44463,3061,7256
Mizoram,Hnahthial,2019,35464,4517,115149,77238,48569,12779,17688
Mizoram,Hnahthial,2020,50622,117354,93169,124546,52424,7490,78203
Mizoram,Hnahthial,2021,101678,73134,13643,15344,64592,7110,86586
Mizoram,Hnahthial,2022,31385,95712,120781,97782,78974,6091,95106
Mizoram,Hnahthial,2023,299244,188348,75398,93011,6563,4074,18652
Mizoram,Hnahthial,2024,279219,32808,30574,105333,42138,16206,66095
Mizoram,Hnahthial,2025,218358,113761,78919,48982,50837,4356,40151
Mizoram,Khawzawl,2015,494070,136751,51303,24128,36074,15273,90647
Mizoram,Khawzawl,2016,231228,116415,67361,24092,38362,4086,71929
Mizoram,Khawzawl,2017,146109,41635,131612,77863,57495,13226,97050
Mizoram,Khawzawl,2018,337569,128388,106388,134423,59706,5215,2753
Mizoram,Khawzawl,2019,87978,79523,136344,28233,34838,7638,89071
Mizoram,Khawzawl,2020,388851,83084,75511,21039,37286,7590,75539
Mizoram,Khawzawl,2021,431131,51988,135915,42567,24452,2837,62233
Mizoram,Khawzawl,2022,20641,189465,139553,116012,4506,1980,7063
Mizoram,Khawzawl,2023,262054,13039,65978,28078,6405,16006,76537
Mizoram,Khawzawl,2024,24844,191773,69748,34914,44960,16618,28173
Mizoram,Khawzawl,2025,44513,15176,98956,75864,28516,13997,41664
Mizoram,Kolasib,2015,76041,49777,11574,70387,20516,9439,64822
Mizoram,Kolasib,2016,26960,41721,108784,4889,72817,4593,84054
Mizoram,Kolasib,2017,431393,31859,94440,45135,72056,202,27833
Mizoram,Kolasib,2018,315434,23747,21195,139393,16213,10474,85772
Mizoram,Kolasib,2019,71582,177798,94147,22542,8264,11135,53205
Mizoram,Kolasib,2020,102370,98916,51631,10199,50817,10928,50801
Mizoram,Kolasib,2021,105106,85155,70930,88561,37850,9562,12507
Mizoram,Kolasib,2022,269669,10606,142193,25729,24482,4453,73160
Mizoram,Kolasib,2023,8674,33307,102105,31129,36076,13333,79461
Mizoram,Kolasib,2024,398198,92643,81251,132046,43155,7750,69313
Mizoram,Kolasib,2025,260420,11046,130545,18609,12641,12832,12910
Mizoram,Lawngtlai,2015,121023,124089,21870,2287,63723,1800,29226
Mizoram,Lawngtlai,2016,267117,169747,6596,90031,64548,4092,27443
Mizoram,Lawngtlai,2017,42691,157849,65910,85088,43331,8364,79100
Mizoram,Lawngtlai,2018,229005,61059,70202,47361,20568,10664,75000
Mizoram,Lawngtlai,2019,146867,183089,105077,147065,69381,2097,46312
Mizoram,Lawngtlai,2020,26381,158678,91869,70137,40049,13193,28631
Mizoram,Lawngtlai,2021,424663,134415,54996,11071,18975,2047,23749
Mizoram,Lawngtlai,2022,208735,5763,62279,55972,53874,19132,39362
Mizoram,Lawngtlai,2023,364795,131173,100342,101017,8876,13357,99246
Mizoram,Lawngtlai,2024,288545,81560,43010,100449,55737,9093,88503
Mizoram,Lawngtlai,2025,20401,14880,31716,39802,51665,17299,61466
Mizoram,Lunglei,2015,308373,131474,40642,77345,27235,18513,80891
Mizoram,Lunglei,2016,215201,139757,52149,62320,67837,18020,6766
Mizoram,Lunglei,2017,475304,192278,5173,95020,7100,1880,97980
Mizoram,Lunglei,2018,393009,38230,61612,123236,26079,13470,19228
Mizoram,Lunglei,2019,404198,28823,32984,54470,812,12005,6616
Mizoram,Lunglei,2020,127610,48877,134312,102398,22416,3685,40100
Mizoram,Lunglei,2021,472124,91554,46010,94149,8243,1660,1011
Mizoram,Lunglei,2022,170778,62448,81160,33935,32795,18690,8711
Mizoram,Lunglei,2023,391627,52330,14528,141797,68224,18792,72179
Mizoram,Lunglei,2024,437938,6281,70394,119908,54234,5230,3216
Mizoram,Lunglei,2025,477495,57831,136923,62902,56396,18762,54084
Mizoram,Mamit,2015,355417,140649,39758,144177,23763,19795,1130
Mizoram,Mamit,2016,218004,99504,70827,136497,48872,434,77917
Mizoram,Mamit,2017,234263,164924,5551,137700,52132,15689,94415
Mizoram,Mamit,2018,196239,85034,47126,50081,39048,2226,65455
Mizoram,Mamit,2019,242324,41068,13792,130764,2812,16574,84998
Mizoram,Mamit,2020,126250,19071,63857,144138,2015,13298,17529
Mizoram,Mamit,2021,113808,198509,83088,86591,18674,12667,76957
Mizoram,Mamit,2022,382420,51522,124115,107951,31397,9639,57954
Mizoram,Mamit,2023,44839,45098,134413,62949,20237,17369,42867
Mizoram,Mamit,2024,112036,180530,95041,87792,48206,15191,89008
Mizoram,Mamit,2025,241160,12017,63586,42831,31606,3748,83763
Mizoram,Saiha,2015,68609,177528,93599,30200,57349,10526,79340
Mizoram,Saiha,2016,301568,9832,146363,47684,49103,18052,59782
Mizoram,Saiha,2017,52607,108482,132728,44998,2725,6967,98229
Mizoram,Saiha,2018,141749,25715,36860,128550,56193,19556,74592
Mizoram,Saiha,2019,398564,110715,141751,141826,34361,3960,12825
Mizoram,Saiha,2020,148028,118606,92638,71275,54067,6861,83660
Mizoram,Saiha,2021,116495,48036,90335,72100,63968,15684,6280
Mizoram,Saiha,2022,348863,97753,47258,131635,4996,5471,71457
Mizoram,Saiha,2023,418057,99407,144425,148823,69930,17832,9111
Mizoram,Saiha,2024,247933,189079,20377,132259,67321,14447,90649
Mizoram,Saiha,2025,9271,182961,147375,135689,65761,15423,88153
Mizoram,Saitual,2015,72595,59504,63309,66659,68055,4578,80992
Mizoram,Saitual,2016,464303,191022,40312,7393,21069,14862,27345
Mizoram,Saitual,2017,444903,119505,91985,144711,37202,520,81185
Mizoram,Saitual,2018,247483,106295,104728,146519,51044,7953,21539
Mizoram,Saitual,2019,416508,17345,103340,8958,16252,6793,19131
Mizoram,Saitual,2020,267588,152163,65721,146452,17423,2310,29919
Mizoram,Saitual,2021,497448,88000,89360,108068,31224,16755,38052
Mizoram,Saitual,2022,418875,19014,121017,133748,53002,3365,59133
Mizoram,Saitual,2023,112169,165280,136910,134892,6972,17026,14238
Mizoram,Saitual,2024,97353,60739,13301,19052,6541,16996,99929
Mizoram,Saitual,2025,467836,145822,130058,51522,661,1252,51614
Mizoram,Serchhip,2015,184437,117635,18476,5646,10294,2713,78272
Mizoram,Serchhip,2016,365006,91957,115927,65958,41275,12093,29855
Mizoram,Serchhip,2017,209203,28690,55818,62147,42087,14571,85620
Mizoram,Serchhip,2018,46003,137952,75881,65082,59909,11754,38689
Mizoram,Serchhip,2019,242765,138777,142976,46319,64254,11764,87300
Mizoram,Serchhip,2020,482019,53304,78835,141112,53904,11855,94213
Mizoram,Serchhip,2021,469360,190427,81504,4964,7325,2579,48679
Mizoram,Serchhip,2022,226760,117633,116198,149074,17856,5985,99523
Mizoram,Serchhip,2023,277220,71122,64303,10800,12561,2283,29272
Mizoram,Serchhip,2024,323266,127700,36718,74934,1960,11509,84164
Mizoram,Serchhip,2025,139832,132978,74839,90829,74398,17713,87102
Nagaland,Chümoukedima,2015,252276,180511,37365,7257,43083,2747,76169
Nagaland,Chümoukedima,2016,107265,101003,21905,3630,23890,19011,33295
Nagaland,Chümoukedima,2017,35099,22476,29594,42971,49648,8787,36755
Nagaland,Chümoukedima,2018,424853,165008,68117,52059,63856,11062,12071
Nagaland,Chümoukedima,2019,339376,125471,137042,20357,45281,2120,73032
Nagaland,Chümoukedima,2020,154554,122701,92789,20058,16703,5951,70468
Nagaland,Chümoukedima,2021,275333,10289,36025,126295,64397,7186,80340
Nagaland,Chümoukedima,2022,249326,148019,119212,70982,79606,12777,7890
Nagaland,Chümoukedima,2023,255333,140930,69495,86531,29488,2416,29524
Nagaland,Chümoukedima,2024,298982,72273,111643,16585,66825,4011,55568
Nagaland,Chümoukedima,2025,391681,181738,50610,59673,35158,10095,13341
Nagaland,Dimapur,2015,32362,170184,24740,76889,45626,13366,33863
Nagaland,Dimapur,2016,55865,72402,5910,59801,77428,14128,77357
Nagaland,Dimapur,2017,116900,108594,132558,120625,50394,5340,96164
Nagaland,Dimapur,2018,245550,161259,114778,23812,41667,17202,14665
Nagaland,Dimapur,2019,185242,32755,15003,50405,16829,16314,23488
Nagaland,Dimapur,2020,238007,64810,37030,12906,25908,12774,59877
Nagaland,Dimapur,2021,144373,182450,88856,77267,48835,3987,24520
Nagaland,Dimapur,2022,278245,9109,30527,127244,50237,2014,10976
Nagaland,Dimapur,2023,410779,54012,9352,127025,7037,1955,79257
Nagaland,Dimapur,2024,348213,166704,94908,49326,71271,9868,92790
Nagaland,Dimapur,2025,190554,107922,85757,99487,22396,14035,71020
Nagaland,Kiphire,2015,92761,195600,144443,92504,44007,13321,19382
Nagaland,Kiphire,2016,57378,87912,22464,93790,41192,11345,75412
Nagaland,Kiphire,2017,194341,106525,17912,97607,47720,7270,3744
Nagaland,Kiphire,2018,15012,54291,74988,65895,42000,13064,36235
Nagaland,Kiphire,2019,132665,148323,110406,23265,22708,8818,75239
Nagaland,Kiphire,2020,169863,106515,79743,14389,18914,2720,87207
Nagaland,Kiphire,2021,460360,97856,82995,64057,25366,13977,45137
Nagaland,Kiphire,2022,283670,162480,82768,6991,77143,8027,66043
Nagaland,Kiphire,2023,110707,133081,71558,137506,43409,4830,19268
Nagaland,Kiphire,2024,133379,22047,112282,3138,62628,10443,76278
Nagaland,Kiphire,2025,309578,13414,80623,115374,31394,1019,25121
Nagaland,Kohima,2015,382775,166855,104701,41070,59325,17613,6478
Nagaland,Kohima,2016,238234,180219,1795,80092,77860,3514,48913
Nagaland,Kohima,2017,208009,97409,81260,69684,33228,412,35418
Nagaland,Kohima,2018,10625,46284,26356,4580,21840,7533,57873
Nagaland,Kohima,2019,42708,121567,90712,147594,6725,14893,50479
Nagaland,Kohima,2020,378006,28302,83548,42475,64358,6508,64523
Nagaland,Kohima,2021,485880,101123,135642,121111,21682,759,42506
Nagaland,Kohima,2022,293378,41663,46640,138209,15029,11115,11270
Nagaland,Kohima,2023,384295,133315,131845,45141,63983,11177,7460
Nagaland,Kohima,2024,337223,76728,123043,64087,66171,5510,36405
Nagaland,Kohima,2025,416312,130728,77267,23694,22166,10641,76397
Nagaland,Longleng,2015,7144,98043,128635,8524,49469,12507,72850
Nagaland,Longleng,2016,252831,5791,117775,60758,14885,14748,61763
Nagaland,Longleng,2017,159450,43296,148154,97530,73552,6663,97674
Nagaland,Longleng,2018,224280,140018,8553,3425,38711,9928,44170
Nagaland,Longleng,2019,225137,186049,54887,34646,60678,6126,67958
Nagaland,Longleng,2020,258448,62288,26749,104731,38502,3253,44298
Nagaland,Longleng,2021,411830,23739,113970,52038,13735,16401,46618
Nagaland,Longleng,2022,199014,71067,65074,70572,54409,19378,71914
Nagaland,Longleng,2023,494958,78893,39208,60595,3018,8717,23762
Nagaland,Longleng,2024,5295,188897,95930,77151,77894,379,90071
Nagaland,Longleng,2025,486775,97472,107127,8075,78151,9635,32466
Nagaland,Mokokchung,2015,324690,138703,65705,66519,26734,9038,28230
Nagaland,Mokokchung,2016,256415,125144,35761,19363,20505,16245,3619
Nagaland,Mokokchung,2017,489076,112603,136441,51205,65785,11852,30042
Nagaland,Mokokchung,2018,19543,80088,38283,26525,25064,15137,35547
Nagaland,Mokokchung,2019,494575,67232,33385,4991,38648,15338,25025
Nagaland,Mokokchung,2020,270246,76597,58870,143051,36753,13419,58225
Nagaland,Mokokchung,2021,158008,31606,142234,19523,8017,18307,18319
Nagaland,Mokokchung,2022,400327,71828,66659,105148,20076,9633,88658
Nagaland,Mokokchung,2023,117491,153333,52271,66718,20149,14416,39200
Nagaland,Mokokchung,2024,293798,131249,36169,115554,76346,877,40062
Nagaland,Mokokchung,2025,328946,126239,124103,29604,76592,15318,6785
Nagaland,Mon,2015,450962,11212,27509,63164,6416,9098,97769
Nagaland,Mon,2016,344812,163205,36477,110662,27619,19575,59481
Nagaland,Mon,2017,251306,182863,88596,112830,46555,751,15673
Nagaland,Mon,2018,460879,93659,149151,142045,41304,13780,89043
Nagaland,Mon,2019,55969,69725,84846,25192,63524,15781,79080
Nagaland,Mon,2020,438368,110628,41278,119603,79240,5408,92430
Nagaland,Mon,2021,72567,63012,94423,1278,34422,8273,64917
Nagaland,Mon,2022,322012,118051,123146,22726,22380,14410,3185
Nagaland,Mon,2023,424067,9651,35263,24022,76924,613,31270
Nagaland,Mon,2024,165638,99178,39215,75149,57759,3612,61830
Nagaland,Mon,2025,94932,166796,76812,146750,38348,14334,42412
Nagaland,Noklak,2015,408298,68591,111588,126263,48585,1981,49835
Nagaland,Noklak,2016,435138,7856,14970,124303,55711,1004,84722
Nagaland,Noklak,2017,206058,11143,99235,99654,30866,11574,66168
Nagaland,Noklak,2018,122383,151778,109690,79417,66174,1934,7182
Nagaland,Noklak,2019,160876,100759,79576,120008,28666,3568,24471
Nagaland,Noklak,2020,234283,163520,50047,22590,6491,19560,77325
Nagaland,Noklak,2021,308781,101840,51073,4162,79499,3202,8357
Nagaland,Noklak,2022,57496,15336,98259,19668,25775,15779,25858
Nagaland,Noklak,2023,56118,59285,22284,94403,39897,14336,91762
Nagaland,Noklak,2024,159475,19882,39985,4061,56564,19397,47193
Nagaland,Noklak,2025,106808,11304,39040,76802,67821,11901,92227
Nagaland,Peren,2015,442064,64140,4687,31360,70215,1285,87405
Nagaland,Peren,2016,167382,151019,141317,99862,52160,1822,66202
Nagaland,Peren,2017,344141,151919,84033,130228,7248,11670,38359
Nagaland,Peren,2018,498390,165712,99486,56959,13821,2030,96287
Nagaland,Peren,2019,66967,56498,59339,139337,10130,4816,66077
Nagaland,Peren,2020,486115,32503,77762,93600,5970,9868,84552
Nagaland,Peren,2021,474769,165654,65341,139369,63697,1267,83872
Nagaland,Peren,2022,268334,117267,119063,97182,29317,10419,18608
Nagaland,Peren,2023,36815,98272,69976,43098,6981,11956,55384
Nagaland,Peren,2024,349232,138366,34719,43717,6391,17396,42199
Nagaland,Peren,2025,72454,142595,67160,90561,4744,15634,32867
Nagaland,Phek,2015,383483,188618,133723,28268,23421,18872,64502
Nagaland,Phek,2016,48008,14438,34917,90620,66790,3967,35076
Nagaland,Phek,2017,267878,105888,62683,122146,24113,2368,61242
Nagaland,Phek,2018,198910,98549,104315,21970,52571,15646,89130
Nagaland,Phek,2019,293063,11493,28213,22844,66706,467,40697
Nagaland,Phek,2020,259057,59572,49011,22826,29893,4172,45656
Nagaland,Phek,2021,370714,50192,110831,123688,10805,9019,77238
Nagaland,Phek,2022,345779,174574,149093,91994,28863,17486,15934
Nagaland,Phek,2023,56038,39289,77454,4680,46100,7641,47326
Nagaland,Phek,2024,448351,80399,52471,76101,76328,10545,28849
Nagaland,Phek,2025,192299,184293,53667,131432,1285,14310,20428
Nagaland,Shamator,2015,59475,41401,149371,57796,10839,17353,68060
Nagaland,Shamator,2016,293457,158144,132847,38426,53896,1942,86657
Nagaland,Shamator,2017,135809,165640,88501,109281,66770,17765,62866
Nagaland,Shamator,2018,241577,158464,19536,130134,16767,14688,17304
Nagaland,Shamator,2019,125325,11979,133541,86034,27758,16847,57052
Nagaland,Shamator,2020,487506,191393,52121,141666,23131,16402,98108
Nagaland,Shamator,2021,217922,49248,54474,129206,6070,2686,5694
Nagaland,Shamator,2022,259649,89307,63796,52539,68321,7262,96383
Nagaland,Shamator,2023,182162,27891,19732,139910,69699,15495,83157
Nagaland,Shamator,2024,384098,44219,51679,23371,15264,9440,15902
Nagaland,Shamator,2025,9771,87590,58510,105890,79818,4216,49753
Nagaland,Tuensang,2015,43030,89013,81930,127963,70631,14073,2580
Nagaland,Tuensang,2016,155901,125642,65516,48294,6520,845,87540
Nagaland,Tuensang,2017,384548,67084,79179,138720,36287,19047,12681
Nagaland,Tuensang,2018,319047,13083,31088,17842,2139,11663,83976
Nagaland,Tuensang,2019,376343,178628,128692,147601,42089,19743,45889
Nagaland,Tuensang,2020,191659,130520,69386,111570,72918,2609,84037
Nagaland,Tuensang,2021,332129,101726,78421,97440,20168,19636,1538
Nagaland,Tuensang,2022,312579,107620,127615,62764,71100,13640,91645
Nagaland,Tuensang,2023,481541,197429,147221,125630,45257,2091,37028
Nagaland,Tuensang,2024,107066,159573,119413,113193,77168,17671,33176
Nagaland,Tuensang,2025,282751,19281,119613,125813,63279,3234,96770
Nagaland,Tseminyu,2015,292381,25693,1380,74155,66829,14036,34129
Nagaland,Tseminyu,2016,479184,143189,123214,79065,45724,2985,42509
Nagaland,Tseminyu,2017,410337,61192,53978,33375,27234,7997,12218
Nagaland,Tseminyu,2018,353732,64307,15337,33948,2209,2132,49770
Nagaland,Tseminyu,2019,167271,162652,40308,145763,48739,1524,46401
Nagaland,Tseminyu,2020,154062,42348,114513,39955,33126,19805,42394
Nagaland,Tseminyu,2021,409643,64692,47980,103945,1441,5723,62481
Nagaland,Tseminyu,2022,349389,28770,32057,74006,70822,2802,46365
Nagaland,Tseminyu,2023,488895,164434,130225,53769,64351,16238,74475
