state,district,year,total_hospitals,government_hospitals,private_hospitals,hospital_beds,icu_beds,ventilators,doctors,nurses,ambulances,primary_health_centers,community_health_centers,maternal_mortality_rate,infant_mortality_rate,life_expectancy,vaccination_rate,health_expenditure_per_capita,patients_per_day
Madhya Pradesh,Panna,2024,135,108,106,3312,157,151,801,115,34,53,35,84.53,13.88,73.64,70.53,9151,2295
Madhya Pradesh,Panna,2025,110,12,132,3739,365,117,106,2759,45,69,18,78.33,24.06,71.87,91.96,9517,4548
Madhya Pradesh,Raisen,2015,156,91,66,1189,26,171,1122,110,30,22,28,168.67,35.53,70.0,87.44,8268,4487
Madhya Pradesh,Raisen,2016,24,113,160,2727,337,15,309,1356,101,76,4,197.85,33.04,66.25,82.79,6137,1512
Madhya Pradesh,Raisen,2017,229,89,56,673,153,21,1369,2264,63,79,35,117.11,10.33,65.8,86.26,8221,4632
Madhya Pradesh,Raisen,2018,197,89,55,2939,267,155,581,1596,52,69,17,176.3,12.44,68.19,83.18,9771,3898
Madhya Pradesh,Raisen,2019,76,92,123,1715,445,100,1199,899,72,55,24,61.01,11.96,66.54,63.27,6699,1425
Madhya Pradesh,Raisen,2020,209,66,141,1621,468,151,1378,2026,96,37,30,123.2,31.32,73.39,62.24,7328,1267
Madhya Pradesh,Raisen,2021,21,66,9,4545,399,30,589,767,9,42,22,167.22,42.57,67.61,69.26,6233,517
Madhya Pradesh,Raisen,2022,21,72,157,2900,88,113,1417,557,99,50,36,114.55,26.52,67.05,95.88,10781,4804
Madhya Pradesh,Raisen,2023,126,112,18,727,173,121,1108,1753,115,44,24,143.94,38.89,65.37,71.45,2450,1681
Madhya Pradesh,Raisen,2024,135,9,120,4880,256,79,471,2891,12,23,37,166.49,51.65,66.12,63.93,5864,613
Madhya Pradesh,Raisen,2025,207,22,36,4455,293,196,519,2796,17,16,31,183.34,56.81,71.36,92.77,10960,2124
Madhya Pradesh,Rajgarh,2015,37,111,53,1698,315,107,1050,2189,21,7,8,186.01,41.34,65.62,68.0,4259,2026
Madhya Pradesh,Rajgarh,2016,95,18,58,2443,417,133,1183,2126,117,59,19,184.41,59.58,71.42,60.43,12672,3714
Madhya Pradesh,Rajgarh,2017,138,56,37,2677,287,155,1480,311,19,12,16,143.13,10.58,65.17,83.04,9506,4843
Madhya Pradesh,Rajgarh,2018,134,80,27,4745,81,141,1084,653,117,57,6,90.75,43.57,72.7,68.49,10179,681
Madhya Pradesh,Rajgarh,2019,55,58,128,1531,45,38,1252,1859,111,15,35,131.55,44.37,67.11,81.55,3148,3743
Madhya Pradesh,Rajgarh,2020,293,14,187,1705,169,116,410,1378,61,67,2,105.41,13.65,68.68,63.28,3299,200
Madhya Pradesh,Rajgarh,2021,188,85,96,304,128,198,227,740,116,38,24,116.0,28.9,65.92,91.71,2859,3577
Madhya Pradesh,Rajgarh,2022,193,30,200,2816,200,182,1160,1437,21,60,28,86.15,19.47,67.14,62.62,9763,116
Madhya Pradesh,Rajgarh,2023,166,28,166,2978,250,6,1022,969,108,63,12,59.42,57.08,65.63,86.53,2345,3276
Madhya Pradesh,Rajgarh,2024,87,58,131,1170,244,89,961,2655,31,26,33,175.4,47.96,67.07,77.08,13222,2256
Madhya Pradesh,Rajgarh,2025,208,47,158,2078,263,56,1409,1053,97,44,17,94.08,50.96,68.14,85.41,2815,3736
Madhya Pradesh,Ratlam,2015,134,104,58,4770,301,15,1215,1727,120,56,12,144.32,11.61,66.69,78.6,6140,536
Madhya Pradesh,Ratlam,2016,147,23,100,1089,249,151,1353,2823,102,68,30,124.37,51.1,69.31,79.94,7284,2603
Madhya Pradesh,Ratlam,2017,28,26,197,1196,349,10,606,2715,82,75,22,111.2,26.62,71.74,68.38,12638,2432
Madhya Pradesh,Ratlam,2018,237,71,14,4648,381,83,724,992,34,12,13,192.61,47.45,72.78,92.71,14372,4507
Madhya Pradesh,Ratlam,2019,173,86,144,1614,91,43,969,1121,30,71,6,169.02,43.98,73.51,61.54,4149,3086
Madhya Pradesh,Ratlam,2020,62,79,119,579,279,24,70,2240,16,25,17,158.78,42.8,67.04,77.4,7821,3622
Madhya Pradesh,Ratlam,2021,268,118,54,2757,22,81,1311,434,11,23,35,185.42,57.54,66.59,64.68,10803,1236
Madhya Pradesh,Ratlam,2022,247,102,199,982,447,125,277,1277,118,53,29,70.63,47.0,65.73,89.6,3204,2844
Madhya Pradesh,Ratlam,2023,203,5,157,2648,448,47,347,542,99,67,35,162.2,27.45,71.33,62.28,3889,4115
Madhya Pradesh,Ratlam,2024,271,113,96,1181,157,46,1256,2424,82,15,39,87.92,23.72,73.68,93.83,8137,2935
Madhya Pradesh,Ratlam,2025,257,93,85,265,52,69,665,417,83,41,20,140.8,56.71,68.03,65.35,4005,1808
Madhya Pradesh,Rewa,2015,150,56,125,375,161,89,1441,2291,62,76,10,146.9,30.17,68.61,74.45,6153,617
Madhya Pradesh,Rewa,2016,278,77,161,3735,59,174,1250,241,64,22,20,55.57,16.85,67.7,91.43,7236,285
Madhya Pradesh,Rewa,2017,161,116,9,2624,244,74,144,1892,83,46,40,82.53,43.41,74.61,78.97,8924,1561
Madhya Pradesh,Rewa,2018,154,52,67,4492,260,7,753,2764,104,32,28,112.48,49.87,71.65,76.08,3313,2473
Madhya Pradesh,Rewa,2019,237,56,181,3976,314,80,1020,2760,89,24,30,130.93,32.68,68.55,84.44,8748,3763
Madhya Pradesh,Rewa,2020,240,69,92,4204,294,186,1171,2495,42,69,40,80.23,11.34,68.52,80.93,5755,3069
Madhya Pradesh,Rewa,2021,63,56,160,4220,146,134,65,1696,72,9,3,130.1,37.0,71.0,69.43,7803,2729
Madhya Pradesh,Rewa,2022,53,104,185,2497,466,147,1308,959,105,79,31,126.4,31.73,67.85,75.93,12775,3350
Madhya Pradesh,Rewa,2023,59,49,86,846,21,175,669,2142,59,7,6,85.3,59.53,68.0,65.24,8659,2807
Madhya Pradesh,Rewa,2024,76,117,80,4521,284,167,115,1225,13,29,37,62.32,32.12,67.24,78.34,5849,1888
Madhya Pradesh,Rewa,2025,270,31,93,2535,407,112,925,1283,17,29,36,120.94,12.93,69.19,75.6,10435,590
Madhya Pradesh,Sagar,2015,125,114,152,4273,23,188,1315,514,34,74,2,54.98,23.99,69.68,61.41,12466,3020
Madhya Pradesh,Sagar,2016,263,68,68,644,104,140,924,270,76,58,34,121.6,11.76,72.6,73.78,8073,235
Madhya Pradesh,Sagar,2017,104,5,153,4910,396,38,1208,2909,110,72,29,150.79,58.21,72.77,61.14,11386,3778
Madhya Pradesh,Sagar,2018,122,96,37,4341,452,118,1140,1957,38,30,8,181.01,40.24,65.49,92.25,9615,640
Madhya Pradesh,Sagar,2019,195,106,87,513,149,113,1060,1251,25,13,30,116.94,11.39,66.44,73.91,8235,4138
Madhya Pradesh,Sagar,2020,230,105,188,4152,196,44,65,1837,114,60,31,120.25,46.89,69.27,67.78,10142,1395
Madhya Pradesh,Sagar,2021,275,63,54,4379,419,17,301,659,53,45,34,65.82,17.1,69.16,90.01,5871,2236
Madhya Pradesh,Sagar,2022,148,54,185,2616,395,156,1226,1600,115,47,38,115.19,40.49,74.6,65.06,9027,1710
Madhya Pradesh,Sagar,2023,113,8,93,1103,391,82,418,812,34,73,6,95.13,43.95,67.64,96.84,7496,3389
Madhya Pradesh,Sagar,2024,228,83,122,2761,342,173,1463,2753,54,37,20,87.88,24.57,66.8,96.35,11125,4096
Madhya Pradesh,Sagar,2025,96,52,170,454,441,140,471,1594,106,37,17,178.9,36.93,73.51,90.82,10933,580
Madhya Pradesh,Satna,2015,172,101,142,4945,39,72,600,1808,31,58,6,141.75,44.93,70.26,64.18,9658,4281
Madhya Pradesh,Satna,2016,67,97,108,3960,145,180,1293,2381,76,73,22,153.11,12.06,74.63,74.25,7018,2667
Madhya Pradesh,Satna,2017,108,78,32,4120,322,160,274,1131,22,34,28,137.89,28.37,69.1,70.39,6036,3928
Madhya Pradesh,Satna,2018,159,78,19,963,232,15,491,1793,44,73,24,185.41,13.08,70.23,82.26,13879,1693
Madhya Pradesh,Satna,2019,34,35,161,2974,170,181,575,2574,14,32,34,138.55,11.12,65.48,95.31,5968,4779
Madhya Pradesh,Satna,2020,146,47,97,4540,458,173,219,2426,51,5,32,119.6,25.15,73.28,75.04,5652,2603
Madhya Pradesh,Satna,2021,267,89,156,1458,364,18,943,854,107,59,4,136.9,45.0,72.43,71.68,12327,3573
Madhya Pradesh,Satna,2022,28,29,149,4320,146,110,910,534,39,23,20,171.19,22.05,70.01,93.0,12002,1367
Madhya Pradesh,Satna,2023,176,55,113,709,56,108,183,2375,54,42,40,154.74,10.71,71.77,68.59,11067,3213
Madhya Pradesh,Satna,2024,111,43,30,4159,105,111,1237,1446,88,57,34,126.81,39.28,70.74,86.16,13140,814
Madhya Pradesh,Satna,2025,136,50,70,714,460,177,62,2043,63,12,5,163.69,42.02,73.75,83.81,13355,4475
Madhya Pradesh,Sehore,2015,22,79,157,1632,444,100,851,2574,53,22,36,128.61,27.49,72.44,60.06,7453,1349
Madhya Pradesh,Sehore,2016,273,89,187,893,226,111,87,1378,45,63,19,95.41,20.79,67.12,85.95,10277,1062
Madhya Pradesh,Sehore,2017,252,82,123,788,246,69,1341,507,97,65,25,59.16,21.47,74.1,80.45,8517,368
Madhya Pradesh,Sehore,2018,271,71,142,4831,68,129,1493,2398,14,63,27,60.4,53.93,72.63,79.53,10190,672
Madhya Pradesh,Sehore,2019,299,40,183,2490,351,165,224,1989,54,77,29,80.69,47.65,72.63,86.33,5408,3073
Madhya Pradesh,Sehore,2020,111,14,108,399,40,28,640,2004,41,61,20,116.08,49.59,69.11,73.69,3640,1336
Madhya Pradesh,Sehore,2021,90,98,24,3024,63,150,212,872,82,76,38,126.2,40.99,69.54,63.45,13627,1962
Madhya Pradesh,Sehore,2022,68,20,77,3377,278,7,1007,2301,83,28,8,71.09,39.54,66.77,60.77,3693,2352
Madhya Pradesh,Sehore,2023,219,37,156,3575,408,73,495,435,29,28,27,128.8,50.91,70.07,72.75,13096,3340
Madhya Pradesh,Sehore,2024,31,100,6,685,312,145,800,1470,86,76,31,85.47,32.27,71.88,90.81,12690,3118
Madhya Pradesh,Sehore,2025,278,53,30,1438,320,179,541,1319,59,8,12,81.29,38.08,69.89,73.57,14634,2765
Madhya Pradesh,Seoni,2015,278,47,123,2548,474,152,406,121,77,7,40,151.31,19.04,65.68,82.75,9077,3937
Madhya Pradesh,Seoni,2016,41,70,35,4456,253,123,877,2608,16,48,11,97.53,17.75,69.49,94.03,2309,1716
Madhya Pradesh,Seoni,2017,61,95,36,4057,131,152,195,218,72,5,2,189.8,52.61,65.68,89.19,7707,4776
Madhya Pradesh,Seoni,2018,284,38,62,1548,225,137,252,1794,26,13,17,118.57,17.35,68.02,96.94,6678,3865
Madhya Pradesh,Seoni,2019,265,72,156,255,197,77,1311,1948,81,47,12,142.74,54.73,69.91,80.72,6856,259
Madhya Pradesh,Seoni,2020,54,101,22,2970,344,64,1405,1337,66,13,31,146.53,29.54,71.31,65.63,13386,4364
Madhya Pradesh,Seoni,2021,178,30,18,2641,485,52,87,137,99,34,31,117.25,40.7,66.46,71.83,3620,4763
Madhya Pradesh,Seoni,2022,132,102,58,2245,237,68,1263,569,87,40,17,187.35,22.74,66.47,73.82,14486,443
Madhya Pradesh,Seoni,2023,290,16,191,972,269,10,559,795,91,36,34,133.21,10.76,65.02,69.12,2198,2601
Madhya Pradesh,Seoni,2024,43,77,80,1553,178,35,1250,430,111,32,40,133.85,22.07,67.18,96.47,8621,974
Madhya Pradesh,Seoni,2025,209,95,47,3083,346,43,1268,2572,57,73,18,145.56,21.17,70.71,86.7,8992,1179
Madhya Pradesh,Shahdol,2015,131,20,147,316,492,110,948,2686,109,58,33,53.85,39.96,68.34,60.8,12212,3145
Madhya Pradesh,Shahdol,2016,74,21,155,3676,471,170,234,1955,39,68,25,118.43,45.99,74.09,90.7,7161,2534
Madhya Pradesh,Shahdol,2017,200,31,43,4339,156,177,1496,2538,24,78,29,158.58,30.12,66.01,73.52,11859,947
Madhya Pradesh,Shahdol,2018,114,95,81,1663,267,130,494,2490,104,37,16,157.94,53.72,70.14,72.55,8730,270
Madhya Pradesh,Shahdol,2019,183,53,147,3582,137,164,1137,563,23,62,23,84.93,25.38,72.43,97.16,5511,2091
Madhya Pradesh,Shahdol,2020,219,48,56,2345,303,143,55,2541,94,47,31,109.18,31.49,71.45,78.91,6638,203
Madhya Pradesh,Shahdol,2021,245,100,110,997,486,110,366,574,40,73,22,86.72,15.46,66.86,97.83,10539,2406
Madhya Pradesh,Shahdol,2022,299,22,13,2232,282,199,1113,2077,34,52,28,177.27,43.36,68.71,87.29,8331,3418
Madhya Pradesh,Shahdol,2023,293,99,136,4767,302,165,648,221,49,18,35,185.53,32.88,74.16,79.17,7090,4446
Madhya Pradesh,Shahdol,2024,199,27,178,4034,494,182,871,227,60,27,20,168.34,33.91,72.68,63.34,3764,2319
Madhya Pradesh,Shahdol,2025,218,26,114,1329,304,176,742,998,8,33,4,151.83,20.03,73.93,64.26,13697,4820
Madhya Pradesh,Shajapur,2015,118,71,51,297,377,153,328,461,82,76,29,177.22,15.09,70.71,90.81,6375,4946
Madhya Pradesh,Shajapur,2016,277,49,35,2596,271,66,344,1015,8,59,9,99.89,36.67,65.79,72.97,12969,1841
Madhya Pradesh,Shajapur,2017,91,72,175,2047,221,108,390,2946,110,56,12,112.26,35.92,74.83,69.29,13274,2432
Madhya Pradesh,Shajapur,2018,53,74,14,3646,426,96,1066,1759,49,60,9,98.18,36.86,70.61,68.3,9186,4714
Madhya Pradesh,Shajapur,2019,204,38,117,2057,397,151,1106,2569,61,45,29,166.0,28.29,72.87,69.11,5865,1768
Madhya Pradesh,Shajapur,2020,51,61,9,4552,63,39,521,1401,119,31,18,194.64,29.73,66.64,85.32,2365,2021
Madhya Pradesh,Shajapur,2021,20,55,7,1468,425,28,532,968,64,72,40,55.72,46.79,65.37,73.71,4835,843
Madhya Pradesh,Shajapur,2022,28,66,93,684,385,121,767,2914,83,21,14,56.9,12.82,67.51,97.41,10222,1804
Madhya Pradesh,Shajapur,2023,299,20,70,2155,355,198,1432,2998,31,7,25,76.58,31.73,65.29,79.71,8630,4145
Madhya Pradesh,Shajapur,2024,25,5,154,658,233,33,764,1621,47,42,22,172.23,56.86,66.24,87.11,13035,1654
Madhya Pradesh,Shajapur,2025,82,74,61,2181,22,92,51,2741,18,11,19,115.03,27.93,72.18,93.2,6883,1174
Madhya Pradesh,Sheopur,2015,115,26,34,3066,219,186,1487,222,13,26,38,90.4,49.17,66.14,69.3,2550,903
Madhya Pradesh,Sheopur,2016,191,90,200,4266,304,68,742,1717,15,42,27,110.37,55.58,66.78,91.12,4947,2494
Madhya Pradesh,Sheopur,2017,77,18,153,4847,247,166,954,2570,114,64,31,140.0,53.43,74.5,89.8,2230,3504
Madhya Pradesh,Sheopur,2018,63,18,168,3555,138,115,766,151,76,18,39,136.63,14.07,66.74,62.41,3662,4976
Madhya Pradesh,Sheopur,2019,201,35,57,2990,90,171,72,386,18,44,39,170.99,12.55,74.18,88.02,11375,4669
Madhya Pradesh,Sheopur,2020,167,61,123,3321,194,160,1032,2124,43,13,26,98.21,35.01,69.87,86.72,14317,585
Madhya Pradesh,Sheopur,2021,130,9,129,752,217,65,935,2001,74,12,16,140.76,28.29,69.31,62.52,3556,106
Madhya Pradesh,Sheopur,2022,220,103,51,721,250,55,1337,1342,88,59,3,118.81,28.26,69.89,83.03,14682,227
Madhya Pradesh,Sheopur,2023,67,96,195,2432,304,28,1176,2450,96,16,34,87.36,43.35,72.97,81.46,8851,2086
Madhya Pradesh,Sheopur,2024,275,15,157,459,377,137,629,512,107,59,17,106.0,39.5,73.53,64.61,4620,3872
Madhya Pradesh,Sheopur,2025,264,57,17,719,234,125,1092,640,29,77,33,133.8,41.87,68.12,68.96,10973,3621
Madhya Pradesh,Shivpuri,2015,129,77,6,675,117,195,432,1053,116,70,17,82.15,31.22,74.48,75.5,13915,4112
Madhya Pradesh,Shivpuri,2016,29,57,57,2217,164,152,609,2260,69,80,13,125.32,35.08,66.09,60.46,14025,3094
Madhya Pradesh,Shivpuri,2017,149,114,64,3256,233,160,732,1856,96,50,20,184.73,51.66,72.58,84.59,7570,1046
Madhya Pradesh,Shivpuri,2018,222,83,189,772,319,35,167,1040,10,39,26,71.35,21.37,65.23,63.48,12676,2784
Madhya Pradesh,Shivpuri,2019,189,109,7,862,292,147,171,583,103,40,2,109.5,50.68,72.8,60.51,11741,504
Madhya Pradesh,Shivpuri,2020,154,88,121,1461,258,55,173,2484,75,56,36,68.62,39.0,71.88,71.62,11690,2948
Madhya Pradesh,Shivpuri,2021,163,62,39,3252,117,60,1069,2573,120,69,38,171.48,54.42,74.86,73.99,5677,1871
Madhya Pradesh,Shivpuri,2022,230,53,125,4674,242,6,240,552,44,61,25,79.19,49.92,71.33,66.0,4795,4455
Madhya Pradesh,Shivpuri,2023,56,16,41,1795,249,177,719,2759,29,48,5,139.98,27.97,69.65,88.28,7907,121
Madhya Pradesh,Shivpuri,2024,115,61,164,2667,342,106,701,1021,77,28,38,163.98,36.08,72.14,64.51,2497,2157
Madhya Pradesh,Shivpuri,2025,119,90,140,4307,154,187,666,1512,47,80,9,117.47,39.28,70.76,81.64,12020,3534
Madhya Pradesh,Sidhi,2015,75,86,159,3011,237,153,310,1510,112,25,12,59.2,13.41,66.6,92.46,5477,1637
Madhya Pradesh,Sidhi,2016,122,17,130,2370,117,12,476,1782,23,67,31,98.28,31.28,72.78,78.02,5943,1134
Madhya Pradesh,Sidhi,2017,138,114,141,1104,432,73,511,1560,62,11,13,124.24,42.21,71.68,96.53,11353,2378
Madhya Pradesh,Sidhi,2018,112,108,100,2193,478,78,1399,2642,33,76,32,188.27,20.03,73.45,96.14,14527,1249
Madhya Pradesh,Sidhi,2019,134,61,189,3340,378,162,486,2236,107,54,33,166.84,29.98,68.69,96.84,13382,171
Madhya Pradesh,Sidhi,2020,299,13,16,4516,207,67,1209,797,114,38,14,68.05,20.41,65.38,73.77,7967,3406
Madhya Pradesh,Sidhi,2021,43,24,123,2782,479,65,686,2670,57,8,8,50.91,28.32,73.64,96.26,12157,4137
Madhya Pradesh,Sidhi,2022,62,90,32,2946,496,97,762,1901,82,80,37,124.86,38.37,74.02,66.69,5104,4388
Madhya Pradesh,Sidhi,2023,110,90,31,2601,379,86,1216,282,101,77,34,121.12,57.66,70.03,81.78,9343,1145
Madhya Pradesh,Sidhi,2024,292,28,143,845,441,36,955,419,46,19,16,155.28,22.59,69.44,66.29,3291,3479
Madhya Pradesh,Sidhi,2025,61,83,130,1916,173,120,1159,2016,102,26,12,99.5,58.04,67.53,84.86,14430,3358
Madhya Pradesh,Singrauli,2015,276,75,174,4080,360,181,691,2188,110,60,16,154.91,30.85,68.35,67.22,6937,1947
Madhya Pradesh,Singrauli,2016,181,17,68,666,106,18,1104,231,80,7,5,55.8,55.76,65.54,95.68,11378,2056
Madhya Pradesh,Singrauli,2017,158,85,138,1086,236,190,832,513,74,24,5,87.79,34.07,65.49,64.38,13943,681
Madhya Pradesh,Singrauli,2018,119,118,33,586,55,75,382,1649,119,44,28,166.38,19.18,65.48,66.37,14713,1416
Madhya Pradesh,Singrauli,2019,237,65,28,4245,444,157,1238,2523,94,24,39,138.18,11.9,70.38,96.58,13336,180
Madhya Pradesh,Singrauli,2020,295,56,139,257,316,35,1371,1866,35,28,25,69.57,45.41,74.74,90.05,13363,1652
Madhya Pradesh,Singrauli,2021,46,22,126,4765,460,168,192,835,56,5,21,50.54,37.08,69.53,60.01,14566,1068
Madhya Pradesh,Singrauli,2022,178,9,172,2041,137,17,313,2074,109,9,3,146.03,15.43,68.63,80.73,3505,945
Madhya Pradesh,Singrauli,2023,123,101,153,3138,95,138,1423,1880,68,6,13,134.42,30.59,65.53,89.3,7711,4987
Madhya Pradesh,Singrauli,2024,84,25,81,3653,274,44,787,2832,52,30,2,105.14,42.5,72.21,95.49,9713,285
Madhya Pradesh,Singrauli,2025,70,41,138,4300,450,97,224,616,31,80,15,53.57,10.57,74.6,67.35,9077,3611
Madhya Pradesh,Tikamgarh,2015,228,11,52,4557,260,49,769,2657,116,53,12,160.77,50.28,66.6,81.19,12673,3072
Madhya Pradesh,Tikamgarh,2016,198,7,190,1265,378,76,833,1278,64,37,34,163.04,48.78,73.65,63.24,10294,1169
Madhya Pradesh,Tikamgarh,2017,46,104,43,2007,430,98,1341,2096,82,17,11,129.16,13.6,71.95,60.16,9672,2098
Madhya Pradesh,Tikamgarh,2018,287,62,186,918,363,71,524,547,113,71,22,167.16,47.55,66.79,67.51,4391,3601
Madhya Pradesh,Tikamgarh,2019,32,116,87,1292,122,158,513,2303,68,46,11,113.39,52.11,70.17,85.35,7387,3313
Madhya Pradesh,Tikamgarh,2020,270,23,168,893,350,126,431,2855,25,28,16,61.39,54.16,67.06,69.82,4564,2216
Madhya Pradesh,Tikamgarh,2021,69,94,65,4307,53,197,1244,362,81,66,35,157.4,13.67,74.62,89.42,10557,673
Madhya Pradesh,Tikamgarh,2022,169,23,28,3054,189,18,1133,2508,61,33,30,161.52,45.0,72.25,82.17,8384,1989
Madhya Pradesh,Tikamgarh,2023,295,56,46,2519,205,180,123,2568,58,56,7,88.6,24.28,68.99,60.31,3837,175
Madhya Pradesh,Tikamgarh,2024,130,117,129,1912,350,117,614,1669,62,50,11,124.8,56.84,66.0,88.65,13215,1553
Madhya Pradesh,Tikamgarh,2025,267,8,190,1578,282,143,505,1064,76,36,18,147.57,17.37,73.26,63.03,13151,2935
Madhya Pradesh,Ujjain,2015,40,103,135,1892,203,148,706,1243,55,80,35,155.26,30.21,73.28,93.1,9024,3373
Madhya Pradesh,Ujjain,2016,292,68,24,3907,165,155,187,976,44,29,38,110.84,48.31,67.29,97.34,14550,4713
Madhya Pradesh,Ujjain,2017,178,21,177,3399,48,177,1036,1433,44,80,27,179.67,31.18,71.8,79.8,13525,2058
Madhya Pradesh,Ujjain,2018,39,51,133,4997,154,42,411,1510,52,47,38,120.8,27.86,67.04,67.37,4769,619
Madhya Pradesh,Ujjain,2019,119,17,131,4290,307,141,865,2139,18,42,12,147.64,34.16,70.85,93.17,9090,987
Madhya Pradesh,Ujjain,2020,264,109,24,3651,430,12,568,1709,22,42,15,169.23,52.94,72.48,66.33,14396,4235
Madhya Pradesh,Ujjain,2021,39,90,158,261,266,123,814,554,114,60,19,117.2,26.58,69.5,94.45,12723,483
Madhya Pradesh,Ujjain,2022,69,18,44,825,202,181,797,1363,55,24,40,151.28,54.02,70.96,63.52,10647,1538
Madhya Pradesh,Ujjain,2023,292,103,124,4136,141,46,86,2100,78,41,26,133.84,21.3,69.0,97.12,8107,2058
Madhya Pradesh,Ujjain,2024,213,39,104,4220,401,16,109,2393,82,39,21,85.62,54.61,73.18,89.7,5574,1884
Madhya Pradesh,Ujjain,2025,235,73,96,691,460,23,969,1923,28,50,33,136.81,19.63,73.87,88.46,10104,4207
Madhya Pradesh,Umaria,2015,70,39,44,2987,325,168,1301,2418,60,76,10,173.5,33.38,71.07,90.48,7163,714
Madhya Pradesh,Umaria,2016,46,43,198,932,114,133,1487,823,109,79,33,90.58,27.32,68.1,61.88,6355,4209
Madhya Pradesh,Umaria,2017,232,81,54,2832,57,62,1165,2648,13,66,23,180.63,43.85,67.99,66.7,2122,2839
Madhya Pradesh,Umaria,2018,91,29,185,4325,244,62,1042,2051,15,27,14,83.04,51.65,66.82,63.18,11223,1215
Madhya Pradesh,Umaria,2019,145,27,94,4853,128,63,836,2410,74,9,7,74.25,12.89,68.59,66.5,6500,2660
Madhya Pradesh,Umaria,2020,280,81,116,1238,428,25,114,1370,21,5,23,86.45,12.14,70.73,61.0,11118,2628
Madhya Pradesh,Umaria,2021,270,53,161,2716,29,61,1200,1920,64,17,17,106.54,14.61,72.12,63.86,6833,480
Madhya Pradesh,Umaria,2022,138,55,162,3890,186,8,475,533,5,65,13,112.94,41.8,66.52,77.99,4599,2641
Madhya Pradesh,Umaria,2023,66,117,96,4280,189,178,766,395,84,51,21,185.75,15.89,68.88,97.81,7131,388
Madhya Pradesh,Umaria,2024,195,117,72,3190,32,19,759,962,90,11,36,158.48,51.91,73.13,80.25,11515,3106
Madhya Pradesh,Umaria,2025,25,65,196,2886,31,126,1456,1095,96,60,21,77.99,31.42,72.3,95.35,14502,2096
Madhya Pradesh,Vidisha,2015,215,79,76,2501,135,98,580,931,89,34,35,68.35,46.91,67.09,80.6,5941,4366
Madhya Pradesh,Vidisha,2016,269,11,72,1669,218,100,564,1706,85,56,9,198.67,40.7,69.39,88.63,14012,2185
Madhya Pradesh,Vidisha,2017,66,52,97,1841,128,170,173,1618,107,62,3,57.87,15.0,65.38,69.36,2677,1414
Madhya Pradesh,Vidisha,2018,114,110,188,2031,330,19,1018,2802,111,28,18,87.19,25.84,68.21,62.63,14226,4545
Madhya Pradesh,Vidisha,2019,280,60,125,4001,85,70,813,2763,32,70,39,112.58,27.71,67.89,69.74,10309,2539
Madhya Pradesh,Vidisha,2020,257,89,8,3147,143,175,402,2152,17,59,3,91.87,30.11,73.48,97.69,12783,1574
Madhya Pradesh,Vidisha,2021,294,72,61,1516,482,43,112,1973,52,36,27,139.2,54.24,65.18,77.99,2429,4585
Madhya Pradesh,Vidisha,2022,200,10,148,4301,88,21,220,1395,84,62,28,95.65,34.06,74.52,67.96,8031,2320
Madhya Pradesh,Vidisha,2023,230,32,75,509,261,11,309,477,12,66,4,130.11,12.4,71.31,69.88,3149,3658
Madhya Pradesh,Vidisha,2024,219,57,180,2540,340,84,1136,437,23,65,19,151.0,43.05,70.87,74.27,2892,3391
Madhya Pradesh,Vidisha,2025,286,99,157,2207,377,37,1384,238,62,5,34,63.29,39.0,73.1,63.99,8513,214
Maharashtra,Ahmednagar,2015,269,103,191,4593,38,45,625,127,21,47,9,186.34,28.95,71.55,86.89,6345,523
Maharashtra,Ahmednagar,2016,241,98,15,3316,232,139,747,2821,86,74,19,150.82,56.73,65.14,71.67,4051,3397
Maharashtra,Ahmednagar,2017,145,64,119,426,120,92,1236,2039,71,46,28,110.6,59.08,68.9,65.63,7085,2807
Maharashtra,Ahmednagar,2018,279,87,136,2733,329,50,1231,1148,41,69,29,121.95,22.47,72.85,68.12,4231,2376
Maharashtra,Ahmednagar,2019,102,89,52,4348,301,103,873,1347,111,28,31,130.78,11.05,73.87,95.14,2499,1610
Maharashtra,Ahmednagar,2020,186,26,143,3391,442,62,549,197,115,80,7,95.37,44.19,70.53,94.79,3213,1103
Maharashtra,Ahmednagar,2021,212,68,131,353,45,102,758,2361,84,58,16,81.59,39.53,73.08,62.68,2734,849
Maharashtra,Ahmednagar,2022,178,34,71,3060,464,106,1264,2568,31,27,12,92.18,41.92,69.42,97.48,13902,428
Maharashtra,Ahmednagar,2023,40,105,137,1276,71,160,51,309,32,55,10,132.59,12.25,71.7,94.55,12355,2329
Maharashtra,Ahmednagar,2024,202,108,109,2774,486,133,1439,609,13,57,35,65.05,39.08,65.88,69.42,8728,1466
Maharashtra,Ahmednagar,2025,237,59,130,3792,228,163,782,2694,27,59,16,157.88,59.82,65.93,75.42,14415,3489
Maharashtra,Akola,2015,46,9,95,2087,318,91,461,1709,13,6,4,104.6,37.79,70.32,92.38,12943,2778
Maharashtra,Akola,2016,277,51,65,850,183,58,1257,927,6,23,27,120.81,55.13,66.24,75.22,2846,683
Maharashtra,Akola,2017,33,75,61,4026,23,184,381,1819,83,39,14,176.48,56.92,71.71,60.06,2431,324
Maharashtra,Akola,2018,129,105,144,3304,78,30,119,416,106,19,39,118.4,48.63,65.12,88.36,8751,641
Maharashtra,Akola,2019,110,67,122,3087,235,189,985,562,54,36,14,167.52,15.84,68.16,61.33,4332,2827
