state,district,year,athletes,sports_events,stadiums,sports_funding,medals_won,youth_participation,fitness_centers
Himachal Pradesh,Sirmaur,2020,85.29,96.95,67.43,90.9,19.11,45.54,94.37
Karnataka,Tumakuru,2025,80.07,58.89,70.72,91.64,48.47,99.79,29.14
Nagaland,Kiphire,2024,84.49,66.88,42.54,72.35,84.45,20.03,17.21
Rajasthan,Ajmer,2015,75.88,11.55,15.78,54.92,32.66,48.94,73.44
Rajasthan,Anupgarh,2018,67.88,71.03,31.0,29.37,76.59,38.37,92.94
Tamil Nadu,Chengalpattu,2018,46.61,43.54,89.43,90.5,72.24,89.07,33.2
Sikkim,Mangan,2015,77.82,65.57,67.21,56.09,46.62,63.44,70.31
Manipur,Churachandpur,2023,30.39,99.57,79.46,50.05,47.5,68.24,98.99
Nagaland,Chümoukedima,2018,33.27,75.11,24.53,79.9,83.99,18.05,14.44
Bihar,Sitamarhi,2015,79.77,93.14,28.44,63.97,74.27,98.8,73.31
Jharkhand,Ranchi,2021,55.2,22.58,22.02,85.78,97.89,22.63,44.98
Rajasthan,Phalodi,2021,23.08,38.59,85.01,53.09,70.51,32.76,88.73
Arunachal Pradesh,Kamle,2015,23.9,87.74,45.75,63.8,51.66,62.76,17.77
Nagaland,Dimapur,2015,40.97,21.8,43.33,23.72,91.1,65.34,95.29
Manipur,Pherzawl,2021,37.21,85.9,44.12,37.23,88.55,58.41,52.54
Tamil Nadu,Virudhunagar,2024,20.19,27.24,95.77,35.09,39.71,54.55,28.93
Andhra Pradesh,Annamayya,2023,54.06,47.6,81.85,15.9,81.1,59.37,14.02
Uttarakhand,Champawat,2019,79.33,49.44,83.18,16.41,64.67,47.67,31.72
Andhra Pradesh,Bapatla,2020,18.98,21.02,37.36,70.68,60.03,40.88,98.15
Meghalaya,North Garo Hills,2024,96.16,42.87,47.98,42.19,84.05,56.67,64.69
Telangana,Adilabad,2016,96.67,51.99,86.26,95.97,11.65,55.93,88.94
Gujarat,Patan,2016,57.99,36.38,54.69,51.42,65.66,74.86,97.35
Arunachal Pradesh,Kra Daadi,2024,75.39,53.53,61.75,13.01,93.1,51.77,12.48
Maharashtra,Wardha,2022,51.35,42.42,64.84,64.4,90.72,52.78,95.55
Andhra Pradesh,Srikakulam,2020,26.49,66.24,78.14,14.23,29.45,82.83,46.31
Gujarat,Morbi,2018,81.84,90.0,48.81,60.09,20.42,90.15,64.09
Odisha,Ganjam,2024,17.49,36.75,53.0,11.92,11.13,40.7,16.37
Goa,South Goa,2021,29.18,64.52,80.27,55.54,80.22,79.29,21.03
Uttar Pradesh,Bulandshahr,2015,44.14,66.67,92.42,69.32,27.57,67.99,92.17
Tamil Nadu,Dindigul,2025,63.97,63.88,63.75,31.68,64.42,84.8,74.13
Nagaland,Phek,2023,67.42,29.58,22.13,16.23,34.15,79.18,15.35
Maharashtra,Bhandara,2019,70.17,51.45,33.57,78.38,83.29,84.1,53.73
Assam,Biswanath,2024,97.59,95.76,95.22,34.84,20.31,76.18,82.26
Himachal Pradesh,Chamba,2022,74.51,84.52,36.54,44.63,66.25,17.78,30.81
Karnataka,Haveri,2021,26.22,17.98,29.27,88.58,38.64,77.21,74.35
Telangana,Narayanpet,2021,13.43,82.38,87.49,37.86,23.33,79.69,30.85
Jharkhand,Seraikela-Kharsawan,2015,75.66,24.76,71.42,51.73,96.13,49.27,11.54
West Bengal,Hooghly,2016,51.69,18.19,35.23,82.86,19.86,27.39,34.41
Telangana,Karimnagar,2015,42.58,23.87,61.74,86.91,48.86,96.15,60.0
Tamil Nadu,Kanchipuram,2021,95.03,47.38,34.47,98.31,78.3,72.95,12.82
Manipur,Imphal East,2018,12.8,17.06,65.81,17.93,15.96,36.72,40.35
Punjab,Fatehgarh Sahib,2021,28.57,84.78,16.41,85.93,33.12,90.88,93.63
Mizoram,Khawzawl,2016,26.84,85.79,96.02,79.89,90.82,37.47,88.15
Manipur,Pherzawl,2020,90.9,37.43,25.42,85.69,35.18,12.08,48.97
Madhya Pradesh,Bhind,2020,96.49,36.59,38.84,73.19,14.41,44.07,32.39
Chhattisgarh,Raigarh,2017,89.94,51.95,38.43,98.6,28.26,85.4,53.05
Telangana,Ranga Reddy,2024,51.72,77.38,51.35,16.69,20.16,52.94,24.18
Maharashtra,Jalgaon,2015,77.09,38.41,40.7,67.69,31.48,29.3,83.02
Assam,Sonitpur,2021,22.41,63.97,63.68,71.72,14.66,70.44,95.0
Punjab,Sangrur,2019,73.37,18.26,35.56,31.16,63.99,64.56,94.78
Madhya Pradesh,Umaria,2023,19.81,60.18,87.75,30.3,11.77,26.22,91.84
West Bengal,Nadia,2020,39.82,22.38,74.85,58.67,79.8,45.36,62.47
Uttarakhand,Chamoli,2017,71.42,35.89,16.97,63.0,98.6,55.61,43.08
Assam,Karimganj,2018,72.65,11.77,79.42,54.77,48.25,14.54,17.45
Uttar Pradesh,Unnao,2019,69.93,62.0,88.32,41.57,47.54,19.68,61.49
Maharashtra,Chandrapur,2015,32.58,41.04,55.1,69.59,18.68,11.39,81.14
Uttar Pradesh,Jalaun,2021,11.29,13.59,51.05,17.4,61.09,44.56,49.5
Tamil Nadu,Tirunelveli,2022,11.47,42.35,14.5,76.3,25.21,17.7,49.49
Uttar Pradesh,Bulandshahr,2021,76.86,31.86,23.34,53.22,57.51,27.78,66.0
Maharashtra,Osmanabad (Dharashiv),2015,63.56,20.48,21.7,89.51,21.88,57.36,37.05
Nagaland,Kohima,2020,80.43,12.1,53.61,53.3,34.61,38.12,16.37
Chhattisgarh,Gariaband,2018,99.33,15.53,75.78,56.49,96.66,50.99,45.93
Gujarat,Rajkot,2021,42.44,43.45,89.71,67.29,89.88,89.38,42.09
Tamil Nadu,Dindigul,2020,76.68,63.26,83.48,10.78,42.03,52.16,56.15
Chhattisgarh,Gaurela-Pendra-Marwahi,2021,77.17,58.18,54.64,12.84,94.87,92.62,42.19
Karnataka,Bengaluru Rural,2016,28.37,91.8,19.45,57.47,11.03,95.2,88.11
Karnataka,Kolar,2017,47.11,87.83,70.73,88.73,62.72,61.03,32.23
Kerala,Alappuzha,2025,78.2,11.45,42.85,66.1,29.51,55.59,34.29
Uttar Pradesh,Banda,2021,93.21,96.69,42.82,67.35,79.63,90.88,42.09
Uttar Pradesh,Azamgarh,2017,50.31,56.82,41.5,88.93,30.88,58.45,32.17
Maharashtra,Mumbai City,2024,19.18,78.19,10.4,62.95,75.02,94.6,69.79
Bihar,Madhepura,2024,79.12,82.01,79.54,13.72,97.51,28.25,77.83
Uttar Pradesh,Kushinagar,2017,88.18,24.57,69.6,55.92,19.96,72.76,70.04
Uttar Pradesh,Jalaun,2022,46.57,93.3,35.41,68.68,70.64,67.49,91.35
Odisha,Cuttack,2020,46.27,49.5,40.12,17.26,97.29,44.59,85.86
Tamil Nadu,Tiruchirappalli,2020,21.78,78.68,85.6,67.06,84.54,26.64,68.66
Chhattisgarh,Surguja,2017,54.99,57.3,52.29,47.13,48.62,13.33,66.42
Madhya Pradesh,Rajgarh,2022,43.99,10.08,33.26,12.05,54.36,61.76,39.08
Bihar,East Champaran,2018,15.11,88.9,49.61,44.7,49.22,98.43,15.8
Punjab,Kapurthala,2024,25.63,74.19,80.79,74.66,95.45,75.62,15.35
Madhya Pradesh,Seoni,2016,70.55,67.61,92.64,44.81,49.38,73.62,58.5
Madhya Pradesh,Agar Malwa,2024,56.02,68.01,12.68,42.04,30.94,21.27,64.6
Bihar,Saran,2017,57.28,16.31,58.57,95.07,28.8,50.43,99.65
Uttar Pradesh,Basti,2023,34.98,74.72,72.45,82.03,78.92,95.72,55.3
Nagaland,Longleng,2016,59.28,78.81,19.24,76.08,59.74,97.74,54.21
Uttarakhand,Dehradun,2016,32.32,36.34,76.84,83.42,58.77,25.86,20.3
Rajasthan,Balotra,2023,28.21,56.14,43.24,93.41,83.02,78.35,50.69
Andhra Pradesh,Prakasam,2023,53.45,94.03,26.14,35.97,40.8,73.76,75.13
Uttar Pradesh,Ghaziabad,2021,43.52,11.49,37.42,90.21,12.49,82.67,75.02
Nagaland,Chümoukedima,2024,13.93,41.78,51.27,89.5,90.12,38.64,99.65
Sikkim,Gangtok,2024,83.5,61.84,59.62,46.4,41.73,67.38,40.34
Uttar Pradesh,Bhadohi,2019,13.21,76.15,21.1,34.44,83.37,47.84,60.86
Chhattisgarh,Korba,2018,15.63,92.33,15.53,39.06,56.91,92.82,10.52
Manipur,Kamjong,2022,20.29,88.61,40.58,81.23,22.17,85.85,60.1
Rajasthan,Jalore,2015,43.32,12.98,54.65,10.01,20.26,94.32,55.91
Uttar Pradesh,Azamgarh,2022,98.25,61.35,33.69,69.05,15.23,16.88,16.77
Karnataka,Ballari,2016,58.25,28.37,57.09,16.16,85.03,83.81,32.44
West Bengal,Nadia,2018,16.4,67.57,75.38,51.3,78.23,67.86,31.65
Haryana,Sonipat,2020,39.48,48.82,44.05,22.1,70.47,61.6,69.12
Assam,Kamrup Metropolitan,2015,70.26,70.01,97.5,34.68,59.89,66.88,90.74
Odisha,Cuttack,2024,66.84,52.98,41.25,42.03,39.05,31.64,41.09
Gujarat,Surat,2015,92.71,53.62,85.46,63.18,96.06,23.99,29.14
Arunachal Pradesh,Lower Dibang Valley,2020,89.32,91.56,85.47,18.33,56.88,84.99,49.85
Andhra Pradesh,Tirupati,2018,62.19,26.03,92.14,11.24,41.62,44.73,65.24
Chhattisgarh,Gariaband,2016,11.59,61.7,46.72,29.57,82.41,55.33,70.46
Rajasthan,Jhalawar,2018,62.35,15.07,28.19,52.35,12.36,49.14,16.31
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2017,27.73,87.58,18.13,72.85,95.83,93.15,75.21
Meghalaya,Ri Bhoi,2015,63.6,84.08,78.33,53.31,77.4,32.62,32.22
Assam,Kamrup Metropolitan,2015,10.21,68.93,86.8,48.2,31.15,71.65,40.4
Maharashtra,Osmanabad (Dharashiv),2017,51.51,76.31,32.02,69.26,66.14,30.7,55.1
Tamil Nadu,Tiruppur,2018,43.11,13.5,18.63,91.21,99.12,16.56,65.3
Kerala,Kannur,2021,64.56,39.42,50.14,15.94,62.58,31.0,43.17
Bihar,Khagaria,2016,73.78,61.74,71.47,29.68,26.36,85.61,76.76
Assam,Barpeta,2020,72.81,77.47,39.68,70.75,19.04,87.62,27.7
Odisha,Kendrapara,2016,17.29,41.77,71.62,15.82,88.55,54.07,58.59
Himachal Pradesh,Una,2025,38.34,54.08,28.57,67.55,66.21,15.7,97.88
Maharashtra,Parbhani,2020,99.43,87.81,91.07,57.03,35.07,58.22,45.4
Uttar Pradesh,Sultanpur,2023,66.04,28.87,66.45,26.76,30.0,58.42,84.51
Uttar Pradesh,Kasganj,2025,74.63,55.6,85.08,10.97,36.58,31.11,40.15
West Bengal,Darjeeling,2020,44.83,51.0,38.58,62.97,44.58,24.07,73.44
Meghalaya,West Garo Hills,2019,77.52,95.11,66.88,92.05,18.87,43.17,24.14
Madhya Pradesh,Katni,2023,86.89,31.94,14.36,77.23,93.68,37.46,25.41
Rajasthan,Dholpur,2020,21.91,48.0,20.24,38.56,93.47,18.5,46.22
Odisha,Puri,2025,69.94,77.99,13.54,72.13,48.71,81.42,19.25
Uttar Pradesh,Gautam Buddha Nagar,2016,43.39,64.38,87.87,23.82,49.15,22.82,39.37
Gujarat,Amreli,2020,81.92,54.42,58.86,66.97,91.6,25.55,23.46
Andhra Pradesh,Nandyal,2017,85.88,49.56,41.62,72.4,69.95,76.95,19.68
Chhattisgarh,Narayanpur,2024,32.82,92.22,99.45,94.72,52.29,38.54,31.67
Maharashtra,Osmanabad (Dharashiv),2019,85.57,28.8,55.49,75.77,35.55,79.0,49.85
Jharkhand,East Singhbhum,2025,71.23,50.32,92.54,97.26,97.94,66.2,32.35
Madhya Pradesh,Anuppur,2015,85.42,51.12,10.27,60.02,88.25,72.93,92.3
Telangana,Mulugu,2024,32.21,16.66,66.18,73.87,47.77,25.83,14.07
Assam,Sonitpur,2024,57.74,54.75,36.14,37.15,40.38,55.47,78.15
Uttar Pradesh,Meerut,2020,81.29,56.78,62.32,39.03,50.2,77.99,53.05
West Bengal,South 24 Parganas,2020,92.76,12.74,78.54,56.2,50.06,39.81,97.55
Madhya Pradesh,Shajapur,2019,47.21,91.04,47.18,91.56,75.88,68.34,65.6
Karnataka,Chamarajanagar,2016,53.28,87.59,21.81,45.6,42.75,27.99,75.27
Haryana,Panchkula,2017,27.79,70.83,67.43,40.82,71.77,22.38,32.05
West Bengal,Malda,2019,82.05,31.3,44.42,44.37,42.44,64.84,81.16
Rajasthan,Baran,2019,30.91,63.2,76.37,65.79,81.44,71.42,98.02
Telangana,Rajanna Sircilla,2018,11.54,30.93,27.26,72.61,19.54,74.49,73.71
Madhya Pradesh,Chhatarpur,2015,46.7,92.37,94.77,96.05,26.58,23.52,42.91
Gujarat,Anand,2022,16.01,11.74,87.59,23.15,46.18,48.41,56.41
Uttarakhand,Tehri Garhwal,2020,89.2,46.12,82.22,94.56,97.65,59.67,80.23
West Bengal,Jhargram,2021,74.9,50.18,98.89,42.73,10.46,10.98,28.01
Gujarat,Kheda,2016,84.47,49.06,37.03,28.15,82.58,40.27,99.91
Andhra Pradesh,Palnadu,2015,92.46,51.24,87.65,43.23,41.57,26.21,87.71
Haryana,Panchkula,2015,53.22,94.64,52.89,73.81,74.41,39.35,24.19
Gujarat,Amreli,2019,64.29,34.3,54.13,99.13,46.96,92.76,31.38
Uttar Pradesh,Farrukhabad,2024,82.05,10.7,15.23,56.8,65.81,30.63,43.78
Andhra Pradesh,Anantapur,2018,34.58,70.52,18.47,16.89,54.85,89.99,80.97
Arunachal Pradesh,West Kameng,2017,73.87,84.64,24.91,98.1,25.3,85.44,48.38
West Bengal,South 24 Parganas,2018,68.44,12.45,56.84,36.33,30.21,33.46,22.5
Chhattisgarh,Bemetara,2025,75.83,94.1,74.77,84.35,87.01,30.09,61.83
Karnataka,Hassan,2015,23.19,78.47,38.31,71.95,36.79,66.79,92.67
Haryana,Sirsa,2022,96.06,51.45,29.49,79.17,35.13,30.87,82.09
Haryana,Bhiwani,2017,65.09,47.23,35.05,48.68,91.6,12.89,13.08
Uttar Pradesh,Bulandshahr,2020,88.37,87.62,90.08,96.47,68.96,93.81,84.52
Maharashtra,Chandrapur,2022,58.28,69.07,16.17,66.9,40.67,68.37,92.66
Madhya Pradesh,Umaria,2018,73.62,94.76,64.51,57.33,93.17,35.08,32.78
Uttar Pradesh,Pilibhit,2025,66.18,96.42,47.1,51.43,28.96,70.14,21.84
Uttar Pradesh,Balrampur,2018,41.18,17.44,69.68,77.0,45.08,56.24,36.86
Kerala,Thrissur,2024,84.84,97.01,61.43,46.5,93.52,66.81,22.99
Uttar Pradesh,Kasganj,2024,45.81,62.11,94.37,24.73,89.09,82.92,53.0
Kerala,Kozhikode,2015,31.33,51.12,51.31,39.47,50.24,99.15,38.88
Arunachal Pradesh,Papum Pare,2019,79.05,95.86,77.8,16.41,25.53,70.01,75.14
Maharashtra,Pune,2021,38.5,30.47,54.52,76.59,73.55,24.19,53.66
Meghalaya,East Jaintia Hills,2016,97.53,86.11,60.03,49.6,22.5,60.08,98.45
Maharashtra,Pune,2022,79.87,25.27,69.21,44.85,78.49,54.14,26.65
Haryana,Yamunanagar,2017,78.22,99.58,98.07,49.05,75.06,42.83,27.31
Telangana,Jangaon,2018,14.07,93.91,15.21,76.86,60.8,97.08,19.97
Chhattisgarh,Balod,2020,45.49,15.66,35.32,78.6,91.97,93.21,40.06
Jharkhand,Latehar,2015,63.34,53.52,95.19,91.26,76.69,76.6,83.19
Gujarat,Kheda,2022,46.24,97.96,83.12,79.63,21.06,60.26,46.83
Arunachal Pradesh,Lohit,2025,57.17,23.38,86.93,52.03,41.59,30.01,83.23
Andhra Pradesh,Tirupati,2025,27.53,82.6,46.2,37.84,51.13,27.57,42.39
Telangana,Peddapalli,2016,67.04,68.22,82.53,71.03,28.8,95.3,61.48
Tamil Nadu,Theni,2021,82.5,55.49,68.14,27.84,13.96,90.27,90.92
Tamil Nadu,Viluppuram,2017,24.3,34.01,57.09,92.83,24.54,44.65,53.51
Gujarat,Tapi,2025,51.32,49.15,56.38,41.02,11.09,29.58,80.36
Uttar Pradesh,Firozabad,2025,87.06,72.72,98.25,90.89,49.77,78.28,63.27
Kerala,Idukki,2019,82.81,10.11,91.9,20.54,28.01,59.63,51.23
Madhya Pradesh,Bhopal,2016,57.55,55.07,66.77,84.23,83.86,14.53,67.71
Tamil Nadu,Mayiladuthurai,2019,86.7,85.44,51.85,95.73,35.85,87.81,98.02
Bihar,Purnia,2019,37.09,47.12,79.71,31.2,72.67,13.69,18.99
Gujarat,Vadodara,2023,49.82,88.06,81.31,83.23,87.9,17.92,90.5
Andhra Pradesh,Vizianagaram,2021,11.05,36.84,47.15,86.64,84.54,41.01,92.89
Odisha,Nuapada,2019,29.97,73.73,52.1,39.39,40.04,80.27,95.79
Rajasthan,Dholpur,2017,41.55,86.75,45.1,48.61,98.68,99.48,11.44
Uttar Pradesh,Unnao,2021,68.26,47.48,91.01,84.13,77.34,46.94,48.46
Madhya Pradesh,Neemuch,2016,99.03,25.54,55.99,17.65,56.54,18.18,26.6
Jharkhand,Koderma,2022,10.5,83.34,55.08,33.68,68.51,39.64,19.85
Telangana,Jayashankar Bhupalpally,2020,80.85,29.66,84.35,86.93,49.69,21.21,75.91
Karnataka,Bidar,2016,59.87,52.47,10.31,78.21,43.94,85.97,66.15
Maharashtra,Mumbai Suburban,2025,34.15,33.24,47.72,57.91,10.99,49.95,45.47
Uttar Pradesh,Ballia,2017,21.05,98.67,73.99,20.69,47.54,35.33,73.57
Assam,Nalbari,2024,48.11,65.97,93.16,57.95,20.2,52.1,80.47
Uttar Pradesh,Kanpur Dehat,2022,48.99,82.12,58.96,79.49,63.59,82.95,87.68
Madhya Pradesh,Tikamgarh,2017,47.86,86.33,42.42,41.39,69.05,79.5,59.02
Telangana,Jagtial,2019,55.07,11.77,31.58,45.21,28.69,78.03,82.68
Uttar Pradesh,Amroha,2018,39.29,51.36,98.08,87.43,75.09,49.35,69.63
Haryana,Jhajjar,2024,58.05,78.5,68.76,37.59,61.1,86.6,63.88
Karnataka,Belagavi,2022,18.43,94.84,49.45,82.36,48.62,49.17,58.04
Gujarat,Jamnagar,2016,95.99,73.54,29.04,38.72,62.38,73.08,26.89
Madhya Pradesh,Sehore,2025,40.61,59.41,85.76,48.54,14.67,92.17,75.61
Jharkhand,Hazaribagh,2023,32.69,61.87,22.41,75.7,18.89,97.74,73.36
Arunachal Pradesh,Upper Siang,2015,23.56,15.11,68.75,41.04,42.95,34.98,71.93
Punjab,Kapurthala,2024,77.26,82.03,61.46,72.36,35.2,12.96,29.33
Manipur,Chandel,2023,60.24,67.46,47.77,99.82,60.33,73.07,75.75
Bihar,Nawada,2025,83.71,53.39,41.59,35.74,49.56,60.39,20.91
Tamil Nadu,Nilgiris,2022,53.22,62.13,46.22,88.02,57.2,27.57,62.87
Mizoram,Hnahthial,2018,43.66,56.47,84.62,99.56,77.63,12.86,62.15
Uttar Pradesh,Varanasi,2016,29.61,16.85,41.4,84.55,70.37,29.58,16.44
Rajasthan,Karauli,2023,46.39,66.67,73.63,23.64,14.49,34.84,70.98
Jharkhand,Simdega,2022,55.5,66.2,55.02,70.93,43.14,84.06,48.47
Uttar Pradesh,Sultanpur,2023,15.91,39.02,71.06,75.89,55.36,86.67,19.31
Uttarakhand,Dehradun,2015,36.54,82.07,61.22,69.63,63.84,27.6,60.64
West Bengal,Hooghly,2022,53.74,40.8,42.18,76.77,93.46,41.57,73.9
Madhya Pradesh,Jhabua,2017,37.59,47.78,78.95,67.04,19.26,23.1,48.73
Telangana,Vikarabad,2015,28.67,76.69,53.5,44.21,72.71,95.17,58.64
Manipur,Senapati,2019,64.71,93.1,24.78,68.01,71.46,38.15,67.76
Assam,Tinsukia,2020,12.01,28.87,75.26,80.96,28.82,47.55,33.83
Gujarat,Porbandar,2016,29.01,70.51,17.46,63.86,12.8,93.71,56.06
Manipur,Bishnupur,2021,89.0,35.12,66.11,69.98,89.16,36.81,87.64
Manipur,Kamjong,2021,66.09,98.38,66.99,67.6,76.14,42.08,92.79
Maharashtra,Hingoli,2017,66.74,73.25,43.1,76.54,44.84,17.19,35.25
Madhya Pradesh,Dhar,2015,94.85,30.17,21.23,61.12,37.09,96.97,14.64
Madhya Pradesh,Ujjain,2023,21.36,46.34,10.72,83.57,48.1,26.43,88.11
Rajasthan,Sri Ganganagar,2017,99.57,81.97,32.41,92.32,12.91,70.06,55.12
West Bengal,Jhargram,2025,28.55,42.26,70.01,85.25,14.87,58.88,84.7
Uttar Pradesh,Ballia,2020,83.23,13.74,52.04,94.18,27.67,27.97,95.5
Rajasthan,Salumbar,2018,99.35,93.75,50.88,34.01,13.03,90.15,98.51
Manipur,Tamenglong,2024,98.04,58.53,69.34,44.17,23.31,85.73,27.34
Karnataka,Bagalkot,2020,72.08,74.16,27.27,57.42,51.02,56.54,95.6
Odisha,Jajpur,2020,72.97,19.18,72.68,26.66,80.55,55.58,49.58
Uttarakhand,Udham Singh Nagar,2022,48.42,67.89,81.85,83.83,42.11,11.89,54.05
Karnataka,Vijayapura,2023,33.07,99.08,72.99,23.62,11.83,33.73,34.1
Arunachal Pradesh,Kra Daadi,2021,33.73,88.27,92.85,50.21,94.41,67.85,31.86
Madhya Pradesh,Indore,2022,13.19,54.56,41.82,74.0,92.59,91.55,26.24
Uttar Pradesh,Etawah,2019,90.02,54.18,19.68,24.92,90.44,49.19,74.74
Uttar Pradesh,Banda,2019,98.52,94.07,27.86,37.93,97.89,33.53,67.86
Madhya Pradesh,Bhopal,2016,59.21,70.52,49.54,54.74,78.24,30.42,59.74
Rajasthan,Phalodi,2022,22.71,37.14,47.5,31.74,48.8,92.22,11.55
Chhattisgarh,Baloda Bazar,2020,41.13,99.07,70.64,53.19,59.28,84.29,38.23
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,2015,71.5,94.33,70.65,33.4,52.98,23.44,75.31
Assam,Kokrajhar,2024,24.61,25.76,13.33,22.77,38.02,77.46,12.42
Bihar,Kishanganj,2017,21.1,48.39,20.06,74.83,29.44,13.02,97.94
Rajasthan,Banswara,2020,75.01,48.5,53.9,94.35,73.0,86.96,18.77
Haryana,Gurugram,2022,40.03,14.11,97.14,87.82,21.17,87.33,55.34
Uttarakhand,Almora,2024,92.89,17.29,83.18,37.32,52.69,60.71,34.77
Kerala,Idukki,2016,60.94,45.22,87.15,10.46,97.13,14.16,59.58
Arunachal Pradesh,Longding,2023,94.58,18.7,25.94,67.62,76.08,93.07,85.29
Tamil Nadu,Dindigul,2018,73.75,29.66,11.79,93.09,88.1,26.03,10.11
Uttar Pradesh,Agra,2021,82.17,50.31,68.06,93.9,31.66,68.98,75.01
West Bengal,South 24 Parganas,2022,77.38,23.7,84.41,50.38,97.17,41.79,26.79
Rajasthan,Banswara,2019,47.89,60.06,37.43,86.07,48.99,42.51,45.22
Nagaland,Tseminyu,2022,21.56,17.02,30.75,96.92,70.14,38.5,49.13
Arunachal Pradesh,East Siang,2017,97.73,35.97,27.23,31.99,38.49,61.2,86.65
Punjab,Kapurthala,2015,98.67,49.79,96.8,37.69,11.38,70.7,22.2
West Bengal,Darjeeling,2016,87.41,24.85,70.95,15.57,52.62,34.53,42.68
Kerala,Kollam,2023,28.57,76.42,27.38,21.22,33.57,47.64,16.32
Nagaland,Kohima,2025,35.38,29.77,91.84,78.0,19.77,29.02,27.78
Andhra Pradesh,Nandyal,2015,64.19,77.95,47.02,31.93,50.87,70.14,42.58
Kerala,Pathanamthitta,2025,28.56,41.34,70.56,26.27,86.02,68.96,65.45
Uttar Pradesh,Mainpuri,2020,30.72,14.41,19.17,64.73,12.82,72.26,87.89
Mizoram,Saiha,2023,45.18,91.18,25.59,15.69,13.34,59.17,99.31
Odisha,Dhenkanal,2018,51.81,99.7,41.82,68.65,52.74,21.27,79.07
Assam,Kokrajhar,2019,37.71,39.77,44.77,59.45,62.84,18.55,87.71
Uttar Pradesh,Jalaun,2021,61.03,16.86,22.3,46.91,29.92,49.96,64.58
Rajasthan,Churu,2015,80.28,65.56,82.17,52.54,26.05,82.95,25.16
Nagaland,Shamator,2015,78.69,98.37,55.53,78.11,33.19,48.36,76.2
Manipur,Jiribam,2023,88.47,77.27,75.85,65.09,75.1,75.05,56.29
Uttar Pradesh,Jhansi,2023,59.76,63.13,22.32,97.52,68.97,63.26,34.83
Karnataka,Uttara Kannada,2021,80.17,58.48,40.11,25.19,62.77,54.33,95.37
Punjab,Hoshiarpur,2015,50.47,21.58,51.54,70.38,78.52,90.28,75.34
Jharkhand,Khunti,2017,83.94,54.06,11.17,21.76,41.5,51.61,67.56
Arunachal Pradesh,Papum Pare,2020,48.2,92.67,52.38,74.25,38.05,13.33,38.31
Telangana,Bhadradri Kothagudem,2019,80.81,48.97,66.84,68.29,28.49,58.21,69.03
Chhattisgarh,Gaurela-Pendra-Marwahi,2022,34.71,37.44,13.88,69.8,75.37,88.09,97.98
Odisha,Jagatsinghpur,2021,43.23,10.17,32.95,42.48,33.22,29.69,96.84
Himachal Pradesh,Hamirpur,2015,49.9,94.6,40.76,33.44,25.1,85.38,91.93
Meghalaya,East Jaintia Hills,2021,49.69,57.6,68.26,75.49,78.94,14.46,20.09
Karnataka,Bagalkot,2021,73.04,36.76,90.26,44.14,83.64,42.09,25.27
Karnataka,Yadgir,2021,56.84,76.26,24.97,18.16,43.73,68.45,24.35
Uttar Pradesh,Balrampur,2025,52.0,93.9,24.28,87.03,56.07,60.3,47.68
Madhya Pradesh,Hoshangabad (Narmadapuram),2024,75.54,73.12,21.16,21.9,59.84,38.3,96.09
Goa,North Goa,2016,84.25,93.84,21.48,99.05,87.02,70.28,55.3
Punjab,Mansa,2023,24.0,96.45,92.97,37.11,44.64,48.76,84.04
Madhya Pradesh,Niwari,2021,94.72,35.39,12.42,57.75,47.47,67.08,45.12
Gujarat,Porbandar,2021,56.68,28.27,11.61,32.96,98.74,22.8,16.46
Uttar Pradesh,Ayodhya,2017,34.73,56.05,94.46,30.39,55.4,48.88,18.95
Bihar,Buxar,2015,88.25,67.08,26.67,38.92,55.06,80.83,91.1
Bihar,Jamui,2025,31.3,12.05,99.82,76.73,60.93,73.13,33.9
Chhattisgarh,Baloda Bazar,2023,24.86,34.5,38.57,35.4,56.97,24.76,29.43
Uttar Pradesh,Basti,2019,85.09,14.67,58.88,89.01,99.16,35.0,50.35
Gujarat,Sabarkantha,2018,21.82,89.53,75.11,21.04,60.8,43.45,85.75
Uttar Pradesh,Mahoba,2021,90.26,72.34,52.19,47.12,11.0,49.36,16.94
Chhattisgarh,Bastar,2025,61.83,39.5,53.25,29.51,99.94,92.24,17.79
Uttar Pradesh,Saharanpur,2021,30.4,94.32,79.69,35.51,34.74,53.81,46.14
Uttar Pradesh,Sitapur,2020,99.74,45.93,27.44,78.73,25.8,53.41,83.96
Odisha,Jagatsinghpur,2016,50.08,11.9,71.2,68.07,13.57,90.75,21.36
Chhattisgarh,Bijapur,2020,24.05,88.03,65.9,46.11,31.43,73.76,48.04
Kerala,Kannur,2024,57.6,34.35,37.34,95.29,18.35,69.57,85.0
Odisha,Jajpur,2025,37.44,21.19,72.98,30.89,12.02,46.84,92.39
Odisha,Bargarh,2020,45.93,66.86,14.66,96.17,10.16,85.58,33.78
Chhattisgarh,Baloda Bazar,2016,48.61,55.13,24.07,23.94,37.67,84.33,88.41
Karnataka,Chikkaballapur,2018,15.44,98.74,35.06,45.87,10.49,33.95,82.33
Nagaland,Kiphire,2024,76.56,52.74,17.56,37.87,73.43,39.55,98.44
Jharkhand,Dhanbad,2015,95.22,37.87,94.87,64.86,92.39,33.47,78.03
