state,district,year,tourist_visits,domestic_tourists,foreign_tourists,tourism_revenue,hotels,tourist_sites
Maharashtra,Chandrapur,2023,551163,2647979,256918,292269503,532,74
Maharashtra,Chandrapur,2024,4246687,1838157,463038,260923357,738,117
Maharashtra,Chandrapur,2025,3621433,816674,477224,438444268,44,50
Maharashtra,Dhule,2015,1565784,1117873,31829,409323156,234,103
Maharashtra,Dhule,2016,2074058,504312,188771,466171892,979,34
Maharashtra,Dhule,2017,2008874,1909581,373649,69534886,693,182
Maharashtra,Dhule,2018,1221317,508919,250418,341048055,866,28
Maharashtra,Dhule,2019,491383,3947709,475203,324188303,398,77
Maharashtra,Dhule,2020,621176,3425518,251338,213629531,140,158
Maharashtra,Dhule,2021,4675470,2965594,196825,379529676,340,183
Maharashtra,Dhule,2022,3996769,3945519,272834,280213565,602,17
Maharashtra,Dhule,2023,1431776,922559,448848,317019770,262,45
Maharashtra,Dhule,2024,3478512,280966,109889,394614177,164,55
Maharashtra,Dhule,2025,2484963,2070322,362822,348716093,431,48
Maharashtra,Gadchiroli,2015,3344228,4387611,167174,103414515,190,135
Maharashtra,Gadchiroli,2016,3557425,1691173,217177,291907645,381,178
Maharashtra,Gadchiroli,2017,1005441,3078843,32933,179486763,674,190
Maharashtra,Gadchiroli,2018,4827653,1582171,156387,21293127,193,170
Maharashtra,Gadchiroli,2019,1848647,2672872,342209,394628155,838,34
Maharashtra,Gadchiroli,2020,1079464,3961193,369902,379636796,662,73
Maharashtra,Gadchiroli,2021,3699067,1767072,326157,231837686,768,176
Maharashtra,Gadchiroli,2022,1746724,1445672,237359,286210615,548,149
Maharashtra,Gadchiroli,2023,4276254,4341112,20194,305242480,620,33
Maharashtra,Gadchiroli,2024,20750,3757771,222645,266476502,569,103
Maharashtra,Gadchiroli,2025,3436961,2571394,167759,429383777,911,26
Maharashtra,Gondia,2015,986259,807962,203348,83116946,592,20
Maharashtra,Gondia,2016,1630288,3291272,162741,240157908,580,9
Maharashtra,Gondia,2017,4610460,1328234,129554,46406031,174,139
Maharashtra,Gondia,2018,3779574,2871946,342228,34773187,950,96
Maharashtra,Gondia,2019,2959960,3026608,223357,333300710,561,7
Maharashtra,Gondia,2020,532808,2878106,318521,135487107,492,127
Maharashtra,Gondia,2021,4979392,2911336,380300,485848326,318,143
Maharashtra,Gondia,2022,3586715,3070764,208992,437089392,455,176
Maharashtra,Gondia,2023,2266708,2774735,316844,23308048,640,74
Maharashtra,Gondia,2024,2141243,648000,473534,135615631,611,50
Maharashtra,Gondia,2025,301625,1312468,460292,298944908,151,30
Maharashtra,Hingoli,2015,1901281,2436213,270042,311195190,500,160
Maharashtra,Hingoli,2016,3254070,1303780,258668,35164598,456,163
Maharashtra,Hingoli,2017,3237623,1936058,434697,142887742,850,63
Maharashtra,Hingoli,2018,1829532,3266411,358166,432578902,70,26
Maharashtra,Hingoli,2019,1607581,2064768,18188,243436200,155,120
Maharashtra,Hingoli,2020,22209,626795,446620,252541654,583,10
Maharashtra,Hingoli,2021,957806,3762485,370608,213157532,537,14
Maharashtra,Hingoli,2022,1385827,3057012,499014,146168443,440,25
Maharashtra,Hingoli,2023,759700,485128,137628,292134912,98,194
Maharashtra,Hingoli,2024,541396,1251977,420934,35221672,136,127
Maharashtra,Hingoli,2025,1172965,314416,356699,419218705,369,22
Maharashtra,Jalgaon,2015,3234333,3174298,95012,81622252,409,136
Maharashtra,Jalgaon,2016,1966659,2617491,247092,468126957,478,174
Maharashtra,Jalgaon,2017,3823166,979897,7163,266563158,341,15
Maharashtra,Jalgaon,2018,4348728,1548463,342783,468177638,928,189
Maharashtra,Jalgaon,2019,3258943,1031152,214441,372381953,357,76
Maharashtra,Jalgaon,2020,4276734,4320705,77197,156239204,849,120
Maharashtra,Jalgaon,2021,3854753,20215,395168,138358339,924,114
Maharashtra,Jalgaon,2022,3981235,2929135,350467,229766838,740,62
Maharashtra,Jalgaon,2023,4246568,3682966,9786,324845024,66,189
Maharashtra,Jalgaon,2024,2863854,3481665,18597,306144144,97,80
Maharashtra,Jalgaon,2025,4152234,64157,383637,393314753,449,5
Maharashtra,Jalna,2015,3576316,4002065,239068,82472426,153,43
Maharashtra,Jalna,2016,577606,4452282,469127,433237024,220,134
Maharashtra,Jalna,2017,3229354,1313005,175244,270108382,938,72
Maharashtra,Jalna,2018,939286,3672039,488683,487085416,480,101
Maharashtra,Jalna,2019,4705439,833399,236173,63073030,272,146
Maharashtra,Jalna,2020,133421,2551013,195362,344899626,15,22
Maharashtra,Jalna,2021,3635573,2080380,238025,127520107,702,183
Maharashtra,Jalna,2022,2311851,3471471,199098,50108186,93,23
Maharashtra,Jalna,2023,794250,3823085,314577,230530461,61,58
Maharashtra,Jalna,2024,2605933,659705,284202,280763169,931,126
Maharashtra,Jalna,2025,3714500,3377853,2848,147209777,321,172
Maharashtra,Kolhapur,2015,54492,844136,35136,46731517,41,184
Maharashtra,Kolhapur,2016,3196203,4278726,131787,420112810,578,84
Maharashtra,Kolhapur,2017,1622091,4451569,193615,242312185,109,32
Maharashtra,Kolhapur,2018,783115,3598701,265210,401127429,987,147
Maharashtra,Kolhapur,2019,1571029,4336048,26795,247767760,675,178
Maharashtra,Kolhapur,2020,96839,2924853,140804,19797874,820,9
Maharashtra,Kolhapur,2021,360848,3563086,129543,167204683,554,127
Maharashtra,Kolhapur,2022,2250073,224095,399506,79518676,690,4
Maharashtra,Kolhapur,2023,1748302,2522586,493466,462282930,517,94
Maharashtra,Kolhapur,2024,1462556,324086,207125,260691301,428,145
Maharashtra,Kolhapur,2025,4977367,3388250,488467,51297445,685,62
Maharashtra,Latur,2015,376328,1331385,301393,487244115,287,147
Maharashtra,Latur,2016,3255633,3371173,456908,77931388,675,88
Maharashtra,Latur,2017,3526052,2934209,389110,229771418,881,63
Maharashtra,Latur,2018,2277733,1988964,398654,49908405,34,199
Maharashtra,Latur,2019,641771,1303265,439886,134174957,928,80
Maharashtra,Latur,2020,2753548,517518,162753,112638743,474,28
Maharashtra,Latur,2021,2685662,3913192,431689,277067624,299,95
Maharashtra,Latur,2022,632895,3483551,133042,357009364,956,144
Maharashtra,Latur,2023,4332324,3340391,405522,44339335,487,151
Maharashtra,Latur,2024,1494142,672864,7486,160615096,803,41
Maharashtra,Latur,2025,4460848,2154058,69921,335181577,651,128
Maharashtra,Mumbai City,2015,1177364,4419369,8535,113628977,104,88
Maharashtra,Mumbai City,2016,1208649,3730082,367905,390842901,595,112
Maharashtra,Mumbai City,2017,4472125,1584938,267329,154818447,925,89
Maharashtra,Mumbai City,2018,4049382,2004377,48866,490100519,895,100
Maharashtra,Mumbai City,2019,2579523,2845674,471709,112534058,977,108
Maharashtra,Mumbai City,2020,4706508,1450635,375267,407535288,492,156
Maharashtra,Mumbai City,2021,3495600,1059147,197325,391704587,229,175
Maharashtra,Mumbai City,2022,731165,3890835,444838,347128368,625,13
Maharashtra,Mumbai City,2023,3105854,4155163,472412,65443957,936,184
Maharashtra,Mumbai City,2024,4451026,381664,176113,134052644,334,29
Maharashtra,Mumbai City,2025,1445956,825421,376104,366967147,259,118
Maharashtra,Mumbai Suburban,2015,569680,3087391,119342,439134313,237,140
Maharashtra,Mumbai Suburban,2016,488682,402983,78711,229543359,972,132
Maharashtra,Mumbai Suburban,2017,2872960,1188305,237118,88334988,888,90
Maharashtra,Mumbai Suburban,2018,4608659,354357,235955,380815986,295,57
Maharashtra,Mumbai Suburban,2019,4159279,3737974,195813,230473365,843,74
Maharashtra,Mumbai Suburban,2020,1759308,482735,414478,209953935,85,126
Maharashtra,Mumbai Suburban,2021,995985,2752781,412064,397432529,478,162
Maharashtra,Mumbai Suburban,2022,3134999,1139217,122274,167753512,534,126
Maharashtra,Mumbai Suburban,2023,3186753,2092193,48517,284950304,978,24
Maharashtra,Mumbai Suburban,2024,207722,1248992,208720,403830668,354,87
Maharashtra,Mumbai Suburban,2025,4136892,1958688,178550,45036783,995,189
Maharashtra,Nagpur,2015,1331916,1649224,14311,188575886,528,55
Maharashtra,Nagpur,2016,2309124,839493,62383,333537653,786,76
Maharashtra,Nagpur,2017,2756050,806001,339770,264463344,431,113
Maharashtra,Nagpur,2018,433020,4289785,117916,469444833,743,58
Maharashtra,Nagpur,2019,1033302,873177,284468,105874146,272,58
Maharashtra,Nagpur,2020,4506934,3081771,236706,332583092,619,62
Maharashtra,Nagpur,2021,2031691,985453,6503,118522534,313,24
Maharashtra,Nagpur,2022,2488902,4389146,178967,162760355,363,138
Maharashtra,Nagpur,2023,3914025,3225383,335669,173615150,505,17
Maharashtra,Nagpur,2024,1687707,946047,209530,406679915,150,39
Maharashtra,Nagpur,2025,1195118,2321427,68000,421318484,722,124
Maharashtra,Nanded,2015,4243730,3327032,202763,418540714,494,67
Maharashtra,Nanded,2016,4402133,2021298,2380,172642375,447,6
Maharashtra,Nanded,2017,432977,925059,422114,173448317,968,74
Maharashtra,Nanded,2018,3705368,2987938,415268,477728857,36,33
Maharashtra,Nanded,2019,2463793,3881304,95385,110036057,987,144
Maharashtra,Nanded,2020,4498611,3161182,166084,53359605,514,15
Maharashtra,Nanded,2021,378417,308213,96043,23452601,361,25
Maharashtra,Nanded,2022,3407367,2186475,211223,104400130,755,148
Maharashtra,Nanded,2023,3993712,664525,473774,420011090,406,80
Maharashtra,Nanded,2024,3616222,3953355,47343,423094261,179,16
Maharashtra,Nanded,2025,784987,3751639,401207,355504943,583,22
Maharashtra,Nandurbar,2015,167157,461606,158312,442652218,542,168
Maharashtra,Nandurbar,2016,2344976,3008695,174427,291187377,797,116
Maharashtra,Nandurbar,2017,2228773,4064315,371551,289286055,139,147
Maharashtra,Nandurbar,2018,2560200,2106774,219402,305120949,863,5
Maharashtra,Nandurbar,2019,1585118,1929618,398737,213674836,303,183
Maharashtra,Nandurbar,2020,4251452,4014916,160992,206039485,259,8
Maharashtra,Nandurbar,2021,4938985,3265258,497407,45365050,594,176
Maharashtra,Nandurbar,2022,905481,3180691,151733,202106990,802,42
Maharashtra,Nandurbar,2023,3786260,3132737,92907,373044441,453,130
Maharashtra,Nandurbar,2024,637215,2621252,284371,425823412,587,28
Maharashtra,Nandurbar,2025,298910,2879045,320126,288775164,483,172
Maharashtra,Nashik,2015,3134819,3709393,226290,212950788,648,111
Maharashtra,Nashik,2016,3608729,3929435,195168,32710122,198,139
Maharashtra,Nashik,2017,573043,3959573,254706,77013149,422,47
Maharashtra,Nashik,2018,1861786,1007507,485089,131650851,674,45
Maharashtra,Nashik,2019,765341,4024566,413516,453849202,240,77
Maharashtra,Nashik,2020,1568969,344938,174505,154493832,537,76
Maharashtra,Nashik,2021,2816540,2051930,220246,153381650,708,186
Maharashtra,Nashik,2022,2075354,2165500,68223,306563214,515,129
Maharashtra,Nashik,2023,2912275,498262,318712,84444727,596,200
Maharashtra,Nashik,2024,3742955,1836314,422229,428734521,420,49
Maharashtra,Nashik,2025,2583915,3272216,178180,45217323,25,107
Maharashtra,Osmanabad (Dharashiv),2015,2609171,1936318,274120,448452173,870,50
Maharashtra,Osmanabad (Dharashiv),2016,2835716,500004,194390,328853288,173,107
Maharashtra,Osmanabad (Dharashiv),2017,4823099,613654,181451,289107323,197,124
Maharashtra,Osmanabad (Dharashiv),2018,4822663,3171990,302893,233220255,484,27
Maharashtra,Osmanabad (Dharashiv),2019,3636880,2624657,166547,450159249,246,61
Maharashtra,Osmanabad (Dharashiv),2020,1548308,4494526,169221,136016901,437,141
Maharashtra,Osmanabad (Dharashiv),2021,3081639,177678,129415,155587060,797,27
Maharashtra,Osmanabad (Dharashiv),2022,3707572,3076277,97788,298656564,533,17
Maharashtra,Osmanabad (Dharashiv),2023,1770995,2346660,253815,334860785,972,92
Maharashtra,Osmanabad (Dharashiv),2024,1496970,3116271,223849,362328283,721,10
Maharashtra,Osmanabad (Dharashiv),2025,1501641,4043391,369414,420411499,391,11
Maharashtra,Palghar,2015,3174899,313684,297594,174277800,929,72
Maharashtra,Palghar,2016,4321174,4375171,399151,431252223,437,135
Maharashtra,Palghar,2017,1139469,134865,58975,254520866,942,39
Maharashtra,Palghar,2018,4700632,656790,33786,126146597,874,46
Maharashtra,Palghar,2019,1512634,906906,270642,156176992,667,89
Maharashtra,Palghar,2020,4602094,3487517,206637,311856650,472,49
Maharashtra,Palghar,2021,4076005,1654779,222883,268098777,783,152
Maharashtra,Palghar,2022,598634,1757897,465061,135182280,791,14
Maharashtra,Palghar,2023,3809858,900443,253388,401236625,670,167
Maharashtra,Palghar,2024,2368018,4257982,346050,115941537,404,193
Maharashtra,Palghar,2025,407135,752408,386231,376352855,855,200
Maharashtra,Parbhani,2015,818185,3299763,484556,423125818,411,112
Maharashtra,Parbhani,2016,2078605,3626308,29666,379569815,786,21
Maharashtra,Parbhani,2017,1537699,524591,140099,444303585,729,91
Maharashtra,Parbhani,2018,4210906,1490672,498648,271020794,316,156
Maharashtra,Parbhani,2019,1834493,1289282,211259,24213611,689,117
Maharashtra,Parbhani,2020,4543149,1470708,221193,28266273,849,74
Maharashtra,Parbhani,2021,1972196,2426537,394592,58343011,465,124
Maharashtra,Parbhani,2022,4652014,2025733,282131,428526557,238,10
Maharashtra,Parbhani,2023,3330259,3511876,458065,79539375,113,199
Maharashtra,Parbhani,2024,2932823,1066265,359091,410909356,247,159
Maharashtra,Parbhani,2025,3486513,4351860,239906,275427667,360,199
Maharashtra,Pune,2015,1685894,4175149,105165,385220000,59,111
Maharashtra,Pune,2016,2169983,2313446,2276,93737588,982,160
Maharashtra,Pune,2017,4716617,2093148,16914,201485607,113,48
Maharashtra,Pune,2018,2910066,3386149,278352,25908627,677,54
Maharashtra,Pune,2019,2134356,2455194,484113,284179914,561,20
Maharashtra,Pune,2020,2634739,1362080,305341,434667751,741,125
Maharashtra,Pune,2021,387484,1190959,221830,36584953,751,10
Maharashtra,Pune,2022,233043,3631119,22208,489761782,544,34
Maharashtra,Pune,2023,1210663,1944960,76666,129087666,775,51
Maharashtra,Pune,2024,430900,2628235,437750,178275062,164,131
Maharashtra,Pune,2025,1491844,1984893,313680,302921968,415,86
Maharashtra,Raigad,2015,4755627,3275806,173491,430438188,970,135
Maharashtra,Raigad,2016,2502332,2180818,212148,290649262,585,167
Maharashtra,Raigad,2017,3535952,3887263,80248,135620386,793,6
Maharashtra,Raigad,2018,205345,1775404,74218,296389052,402,10
Maharashtra,Raigad,2019,1448100,1459405,477424,204603273,614,41
Maharashtra,Raigad,2020,3266890,1896577,314862,101616401,875,159
Maharashtra,Raigad,2021,572385,1468187,463980,112376317,396,9
Maharashtra,Raigad,2022,4014089,3758042,334874,322640015,36,148
Maharashtra,Raigad,2023,3965041,122386,69769,32047487,111,48
Maharashtra,Raigad,2024,2924467,2319255,66896,71740410,908,131
Maharashtra,Raigad,2025,3280667,1354793,377607,410168930,366,191
Maharashtra,Ratnagiri,2015,2442211,2445500,377631,40038566,594,72
Maharashtra,Ratnagiri,2016,2623701,152441,497929,66105169,263,150
Maharashtra,Ratnagiri,2017,3196403,3803344,486640,394995263,126,155
Maharashtra,Ratnagiri,2018,780290,1018932,137252,90070371,430,26
Maharashtra,Ratnagiri,2019,2705288,3888779,188466,171943384,86,155
Maharashtra,Ratnagiri,2020,1056851,4441868,422041,13423370,693,102
Maharashtra,Ratnagiri,2021,1671982,2599911,447540,135296516,209,89
Maharashtra,Ratnagiri,2022,1382715,4353689,299283,276588545,353,148
Maharashtra,Ratnagiri,2023,1301779,1505314,346130,493009964,403,131
Maharashtra,Ratnagiri,2024,2783717,311752,14355,440313526,786,71
Maharashtra,Ratnagiri,2025,730874,3430578,347717,89197763,753,136
Maharashtra,Sangli,2015,1503789,116038,486931,184268959,535,32
Maharashtra,Sangli,2016,4981131,642073,236397,37432836,530,141
Maharashtra,Sangli,2017,4363385,4498047,9236,457343770,463,53
Maharashtra,Sangli,2018,2558876,1740666,26584,65717439,276,164
Maharashtra,Sangli,2019,762941,1049249,1426,353740560,88,45
Maharashtra,Sangli,2020,887295,3137627,35221,132628985,399,22
Maharashtra,Sangli,2021,1434216,490222,171851,489363790,810,181
Maharashtra,Sangli,2022,3321138,1584352,84845,181348425,778,8
Maharashtra,Sangli,2023,3587972,4334651,291325,99662608,373,55
Maharashtra,Sangli,2024,3729548,2885414,252677,59359540,274,47
Maharashtra,Sangli,2025,444138,3211940,269816,240512723,347,12
Maharashtra,Satara,2015,981070,1607158,439051,468320483,119,26
Maharashtra,Satara,2016,942537,3589745,249185,490441277,251,112
Maharashtra,Satara,2017,3176495,3035044,65153,33163719,587,90
Maharashtra,Satara,2018,4207528,4086921,486454,29568844,701,16
Maharashtra,Satara,2019,1014183,1152550,234258,242171925,150,159
Maharashtra,Satara,2020,766665,3041791,178790,131651116,599,137
Maharashtra,Satara,2021,909160,3106568,271231,366050171,467,182
Maharashtra,Satara,2022,2341413,1332203,75334,91559526,787,159
Maharashtra,Satara,2023,2041187,4337683,147341,299917236,378,104
Maharashtra,Satara,2024,1692962,3887553,44303,453127002,515,175
Maharashtra,Satara,2025,1764100,874260,61391,267596782,39,181
Maharashtra,Sindhudurg,2015,1241994,2029851,311196,300422541,21,81
Maharashtra,Sindhudurg,2016,616210,2180527,371920,153484775,549,186
Maharashtra,Sindhudurg,2017,1151808,1573542,97390,323573642,356,82
Maharashtra,Sindhudurg,2018,2438535,3025918,374016,267863172,612,17
Maharashtra,Sindhudurg,2019,3130333,1503092,261877,218313323,545,87
Maharashtra,Sindhudurg,2020,3261404,2792785,271425,439040046,681,20
Maharashtra,Sindhudurg,2021,112852,3395543,241923,204923160,235,4
Maharashtra,Sindhudurg,2022,4039017,1071543,31065,208786317,558,157
Maharashtra,Sindhudurg,2023,4734696,352703,89869,162583305,643,100
Maharashtra,Sindhudurg,2024,3919061,860330,136260,394163130,382,2
Maharashtra,Sindhudurg,2025,4477881,3367489,338319,264202152,137,9
Maharashtra,Solapur,2015,3373662,542153,499726,175769697,509,138
Maharashtra,Solapur,2016,1732892,4415024,58901,468253063,26,166
Maharashtra,Solapur,2017,2338431,3191792,288346,135383752,856,8
Maharashtra,Solapur,2018,693666,4304601,72109,153408690,998,58
Maharashtra,Solapur,2019,266396,1443593,249206,492913134,873,157
Maharashtra,Solapur,2020,3334948,1547186,45773,244777971,779,10
Maharashtra,Solapur,2021,4733045,2897901,422285,297261723,686,38
Maharashtra,Solapur,2022,295982,3039363,497409,446126216,411,26
Maharashtra,Solapur,2023,3387653,1138616,407416,435903500,559,91
Maharashtra,Solapur,2024,3512104,4058015,187924,417464150,351,118
Maharashtra,Solapur,2025,750433,3021835,235071,150338858,765,165
Maharashtra,Thane,2015,2993708,1113286,201691,438920751,590,198
Maharashtra,Thane,2016,2426903,177339,94110,418685792,903,90
Maharashtra,Thane,2017,414457,1719481,429217,211937855,45,118
Maharashtra,Thane,2018,1967221,25849,110114,96753295,100,126
Maharashtra,Thane,2019,1308701,2151044,398931,459354000,756,88
Maharashtra,Thane,2020,1541684,3907733,286873,124885528,233,45
Maharashtra,Thane,2021,1839738,2884320,176608,357955732,570,6
Maharashtra,Thane,2022,3415689,180735,67766,100456442,145,167
Maharashtra,Thane,2023,2563901,290349,485104,255803626,846,148
Maharashtra,Thane,2024,3391644,4123355,283845,396498383,646,23
Maharashtra,Thane,2025,1686722,1904230,441065,118529244,381,127
Maharashtra,Wardha,2015,4531457,21169,356063,49865106,272,7
Maharashtra,Wardha,2016,1155882,3814785,22387,26775082,240,124
Maharashtra,Wardha,2017,4523429,3335284,36768,228005537,532,157
Maharashtra,Wardha,2018,136443,3725508,92753,400240387,180,111
Maharashtra,Wardha,2019,849615,1139177,456939,91800390,885,34
Maharashtra,Wardha,2020,1424148,3770890,335313,245931015,491,69
Maharashtra,Wardha,2021,4757566,4095739,14141,215563384,313,24
Maharashtra,Wardha,2022,1386674,3301513,229565,338735831,717,93
Maharashtra,Wardha,2023,4157737,172835,295901,396023333,549,188
Maharashtra,Wardha,2024,3579411,1878264,392137,23748444,203,104
Maharashtra,Wardha,2025,2831434,3654282,129936,14541579,427,32
Maharashtra,Washim,2015,3651666,2292274,173050,1484675,63,189
Maharashtra,Washim,2016,4509990,419609,432864,335372101,841,6
Maharashtra,Washim,2017,2357224,3779328,330236,360676160,272,39
Maharashtra,Washim,2018,4281262,3504699,390948,366630584,116,52
Maharashtra,Washim,2019,263200,2103195,221783,302738382,257,43
Maharashtra,Washim,2020,613971,2050372,420539,372416920,281,25
Maharashtra,Washim,2021,695843,40596,341910,73528751,553,121
Maharashtra,Washim,2022,498650,937529,270253,246585691,294,9
Maharashtra,Washim,2023,4709145,3514348,54482,123056163,267,136
Maharashtra,Washim,2024,2336108,1504085,204411,68361055,203,20
Maharashtra,Washim,2025,2263465,1185246,229512,436734896,334,118
Maharashtra,Yavatmal,2015,4187538,1466632,194806,98634092,500,126
Maharashtra,Yavatmal,2016,2648167,1355492,444631,242252444,562,170
Maharashtra,Yavatmal,2017,3894950,4249241,50486,426097005,911,68
Maharashtra,Yavatmal,2018,2672815,1857509,340908,201492338,60,26
Maharashtra,Yavatmal,2019,854209,2050448,125398,370661320,612,161
Maharashtra,Yavatmal,2020,2216556,3430827,329411,238537219,782,83
Maharashtra,Yavatmal,2021,472338,2581806,360217,408142256,275,131
Maharashtra,Yavatmal,2022,415621,3706723,74452,71025892,838,94
Maharashtra,Yavatmal,2023,1132437,2027554,112069,421514749,15,174
Maharashtra,Yavatmal,2024,2817481,3513628,256039,132216282,707,133
Maharashtra,Yavatmal,2025,2266240,2418517,469038,225827381,469,30
Manipur,Bishnupur,2015,79187,2690792,106122,290701433,830,113
Manipur,Bishnupur,2016,1622085,4377370,418651,77660022,896,54
Manipur,Bishnupur,2017,1329148,508348,6732,250635986,557,142
Manipur,Bishnupur,2018,2327005,3976804,350663,368723233,615,182
Manipur,Bishnupur,2019,2145370,33706,262219,162195892,737,69
Manipur,Bishnupur,2020,573846,774770,350278,338346202,698,29
Manipur,Bishnupur,2021,2131162,2502033,261934,316711197,231,47
Manipur,Bishnupur,2022,409120,1639355,22381,120073351,384,195
Manipur,Bishnupur,2023,511640,3372693,261954,489134996,433,103
Manipur,Bishnupur,2024,493821,3116147,33340,401768655,528,165
Manipur,Bishnupur,2025,3040476,2989209,137173,202134002,120,63
Manipur,Chandel,2015,4209216,1179908,254319,6714454,281,33
Manipur,Chandel,2016,2749775,729276,25453,189630080,605,14
Manipur,Chandel,2017,330489,2941628,424615,180574308,381,29
Manipur,Chandel,2018,4124870,297684,467948,167861220,272,7
Manipur,Chandel,2019,1335065,3400643,263226,454315808,443,155
Manipur,Chandel,2020,2246087,686504,497532,75851139,147,151
Manipur,Chandel,2021,1571804,4349102,352002,253179773,155,13
Manipur,Chandel,2022,2336638,3515475,53050,430045381,639,46
Manipur,Chandel,2023,322749,4209096,85173,265181626,620,68
Manipur,Chandel,2024,337867,2284536,120440,325827064,919,177
Manipur,Chandel,2025,201004,1442461,194802,52643367,581,121
Manipur,Churachandpur,2015,3110507,2031080,71322,55541320,526,185
Manipur,Churachandpur,2016,1974535,3277214,301862,147148118,882,161
Manipur,Churachandpur,2017,136932,939566,309787,205770542,444,3
Manipur,Churachandpur,2018,4618047,2445395,109230,194571359,889,19
Manipur,Churachandpur,2019,3021902,1490605,100321,482177995,364,104
Manipur,Churachandpur,2020,3069041,836308,487470,318175656,940,96
Manipur,Churachandpur,2021,2599521,1195753,257586,289860613,351,26
Manipur,Churachandpur,2022,339802,4443499,424601,299377673,156,124
Manipur,Churachandpur,2023,3398735,3389508,96312,251397454,705,8
Manipur,Churachandpur,2024,1799169,412096,392532,320900250,166,194
Manipur,Churachandpur,2025,441898,1245112,431089,496486284,49,143
Manipur,Imphal East,2015,2367803,1346929,194042,66901847,158,145
Manipur,Imphal East,2016,86672,1394816,481944,412463228,564,84
Manipur,Imphal East,2017,1713641,4156639,439356,288819680,492,62
Manipur,Imphal East,2018,4828361,3532418,181689,101281236,575,198
Manipur,Imphal East,2019,2351401,523750,194342,110880899,397,34
Manipur,Imphal East,2020,2755140,4248878,176113,240957191,144,6
Manipur,Imphal East,2021,3839536,2219264,385869,488122448,12,70
Manipur,Imphal East,2022,233551,2501107,348754,489828449,217,79
Manipur,Imphal East,2023,1104827,2949428,224302,231214719,464,37
Manipur,Imphal East,2024,149300,2187318,120327,458410823,313,138
Manipur,Imphal East,2025,2818484,233402,352249,476353513,743,99
Manipur,Imphal West,2015,1022409,1352065,11600,61836954,378,35
Manipur,Imphal West,2016,662502,2427211,111284,299274334,989,166
Manipur,Imphal West,2017,1636095,811336,222664,84933956,145,185
Manipur,Imphal West,2018,1979056,737587,493504,271125732,499,29
Manipur,Imphal West,2019,172264,715675,285661,416217825,588,42
Manipur,Imphal West,2020,1324190,191014,317106,238651700,888,46
Manipur,Imphal West,2021,1045279,2742185,109660,126557200,208,177
Manipur,Imphal West,2022,999832,1970535,24843,211483396,690,126
Manipur,Imphal West,2023,3996294,4338898,363868,391667625,630,55
Manipur,Imphal West,2024,845316,3448614,122776,452009247,220,33
Manipur,Imphal West,2025,3617345,2964843,330256,444553044,313,25
Manipur,Jiribam,2015,604023,2489064,281119,144964421,549,67
Manipur,Jiribam,2016,1109096,322917,290190,291992799,412,136
Manipur,Jiribam,2017,3109829,3987271,392358,18242466,96,9
Manipur,Jiribam,2018,2828734,3702508,163136,470002421,67,6
Manipur,Jiribam,2019,2082598,4329631,491929,61750886,527,76
Manipur,Jiribam,2020,1886275,1456034,348433,85600034,841,163
Manipur,Jiribam,2021,3350540,1536832,312944,10425262,836,177
Manipur,Jiribam,2022,3755926,4362761,320453,430266525,734,39
Manipur,Jiribam,2023,444653,1391344,288215,206426319,692,97
Manipur,Jiribam,2024,4607656,3299388,275996,230597845,538,189
Manipur,Jiribam,2025,3190155,3982745,139638,280164541,160,171
Manipur,Kakching,2015,2851977,1702384,226668,132636848,686,23
Manipur,Kakching,2016,4192752,3860626,211501,155027576,727,19
Manipur,Kakching,2017,4848756,1022135,30964,173418291,144,179
Manipur,Kakching,2018,2928039,4446097,369240,104743764,278,48
Manipur,Kakching,2019,646212,3938054,95556,127550842,908,83
Manipur,Kakching,2020,1802260,1175362,97334,50429069,171,153
Manipur,Kakching,2021,3742598,421542,123434,421961539,823,107
Manipur,Kakching,2022,4017232,1008432,150075,66686422,566,140
Manipur,Kakching,2023,2094568,4096666,105050,33963001,322,79
Manipur,Kakching,2024,2455304,2135848,349896,409486082,278,74
Manipur,Kakching,2025,1855655,3627725,265340,112598114,689,78
Manipur,Kamjong,2015,1242213,1578492,104033,8512392,48,109
Manipur,Kamjong,2016,408226,1341632,364891,208577192,736,58
Manipur,Kamjong,2017,2063297,95473,481170,358718324,962,117
Manipur,Kamjong,2018,3814707,4259076,165491,293285801,661,26
Manipur,Kamjong,2019,2139802,1163746,195549,365490091,758,190
Manipur,Kamjong,2020,3628887,238822,25960,339984148,941,130
Manipur,Kamjong,2021,3968480,1894566,451804,263223148,738,2
Manipur,Kamjong,2022,2028835,3797277,139456,343340412,983,51
Manipur,Kamjong,2023,1815143,2271366,357346,423060541,810,90
Manipur,Kamjong,2024,309382,1408822,64384,131096612,728,144
Manipur,Kamjong,2025,3695590,2675983,279741,151707832,408,38
Manipur,Kangpokpi,2015,4522895,43306,148269,308024622,434,153
Manipur,Kangpokpi,2016,1307645,1575420,151239,462024542,202,36
Manipur,Kangpokpi,2017,3424414,3123624,362821,158026298,800,87
Manipur,Kangpokpi,2018,3828207,4428659,154237,366329366,33,92
Manipur,Kangpokpi,2019,1728967,3125298,286654,449436915,843,158
Manipur,Kangpokpi,2020,3019972,2604422,97962,58363455,872,82
Manipur,Kangpokpi,2021,977277,928383,310119,18244485,161,82
Manipur,Kangpokpi,2022,2977760,331102,167862,190607180,879,87
