state,district,year,road_length_km,railway_stations,buses_operating,registered_vehicles,airports_nearby
Maharashtra,Wardha,2020,631,31,1514,1782190,3
Maharashtra,Wardha,2021,1038,20,1253,1980659,3
Maharashtra,Wardha,2022,3082,41,696,1880643,1
Maharashtra,Wardha,2023,5398,23,987,1666764,1
Maharashtra,Wardha,2024,5157,8,691,1357063,3
Maharashtra,Wardha,2025,956,7,357,54981,0
Maharashtra,Washim,2015,4310,29,1722,616324,2
Maharashtra,Washim,2016,2726,18,641,267686,0
Maharashtra,Washim,2017,1571,6,1181,900234,2
Maharashtra,Washim,2018,2844,22,1355,229573,0
Maharashtra,Washim,2019,488,24,1629,1948374,3
Maharashtra,Washim,2020,8439,2,387,926468,1
Maharashtra,Washim,2021,9493,23,1203,1212965,0
Maharashtra,Washim,2022,8152,19,1421,1132798,0
Maharashtra,Washim,2023,8973,10,491,1823705,1
Maharashtra,Washim,2024,5557,18,101,1567491,3
Maharashtra,Washim,2025,5993,46,1392,280805,3
Maharashtra,Yavatmal,2015,3033,19,199,414748,0
Maharashtra,Yavatmal,2016,2376,40,1506,1860694,0
Maharashtra,Yavatmal,2017,9565,20,322,298612,1
Maharashtra,Yavatmal,2018,3362,1,1438,337179,3
Maharashtra,Yavatmal,2019,4895,37,1806,538491,3
Maharashtra,Yavatmal,2020,7707,27,145,1369286,2
Maharashtra,Yavatmal,2021,6400,40,1532,192476,2
Maharashtra,Yavatmal,2022,1830,7,1920,324251,2
Maharashtra,Yavatmal,2023,9638,13,549,753135,1
Maharashtra,Yavatmal,2024,6882,44,308,1486468,2
Maharashtra,Yavatmal,2025,1300,9,998,1409518,0
Manipur,Bishnupur,2015,3069,45,1619,279842,3
Manipur,Bishnupur,2016,5155,9,1066,1601273,3
Manipur,Bishnupur,2017,1349,17,1942,1465535,3
Manipur,Bishnupur,2018,2872,3,928,882443,1
Manipur,Bishnupur,2019,8377,27,1918,1598777,2
Manipur,Bishnupur,2020,6232,39,793,1404868,2
Manipur,Bishnupur,2021,7295,33,1804,997194,2
Manipur,Bishnupur,2022,7353,46,483,610839,1
Manipur,Bishnupur,2023,6750,26,807,1131937,3
Manipur,Bishnupur,2024,7382,41,916,790395,1
Manipur,Bishnupur,2025,4621,1,697,842472,1
Manipur,Chandel,2015,7252,48,863,1439976,1
Manipur,Chandel,2016,7261,27,1468,482894,0
Manipur,Chandel,2017,5186,26,1807,1757184,0
Manipur,Chandel,2018,2786,38,1079,1539205,2
Manipur,Chandel,2019,8564,45,1024,492710,2
Manipur,Chandel,2020,4179,8,1957,1783322,0
Manipur,Chandel,2021,8406,7,1586,706672,3
Manipur,Chandel,2022,7009,3,1145,1529107,2
Manipur,Chandel,2023,976,26,945,317124,0
Manipur,Chandel,2024,3304,26,110,209032,1
Manipur,Chandel,2025,6453,32,398,1550561,2
Manipur,Churachandpur,2015,5622,4,1323,944478,1
Manipur,Churachandpur,2016,9796,46,413,1938320,0
Manipur,Churachandpur,2017,919,27,923,1896642,2
Manipur,Churachandpur,2018,1954,20,796,347665,2
Manipur,Churachandpur,2019,4452,29,326,900342,2
Manipur,Churachandpur,2020,4747,49,645,577225,2
Manipur,Churachandpur,2021,9053,37,305,1786635,3
Manipur,Churachandpur,2022,9694,7,1417,1813628,0
Manipur,Churachandpur,2023,5562,13,1936,860101,1
Manipur,Churachandpur,2024,7266,15,366,1265480,3
Manipur,Churachandpur,2025,9400,10,1200,1809146,0
Manipur,Imphal East,2015,7494,9,1324,480432,2
Manipur,Imphal East,2016,841,47,935,519860,2
Manipur,Imphal East,2017,9154,32,609,353757,0
Manipur,Imphal East,2018,785,17,1673,1330460,1
Manipur,Imphal East,2019,5777,21,62,659910,1
Manipur,Imphal East,2020,8604,4,1572,1714757,3
Manipur,Imphal East,2021,1679,45,1902,568022,3
Manipur,Imphal East,2022,9283,17,351,397242,0
Manipur,Imphal East,2023,765,38,1564,27630,0
Manipur,Imphal East,2024,9888,16,555,1050600,0
Manipur,Imphal East,2025,3379,27,1262,1478290,0
Manipur,Imphal West,2015,3295,29,1815,848682,1
Manipur,Imphal West,2016,3810,23,1888,1133973,3
Manipur,Imphal West,2017,6021,2,332,445453,0
Manipur,Imphal West,2018,9021,7,1421,1882473,0
Manipur,Imphal West,2019,3426,39,1839,1341086,0
Manipur,Imphal West,2020,9569,5,802,216895,2
Manipur,Imphal West,2021,5968,44,1218,15490,0
Manipur,Imphal West,2022,2844,40,1054,204091,1
Manipur,Imphal West,2023,2908,27,743,1712058,2
Manipur,Imphal West,2024,3892,24,612,1879762,3
Manipur,Imphal West,2025,8838,6,60,1075094,2
Manipur,Jiribam,2015,4938,26,1179,1793000,1
Manipur,Jiribam,2016,2960,9,1308,1039757,3
Manipur,Jiribam,2017,9949,1,826,1467326,3
Manipur,Jiribam,2018,7712,24,974,1411379,2
Manipur,Jiribam,2019,7417,28,433,1495836,1
Manipur,Jiribam,2020,4878,44,507,1529455,3
Manipur,Jiribam,2021,4095,15,586,837847,0
Manipur,Jiribam,2022,4309,2,1114,129076,2
Manipur,Jiribam,2023,8811,15,120,1943954,1
Manipur,Jiribam,2024,4665,43,1347,573022,2
Manipur,Jiribam,2025,8024,27,1987,1036922,0
Manipur,Kakching,2015,9650,1,937,1966274,2
Manipur,Kakching,2016,5090,30,1314,928658,3
Manipur,Kakching,2017,2078,34,1380,799371,3
Manipur,Kakching,2018,5593,39,577,1108972,2
Manipur,Kakching,2019,291,50,1114,1265458,3
Manipur,Kakching,2020,8256,36,1228,1113539,2
Manipur,Kakching,2021,3926,4,152,727902,0
Manipur,Kakching,2022,9313,5,1290,732311,2
Manipur,Kakching,2023,8353,37,1004,519582,2
Manipur,Kakching,2024,9782,38,358,743376,2
Manipur,Kakching,2025,601,40,1631,885772,3
Manipur,Kamjong,2015,2923,45,1152,1374833,0
Manipur,Kamjong,2016,8474,41,1754,62412,2
Manipur,Kamjong,2017,9780,12,1741,1157326,1
Manipur,Kamjong,2018,4790,4,240,217434,0
Manipur,Kamjong,2019,7361,15,576,553022,3
Manipur,Kamjong,2020,7535,20,1878,1588522,3
Manipur,Kamjong,2021,5846,18,176,916388,1
Manipur,Kamjong,2022,7002,2,509,238586,2
Manipur,Kamjong,2023,3868,37,1339,1967109,3
Manipur,Kamjong,2024,3901,29,1526,1242712,1
Manipur,Kamjong,2025,740,37,1662,216397,2
Manipur,Kangpokpi,2015,1016,17,1824,1764683,0
Manipur,Kangpokpi,2016,9446,34,1497,500367,1
Manipur,Kangpokpi,2017,9604,26,812,330289,3
Manipur,Kangpokpi,2018,3972,40,1107,1136965,2
Manipur,Kangpokpi,2019,6474,2,1829,586838,3
Manipur,Kangpokpi,2020,3257,23,1546,385157,1
Manipur,Kangpokpi,2021,2100,17,1766,383153,2
Manipur,Kangpokpi,2022,5278,22,973,1975330,0
Manipur,Kangpokpi,2023,228,14,1379,1386387,3
Manipur,Kangpokpi,2024,6413,30,443,160959,3
Manipur,Kangpokpi,2025,9958,9,1605,820046,1
Manipur,Noney,2015,9352,15,1258,1537425,1
Manipur,Noney,2016,4045,44,771,547557,3
Manipur,Noney,2017,5227,33,554,817595,0
Manipur,Noney,2018,2875,45,320,1830771,0
Manipur,Noney,2019,9321,30,1498,643033,1
Manipur,Noney,2020,1890,7,874,1483507,2
Manipur,Noney,2021,7581,40,495,1885265,0
Manipur,Noney,2022,3940,47,1538,1969503,2
Manipur,Noney,2023,516,49,1435,846926,2
Manipur,Noney,2024,685,25,1277,1594077,1
Manipur,Noney,2025,3797,40,110,309034,2
Manipur,Pherzawl,2015,3031,23,1760,576132,0
Manipur,Pherzawl,2016,717,36,237,1170292,2
Manipur,Pherzawl,2017,3176,43,1501,1193231,0
Manipur,Pherzawl,2018,4918,3,450,1931058,2
Manipur,Pherzawl,2019,8398,9,997,369568,3
Manipur,Pherzawl,2020,403,23,678,1681263,0
Manipur,Pherzawl,2021,4795,43,475,829908,2
Manipur,Pherzawl,2022,6399,21,1410,694897,2
Manipur,Pherzawl,2023,1336,50,1726,932471,3
Manipur,Pherzawl,2024,2105,11,102,1110853,2
Manipur,Pherzawl,2025,971,33,1966,1440803,0
Manipur,Senapati,2015,9992,20,374,1463915,1
Manipur,Senapati,2016,9885,35,1333,851865,2
Manipur,Senapati,2017,4254,42,471,539557,2
Manipur,Senapati,2018,9077,47,405,1875025,1
Manipur,Senapati,2019,4828,11,512,480514,0
Manipur,Senapati,2020,7258,25,869,890015,2
Manipur,Senapati,2021,1864,26,946,1846025,0
Manipur,Senapati,2022,2064,45,244,1133994,3
Manipur,Senapati,2023,4506,42,356,1655250,0
Manipur,Senapati,2024,6234,8,1370,143492,0
Manipur,Senapati,2025,7688,38,132,238259,2
Manipur,Tamenglong,2015,4041,4,612,576590,3
Manipur,Tamenglong,2016,2710,42,1687,414748,1
Manipur,Tamenglong,2017,3515,45,1872,60013,2
Manipur,Tamenglong,2018,7420,26,1833,184957,2
Manipur,Tamenglong,2019,705,45,1376,1056152,3
Manipur,Tamenglong,2020,1139,42,1022,775528,2
Manipur,Tamenglong,2021,5454,47,292,103789,3
Manipur,Tamenglong,2022,7258,11,1797,271332,0
Manipur,Tamenglong,2023,1758,47,623,1167712,2
Manipur,Tamenglong,2024,3956,27,288,411037,1
Manipur,Tamenglong,2025,8208,31,1256,1737012,0
Manipur,Tengnoupal,2015,5244,35,491,461030,3
Manipur,Tengnoupal,2016,1498,15,1355,1451792,2
Manipur,Tengnoupal,2017,7268,45,401,1430130,0
Manipur,Tengnoupal,2018,5170,19,1795,69818,0
Manipur,Tengnoupal,2019,8414,22,315,574927,0
Manipur,Tengnoupal,2020,7478,30,830,1638049,3
Manipur,Tengnoupal,2021,2911,34,1362,759968,2
Manipur,Tengnoupal,2022,8825,47,698,1235337,0
Manipur,Tengnoupal,2023,923,17,1788,67995,0
Manipur,Tengnoupal,2024,4108,17,944,1414035,1
Manipur,Tengnoupal,2025,7468,3,991,1440264,2
Manipur,Thoubal,2015,8439,1,384,1290843,2
Manipur,Thoubal,2016,5167,39,1227,608655,2
Manipur,Thoubal,2017,4723,27,463,54114,1
Manipur,Thoubal,2018,3450,4,1141,1348126,0
Manipur,Thoubal,2019,908,34,1327,1734908,0
Manipur,Thoubal,2020,6365,48,1712,1687170,2
Manipur,Thoubal,2021,2223,38,370,326738,1
Manipur,Thoubal,2022,1819,43,1328,1713872,0
Manipur,Thoubal,2023,274,3,61,1232581,3
Manipur,Thoubal,2024,3330,48,1921,1305847,1
Manipur,Thoubal,2025,670,6,1226,1998386,1
Manipur,Ukhrul,2015,340,44,1555,1393197,3
Manipur,Ukhrul,2016,1337,43,1138,1418011,2
Manipur,Ukhrul,2017,7174,5,790,1768655,3
Manipur,Ukhrul,2018,4659,45,1070,1866844,2
Manipur,Ukhrul,2019,2758,46,888,1588420,3
Manipur,Ukhrul,2020,5824,44,466,1577404,3
Manipur,Ukhrul,2021,9408,4,858,1909297,2
Manipur,Ukhrul,2022,7307,22,1060,666268,2
Manipur,Ukhrul,2023,8980,3,959,1219512,2
Manipur,Ukhrul,2024,8185,43,1127,1739526,2
Manipur,Ukhrul,2025,2695,25,863,833523,3
Meghalaya,East Garo Hills,2015,7052,46,1871,1081974,3
Meghalaya,East Garo Hills,2016,3611,30,1503,1713817,0
Meghalaya,East Garo Hills,2017,9644,44,1078,703247,3
Meghalaya,East Garo Hills,2018,6356,40,481,1179916,3
Meghalaya,East Garo Hills,2019,6427,44,207,802028,0
Meghalaya,East Garo Hills,2020,4733,29,554,538915,3
Meghalaya,East Garo Hills,2021,7377,24,465,1462562,1
Meghalaya,East Garo Hills,2022,1007,6,373,980250,0
Meghalaya,East Garo Hills,2023,3624,44,1069,247680,1
Meghalaya,East Garo Hills,2024,7494,49,911,1311036,2
Meghalaya,East Garo Hills,2025,7862,21,1171,192949,2
Meghalaya,East Jaintia Hills,2015,9435,25,1471,1492235,2
Meghalaya,East Jaintia Hills,2016,831,24,1217,860341,1
Meghalaya,East Jaintia Hills,2017,5995,23,1493,1425835,2
Meghalaya,East Jaintia Hills,2018,8655,37,154,1947278,3
Meghalaya,East Jaintia Hills,2019,1611,47,1425,558660,3
Meghalaya,East Jaintia Hills,2020,6228,2,934,1346429,0
Meghalaya,East Jaintia Hills,2021,3996,4,938,1023933,1
Meghalaya,East Jaintia Hills,2022,5065,29,373,945664,1
Meghalaya,East Jaintia Hills,2023,4889,16,1889,126779,0
Meghalaya,East Jaintia Hills,2024,9247,7,751,537607,0
Meghalaya,East Jaintia Hills,2025,1676,39,61,144338,0
Meghalaya,East Khasi Hills,2015,8357,26,1894,596374,2
Meghalaya,East Khasi Hills,2016,9242,14,570,371340,3
Meghalaya,East Khasi Hills,2017,474,24,61,1907112,2
Meghalaya,East Khasi Hills,2018,9232,5,1106,368430,0
Meghalaya,East Khasi Hills,2019,1178,46,1677,629738,3
Meghalaya,East Khasi Hills,2020,4818,43,1790,470142,0
Meghalaya,East Khasi Hills,2021,8406,15,177,1421683,2
Meghalaya,East Khasi Hills,2022,3944,47,1467,1411014,1
Meghalaya,East Khasi Hills,2023,4263,16,1047,701443,1
Meghalaya,East Khasi Hills,2024,2705,45,1650,1753829,0
Meghalaya,East Khasi Hills,2025,1258,38,801,182490,3
Meghalaya,North Garo Hills,2015,1209,42,1188,960502,0
Meghalaya,North Garo Hills,2016,6182,6,857,1962668,3
Meghalaya,North Garo Hills,2017,1954,4,104,165252,3
Meghalaya,North Garo Hills,2018,2559,24,935,691294,1
Meghalaya,North Garo Hills,2019,9306,9,415,804759,0
Meghalaya,North Garo Hills,2020,7125,6,1610,1019559,1
Meghalaya,North Garo Hills,2021,2619,21,1978,602631,3
Meghalaya,North Garo Hills,2022,7508,35,240,454240,2
Meghalaya,North Garo Hills,2023,6880,41,1291,1964405,1
Meghalaya,North Garo Hills,2024,5740,15,1728,1231155,2
Meghalaya,North Garo Hills,2025,9143,24,2000,479084,2
Meghalaya,Ri Bhoi,2015,8828,5,1098,1351341,1
Meghalaya,Ri Bhoi,2016,6313,4,861,649370,0
Meghalaya,Ri Bhoi,2017,4999,40,1766,1502655,0
Meghalaya,Ri Bhoi,2018,3332,35,1466,1790534,2
Meghalaya,Ri Bhoi,2019,3468,24,1843,77230,1
Meghalaya,Ri Bhoi,2020,6186,39,1542,12894,3
Meghalaya,Ri Bhoi,2021,9421,12,1571,594589,1
Meghalaya,Ri Bhoi,2022,3309,35,1258,1696736,1
Meghalaya,Ri Bhoi,2023,6183,31,802,593634,3
Meghalaya,Ri Bhoi,2024,6147,25,1392,1562445,3
Meghalaya,Ri Bhoi,2025,6159,19,704,553683,3
Meghalaya,South Garo Hills,2015,2872,4,224,1024740,0
Meghalaya,South Garo Hills,2016,3982,4,1236,1877296,3
Meghalaya,South Garo Hills,2017,343,29,772,1856946,3
Meghalaya,South Garo Hills,2018,7322,33,1990,1890307,0
Meghalaya,South Garo Hills,2019,2167,27,591,807831,1
Meghalaya,South Garo Hills,2020,7821,34,1987,1041334,3
Meghalaya,South Garo Hills,2021,5873,16,1072,1960428,2
Meghalaya,South Garo Hills,2022,8230,21,683,893642,2
Meghalaya,South Garo Hills,2023,265,28,508,1168506,0
Meghalaya,South Garo Hills,2024,9748,46,1196,1135184,0
Meghalaya,South Garo Hills,2025,3060,41,1934,1557734,3
Meghalaya,South West Garo Hills,2015,1956,36,623,1945735,0
Meghalaya,South West Garo Hills,2016,888,30,1765,820547,0
Meghalaya,South West Garo Hills,2017,2590,16,929,1555028,2
Meghalaya,South West Garo Hills,2018,9560,41,1785,351115,0
Meghalaya,South West Garo Hills,2019,4087,42,469,1764748,1
Meghalaya,South West Garo Hills,2020,4124,50,1157,1834348,1
Meghalaya,South West Garo Hills,2021,2231,12,947,1314204,0
Meghalaya,South West Garo Hills,2022,2290,47,719,1189760,3
Meghalaya,South West Garo Hills,2023,7967,23,649,1406879,0
Meghalaya,South West Garo Hills,2024,2422,3,1696,556825,2
Meghalaya,South West Garo Hills,2025,440,31,475,1237392,1
Meghalaya,South West Khasi Hills,2015,9244,6,604,1546312,3
Meghalaya,South West Khasi Hills,2016,2044,1,417,1156250,1
Meghalaya,South West Khasi Hills,2017,8877,29,718,1502873,1
Meghalaya,South West Khasi Hills,2018,3948,13,871,944028,2
Meghalaya,South West Khasi Hills,2019,3894,25,1036,1045167,3
Meghalaya,South West Khasi Hills,2020,2620,49,1408,1783453,2
Meghalaya,South West Khasi Hills,2021,2572,38,1903,324705,3
Meghalaya,South West Khasi Hills,2022,2567,31,579,916539,2
Meghalaya,South West Khasi Hills,2023,9489,1,902,585478,0
Meghalaya,South West Khasi Hills,2024,7971,15,1761,741000,2
Meghalaya,South West Khasi Hills,2025,666,43,1093,631573,1
Meghalaya,West Garo Hills,2015,8805,34,576,1413605,2
Meghalaya,West Garo Hills,2016,6075,31,361,1879004,1
Meghalaya,West Garo Hills,2017,1968,47,1977,513940,2
Meghalaya,West Garo Hills,2018,5251,38,198,1360060,0
Meghalaya,West Garo Hills,2019,5733,20,1082,1444185,2
Meghalaya,West Garo Hills,2020,9697,45,1896,993103,2
Meghalaya,West Garo Hills,2021,4208,46,1038,421449,1
Meghalaya,West Garo Hills,2022,3149,39,439,632039,3
Meghalaya,West Garo Hills,2023,6836,47,1257,927651,2
Meghalaya,West Garo Hills,2024,2249,11,432,727349,1
Meghalaya,West Garo Hills,2025,7614,31,1894,1672055,0
Meghalaya,West Jaintia Hills,2015,2628,24,1384,872315,0
Meghalaya,West Jaintia Hills,2016,9391,40,725,767122,2
Meghalaya,West Jaintia Hills,2017,6127,14,1090,1543218,1
Meghalaya,West Jaintia Hills,2018,1554,11,1329,1241635,1
Meghalaya,West Jaintia Hills,2019,6365,12,530,534785,1
Meghalaya,West Jaintia Hills,2020,5443,2,1373,1220772,1
Meghalaya,West Jaintia Hills,2021,1486,44,1089,786521,3
Meghalaya,West Jaintia Hills,2022,3405,37,790,1614154,1
Meghalaya,West Jaintia Hills,2023,3720,14,525,888714,2
Meghalaya,West Jaintia Hills,2024,9986,26,740,827239,2
Meghalaya,West Jaintia Hills,2025,1849,49,223,1542266,3
Meghalaya,West Khasi Hills,2015,5968,34,741,397883,3
Meghalaya,West Khasi Hills,2016,7223,18,1487,1421177,2
Meghalaya,West Khasi Hills,2017,5753,4,1051,1966846,3
Meghalaya,West Khasi Hills,2018,9866,21,478,28130,2
Meghalaya,West Khasi Hills,2019,2795,23,570,999973,2
Meghalaya,West Khasi Hills,2020,356,26,227,331955,1
Meghalaya,West Khasi Hills,2021,6351,25,1536,1275550,2
Meghalaya,West Khasi Hills,2022,8609,45,821,630548,3
Meghalaya,West Khasi Hills,2023,7074,35,1026,38736,1
Meghalaya,West Khasi Hills,2024,520,41,333,1326454,0
Meghalaya,West Khasi Hills,2025,1763,32,1866,255949,2
Mizoram,Aizawl,2015,2517,33,103,286835,2
Mizoram,Aizawl,2016,3623,35,1524,632517,0
Mizoram,Aizawl,2017,756,36,1561,568517,3
Mizoram,Aizawl,2018,2297,24,1015,414198,3
Mizoram,Aizawl,2019,5651,25,1236,1083499,2
Mizoram,Aizawl,2020,813,42,1207,1500756,3
Mizoram,Aizawl,2021,1958,4,362,1470077,1
Mizoram,Aizawl,2022,6585,24,946,247801,1
Mizoram,Aizawl,2023,2885,28,1221,1132384,0
Mizoram,Aizawl,2024,9620,43,1865,71022,3
Mizoram,Aizawl,2025,5126,14,1692,1518120,0
Mizoram,Champhai,2015,2245,9,1133,1703526,1
Mizoram,Champhai,2016,647,28,429,29859,2
Mizoram,Champhai,2017,2261,21,99,750478,3
Mizoram,Champhai,2018,6542,16,1776,316131,3
Mizoram,Champhai,2019,9533,41,1231,1204269,1
Mizoram,Champhai,2020,3283,34,1919,315522,1
Mizoram,Champhai,2021,628,50,1140,888093,2
Mizoram,Champhai,2022,6640,11,1662,204573,2
Mizoram,Champhai,2023,1341,4,190,899867,3
Mizoram,Champhai,2024,9365,49,1710,1723373,3
Mizoram,Champhai,2025,6560,8,995,694310,3
Mizoram,Hnahthial,2015,3838,24,774,85983,3
Mizoram,Hnahthial,2016,4015,12,114,1535511,1
Mizoram,Hnahthial,2017,4884,34,1758,661652,2
Mizoram,Hnahthial,2018,1882,35,719,1691909,0
Mizoram,Hnahthial,2019,4145,27,535,398125,3
Mizoram,Hnahthial,2020,7928,19,1748,1815791,1
Mizoram,Hnahthial,2021,4951,21,301,1060222,2
Mizoram,Hnahthial,2022,4667,40,1068,1115428,1
Mizoram,Hnahthial,2023,8882,45,151,142132,0
Mizoram,Hnahthial,2024,967,28,1854,538301,0
Mizoram,Hnahthial,2025,3110,1,1986,1284648,2
Mizoram,Khawzawl,2015,1902,4,585,93980,2
Mizoram,Khawzawl,2016,2390,9,1040,1723279,2
Mizoram,Khawzawl,2017,5829,27,1178,1551169,1
Mizoram,Khawzawl,2018,9585,48,1512,748278,0
Mizoram,Khawzawl,2019,9777,47,1988,1321735,1
Mizoram,Khawzawl,2020,5868,32,885,1352392,0
Mizoram,Khawzawl,2021,501,8,1844,734092,3
Mizoram,Khawzawl,2022,597,50,427,1434577,2
Mizoram,Khawzawl,2023,922,36,1307,400922,2
Mizoram,Khawzawl,2024,9072,27,736,1516365,0
Mizoram,Khawzawl,2025,8065,33,1677,317592,3
Mizoram,Kolasib,2015,4316,25,1136,1144234,3
Mizoram,Kolasib,2016,5167,33,1156,559580,3
Mizoram,Kolasib,2017,9202,17,1738,1834815,3
Mizoram,Kolasib,2018,894,46,170,813825,0
Mizoram,Kolasib,2019,8154,24,133,153215,1
Mizoram,Kolasib,2020,8766,38,1733,443587,2
Mizoram,Kolasib,2021,9216,15,1515,956592,2
Mizoram,Kolasib,2022,8500,40,192,1616148,0
Mizoram,Kolasib,2023,2272,19,478,329279,0
Mizoram,Kolasib,2024,9313,22,121,248264,0
Mizoram,Kolasib,2025,1863,46,1126,1433006,3
Mizoram,Lawngtlai,2015,9756,30,940,372766,0
Mizoram,Lawngtlai,2016,7973,36,1398,1973062,3
Mizoram,Lawngtlai,2017,6621,24,1537,954804,0
Mizoram,Lawngtlai,2018,5958,38,1516,91586,3
Mizoram,Lawngtlai,2019,3569,26,1662,284220,3
Mizoram,Lawngtlai,2020,362,37,467,1180478,1
Mizoram,Lawngtlai,2021,4923,19,959,1428505,3
Mizoram,Lawngtlai,2022,1586,14,1560,200225,3
Mizoram,Lawngtlai,2023,884,1,1257,1695690,3
Mizoram,Lawngtlai,2024,6132,34,1351,1686543,1
Mizoram,Lawngtlai,2025,8372,2,1759,590068,3
Mizoram,Lunglei,2015,264,34,1750,1894229,0
Mizoram,Lunglei,2016,1869,35,621,872019,3
Mizoram,Lunglei,2017,9908,5,564,572227,1
Mizoram,Lunglei,2018,8619,10,1931,662594,2
Mizoram,Lunglei,2019,642,33,1212,644057,1
Mizoram,Lunglei,2020,6665,36,1662,178056,3
Mizoram,Lunglei,2021,1005,23,1060,1007333,3
Mizoram,Lunglei,2022,6008,15,112,1654726,2
Mizoram,Lunglei,2023,1443,31,613,718274,2
Mizoram,Lunglei,2024,8656,26,1431,257226,3
Mizoram,Lunglei,2025,623,35,803,956183,0
Mizoram,Mamit,2015,1948,1,940,1159607,3
Mizoram,Mamit,2016,5540,19,624,124759,2
Mizoram,Mamit,2017,1058,24,341,1084076,2
Mizoram,Mamit,2018,1093,1,1370,1714707,2
Mizoram,Mamit,2019,9977,42,261,960223,2
Mizoram,Mamit,2020,4053,36,402,1555878,1
Mizoram,Mamit,2021,5500,39,163,1649499,3
Mizoram,Mamit,2022,4694,8,1583,1714598,2
Mizoram,Mamit,2023,2684,19,1852,21246,2
Mizoram,Mamit,2024,5104,36,583,362062,1
Mizoram,Mamit,2025,7470,38,1334,165827,0
Mizoram,Saiha,2015,2621,48,608,1822318,1
Mizoram,Saiha,2016,6710,20,727,1106916,2
Mizoram,Saiha,2017,7050,23,1231,1277720,0
Mizoram,Saiha,2018,9519,18,422,1861825,3
Mizoram,Saiha,2019,1162,19,333,229583,2
Mizoram,Saiha,2020,729,34,657,36122,2
Mizoram,Saiha,2021,1233,7,1964,1875154,0
Mizoram,Saiha,2022,282,40,1765,904184,1
Mizoram,Saiha,2023,1039,41,343,144542,3
Mizoram,Saiha,2024,1859,12,1861,1236893,2
Mizoram,Saiha,2025,3116,13,719,1753904,3
Mizoram,Saitual,2015,6431,22,252,1151783,3
Mizoram,Saitual,2016,4966,30,209,1249535,0
Mizoram,Saitual,2017,7805,16,1278,353884,3
Mizoram,Saitual,2018,8641,48,1826,264623,1
Mizoram,Saitual,2019,7584,50,1303,1005922,2
Mizoram,Saitual,2020,1455,20,628,584629,0
Mizoram,Saitual,2021,514,6,1603,1044651,2
Mizoram,Saitual,2022,4412,47,1474,1270163,3
Mizoram,Saitual,2023,6467,47,1750,1172678,1
Mizoram,Saitual,2024,7854,18,1711,972689,3
Mizoram,Saitual,2025,2488,13,1840,182994,0
Mizoram,Serchhip,2015,9013,47,1550,1159486,2
Mizoram,Serchhip,2016,8673,20,1761,14666,3
Mizoram,Serchhip,2017,5058,27,1108,1900559,1
Mizoram,Serchhip,2018,9233,40,1991,1604007,0
Mizoram,Serchhip,2019,5671,25,714,1086964,3
Mizoram,Serchhip,2020,1534,5,462,1791385,0
Mizoram,Serchhip,2021,9172,29,1087,1501555,0
Mizoram,Serchhip,2022,979,21,895,1235085,1
Mizoram,Serchhip,2023,5780,34,497,1646195,1
Mizoram,Serchhip,2024,5124,23,1145,1699268,2
Mizoram,Serchhip,2025,1613,22,1003,1000337,3
Nagaland,Chümoukedima,2015,7031,14,286,690908,3
Nagaland,Chümoukedima,2016,6565,39,1305,794011,2
Nagaland,Chümoukedima,2017,4751,37,1256,1625943,0
Nagaland,Chümoukedima,2018,1834,20,1264,1481840,0
Nagaland,Chümoukedima,2019,8441,25,786,1440793,3
Nagaland,Chümoukedima,2020,6147,48,1094,1769410,1
Nagaland,Chümoukedima,2021,5213,29,1979,1202226,0
Nagaland,Chümoukedima,2022,5967,39,432,1306087,1
Nagaland,Chümoukedima,2023,2920,47,51,900799,3
Nagaland,Chümoukedima,2024,9271,10,131,1463266,1
Nagaland,Chümoukedima,2025,3603,3,1142,529389,1
Nagaland,Dimapur,2015,1364,35,1119,1427534,3
Nagaland,Dimapur,2016,2503,42,1304,462711,3
Nagaland,Dimapur,2017,2313,40,723,1454049,0
Nagaland,Dimapur,2018,2008,37,1815,362687,3
Nagaland,Dimapur,2019,3423,29,1027,1584899,0
Nagaland,Dimapur,2020,5616,34,1673,925271,2
Nagaland,Dimapur,2021,4301,2,1892,681470,1
Nagaland,Dimapur,2022,4909,42,275,826682,2
Nagaland,Dimapur,2023,6151,12,717,1815547,0
Nagaland,Dimapur,2024,1209,13,128,1282023,2
Nagaland,Dimapur,2025,3270,27,397,378805,1
Nagaland,Kiphire,2015,1318,2,1304,1179686,1
Nagaland,Kiphire,2016,9464,14,492,507544,0
Nagaland,Kiphire,2017,3386,26,1552,1955641,3
Nagaland,Kiphire,2018,1637,26,374,416312,1
Nagaland,Kiphire,2019,9039,41,1454,354677,1
Nagaland,Kiphire,2020,7255,2,1510,919477,3
Nagaland,Kiphire,2021,2968,18,1039,1233796,0
Nagaland,Kiphire,2022,8963,27,323,951177,2
Nagaland,Kiphire,2023,2656,29,1499,850600,0
Nagaland,Kiphire,2024,9032,44,1652,57639,3
Nagaland,Kiphire,2025,8005,39,283,679714,1
Nagaland,Kohima,2015,7791,13,630,771352,1
Nagaland,Kohima,2016,6715,36,1293,78071,1
Nagaland,Kohima,2017,4954,1,1441,1871868,0
Nagaland,Kohima,2018,5136,16,375,162085,0
Nagaland,Kohima,2019,8920,37,1309,488706,1
Nagaland,Kohima,2020,5292,6,1654,815434,0
Nagaland,Kohima,2021,8583,38,402,1341304,2
