state,district,year,power_consumption_mwh,renewable_energy_mwh,solar_installations,wind_energy_mwh,electricity_access_percent
Madhya Pradesh,Khargone,2022,169855,25939,2949,119906,81.89
Madhya Pradesh,Khargone,2023,281567,187688,4504,73592,84.07
Madhya Pradesh,Khargone,2024,174249,114210,2825,50432,86.56
Madhya Pradesh,Khargone,2025,160567,168659,6724,129976,85.79
Madhya Pradesh,Maihar,2015,241877,177402,12599,35305,71.79
Madhya Pradesh,Maihar,2016,171764,149162,8209,70820,91.45
Madhya Pradesh,Maihar,2017,63834,69418,13426,48048,87.35
Madhya Pradesh,Maihar,2018,46245,52212,17808,42113,95.76
Madhya Pradesh,Maihar,2019,212012,21564,3200,126675,91.92
Madhya Pradesh,Maihar,2020,29178,136082,14970,89099,90.3
Madhya Pradesh,Maihar,2021,439674,158048,14174,48820,90.17
Madhya Pradesh,Maihar,2022,123042,29137,7086,54337,92.54
Madhya Pradesh,Maihar,2023,218593,44614,7512,50603,90.35
Madhya Pradesh,Maihar,2024,427000,142942,9892,20031,84.34
Madhya Pradesh,Maihar,2025,235444,167324,1739,21839,71.54
Madhya Pradesh,Mandla,2015,300941,81838,10397,62221,85.53
Madhya Pradesh,Mandla,2016,470498,99955,10348,141849,91.23
Madhya Pradesh,Mandla,2017,96343,127446,12569,102163,95.28
Madhya Pradesh,Mandla,2018,77901,22001,19026,119184,94.42
Madhya Pradesh,Mandla,2019,135708,157743,11025,117273,97.09
Madhya Pradesh,Mandla,2020,387811,69865,9287,45425,90.88
Madhya Pradesh,Mandla,2021,118576,113762,4413,95243,75.37
Madhya Pradesh,Mandla,2022,444712,150884,17085,114935,96.35
Madhya Pradesh,Mandla,2023,347763,46734,5789,133772,83.23
Madhya Pradesh,Mandla,2024,3494,149270,4197,144605,97.28
Madhya Pradesh,Mandla,2025,399989,3582,13092,116312,90.41
Madhya Pradesh,Mandsaur,2015,58842,8644,15569,99949,86.51
Madhya Pradesh,Mandsaur,2016,362196,102519,13702,39681,75.91
Madhya Pradesh,Mandsaur,2017,329382,45034,15425,5926,95.21
Madhya Pradesh,Mandsaur,2018,105006,70098,19692,75731,84.16
Madhya Pradesh,Mandsaur,2019,137083,97877,13183,110306,83.66
Madhya Pradesh,Mandsaur,2020,410029,49099,10840,67796,72.32
Madhya Pradesh,Mandsaur,2021,28518,43492,9012,41550,73.7
Madhya Pradesh,Mandsaur,2022,434884,121336,4342,51623,92.28
Madhya Pradesh,Mandsaur,2023,88148,176097,9268,74195,99.88
Madhya Pradesh,Mandsaur,2024,356466,33773,5737,135946,91.95
Madhya Pradesh,Mandsaur,2025,246842,94888,6763,65902,86.18
Madhya Pradesh,Morena,2015,429044,187272,4838,2039,76.47
Madhya Pradesh,Morena,2016,354611,113113,2618,143499,71.14
Madhya Pradesh,Morena,2017,79105,70560,15074,49376,77.56
Madhya Pradesh,Morena,2018,320266,153838,346,121169,89.12
Madhya Pradesh,Morena,2019,417280,156462,15553,95434,95.32
Madhya Pradesh,Morena,2020,435104,195177,12104,60069,77.46
Madhya Pradesh,Morena,2021,397531,2404,11644,52401,74.39
Madhya Pradesh,Morena,2022,474464,148557,15742,48635,70.7
Madhya Pradesh,Morena,2023,159391,39951,456,108148,94.93
Madhya Pradesh,Morena,2024,307022,163034,6592,131660,87.54
Madhya Pradesh,Morena,2025,489774,23566,14970,9583,96.3
Madhya Pradesh,Narsinghpur,2015,31626,83414,14402,30868,71.88
Madhya Pradesh,Narsinghpur,2016,216942,51242,4039,25816,76.71
Madhya Pradesh,Narsinghpur,2017,321766,95210,11886,9064,70.8
Madhya Pradesh,Narsinghpur,2018,149422,187699,10331,107768,87.19
Madhya Pradesh,Narsinghpur,2019,106376,169143,13374,72365,73.07
Madhya Pradesh,Narsinghpur,2020,467170,61941,13347,39534,90.72
Madhya Pradesh,Narsinghpur,2021,378774,100388,16236,138362,76.27
Madhya Pradesh,Narsinghpur,2022,90105,198505,3134,978,86.9
Madhya Pradesh,Narsinghpur,2023,190950,77792,17473,42267,85.76
Madhya Pradesh,Narsinghpur,2024,163734,184688,16221,139110,85.16
Madhya Pradesh,Narsinghpur,2025,492644,84063,10674,144940,91.56
Madhya Pradesh,Neemuch,2015,33498,117832,3197,11859,70.44
Madhya Pradesh,Neemuch,2016,11032,170750,15596,29526,76.12
Madhya Pradesh,Neemuch,2017,188509,107094,519,34778,90.77
Madhya Pradesh,Neemuch,2018,392109,160458,15200,51000,70.52
Madhya Pradesh,Neemuch,2019,168898,60954,15762,143151,87.1
Madhya Pradesh,Neemuch,2020,421944,106479,7550,106564,83.32
Madhya Pradesh,Neemuch,2021,146431,27710,3371,9318,70.99
Madhya Pradesh,Neemuch,2022,280421,197143,9175,37681,87.88
Madhya Pradesh,Neemuch,2023,58012,103679,19457,109049,94.73
Madhya Pradesh,Neemuch,2024,103331,5186,2140,67178,72.67
Madhya Pradesh,Neemuch,2025,5107,71551,15319,78306,85.97
Madhya Pradesh,Niwari,2015,318020,79933,10474,36609,73.0
Madhya Pradesh,Niwari,2016,36151,90560,5350,53765,93.67
Madhya Pradesh,Niwari,2017,486252,1270,6419,94160,73.24
Madhya Pradesh,Niwari,2018,175159,194214,443,5804,86.96
Madhya Pradesh,Niwari,2019,230513,62333,2779,13475,85.54
Madhya Pradesh,Niwari,2020,187373,126945,14891,143679,75.81
Madhya Pradesh,Niwari,2021,273708,169603,18749,83571,99.15
Madhya Pradesh,Niwari,2022,441846,22635,16565,51291,89.66
Madhya Pradesh,Niwari,2023,239059,17629,2011,19689,76.85
Madhya Pradesh,Niwari,2024,259946,118585,19013,72016,86.18
Madhya Pradesh,Niwari,2025,59872,65752,13896,107628,70.7
Madhya Pradesh,Panna,2015,66580,190084,3181,64268,71.22
Madhya Pradesh,Panna,2016,271897,111991,3939,66115,70.44
Madhya Pradesh,Panna,2017,113101,190018,18823,27897,85.21
Madhya Pradesh,Panna,2018,116242,166076,6090,90483,98.45
Madhya Pradesh,Panna,2019,74513,45524,18752,108364,88.26
Madhya Pradesh,Panna,2020,368451,100761,1200,143346,70.03
Madhya Pradesh,Panna,2021,398436,96533,12267,69952,95.64
Madhya Pradesh,Panna,2022,82135,90655,902,17068,84.82
Madhya Pradesh,Panna,2023,120728,102724,10593,69504,71.01
Madhya Pradesh,Panna,2024,241155,104217,17772,90595,81.48
Madhya Pradesh,Panna,2025,496876,108063,10560,99485,99.16
Madhya Pradesh,Raisen,2015,197571,98690,13468,36136,79.04
Madhya Pradesh,Raisen,2016,91759,117846,5774,59674,83.98
Madhya Pradesh,Raisen,2017,332810,32016,11290,134146,71.58
Madhya Pradesh,Raisen,2018,8578,193833,4900,139478,87.61
Madhya Pradesh,Raisen,2019,396386,80989,14019,42445,76.46
Madhya Pradesh,Raisen,2020,6188,149466,8722,17921,74.4
Madhya Pradesh,Raisen,2021,333714,185872,10758,44370,74.28
Madhya Pradesh,Raisen,2022,24801,78518,4828,56165,76.17
Madhya Pradesh,Raisen,2023,261240,10623,5751,122226,88.81
Madhya Pradesh,Raisen,2024,14179,37181,2035,89060,77.22
Madhya Pradesh,Raisen,2025,250660,115474,1603,15298,75.89
Madhya Pradesh,Rajgarh,2015,210350,160086,264,54984,70.16
Madhya Pradesh,Rajgarh,2016,322709,113452,11205,32641,93.76
Madhya Pradesh,Rajgarh,2017,174940,11349,8291,128369,86.88
Madhya Pradesh,Rajgarh,2018,231999,101303,9740,59517,70.9
Madhya Pradesh,Rajgarh,2019,163760,180274,6706,12692,86.47
Madhya Pradesh,Rajgarh,2020,421087,144052,5435,11097,99.14
Madhya Pradesh,Rajgarh,2021,146665,32113,4031,28961,79.5
Madhya Pradesh,Rajgarh,2022,426787,132166,16904,139425,82.59
Madhya Pradesh,Rajgarh,2023,282155,15002,3103,21492,93.52
Madhya Pradesh,Rajgarh,2024,279032,30885,7753,2511,99.95
Madhya Pradesh,Rajgarh,2025,498295,117216,4461,71560,89.3
Madhya Pradesh,Ratlam,2015,405121,141579,17888,46978,94.46
Madhya Pradesh,Ratlam,2016,130890,25831,7839,146887,90.81
Madhya Pradesh,Ratlam,2017,185570,85983,12520,104531,81.28
Madhya Pradesh,Ratlam,2018,181976,99990,449,85455,95.77
Madhya Pradesh,Ratlam,2019,317257,132446,10141,143301,88.37
Madhya Pradesh,Ratlam,2020,81905,174120,10653,15204,99.59
Madhya Pradesh,Ratlam,2021,462831,146519,9396,127295,73.71
Madhya Pradesh,Ratlam,2022,64031,125350,16691,22843,99.8
Madhya Pradesh,Ratlam,2023,36081,166363,19574,138376,72.45
Madhya Pradesh,Ratlam,2024,456711,15112,19969,77946,78.04
Madhya Pradesh,Ratlam,2025,93315,849,15973,55625,96.7
Madhya Pradesh,Rewa,2015,254215,138485,8367,49565,70.81
Madhya Pradesh,Rewa,2016,467178,141972,12869,29523,82.02
Madhya Pradesh,Rewa,2017,465210,26860,19770,70818,91.16
Madhya Pradesh,Rewa,2018,78645,168981,6163,116829,94.52
Madhya Pradesh,Rewa,2019,163597,162041,18681,119579,75.5
Madhya Pradesh,Rewa,2020,104054,125615,16000,684,91.23
Madhya Pradesh,Rewa,2021,34038,162057,15031,3598,97.97
Madhya Pradesh,Rewa,2022,160941,44753,10333,94402,94.79
Madhya Pradesh,Rewa,2023,451789,26988,15794,146615,77.78
Madhya Pradesh,Rewa,2024,176572,192733,11432,131926,96.05
Madhya Pradesh,Rewa,2025,86381,188834,5591,91241,92.73
Madhya Pradesh,Sagar,2015,477053,40443,12570,138132,79.96
Madhya Pradesh,Sagar,2016,372367,198006,18064,141132,95.42
Madhya Pradesh,Sagar,2017,113524,109379,2546,123518,83.49
Madhya Pradesh,Sagar,2018,441343,175249,13282,11745,89.55
Madhya Pradesh,Sagar,2019,427401,137758,2566,70314,91.56
Madhya Pradesh,Sagar,2020,343475,36723,15547,149723,88.24
Madhya Pradesh,Sagar,2021,141193,199775,16274,120227,77.96
Madhya Pradesh,Sagar,2022,142817,15784,7646,60089,82.34
Madhya Pradesh,Sagar,2023,113864,45014,3547,51431,79.66
Madhya Pradesh,Sagar,2024,495668,126509,1209,115520,87.04
Madhya Pradesh,Sagar,2025,72520,145416,540,37157,72.6
Madhya Pradesh,Satna,2015,283267,190093,3204,54039,87.36
Madhya Pradesh,Satna,2016,212663,102627,16272,61091,79.63
Madhya Pradesh,Satna,2017,2640,15941,13915,5540,89.97
Madhya Pradesh,Satna,2018,404271,90077,17121,129277,83.58
Madhya Pradesh,Satna,2019,266813,47739,14258,45270,85.2
Madhya Pradesh,Satna,2020,448922,146151,2061,95090,89.27
Madhya Pradesh,Satna,2021,21456,186196,18542,10186,73.91
Madhya Pradesh,Satna,2022,53277,170288,19341,129463,85.91
Madhya Pradesh,Satna,2023,375946,4888,12148,121946,91.83
Madhya Pradesh,Satna,2024,72945,65071,4197,25215,88.01
Madhya Pradesh,Satna,2025,19174,7266,15085,100156,98.13
Madhya Pradesh,Sehore,2015,298060,122158,10553,18173,78.02
Madhya Pradesh,Sehore,2016,446008,180690,9820,117199,79.81
Madhya Pradesh,Sehore,2017,117234,44275,17334,140057,99.02
Madhya Pradesh,Sehore,2018,439903,129259,8744,67219,77.43
Madhya Pradesh,Sehore,2019,76732,63948,13249,97274,94.07
Madhya Pradesh,Sehore,2020,67177,24250,12859,15896,94.45
Madhya Pradesh,Sehore,2021,106300,122499,14566,129971,81.28
Madhya Pradesh,Sehore,2022,3268,123839,4616,119021,99.71
Madhya Pradesh,Sehore,2023,13497,111997,8001,10122,79.94
Madhya Pradesh,Sehore,2024,180030,163299,6473,149894,93.66
Madhya Pradesh,Sehore,2025,229799,57751,9851,141619,77.08
Madhya Pradesh,Seoni,2015,135407,55677,2847,126152,71.55
Madhya Pradesh,Seoni,2016,351939,5360,15428,85771,74.48
Madhya Pradesh,Seoni,2017,448719,152429,12654,76501,93.36
Madhya Pradesh,Seoni,2018,21518,45813,844,137978,78.59
Madhya Pradesh,Seoni,2019,412070,47622,2911,42884,96.29
Madhya Pradesh,Seoni,2020,273792,62362,8812,45269,99.42
Madhya Pradesh,Seoni,2021,229213,49604,1080,105308,81.79
Madhya Pradesh,Seoni,2022,494218,44686,6787,138457,75.69
Madhya Pradesh,Seoni,2023,478221,139339,14268,86320,90.41
Madhya Pradesh,Seoni,2024,220229,49813,12839,73317,93.85
Madhya Pradesh,Seoni,2025,178757,27507,19547,58575,88.91
Madhya Pradesh,Shahdol,2015,264108,137252,18970,22973,98.02
Madhya Pradesh,Shahdol,2016,34802,143861,10403,40794,71.74
Madhya Pradesh,Shahdol,2017,52021,98860,12869,9848,88.88
Madhya Pradesh,Shahdol,2018,85074,122595,9180,124171,83.04
Madhya Pradesh,Shahdol,2019,174341,740,11571,67861,77.75
Madhya Pradesh,Shahdol,2020,287724,118033,9796,9042,73.76
Madhya Pradesh,Shahdol,2021,341205,197631,12617,7833,70.47
Madhya Pradesh,Shahdol,2022,255209,173075,1532,81615,95.43
Madhya Pradesh,Shahdol,2023,216702,18870,11506,36547,74.43
Madhya Pradesh,Shahdol,2024,63907,54173,19866,32077,83.61
Madhya Pradesh,Shahdol,2025,78759,35227,11734,100715,76.71
Madhya Pradesh,Shajapur,2015,424789,51168,5139,71644,72.51
Madhya Pradesh,Shajapur,2016,429840,181175,9359,88948,92.99
Madhya Pradesh,Shajapur,2017,167726,35670,18896,46991,72.93
Madhya Pradesh,Shajapur,2018,463121,1484,372,7438,93.04
Madhya Pradesh,Shajapur,2019,499653,54998,9867,72039,74.98
Madhya Pradesh,Shajapur,2020,362177,148574,17432,52860,87.16
Madhya Pradesh,Shajapur,2021,238299,46175,206,47493,96.78
Madhya Pradesh,Shajapur,2022,347480,105434,12485,104487,87.54
Madhya Pradesh,Shajapur,2023,23952,42158,12259,12956,74.53
Madhya Pradesh,Shajapur,2024,262582,182744,12207,134286,83.81
Madhya Pradesh,Shajapur,2025,425139,192682,6651,77824,76.28
Madhya Pradesh,Sheopur,2015,84082,157400,5750,105760,80.28
Madhya Pradesh,Sheopur,2016,34816,31125,10274,137725,72.72
Madhya Pradesh,Sheopur,2017,176738,54925,14982,124281,70.82
Madhya Pradesh,Sheopur,2018,344038,100280,17695,43428,76.23
Madhya Pradesh,Sheopur,2019,303444,153511,2721,80800,95.3
Madhya Pradesh,Sheopur,2020,459841,166214,9840,21536,83.88
Madhya Pradesh,Sheopur,2021,440127,52805,942,97692,99.49
Madhya Pradesh,Sheopur,2022,389139,24300,13105,61344,92.37
Madhya Pradesh,Sheopur,2023,442698,159624,16723,95835,98.16
Madhya Pradesh,Sheopur,2024,278231,54530,5611,123863,95.28
Madhya Pradesh,Sheopur,2025,486096,21273,5545,102258,93.79
Madhya Pradesh,Shivpuri,2015,394121,146456,15937,57919,72.52
Madhya Pradesh,Shivpuri,2016,318243,104798,5827,76457,85.0
Madhya Pradesh,Shivpuri,2017,233532,96226,6519,33842,71.55
Madhya Pradesh,Shivpuri,2018,119951,111504,13729,14046,89.0
Madhya Pradesh,Shivpuri,2019,206700,94448,5514,64639,73.42
Madhya Pradesh,Shivpuri,2020,461826,169762,10226,55128,83.25
Madhya Pradesh,Shivpuri,2021,260268,13565,3778,132802,80.68
Madhya Pradesh,Shivpuri,2022,54721,158454,4524,41739,70.55
Madhya Pradesh,Shivpuri,2023,72419,36993,600,64569,85.68
Madhya Pradesh,Shivpuri,2024,121567,9429,8300,84565,70.05
Madhya Pradesh,Shivpuri,2025,300117,26391,11886,65723,71.21
Madhya Pradesh,Sidhi,2015,487405,172080,12964,136097,94.28
Madhya Pradesh,Sidhi,2016,35623,101403,10843,6978,83.73
Madhya Pradesh,Sidhi,2017,45958,2249,1837,27825,86.11
Madhya Pradesh,Sidhi,2018,313804,19527,18699,135701,70.99
Madhya Pradesh,Sidhi,2019,176489,61290,8402,93322,81.13
Madhya Pradesh,Sidhi,2020,57468,98191,12166,102168,98.0
Madhya Pradesh,Sidhi,2021,358458,190405,5410,20710,78.0
Madhya Pradesh,Sidhi,2022,280914,148413,16233,32594,80.02
Madhya Pradesh,Sidhi,2023,318976,131361,16645,60506,96.27
Madhya Pradesh,Sidhi,2024,119359,119973,7858,64863,92.24
Madhya Pradesh,Sidhi,2025,401864,21255,12462,10784,76.73
Madhya Pradesh,Singrauli,2015,476051,75054,2483,35204,71.49
Madhya Pradesh,Singrauli,2016,243743,50369,3974,103470,84.86
Madhya Pradesh,Singrauli,2017,372086,43367,7712,72011,88.88
Madhya Pradesh,Singrauli,2018,37090,125044,6751,126531,93.39
Madhya Pradesh,Singrauli,2019,165643,12431,1443,41842,71.48
Madhya Pradesh,Singrauli,2020,341269,19995,6450,45592,88.19
Madhya Pradesh,Singrauli,2021,298189,63787,17345,44929,98.29
Madhya Pradesh,Singrauli,2022,339105,92379,16626,62545,90.03
Madhya Pradesh,Singrauli,2023,458219,115935,13194,18690,90.74
Madhya Pradesh,Singrauli,2024,328128,6229,9052,67502,90.92
Madhya Pradesh,Singrauli,2025,200484,150287,1769,82385,92.61
Madhya Pradesh,Tikamgarh,2015,119309,154011,10494,80843,73.85
Madhya Pradesh,Tikamgarh,2016,265253,105505,2018,139572,97.32
Madhya Pradesh,Tikamgarh,2017,387825,19126,17572,41848,94.11
Madhya Pradesh,Tikamgarh,2018,195452,85323,695,73816,88.9
Madhya Pradesh,Tikamgarh,2019,200932,105074,15591,62437,99.21
Madhya Pradesh,Tikamgarh,2020,356354,37807,17483,125362,88.35
Madhya Pradesh,Tikamgarh,2021,252197,24459,2877,131468,78.43
Madhya Pradesh,Tikamgarh,2022,157851,55571,7426,137680,73.34
Madhya Pradesh,Tikamgarh,2023,134852,74755,8020,77886,80.11
Madhya Pradesh,Tikamgarh,2024,457485,152749,3953,88518,80.33
Madhya Pradesh,Tikamgarh,2025,213504,181272,13779,95678,85.19
Madhya Pradesh,Ujjain,2015,71114,58164,4939,73959,82.72
Madhya Pradesh,Ujjain,2016,43431,94315,16219,68837,88.4
Madhya Pradesh,Ujjain,2017,483267,137639,15676,124535,73.48
Madhya Pradesh,Ujjain,2018,46673,63366,7199,25543,95.47
Madhya Pradesh,Ujjain,2019,277969,104797,5816,25705,87.17
Madhya Pradesh,Ujjain,2020,320499,161946,5131,17955,93.48
Madhya Pradesh,Ujjain,2021,231313,117893,16064,109504,77.61
Madhya Pradesh,Ujjain,2022,456497,34878,18578,115134,83.62
Madhya Pradesh,Ujjain,2023,13111,70591,18562,20602,88.76
Madhya Pradesh,Ujjain,2024,131248,12023,10251,114224,76.94
Madhya Pradesh,Ujjain,2025,212259,38910,14226,143266,87.2
Madhya Pradesh,Umaria,2015,309865,181652,15464,60989,73.77
Madhya Pradesh,Umaria,2016,455588,156259,13376,45386,98.5
Madhya Pradesh,Umaria,2017,213319,38647,14075,107729,78.84
Madhya Pradesh,Umaria,2018,43322,15973,18395,61250,83.04
Madhya Pradesh,Umaria,2019,237214,85055,374,129611,91.09
Madhya Pradesh,Umaria,2020,267740,34164,9446,122769,95.14
Madhya Pradesh,Umaria,2021,7662,134019,5664,65637,85.61
Madhya Pradesh,Umaria,2022,302953,170008,17981,127943,72.49
Madhya Pradesh,Umaria,2023,47069,182486,9636,135403,73.97
Madhya Pradesh,Umaria,2024,365377,98391,12418,142441,78.63
Madhya Pradesh,Umaria,2025,399097,16820,7628,81187,75.97
Madhya Pradesh,Vidisha,2015,389667,85711,19339,144191,84.37
Madhya Pradesh,Vidisha,2016,236290,50746,10775,20037,76.74
Madhya Pradesh,Vidisha,2017,476944,8547,2824,144412,84.18
Madhya Pradesh,Vidisha,2018,398965,196271,5587,44874,81.02
Madhya Pradesh,Vidisha,2019,267599,134961,9567,92573,74.63
Madhya Pradesh,Vidisha,2020,56052,11978,15862,67710,70.54
Madhya Pradesh,Vidisha,2021,249434,159918,3237,67304,97.53
Madhya Pradesh,Vidisha,2022,408166,146345,7264,56298,72.02
Madhya Pradesh,Vidisha,2023,209282,35529,7035,36220,75.45
Madhya Pradesh,Vidisha,2024,453573,122036,253,119202,81.93
Madhya Pradesh,Vidisha,2025,27157,166592,15148,37186,71.43
Maharashtra,Ahmednagar,2015,125525,163171,12725,132191,91.68
Maharashtra,Ahmednagar,2016,470995,158380,13765,42137,88.85
Maharashtra,Ahmednagar,2017,199941,4671,19515,19303,94.68
Maharashtra,Ahmednagar,2018,459344,143875,9225,26368,79.88
Maharashtra,Ahmednagar,2019,213075,125039,2423,82944,73.49
Maharashtra,Ahmednagar,2020,374167,83155,16315,140735,91.06
Maharashtra,Ahmednagar,2021,468694,113319,12360,99263,80.57
Maharashtra,Ahmednagar,2022,235366,193846,6727,23564,93.9
Maharashtra,Ahmednagar,2023,183940,122577,8936,93898,94.87
Maharashtra,Ahmednagar,2024,303774,107128,3310,146507,94.86
Maharashtra,Ahmednagar,2025,215315,126118,9864,66034,94.15
Maharashtra,Akola,2015,23713,64634,10779,141146,85.53
Maharashtra,Akola,2016,87855,110559,10580,102757,95.62
Maharashtra,Akola,2017,89608,191773,11979,48013,83.84
Maharashtra,Akola,2018,368369,86062,17187,80707,86.75
Maharashtra,Akola,2019,49756,77320,12887,128525,95.2
Maharashtra,Akola,2020,405624,95662,2255,16886,91.66
Maharashtra,Akola,2021,204867,23356,8949,16338,89.06
Maharashtra,Akola,2022,286247,131104,82,87987,94.85
Maharashtra,Akola,2023,343779,22582,14850,78327,75.92
Maharashtra,Akola,2024,454592,52317,770,132849,76.23
Maharashtra,Akola,2025,161637,11047,8278,68482,89.96
Maharashtra,Amravati,2015,111459,14902,10179,34845,90.5
Maharashtra,Amravati,2016,65467,14923,15344,117529,74.14
Maharashtra,Amravati,2017,96915,166042,8342,45318,76.29
Maharashtra,Amravati,2018,186795,132725,19667,49426,74.14
Maharashtra,Amravati,2019,149850,161258,8467,12991,91.0
Maharashtra,Amravati,2020,256601,85140,10045,50515,91.76
Maharashtra,Amravati,2021,250433,124497,11180,97346,78.32
Maharashtra,Amravati,2022,335321,141071,8895,50077,90.24
Maharashtra,Amravati,2023,238849,347,3511,63934,76.09
Maharashtra,Amravati,2024,214720,193655,5409,78610,94.43
Maharashtra,Amravati,2025,133777,7001,2156,49977,93.51
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2015,55670,85598,12202,69043,85.83
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2016,11675,144232,10620,82496,84.01
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2017,226200,71770,17183,102092,81.19
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2018,240792,191991,7236,108659,86.14
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2019,495668,10995,7096,83739,86.46
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2020,80944,48051,6710,59285,77.25
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2021,197871,33911,2279,141979,79.32
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2022,154623,119401,9879,144161,98.05
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2023,349919,148719,8019,61853,91.52
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2024,489790,51563,19315,128382,88.04
Maharashtra,Aurangabad (Chhatrapati Sambhajinagar),2025,111520,146540,13736,48997,76.54
Maharashtra,Beed,2015,469595,179683,7399,115231,99.23
Maharashtra,Beed,2016,51995,185195,3694,52549,98.22
Maharashtra,Beed,2017,279008,107151,18397,90631,75.24
Maharashtra,Beed,2018,377049,79491,487,122919,83.22
Maharashtra,Beed,2019,240185,71464,13512,59800,90.72
Maharashtra,Beed,2020,229023,71548,3419,27476,99.49
Maharashtra,Beed,2021,178992,115196,4570,82669,73.25
Maharashtra,Beed,2022,200527,103651,14366,109039,87.94
Maharashtra,Beed,2023,346477,94821,7277,59286,89.6
Maharashtra,Beed,2024,177884,191957,16495,93286,78.56
Maharashtra,Beed,2025,182644,57567,19580,119266,94.93
Maharashtra,Bhandara,2015,473721,41827,18363,75893,71.04
Maharashtra,Bhandara,2016,250939,196578,9953,118617,81.39
Maharashtra,Bhandara,2017,488241,100137,12443,73940,76.94
Maharashtra,Bhandara,2018,132240,25587,13357,101445,75.16
Maharashtra,Bhandara,2019,259429,39976,18582,23935,73.06
Maharashtra,Bhandara,2020,236458,67479,11024,101651,94.01
Maharashtra,Bhandara,2021,30436,124360,14142,1021,74.51
Maharashtra,Bhandara,2022,10299,62614,16785,40687,75.93
Maharashtra,Bhandara,2023,418205,59783,17870,48104,70.14
Maharashtra,Bhandara,2024,396761,102628,14003,5341,72.95
Maharashtra,Bhandara,2025,351942,131013,3654,12842,90.08
Maharashtra,Buldhana,2015,109354,132452,13076,60282,99.69
Maharashtra,Buldhana,2016,105296,69864,18449,108585,96.66
Maharashtra,Buldhana,2017,304413,89724,12374,53609,76.07
Maharashtra,Buldhana,2018,472948,34643,16843,95325,82.75
Maharashtra,Buldhana,2019,217748,20499,5563,16126,73.0
Maharashtra,Buldhana,2020,437098,24562,17748,102261,75.47
Maharashtra,Buldhana,2021,24741,66050,3601,29125,91.52
Maharashtra,Buldhana,2022,286297,105727,18586,8846,71.11
Maharashtra,Buldhana,2023,458063,178223,19403,137295,85.77
Maharashtra,Buldhana,2024,35764,106125,10020,85839,98.35
Maharashtra,Buldhana,2025,366439,8650,18113,91832,94.35
Maharashtra,Chandrapur,2015,339938,122975,4967,39254,78.54
Maharashtra,Chandrapur,2016,99650,28118,1133,134233,84.01
Maharashtra,Chandrapur,2017,239820,30908,19155,93517,77.19
Maharashtra,Chandrapur,2018,361943,41576,14167,73325,96.12
Maharashtra,Chandrapur,2019,70679,48164,17000,47389,80.32
Maharashtra,Chandrapur,2020,347245,82393,14675,148457,75.1
Maharashtra,Chandrapur,2021,475036,188136,4768,14080,95.92
Maharashtra,Chandrapur,2022,341566,124184,17483,41328,99.85
Maharashtra,Chandrapur,2023,75904,5127,9381,11825,76.24
Maharashtra,Chandrapur,2024,85043,27843,8768,22288,88.92
Maharashtra,Chandrapur,2025,6253,27989,17227,127671,95.23
Maharashtra,Dhule,2015,33326,37185,18231,99901,96.28
Maharashtra,Dhule,2016,374091,194435,10418,78910,84.97
Maharashtra,Dhule,2017,167891,80690,17732,28247,97.76
Maharashtra,Dhule,2018,260138,124446,14085,6969,75.2
Maharashtra,Dhule,2019,237391,191187,13641,119760,88.28
Maharashtra,Dhule,2020,151165,120079,1950,20474,74.26
Maharashtra,Dhule,2021,130673,167041,10079,127840,88.18
Maharashtra,Dhule,2022,373598,60076,5917,37536,99.65
Maharashtra,Dhule,2023,87234,197451,7383,20049,73.6
Maharashtra,Dhule,2024,143648,108003,13330,47316,98.02
Maharashtra,Dhule,2025,5624,140316,8777,65484,94.64
Maharashtra,Gadchiroli,2015,173930,123495,3541,112235,77.46
Maharashtra,Gadchiroli,2016,308508,170440,4095,138645,87.02
Maharashtra,Gadchiroli,2017,488337,64650,12417,33366,89.28
Maharashtra,Gadchiroli,2018,75958,5517,2171,22796,74.89
Maharashtra,Gadchiroli,2019,164751,134329,11027,91159,93.17
Maharashtra,Gadchiroli,2020,229026,196,18501,23055,82.86
Maharashtra,Gadchiroli,2021,302110,190427,16259,75865,85.96
Maharashtra,Gadchiroli,2022,327608,104324,10119,101187,91.17
Maharashtra,Gadchiroli,2023,298296,56798,7019,123273,82.27
Maharashtra,Gadchiroli,2024,203683,91020,11318,62394,86.27
Maharashtra,Gadchiroli,2025,236306,41560,10602,9007,78.78
Maharashtra,Gondia,2015,288904,8780,16177,83004,71.24
Maharashtra,Gondia,2016,53695,175163,17210,101312,97.16
Maharashtra,Gondia,2017,206592,177021,1467,82513,70.72
Maharashtra,Gondia,2018,119978,184656,13169,148967,87.15
Maharashtra,Gondia,2019,269503,114337,19067,127016,71.07
Maharashtra,Gondia,2020,435198,16358,13146,30889,82.91
Maharashtra,Gondia,2021,353736,190593,2173,19108,84.2
